"stage_id","asset_family","calendar_year","vintage_year","vintage_age","real_investment","survival_weight","net_value_weight","retirement_weight","cfc_weight","gross_stock_contribution","net_stock_contribution","retirement_contribution","cfc_contribution","support_status"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1905,1905,0,554159.769680548,1,1,0,0,554159.769680548,554159.769680548,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1905,1904,1,449847.342446562,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,445693.431417437,396667.153961518,4153.91102912551,53180.1884850435,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1905,1903,2,522286.528025719,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,506779.228220792,401419.826673689,10684.4820078266,59122.8754297812,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1905,1902,3,459264.436571853,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,432497.448631369,304897.293864208,13130.8879733218,48084.911560368,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1905,1901,4,407832.614810652,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,369787.613800328,232013.035838751,14275.5779653831,38739.6083971306,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1906,1906,0,723667.463935774,1,1,0,0,723667.463935774,723667.463935774,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1906,1905,1,554159.769680548,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,549042.632905538,488647.943285929,5117.13677500969,65511.8263946189,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1906,1904,2,449847.342446562,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,436490.847052859,345744.39995057,9202.58436457742,50922.7540109488,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1906,1903,3,522286.528025719,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,491846.467607598,346736.512422861,14932.760613194,54683.3142508285,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1906,1902,4,459264.436571853,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,416421.575753833,261272.228635467,16075.8728775362,43625.0652287403,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1906,1901,5,407832.614810652,0.866663311230716,0.483949945217951,0.0400508660353978,0.0849428490635215,353453.564379681,197370.571595709,16334.0494206474,34642.4642430425,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1907,1907,0,827979.89116976,1,1,0,0,827979.89116976,827979.89116976,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1907,1906,1,723667.463935774,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,716985.085323703,638116.725938095,6682.37861207147,85550.7379976788,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1907,1905,2,554159.769680548,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,537706.115934682,425917.014431862,11336.5169708562,62730.9288540674,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1907,1904,3,449847.342446562,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,423629.20441653,298645.456608317,12861.6426363294,47098.9433422531,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1907,1903,4,522286.528025719,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,473564.599556015,297125.04234412,18281.868051583,49611.4700787409,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1907,1902,5,459264.436571853,0.866663311230716,0.483949945217951,0.0400508660353978,0.0849428490635215,398027.637329871,222260.998919501,18393.9384239617,39011.2297159661,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1907,1901,6,407832.614810652,0.822750607199423,0.408891658904916,0.0439127040312932,0.075058286313035,335544.531471192,166759.354425457,17909.0329084886,30611.2171702516,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1908,1908,0,461437.612139228,1,1,0,0,461437.612139228,461437.612139228,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1908,1907,1,827979.89116976,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,820334.286811804,730097.515262506,7645.60435795565,97882.3759072542,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1908,1906,2,723667.463935774,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,702180.927867643,556197.51296396,14804.1574560593,81919.2129741351,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1908,1905,3,554159.769680548,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,521862.063411668,367896.57698126,15844.0525230145,58020.4374506017,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1908,1904,4,449847.342446562,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,407882.963001782,255914.911644519,15746.2414147476,42730.5449637976,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1908,1903,5,522286.528025719,0.866663311230716,0.483949945217951,0.0400508660353978,0.0849428490635215,452646.571789964,252760.53662612,20918.0277660511,44364.5057179993,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1908,1902,6,459264.436571853,0.822750607199423,0.408891658904916,0.0439127040312932,0.075058286313035,377860.094054593,187789.397345896,20167.5432752784,34471.6015736049,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1908,1901,7,407832.614810652,0.776037321964001,0.343251666792192,0.0467132852354218,0.0656399921127238,316493.330207234,139989.224805974,19051.2012639579,26770.1296194827,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1909,1909,0,564301.25566163,1,1,0,0,564301.25566163,564301.25566163,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1909,1908,1,461437.612139228,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,457176.676027226,406887.241664232,4260.93611200154,54550.3704749965,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1909,1907,2,827979.89116976,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,803396.196749466,636370.127445252,16938.0900623382,93727.3878172537,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1909,1906,3,723667.463935774,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,681490.459278765,480429.647587292,20690.4685888777,75767.8653766681,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1909,1905,4,554159.769680548,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,502464.519639877,315257.499851944,19397.5437717906,52639.077129316,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1909,1904,5,449847.342446562,0.866663311230716,0.483949945217951,0.0400508660353978,0.0849428490635215,389866.187353075,217703.596733454,18016.775648707,38211.3149110646,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1909,1903,6,522286.528025719,0.822750607199423,0.408891658904916,0.0439127040312932,0.075058286313035,429711.558065238,213558.604868125,22935.0137247251,39201.9317579954,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1909,1902,7,459264.436571853,0.776037321964001,0.343251666792192,0.0467132852354218,0.0656399921127238,356406.343430526,157643.283351665,21453.7506240663,30146.113994231,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1909,1901,8,407832.614810652,0.727479806458291,0.286378886247802,0.0485575155057099,0.0568727805443894,296689.991689832,116794.650005004,19803.3385174024,23194.5748009707,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1910,0,693967.39784832,1,1,0,0,693967.39784832,693967.39784832,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1909,1,564301.25566163,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,559090.471939104,497590.520025802,5210.78372252621,66710.7356358276,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1908,2,461437.612139228,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,447736.988039729,354652.468226269,9439.6879874973,52234.7734379621,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1907,3,827979.89116976,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,779723.318273903,549680.767960235,23672.8784755628,86689.3594850167,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1906,4,723667.463935774,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,656159.54917678,411689.205689009,25330.9101019853,68740.4418982832,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1905,5,554159.769680548,0.866663311230716,0.483949945217951,0.0400508660353978,0.0849428490635215,480269.940942194,268185.590178893,22194.5786976825,47071.9096730506,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1904,6,449847.342446562,0.822750607199423,0.408891658904916,0.0439127040312932,0.075058286313035,370112.174144955,183938.826106942,19754.0132081197,33764.770626512,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1903,7,522286.528025719,0.776037321964001,0.343251666792192,0.0467132852354218,0.0656399921127238,405313.838506955,179275.721287935,24397.7195582836,34282.8835801901,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1902,8,459264.436571853,0.727479806458291,0.286378886247802,0.0485575155057099,0.0568727805443894,334105.603430468,131523.637838672,22300.7400000589,26119.6455129936,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1910,1901,9,407832.614810652,0.677936005551958,0.237519220849002,0.0495438009063325,0.0488596653988005,276484.413818544,96868.0849066372,20205.5778712879,19926.5650983664,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1911,0,630945.306394454,1,1,0,0,630945.306394454,630945.306394454,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1910,1,693967.39784832,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,687559.271011118,611927.751199895,6408.12683720167,82039.6466484247,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1909,2,564301.25566163,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,547546.489298193,433711.574173098,11543.9826409111,63878.945852704,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1908,3,461437.612139228,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,434543.966527101,306340.025538644,13193.0215126278,48312.4426876253,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1907,4,827979.89116976,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,750741.105814875,471031.793896434,28982.2124590283,78648.9740638016,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1906,5,723667.463935774,0.866663311230716,0.483949945217951,0.0400508660353978,0.0849428490635215,627176.040524513,350218.829527731,28983.5086522677,61470.3761612778,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1905,6,554159.769680548,0.822750607199423,0.408891658904916,0.0439127040312932,0.075058286313035,455935.286990163,226591.307523045,24334.6539520315,41594.2826558481,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1904,7,449847.342446562,0.776037321964001,0.343251666792192,0.0467132852354218,0.0656399921127238,349098.326924853,154410.85009682,21013.8472201027,29527.9760101221,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1903,8,522286.528025719,0.727479806458291,0.286378886247802,0.0485575155057099,0.0568727805443894,379952.902323923,149571.834198237,25360.9361830322,29703.8870896978,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1902,9,459264.436571853,0.677936005551958,0.237519220849002,0.0495438009063325,0.0488596653988005,311351.897621593,109084.131138202,22753.7058088748,22439.5067004694,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1911,1901,10,407832.614810652,0.628167397348983,0.195873398532718,0.0497686082029758,0.0416458223162843,256187.152199637,79883.5602954471,20297.2616189065,16984.52461119,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1912,0,903316.644172083,1,1,0,0,903316.644172083,903316.644172083,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1911,1,630945.306394454,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,625119.128445391,556356.024316398,5826.17794906332,74589.2820780563,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1910,2,693967.39784832,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,673362.691588791,533370.588007481,14196.5794223272,78557.1631924138,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1909,3,564301.25566163,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,531412.480258417,374629.324795296,16134.0090397755,59082.2493778023,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1908,4,461437.612139228,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,418392.02485046,262508.532556456,16151.9416766413,43831.4929821886,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1907,5,827979.89116976,0.866663311230716,0.483949945217951,0.0400508660353978,0.0849428490635215,717579.794113632,400700.82297317,33161.3117012433,70330.9709232638,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1906,6,723667.463935774,0.822750607199423,0.408891658904916,0.0439127040312932,0.075058286313035,595397.845363624,295901.589824212,31778.1951608882,54317.2397035193,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1905,7,554159.769680548,0.776037321964001,0.343251666792192,0.0467132852354218,0.0656399921127238,430048.66360308,190216.264612025,25886.6233870831,36375.04291102,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1904,8,449847.342446562,0.727479806458291,0.286378886247802,0.0485575155057099,0.0568727805443894,327254.857618801,128826.78091138,21843.4693060513,25584.0691854401,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1903,9,522286.528025719,0.677936005551958,0.237519220849002,0.0495438009063325,0.0488596653988005,354076.842563357,124053.089196599,25876.0597605659,25518.7450016379,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1902,10,459264.436571853,0.628167397348983,0.195873398532718,0.0497686082029758,0.0416458223162843,288494.945816288,89957.6860165426,22856.951805305,19126.4451216598,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1912,1901,11,407832.614810652,0.578839818366246,0.160638067795418,0.0493275789827368,0.0352353307372995,236069.756680829,65513.4432271362,20117.3955188085,14370.117068311,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1913,0,1059060.89316727,1,1,0,0,1059060.89316727,1059060.89316727,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1912,1,903316.644172083,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,894975.376775433,796528.085330136,8341.26739664978,106788.558841947,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1911,2,630945.306394454,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,612211.79997269,484932.966758368,12907.3284727004,71423.0575580297,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1910,3,693967.39784832,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,653521.381370428,460712.314703329,19841.3102183632,72658.2733041522,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1909,4,564301.25566163,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,511659.94875747,321026.918149888,19752.5315009475,53602.4066454081,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1908,5,461437.612139228,0.866663311230716,0.483949945217951,0.0400508660353978,0.0849428490635215,399911.048862978,223312.707116281,18480.975987482,39195.8254401742,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1907,6,827979.89116976,0.822750607199423,0.408891658904916,0.0439127040312932,0.075058286313035,681220.958208832,338554.071240315,36358.8359048,62146.7517328554,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1906,7,723667.463935774,0.776037321964001,0.343251666792192,0.0467132852354218,0.0656399921127238,561592.960705198,248400.063199233,33804.8846584262,47501.5266249791,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1905,8,554159.769680548,0.727479806458291,0.286378886247802,0.0485575155057099,0.0568727805443894,403140.041994176,158699.657644454,26908.6216089038,31516.6069675712,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1904,9,449847.342446562,0.677936005551958,0.237519220849002,0.0495438009063325,0.0488596653988005,304967.710446386,106847.390278902,22287.1471724152,21979.3906324787,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1903,10,522286.528025719,0.628167397348983,0.195873398532718,0.0497686082029758,0.0416458223162843,328083.368980352,102302.037252251,25993.4735830045,21751.0519443481,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1902,11,459264.436571853,0.578839818366246,0.160638067795418,0.0493275789827368,0.0352353307372995,265840.543047328,73775.3516980538,22654.4027689602,16182.3343184887,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1913,1901,12,407832.614810652,0.530524698117408,0.131034509289358,0.0483151202488373,0.0296035585060605,216365.274854854,53440.1465539094,19704.4818259744,12073.2966732268,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1914,0,781618.8123991,1,1,0,0,781618.8123991,781618.8123991,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1913,1,1059060.89316727,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,1049281.47621947,933860.513835332,9779.4169477963,125200.379331938,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1912,2,903316.644172083,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,876496.113164116,694272.571237296,18479.2636113173,102255.514092839,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1911,3,630945.306394454,0.941717699414559,0.663881784838582,0.0285911273063867,0.104699836807079,594172.362394199,418873.096144676,18039.437578491,66059.8706136916,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1910,4,693967.39784832,0.906714177266113,0.568892794281472,0.0350035221484456,0.0949889905571103,629230.078189545,394793.052102173,24291.3031808828,65919.2626011565,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1909,5,564301.25566163,0.866663311230716,0.483949945217951,0.0400508660353978,0.0849428490635215,489059.194763359,273093.561763867,22600.7539941107,47933.3563860215,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1908,6,461437.612139228,0.822750607199423,0.408891658904916,0.0439127040312932,0.075058286313035,379648.075572201,188677.990708732,20262.9732907766,34634.7164075494,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1907,7,827979.89116976,0.776037321964001,0.343251666792192,0.0467132852354218,0.0656399921127238,642543.297383425,284205.477714438,38677.6608254065,54348.593525877,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1906,8,723667.463935774,0.727479806458291,0.286378886247802,0.0485575155057099,0.0568727805443894,526453.466604159,207243.082335699,35139.4941010391,41156.9808635341,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1905,9,554159.769680548,0.677936005551958,0.237519220849002,0.0495438009063325,0.0488596653988005,375684.860694824,131623.596720386,27455.1812993521,27076.060924068,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1904,10,449847.342446562,0.628167397348983,0.195873398532718,0.0497686082029758,0.0416458223162843,282579.434309013,88113.1277859193,22388.2761373728,18734.2624929822,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1903,11,522286.528025719,0.578839818366246,0.160638067795418,0.0493275789827368,0.0352353307372995,302320.239017544,83899.098697629,25763.129962808,18402.938554622,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1902,12,459264.436571853,0.530524698117408,0.131034509289358,0.0483151202488373,0.0296035585060605,243651.126568344,60179.4900802461,22189.4164789836,13595.8616178078,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1914,1901,13,407832.614810652,0.483701349015373,0.106327936344548,0.0468233491020356,0.0247065729448095,197269.185956379,43364.0003068176,19096.0888984752,10076.1462470918,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1915,1915,0,827255.499313968,1,1,0,0,827255.499313968,827255.499313968,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1915,1914,1,781618.8123991,0.99076595405336,0.88178169910749,0.00923404594664012,0.11821830089251,774401.308372648,689217.164451657,7217.50402645158,92401.6479474429,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME",1915,1913,2,1059060.89316727,0.970308826720946,0.768581621645661,0.0204571273324141,0.113200077461829,1027616.13267517,813974.738692003,21665.3435443031,119885.775143329,"partial_vintage_warmup"
