"stage_id","asset_family","constructed_variable_id","source_real_investment_variable_id","source_stage","schedule_source","parameter_source","provider_v1_commit","s12d_a4_commit","s12d_b_commit","s12d_c_commit","s13_commit","s29b_setup_commit","s29c_real_investment_commit"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","G_ME_GPIM_2017","I_ME_REAL_2017","S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","S12D_A4/S12D_B locked Weibull survival and net-value schedule","S29B_gpim_parameter_lock_ledger.csv","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","RET_ME_GPIM_2017","I_ME_REAL_2017","S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","S12D_A4/S12D_B locked Weibull survival and net-value schedule","S29B_gpim_parameter_lock_ledger.csv","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","N_ME_GPIM_2017","I_ME_REAL_2017","S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","S12D_A4/S12D_B locked Weibull survival and net-value schedule","S29B_gpim_parameter_lock_ledger.csv","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","I_ME_REAL_2017","S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","S12D_A4/S12D_B locked Weibull survival and net-value schedule","S29B_gpim_parameter_lock_ledger.csv","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC","G_NRC_GPIM_2017","I_NRC_REAL_2017","S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","S12D_A4/S12D_B locked Weibull survival and net-value schedule","S29B_gpim_parameter_lock_ledger.csv","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC","RET_NRC_GPIM_2017","I_NRC_REAL_2017","S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","S12D_A4/S12D_B locked Weibull survival and net-value schedule","S29B_gpim_parameter_lock_ledger.csv","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC","N_NRC_GPIM_2017","I_NRC_REAL_2017","S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","S12D_A4/S12D_B locked Weibull survival and net-value schedule","S29B_gpim_parameter_lock_ledger.csv","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC","CFC_NRC_GPIM_2017","I_NRC_REAL_2017","S29C_FIXED_ASSETS_DEFLATOR_AND_REAL_INVESTMENT_CONSTRUCTION","S12D_A4/S12D_B locked Weibull survival and net-value schedule","S29B_gpim_parameter_lock_ledger.csv","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3"
