"stage_id","asset_family","constructed_variable_id","variable_role","construction_status","source_real_investment_variable_id","observation_count","year_start","year_end","first_fully_supported_year","unit"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","G_ME_GPIM_2017","gross_gpim_stock","constructed","I_ME_REAL_2017",124,1901,2024,1925,"millions_2017_dollars"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","RET_ME_GPIM_2017","retirement_flow","constructed","I_ME_REAL_2017",124,1901,2024,1925,"millions_2017_dollars"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","N_ME_GPIM_2017","net_gpim_stock","constructed","I_ME_REAL_2017",124,1901,2024,1925,"millions_2017_dollars"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow","constructed","I_ME_REAL_2017",124,1901,2024,1925,"millions_2017_dollars"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC","G_NRC_GPIM_2017","gross_gpim_stock","constructed","I_NRC_REAL_2017",124,1901,2024,1931,"millions_2017_dollars"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC","RET_NRC_GPIM_2017","retirement_flow","constructed","I_NRC_REAL_2017",124,1901,2024,1931,"millions_2017_dollars"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC","N_NRC_GPIM_2017","net_gpim_stock","constructed","I_NRC_REAL_2017",124,1901,2024,1931,"millions_2017_dollars"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC","CFC_NRC_GPIM_2017","consumption_of_fixed_capital_flow","constructed","I_NRC_REAL_2017",124,1901,2024,1931,"millions_2017_dollars"
