"asset_family","vintage_age","service_life_L","survival_shape_alpha","depreciation_value_parameter_d","lambda","survival_weight","net_value_weight","terminal_age_for_exit_flow","stage_id","survival_formula","net_value_formula"
"ME",0,14,1.7,0.11,15.6907663323043,1,1,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
"ME",1,14,1.7,0.11,15.6907663323043,0.99076595405336,0.88178169910749,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
"ME",2,14,1.7,0.11,15.6907663323043,0.970308826720946,0.768581621645661,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
"ME",3,14,1.7,0.11,15.6907663323043,0.941717699414559,0.663881784838582,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
"ME",4,14,1.7,0.11,15.6907663323043,0.906714177266113,0.568892794281472,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
"ME",5,14,1.7,0.11,15.6907663323043,0.866663311230716,0.483949945217951,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
"ME",6,14,1.7,0.11,15.6907663323043,0.822750607199423,0.408891658904916,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
"ME",7,14,1.7,0.11,15.6907663323043,0.776037321964001,0.343251666792192,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
"ME",8,14,1.7,0.11,15.6907663323043,0.727479806458291,0.286378886247802,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
"ME",9,14,1.7,0.11,15.6907663323043,0.677936005551958,0.237519220849002,"no","S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","S(a)=exp(-((a/(L/gamma(1+1/alpha)))^alpha)); ages 0:L; terminal L+1 set to zero for exit flows","V(a)=S(a)*(1-d)^a; terminal L+1 set to zero for CFC flow"
