"stage_id","asset_family","identity","maximum_absolute_residual","mean_absolute_residual","median_absolute_residual","tolerance","observations_outside_tolerance","first_tested_year","last_tested_year","tested_observations","residual_status"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","net",0.00000000139698386192322,0.000000000328837791684924,0.00000000023283064365387,0.000001,0,1902,2024,123,"PASS"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC","net",0.00000000698491930961609,0.00000000136586879115037,0.000000000931322574615479,0.000001,0,1902,2024,123,"PASS"
