"stage_id","asset_family","calendar_year","vintage_year","vintage_age","real_investment","survival_weight","net_value_weight","retirement_weight","cfc_weight","gross_stock_contribution","net_stock_contribution","retirement_contribution","cfc_contribution","support_status"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1901,1901,0,1315562.44125393,1,1,0,0,1315562.44125393,1315562.44125393,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1902,1902,0,1680703.51963804,1,1,0,0,1680703.51963804,1680703.51963804,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1902,1901,1,1315562.44125393,0.996369599755467,0.972456729361336,0.00363040024453298,0.0275432706386642,1310786.4230455,1279327.54889241,4776.01820842668,36234.8923615188,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1903,1903,0,1879751.54431674,1,1,0,0,1879751.54431674,1879751.54431674,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1903,1902,1,1680703.51963804,0.996369599755467,0.972456729361336,0.00363040024453298,0.0275432706386642,1674601.89316936,1634411.44773329,6101.62646868139,46292.0719047461,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1903,1901,2,1315562.44125393,0.989035215396583,0.942131209341615,0.00733438435888445,0.0303255200197208,1301137.58245323,1239432.43374297,9648.84059226867,39895.1151494388,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1904,1904,0,1738704.26855104,1,1,0,0,1738704.26855104,1738704.26855104,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1904,1903,1,1879751.54431674,0.996369599755467,0.972456729361336,0.00363040024453298,0.0275432706386642,1872927.29385059,1827977.03879818,6824.25046614875,51774.505518563,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1904,1902,2,1680703.51963804,0.989035215396583,0.942131209341615,0.00733438435888445,0.0303255200197208,1662274.967563,1583443.2395013,12326.9256063553,50968.2082319986,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1904,1901,3,1315562.44125393,0.97912791622151,0.910309103828478,0.00990729917507283,0.031822105513137,1288103.91176424,1197568.46692827,13033.6706889919,41863.9668147027,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1905,1905,0,1720249.484806,1,1,0,0,1720249.484806,1720249.484806,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1905,1904,1,1738704.26855104,0.996369599755467,0.972456729361336,0.00363040024453298,0.0275432706386642,1732392.07614932,1690814.66632174,6312.19240171824,47889.602229302,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1905,1903,2,1879751.54431674,0.989035215396583,0.942131209341615,0.00733438435888445,0.0303255200197208,1859140.47352537,1770972.5957089,13786.8203252256,57004.4430892783,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1905,1902,3,1680703.51963804,0.97912791622151,0.910309103828478,0.00990729917507283,0.031822105513137,1645623.73496935,1529959.71476307,16651.2325936519,53483.5247382225,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1905,1901,4,1315562.44125393,0.967129779880113,0.87757456399303,0.0119981363413966,0.0327345398354484,1272319.61422846,1154504.13578902,15784.2975357852,43064.3311392465,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1906,1906,0,1954888.87813586,1,1,0,0,1954888.87813586,1954888.87813586,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1906,1905,1,1720249.484806,0.996369599755467,0.972456729361336,0.00363040024453298,0.0275432706386642,1714004.2906557,1672868.18767997,6245.19415029744,47381.2971260344,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1906,1904,2,1738704.26855104,0.989035215396583,0.942131209341615,0.00733438435888445,0.0303255200197208,1719639.75075734,1638087.55521742,12752.3253919864,52727.1111043185,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1906,1903,3,1879751.54431674,0.97912791622151,0.910309103828478,0.00990729917507283,0.031822105513137,1840517.21260101,1711154.94372717,18623.2609243511,59817.6519817296,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1906,1902,4,1680703.51963804,0.967129779880113,0.87757456399303,0.0119981363413966,0.0327345398354484,1625458.42499127,1474942.6584479,20165.3099780823,55017.0563151697,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1906,1901,5,1315562.44125393,0.953359240589135,0.844317262480149,0.0137705392909778,0.0332573015128803,1254203.60994144,1110752.07902122,18116.0042870219,43752.0567678028,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1907,1907,0,2152618.70397563,1,1,0,0,2152618.70397563,2152618.70397563,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1907,1906,1,1954888.87813586,0.996369599755467,0.972456729361336,0.00363040024453298,0.0275432706386642,1947791.84907464,1901044.84469685,7097.02906121923,53844.0334390107,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1907,1905,2,1720249.484806,0.989035215396583,0.942131209341615,0.00733438435888445,0.0303255200197208,1701387.31974096,1620700.72748957,12616.9709147402,52167.4601903987,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1907,1904,3,1738704.26855104,0.97912791622151,0.910309103828478,0.00990729917507283,0.031822105513137,1702413.88739182,1582758.32452745,17225.8633655113,55329.2306899729,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1907,1903,4,1879751.54431674,0.967129779880113,0.87757456399303,0.0119981363413966,0.0327345398354484,1817963.69728435,1649622.14191899,22553.515316663,61532.8018081819,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1907,1902,5,1680703.51963804,0.953359240589135,0.844317262480149,0.0137705392909778,0.0332573015128803,1602314.23113761,1419046.99474154,23144.1938536603,55895.6637063615,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1907,1901,6,1315562.44125393,0.938059430434097,0.810828975006074,0.0152998101550386,0.0334882874740757,1234075.75434315,1066696.14579841,20127.8555982842,44055.9332228085,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1908,1908,0,1886342.5385114,1,1,0,0,1886342.5385114,1886342.5385114,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1908,1907,1,2152618.70397563,0.996369599755467,0.972456729361336,0.00363040024453298,0.0275432706386642,2144803.83650633,2093328.54443018,7814.8674692994,59290.1595454514,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1908,1906,2,1954888.87813586,0.989035215396583,0.942131209341615,0.00733438435888445,0.0303255200197208,1933453.94266348,1841761.82288661,14337.9064111568,59283.0218102385,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1908,1905,3,1720249.484806,0.97912791622151,0.910309103828478,0.00990729917507283,0.031822105513137,1684344.29343922,1565958.76687515,17043.0263017379,54741.9606144161,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1908,1904,4,1738704.26855104,0.967129779880113,0.87757456399303,0.0119981363413966,0.0327345398354484,1681552.67652038,1525842.6403865,20861.2108714436,56915.6841409482,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1908,1903,5,1879751.54431674,0.953359240589135,0.844317262480149,0.0137705392909778,0.0332573015128803,1792078.50478606,1587106.67804034,25885.1924982899,62515.4638786442,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1908,1902,6,1680703.51963804,0.938059430434097,0.810828975006074,0.0152998101550386,0.0334882874740757,1576599.78636024,1362763.11211721,25714.4447773671,56283.8826243296,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1908,1901,7,1315562.44125393,0.921430611344112,0.77734061527709,0.0166288190899849,0.0334883597289838,1212199.50450596,1022640.11751976,21876.2498371905,44056.0282786517,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1909,1909,0,2169755.28888174,1,1,0,0,2169755.28888174,2169755.28888174,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1909,1908,1,1886342.5385114,0.996369599755467,0.972456729361336,0.00363040024453298,0.0275432706386642,1879494.36009832,1834386.49545596,6848.17841308475,51956.0430554444,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1909,1907,2,2152618.70397563,0.989035215396583,0.942131209341615,0.00733438435888445,0.0303255200197208,2129015.70355325,2028049.26282794,15788.132953081,65279.2816022384,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1909,1906,3,1954888.87813586,0.97912791622151,0.910309103828478,0.00990729917507283,0.031822105513137,1914086.27369377,1779553.14274011,19367.6689697144,62208.6801464974,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1909,1905,4,1720249.484806,0.967129779880113,0.87757456399303,0.0119981363413966,0.0327345398354484,1663704.5055793,1509647.19158786,20639.7878599196,56311.5752872916,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1909,1904,5,1738704.26855104,0.953359240589135,0.844317262480149,0.0137705392909778,0.0332573015128803,1657609.78107491,1468018.02828556,23942.895445473,57824.612100934,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1909,1903,6,1879751.54431674,0.938059430434097,0.810828975006074,0.0152998101550386,0.0334882874740757,1763318.66301937,1524157.01794443,28759.8417666867,62949.6600959168,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1909,1902,7,1680703.51963804,0.921430611344112,0.77734061527709,0.0166288190899849,0.0334883597289838,1548651.67158828,1306479.1080538,27948.1147719619,56284.0040634079,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1909,1901,8,1315562.44125393,0.903645331652726,0.744040456681535,0.0177852796913857,0.0333001585955545,1188801.85853678,978831.67958365,23397.6459691833,43808.4379361107,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1910,1910,0,2549396.5544941,1,1,0,0,2549396.5544941,2549396.5544941,0,0,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1910,1909,1,2169755.28888174,0.996369599755467,0.972456729361336,0.00363040024453298,0.0275432706386642,2161878.20875041,2109993.1317404,7877.080131333,59762.1571413429,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1910,1908,2,1886342.5385114,0.989035215396583,0.942131209341615,0.00733438435888445,0.0303255200197208,1865659.19888836,1777182.17704028,13835.1612099564,57204.3184156784,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1910,1907,3,2152618.70397563,0.97912791622151,0.910309103828478,0.00990729917507283,0.031822105513137,2107689.06604311,1959548.40330048,21326.6375101441,68500.8595274648,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1910,1906,4,1954888.87813586,0.967129779880113,0.87757456399303,0.0119981363413966,0.0327345398354484,1890631.25040162,1715560.7548849,23455.0232921538,63992.3878552133,"partial_vintage_warmup"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","NRC",1910,1905,5,1720249.484806,0.953359240589135,0.844317262480149,0.0137705392909778,0.0332573015128803,1640015.7424585,1452436.33579429,23688.7631208054,57210.8557935702,"partial_vintage_warmup"
