test,statistic,p_value
BG(1),2.1119404016101027,0.1461538921456351
BG(2),5.261780868717757,0.07201430966552001
Breusch-Pagan,7.083723791230491,0.3131738696802687
Jarque-Bera,0.7358540717894756,0.6921676832420068
RESET,1.0283073200591617,0.31923957541588377
