test,statistic,p_value
BG(1),2.946633743906241,0.08605663982571929
BG(2),7.929450755396872,0.018973246373626164
Breusch-Pagan,15.870040088573182,0.14602458593871298
Jarque-Bera,1.1308122610560627,0.5681293652179122
RESET,1.2738714045274258,0.27119954312846917
