term,estimate,se,t_stat,p_value
(Intercept),0.03836191898087411,0.006993031157121525,5.48573545847959,2.718351360554135e-5
d(mu),0.22738492924967937,0.018810454903224416,12.088220642165433,2.2891715797884762e-10
"d(L(mu, 1))",0.010609637468788279,0.022053009460775066,0.48109703519872327,0.6359413519198116
d(B_real),0.06444077578199149,0.047783818814045836,1.3485899072396745,0.19332523537471072
d(PyPK),-0.05655856670404009,0.03005946410951793,-1.8815560549574657,0.07530867632689528
d(pi),-0.09846526099660263,0.0767992453197285,-1.2821123513216148,0.2152270286806378
ect,-0.3742642857113206,0.0663492464122339,-5.640821952761642,1.9399985261553647e-5
