test,statistic,p_value
BG(1),0.7429019137702382,0.3887328744882719
BG(2),12.679424571039032,0.001764809925166963
Breusch-Pagan,15.773838933809737,0.07175728102377955
Jarque-Bera,12.457688001072153,0.001971729898407215
RESET,0.046769697999441695,0.8301995389382881
