test,statistic,p_value
BG(1),3.7877709048875903,0.05162836115722101
BG(2),7.000247452333873,0.030193647446939864
Breusch-Pagan,12.38724223716629,0.2599753002929829
Jarque-Bera,0.40842929977245845,0.8152873510667895
RESET,0.07974132054358404,0.7801738662392872
