"year","asset","nominal_investment","real_or_quantity_input","recovered_implicit_price","S12D_B_price","S29C_deflator","D03_deflator","absolute_difference_vs_S12D_B","relative_difference_vs_S12D_B","absolute_difference_vs_S29C","relative_difference_vs_S29C","recovery_status","notes"
2014,"ME",771158,824978.164306554,93.476171050928,93.476171050928,93.476171050928,93.476171050928,-0.000000000000028421709430404,-0.000000000000000304052991375943,-0.000000000000028421709430404,-0.000000000000000304052991375943,"PASS","Recovered SFC span."
2015,"ME",782557,825253.753697722,94.8262272656852,94.8262272656852,94.8262272656852,94.8262272656852,0.000000000000014210854715202,0.000000000000000149862070072511,0.000000000000014210854715202,0.000000000000000149862070072511,"PASS","Recovered SFC span."
2016,"ME",760222,784095.656265363,96.9552622725813,96.9552622725813,96.9552622725813,96.9552622725813,-0.000000000000028421709430404,-0.000000000000000293142515055024,-0.000000000000028421709430404,-0.000000000000000293142515055024,"PASS","Recovered SFC span."
2017,"ME",802342,802342,100,100,100,100,0,0,0,0,"PASS","Recovered SFC span."
2018,"ME",853606,821543.303470757,103.902739684419,103.902739684419,103.902739684419,103.902739684419,0.00000000000035527136788005,0.00000000000000341926852900228,0.00000000000035527136788005,0.00000000000000341926852900228,"PASS","Recovered SFC span."
2019,"ME",833030,778964.46560092,106.940693290466,106.940693290466,106.940693290466,106.940693290466,0.000000000000326849658449646,0.00000000000000305636375071813,0.000000000000326849658449646,0.00000000000000305636375071813,"PASS","Recovered SFC span."
2020,"ME",746990,672730.883680668,111.038458040315,111.038458040315,111.038458040315,111.038458040315,0.000000000000170530256582424,0.00000000000000153577651916338,0.000000000000170530256582424,0.00000000000000153577651916338,"PASS","Recovered SFC span."
2021,"ME",829611,678588.098183126,122.25545986162,122.25545986162,122.25545986162,122.25545986162,-0.000000000000298427949019242,-0.00000000000000244101939788236,-0.000000000000298427949019242,-0.00000000000000244101939788236,"PASS","Recovered SFC span."
2022,"ME",913541,682740.675751876,133.804976390773,133.804976390773,133.804976390773,133.804976390773,-0.000000000000227373675443232,-0.0000000000000016992916226015,-0.000000000000227373675443232,-0.0000000000000016992916226015,"PASS","Recovered SFC span."
2023,"ME",979172,693847.638197877,141.122048428844,141.122048428844,141.122048428844,141.122048428844,0.000000000000255795384873636,0.0000000000000018125827092328,0.000000000000255795384873636,0.0000000000000018125827092328,"PASS","Recovered SFC span."
2024,"ME",1028975,699141.48647114,147.176933412101,147.176933412101,147.176933412101,147.176933412101,-0.000000000000397903932025656,-0.00000000000000270357536878085,-0.000000000000397903932025656,-0.00000000000000270357536878085,"PASS","Recovered SFC span."
1901,"NRC",998,1315562.44125393,0.0758610894248968,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.00000000000000024980018054066,0.00000000000000329286307953652,0.00000000000000024980018054066,0.00000000000000329286307953652,"PASS","Seed year: price is carried from initialization, not directly recovered."
1902,"NRC",1275,1680703.51963804,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.000000000000000111022302462516,0.00000000000000146349470201623,0.000000000000000111022302462516,0.00000000000000146349470201623,"PASS","Seed year: price is carried from initialization, not directly recovered."
1903,"NRC",1426,1879751.54431674,0.0758610894248968,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.000000000000000166533453693773,0.00000000000000219524205302435,0.000000000000000166533453693773,0.00000000000000219524205302435,"PASS","Seed year: price is carried from initialization, not directly recovered."
1904,"NRC",1319,1738704.26855104,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0000000000000000693889390390723,0.000000000000000914684188760144,0.0000000000000000693889390390723,0.000000000000000914684188760144,"PASS","Seed year: price is carried from initialization, not directly recovered."
1905,"NRC",1305,1720249.484806,0.0758610894248964,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.000000000000000152655665885959,-0.00000000000000201230521527232,-0.000000000000000152655665885959,-0.00000000000000201230521527232,"PASS","Seed year: price is carried from initialization, not directly recovered."
1906,"NRC",1483,1954888.87813586,0.0758610894248965,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.000000000000000138777878078145,-0.00000000000000182936837752029,-0.000000000000000138777878078145,-0.00000000000000182936837752029,"PASS","Seed year: price is carried from initialization, not directly recovered."
1907,"NRC",1633,2152618.70397562,0.0758610894248968,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.000000000000000208166817117217,0.00000000000000274405256628043,0.000000000000000208166817117217,0.00000000000000274405256628043,"PASS","Seed year: price is carried from initialization, not directly recovered."
1908,"NRC",1431,1886342.5385114,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.00000000000000012490009027033,0.00000000000000164643153976826,0.00000000000000012490009027033,0.00000000000000164643153976826,"PASS","Seed year: price is carried from initialization, not directly recovered."
1909,"NRC",1646,2169755.28888174,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000138777878078145,-0.000000000000000182936837752029,-0.0000000000000000138777878078145,-0.000000000000000182936837752029,"PASS","Seed year: price is carried from initialization, not directly recovered."
1910,"NRC",1934,2549396.5544941,0.0758610894248965,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000832667268468867,-0.00000000000000109762102651217,-0.0000000000000000832667268468867,-0.00000000000000109762102651217,"PASS","Seed year: price is carried from initialization, not directly recovered."
1911,"NRC",1793,2363530.51820471,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.00000000000000012490009027033,0.00000000000000164643153976826,0.00000000000000012490009027033,0.00000000000000164643153976826,"PASS","Seed year: price is carried from initialization, not directly recovered."
1912,"NRC",1793,2363530.51820471,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.00000000000000012490009027033,0.00000000000000164643153976826,0.00000000000000012490009027033,0.00000000000000164643153976826,"PASS","Seed year: price is carried from initialization, not directly recovered."
1913,"NRC",1807,2381985.30194976,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000277555756156289,-0.000000000000000365873675504058,-0.0000000000000000277555756156289,-0.000000000000000365873675504058,"PASS","Seed year: price is carried from initialization, not directly recovered."
1914,"NRC",1437,1894251.73154499,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.000000000000000152655665885959,0.00000000000000201230521527232,0.000000000000000152655665885959,0.00000000000000201230521527232,"PASS","Seed year: price is carried from initialization, not directly recovered."
1915,"NRC",1162,1531747.05083875,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000416333634234434,-0.000000000000000548810513256086,-0.0000000000000000416333634234434,-0.000000000000000548810513256086,"PASS","Seed year: price is carried from initialization, not directly recovered."
1916,"NRC",1541,2031344.4107939,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0000000000000000277555756156289,0.000000000000000365873675504058,0.0000000000000000277555756156289,0.000000000000000365873675504058,"PASS","Seed year: price is carried from initialization, not directly recovered."
1917,"NRC",1743,2297620.57625812,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.00000000000000012490009027033,0.00000000000000164643153976826,0.00000000000000012490009027033,0.00000000000000164643153976826,"PASS","Seed year: price is carried from initialization, not directly recovered."
1918,"NRC",1762,2322666.35419783,0.0758610894248965,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000555111512312578,-0.000000000000000731747351008115,-0.0000000000000000555111512312578,-0.000000000000000731747351008115,"PASS","Seed year: price is carried from initialization, not directly recovered."
1919,"NRC",2035,2682534.63722621,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000277555756156289,-0.000000000000000365873675504058,-0.0000000000000000277555756156289,-0.000000000000000365873675504058,"PASS","Seed year: price is carried from initialization, not directly recovered."
1920,"NRC",3168,4176053.92173593,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.00000000000000012490009027033,0.00000000000000164643153976826,0.00000000000000012490009027033,0.00000000000000164643153976826,"PASS","Seed year: price is carried from initialization, not directly recovered."
1921,"NRC",2148,2831491.1060255,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0000000000000000555111512312578,0.000000000000000731747351008115,0.0000000000000000555111512312578,0.000000000000000731747351008115,"PASS","Seed year: price is carried from initialization, not directly recovered."
1922,"NRC",2346,3092494.476134,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000416333634234434,-0.000000000000000548810513256086,-0.0000000000000000416333634234434,-0.000000000000000548810513256086,"PASS","Seed year: price is carried from initialization, not directly recovered."
1923,"NRC",3035,4000733.47615801,0.0758610894248965,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000555111512312578,-0.000000000000000731747351008115,-0.0000000000000000555111512312578,-0.000000000000000731747351008115,"PASS","Seed year: price is carried from initialization, not directly recovered."
1924,"NRC",3128,4123325.96817866,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0000000000000000832667268468867,0.00000000000000109762102651217,0.0000000000000000832667268468867,0.00000000000000109762102651217,"PASS","Seed year: price is carried from initialization, not directly recovered."
1925,"NRC",3067,4042915.83900382,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0000000000000000832667268468867,0.00000000000000109762102651217,0.0000000000000000832667268468867,0.00000000000000109762102651217,"PASS","Seed year: price is carried from initialization, not directly recovered."
1926,"NRC",3583,4723106.43989263,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0000000000000000416333634234434,0.000000000000000548810513256086,0.0000000000000000416333634234434,0.000000000000000548810513256086,"PASS","Seed year: price is carried from initialization, not directly recovered."
1927,"NRC",3537,4662469.29330177,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000138777878078145,-0.000000000000000182936837752029,-0.0000000000000000138777878078145,-0.000000000000000182936837752029,"PASS","Seed year: price is carried from initialization, not directly recovered."
1928,"NRC",3498,4611059.53858343,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000138777878078145,-0.000000000000000182936837752029,-0.0000000000000000138777878078145,-0.000000000000000182936837752029,"PASS","Seed year: price is carried from initialization, not directly recovered."
1929,"NRC",3892,5130429.88112256,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0758610894248966,-0.0000000000000000277555756156289,-0.000000000000000365873675504058,-0.0000000000000000277555756156289,-0.000000000000000365873675504058,"PASS","Seed year: price is carried from initialization, not directly recovered."
1930,"NRC",3245,4277555.23233368,0.0758610894248967,0.0758610894248966,0.0758610894248966,0.0758610894248966,0.0000000000000000971445146547012,0.0000000000000012805578642642,0.0000000000000000971445146547012,0.0000000000000012805578642642,"PASS","Seed year: price is carried from initialization, not directly recovered."
1931,"NRC",1941,1662325.92711272,0.116764105542847,0.116764105542846,0.116764105542846,0.116764105542846,0.000000000000000624500451351651,0.00000000000000534839408436605,0.000000000000000624500451351651,0.00000000000000534839408436605,"PASS","Recovered SFC span."
1932,"NRC",1054,922678.830451552,0.114232598084447,0.114232598084447,0.114232598084447,0.114232598084447,0.000000000000000263677968348475,0.00000000000000230825502326008,0.000000000000000263677968348475,0.00000000000000230825502326008,"PASS","Recovered SFC span."
1933,"NRC",892,747212.600603991,0.119377001843782,0.119377001843782,0.119377001843782,0.119377001843782,0.000000000000000305311331771918,0.0000000000000025575389485108,0.000000000000000305311331771918,0.0000000000000025575389485108,"PASS","Recovered SFC span."
1934,"NRC",1014,809696.399517645,0.12523212411517,0.12523212411517,0.12523212411517,0.12523212411517,0,0,0,0,"PASS","Recovered SFC span."
1935,"NRC",1139,879553.172721423,0.12949757164491,0.129497571644909,0.129497571644909,0.129497571644909,0.000000000000000582867087928207,0.00000000000000450098855541838,0.000000000000000582867087928207,0.00000000000000450098855541838,"PASS","Recovered SFC span."
1936,"NRC",1461,982448.283009581,0.148710117903046,0.148710117903046,0.148710117903046,0.148710117903046,0.000000000000000111022302462516,0.000000000000000746568586105879,0.000000000000000111022302462516,0.000000000000000746568586105879,"PASS","Recovered SFC span."
1937,"NRC",2070,1323246.96596267,0.156433383430739,0.156433383430738,0.156433383430738,0.156433383430738,0.000000000000000693889390390723,0.00000000000000443568613791408,0.000000000000000693889390390723,0.00000000000000443568613791408,"PASS","Recovered SFC span."
1938,"NRC",1604,1006325.88457423,0.159391706462827,0.159391706462826,0.159391706462826,0.159391706462826,0.000000000000000610622663543836,0.00000000000000383095630942535,0.000000000000000610622663543836,0.00000000000000383095630942535,"PASS","Recovered SFC span."
1939,"NRC",1683,1016577.04564775,0.165555577632349,0.165555577632349,0.165555577632349,0.165555577632349,-0.0000000000000000555111512312578,-0.000000000000000335302211046806,-0.0000000000000000555111512312578,-0.000000000000000335302211046806,"PASS","Recovered SFC span."
1940,"NRC",1961,1086464.60711352,0.18049368448457,0.18049368448457,0.18049368448457,0.18049368448457,0.0000000000000000277555756156289,0.00000000000000015377588249079,0.0000000000000000277555756156289,0.00000000000000015377588249079,"PASS","Recovered SFC span."
1941,"NRC",2372,1141634.11191762,0.207772348008743,0.207772348008742,0.207772348008742,0.207772348008742,0.000000000000000999200722162641,0.0000000000000048091131073929,0.000000000000000999200722162641,0.0000000000000048091131073929,"PASS","Recovered SFC span."
1942,"NRC",1778,764916.326350151,0.232443724725271,0.232443724725271,0.232443724725271,0.232443724725271,-0.0000000000000000555111512312578,-0.000000000000000238815443595508,-0.0000000000000000555111512312578,-0.000000000000000238815443595508,"PASS","Recovered SFC span."
1943,"NRC",1462,600686.162688697,0.243388326685607,0.243388326685607,0.243388326685607,0.243388326685607,-0.000000000000000444089209850063,-0.00000000000000182461178766272,-0.000000000000000444089209850063,-0.00000000000000182461178766272,"PASS","Recovered SFC span."
1944,"NRC",1961,763146.421975163,0.256962483677061,0.256962483677061,0.256962483677061,0.256962483677061,-0.000000000000000444089209850063,-0.00000000000000172822586198293,-0.000000000000000444089209850063,-0.00000000000000172822586198293,"PASS","Recovered SFC span."
1945,"NRC",2725,949145.970939908,0.287100202016506,0.287100202016506,0.287100202016506,0.287100202016506,-0.000000000000000333066907387547,-0.00000000000000116010683743231,-0.000000000000000333066907387547,-0.00000000000000116010683743231,"PASS","Recovered SFC span."
1946,"NRC",4516,1270709.81994302,0.35539191789692,0.35539191789692,0.35539191789692,0.35539191789692,0.000000000000000222044604925031,0.000000000000000624787998103644,0.000000000000000222044604925031,0.000000000000000624787998103644,"PASS","Recovered SFC span."
1947,"NRC",5233,1203631.90027052,0.434767473246918,0.434767473246916,0.434767473246916,0.434767473246916,0.00000000000000166533453693773,0.000000000000003830402777146,0.00000000000000166533453693773,0.000000000000003830402777146,"PASS","Recovered SFC span."
1948,"NRC",6397,1360057.65190762,0.470347708498059,0.47034770849806,0.47034770849806,0.47034770849806,-0.000000000000000888178419700125,-0.00000000000000188834431135278,-0.000000000000000888178419700125,-0.00000000000000188834431135278,"PASS","Recovered SFC span."
1949,"NRC",6114,1246789.34030331,0.490379553494789,0.490379553494791,0.490379553494791,0.490379553494791,-0.00000000000000172084568816899,-0.00000000000000350921174405627,-0.00000000000000172084568816899,-0.00000000000000350921174405627,"PASS","Recovered SFC span."
1950,"NRC",6623,1180941.31733319,0.560823802401639,0.560823802401639,0.560823802401639,0.560823802401639,-0.000000000000000111022302462516,-0.000000000000000197962893135206,-0.000000000000000111022302462516,-0.000000000000000197962893135206,"PASS","Recovered SFC span."
1951,"NRC",8353,1336012.6099132,0.62521864973585,0.625218649735851,0.625218649735851,0.625218649735851,-0.00000000000000077715611723761,-0.00000000000000124301493176179,-0.00000000000000077715611723761,-0.00000000000000124301493176179,"PASS","Recovered SFC span."
1952,"NRC",8863,1305486.77925096,0.678903849572897,0.678903849572898,0.678903849572898,0.678903849572898,-0.000000000000000666133814775094,-0.000000000000000981190215954973,-0.000000000000000666133814775094,-0.000000000000000981190215954973,"PASS","Recovered SFC span."
1953,"NRC",9723,1353534.32594272,0.718341590135001,0.718341590135002,0.718341590135002,0.718341590135002,-0.00000000000000122124532708767,-0.00000000000000170008996257359,-0.00000000000000122124532708767,-0.00000000000000170008996257359,"PASS","Recovered SFC span."
1954,"NRC",9473,1243307.13986863,0.76191953671246,0.76191953671246,0.76191953671246,0.76191953671246,-0.000000000000000333066907387547,-0.000000000000000437141838919984,-0.000000000000000333066907387547,-0.000000000000000437141838919984,"PASS","Recovered SFC span."
1955,"NRC",10139,1169046.68938925,0.867287858733594,0.867287858733593,0.867287858733593,0.867287858733593,0.00000000000000133226762955019,0.00000000000000153613084298857,0.00000000000000133226762955019,0.00000000000000153613084298857,"PASS","Recovered SFC span."
1956,"NRC",12719,1302710.15330791,0.976349187707123,0.976349187707125,0.976349187707125,0.976349187707125,-0.00000000000000177635683940025,-0.00000000000000181938681546085,-0.00000000000000177635683940025,-0.00000000000000181938681546085,"PASS","Recovered SFC span."
1957,"NRC",13289,1238558.80392322,1.07294057883293,1.07294057883293,1.07294057883293,1.07294057883293,-0.000000000000000888178419700125,-0.000000000000000827798330328995,-0.000000000000000888178419700125,-0.000000000000000827798330328995,"PASS","Recovered SFC span."
1958,"NRC",11642,1026892.55221909,1.13371160155383,1.13371160155382,1.13371160155382,1.13371160155382,0.00000000000000555111512312578,0.00000000000000489640850064306,0.00000000000000555111512312578,0.00000000000000489640850064306,"PASS","Recovered SFC span."
1959,"NRC",11699,955232.856966435,1.22472755356771,1.22472755356771,1.22472755356771,1.22472755356771,0.00000000000000399680288865056,0.00000000000000326342203783006,0.00000000000000399680288865056,0.00000000000000326342203783006,"PASS","Recovered SFC span."
1960,"NRC",12645,975484.045018204,1.29627953061642,1.29627953061642,1.29627953061642,1.29627953061642,-0.00000000000000444089209850063,-0.00000000000000342587535605754,-0.00000000000000444089209850063,-0.00000000000000342587535605754,"PASS","Recovered SFC span."
1961,"NRC",12512,903442.67800497,1.38492461166763,1.38492461166763,1.38492461166763,1.38492461166763,0.00000000000000377475828372553,0.00000000000000272560560475579,0.00000000000000377475828372553,0.00000000000000272560560475579,"PASS","Recovered SFC span."
1962,"NRC",12834,891753.588110887,1.43918680800465,1.43918680800465,1.43918680800465,1.43918680800465,-0.000000000000000888178419700125,-0.000000000000000617139077957179,-0.000000000000000888178419700125,-0.000000000000000617139077957179,"PASS","Recovered SFC span."
1963,"NRC",12823,864206.819239678,1.48378833799085,1.48378833799085,1.48378833799085,1.48378833799085,-0.000000000000000888178419700125,-0.00000000000000059858835452419,-0.000000000000000888178419700125,-0.00000000000000059858835452419,"PASS","Recovered SFC span."
1964,"NRC",14599,936420.19667264,1.5590223333365,1.5590223333365,1.5590223333365,1.5590223333365,-0.00000000000000377475828372553,-0.00000000000000242123425881083,-0.00000000000000377475828372553,-0.00000000000000242123425881083,"PASS","Recovered SFC span."
1965,"NRC",17619,1069138.98671071,1.64796160452499,1.64796160452499,1.64796160452499,1.64796160452499,-0.00000000000000333066907387547,-0.00000000000000202108414706391,-0.00000000000000333066907387547,-0.00000000000000202108414706391,"PASS","Recovered SFC span."
1966,"NRC",20089,1149035.34963595,1.74833611571348,1.74833611571348,1.74833611571348,1.74833611571348,0.00000000000000222044604925031,0.00000000000000127003385063871,0.00000000000000222044604925031,0.00000000000000127003385063871,"PASS","Recovered SFC span."
1967,"NRC",20585,1101430.86190111,1.86893255964061,1.8689325596406,1.8689325596406,1.8689325596406,0.00000000000000577315972805081,0.00000000000000308901447420928,0.00000000000000577315972805081,0.00000000000000308901447420928,"PASS","Recovered SFC span."
1968,"NRC",21968,1073177.01869809,2.04700618977568,2.04700618977567,2.04700618977567,2.04700618977567,0.00000000000000932587340685131,0.00000000000000455585989599442,0.00000000000000932587340685131,0.00000000000000455585989599442,"PASS","Recovered SFC span."
1969,"NRC",24556,1095248.0511199,2.24204918464738,2.24204918464737,2.24204918464737,2.24204918464737,0.00000000000000621724893790088,0.00000000000000277302076175404,0.00000000000000621724893790088,0.00000000000000277302076175404,"PASS","Recovered SFC span."
1970,"NRC",26226,1061775.70569671,2.47001319198495,2.47001319198495,2.47001319198495,2.47001319198495,-0.00000000000000310862446895044,-0.00000000000000125854569483181,-0.00000000000000310862446895044,-0.00000000000000125854569483181,"PASS","Recovered SFC span."
1971,"NRC",27145,984802.960492269,2.75638895179917,2.75638895179917,2.75638895179917,2.75638895179917,-0.00000000000000488498130835069,-0.00000000000000177223947482525,-0.00000000000000488498130835069,-0.00000000000000177223947482525,"PASS","Recovered SFC span."
1972,"NRC",30455,1012977.05622027,3.00648467929145,3.00648467929145,3.00648467929145,3.00648467929145,0.00000000000000444089209850063,0.00000000000000147710451647711,0.00000000000000444089209850063,0.00000000000000147710451647711,"PASS","Recovered SFC span."
1973,"NRC",35236,1030141.75491432,3.42050012359034,3.42050012359035,3.42050012359035,3.42050012359035,-0.0000000000000111022302462516,-0.00000000000000324579150565796,-0.0000000000000111022302462516,-0.00000000000000324579150565796,"PASS","Recovered SFC span."
1974,"NRC",40746,971611.711990976,4.19365055990375,4.19365055990375,4.19365055990375,4.19365055990375,0.00000000000000266453525910038,0.000000000000000635373696744426,0.00000000000000266453525910038,0.000000000000000635373696744426,"PASS","Recovered SFC span."
1975,"NRC",41186,899319.740917145,4.57968374607208,4.57968374607208,4.57968374607208,4.57968374607208,-0.0000000000000035527136788005,-0.000000000000000775755243328233,-0.0000000000000035527136788005,-0.000000000000000775755243328233,"PASS","Recovered SFC span."
1976,"NRC",43834,866962.204519434,5.05604509302659,5.05604509302659,5.05604509302659,5.05604509302659,0.000000000000000888178419700125,0.000000000000000175666633378156,0.000000000000000888178419700125,0.000000000000000175666633378156,"PASS","Recovered SFC span."
1977,"NRC",49132,872009.574390906,5.63434180574433,5.63434180574433,5.63434180574433,5.63434180574433,-0.00000000000000266453525910038,-0.00000000000000047290976496737,-0.00000000000000266453525910038,-0.00000000000000047290976496737,"PASS","Recovered SFC span."
1978,"NRC",62351,972283.527379101,6.41284134146282,6.41284134146282,6.41284134146282,6.41284134146282,0.0000000000000035527136788005,0.00000000000000055399993382498,0.0000000000000035527136788005,0.00000000000000055399993382498,"PASS","Recovered SFC span."
1979,"NRC",76821,1039765.98971352,7.38829705529857,7.38829705529856,7.38829705529856,7.38829705529856,0.000000000000007105427357601,0.000000000000000961713816380096,0.000000000000007105427357601,0.000000000000000961713816380096,"PASS","Recovered SFC span."
1980,"NRC",88896,1058126.92988288,8.40126051889064,8.40126051889065,8.40126051889065,8.40126051889065,-0.000000000000014210854715202,-0.00000000000000169151458679899,-0.000000000000014210854715202,-0.00000000000000169151458679899,"PASS","Recovered SFC span."
1981,"NRC",104777,1093473.17348218,9.58203662796191,9.58203662796191,9.58203662796191,9.58203662796191,0.00000000000000177635683940025,0.000000000000000185384058563976,0.00000000000000177635683940025,0.000000000000000185384058563976,"PASS","Recovered SFC span."
1982,"NRC",108607,1069725.8056975,10.152788632521,10.1527886325211,10.1527886325211,10.1527886325211,-0.000000000000049737991503207,-0.00000000000000489894878180442,-0.000000000000049737991503207,-0.00000000000000489894878180442,"PASS","Recovered SFC span."
1983,"NRC",94165,902545.851621604,10.4332649505633,10.4332649505633,10.4332649505633,10.4332649505633,0.0000000000000159872115546023,0.00000000000000153233063957981,0.0000000000000159872115546023,0.00000000000000153233063957981,"PASS","Recovered SFC span."
1984,"NRC",109367,988258.819381862,11.0666353646514,11.0666353646514,11.0666353646514,11.0666353646514,0.0000000000000461852778244065,0.00000000000000417338028249577,0.0000000000000461852778244065,0.00000000000000417338028249577,"PASS","Recovered SFC span."
1985,"NRC",118828,1028590.06369231,11.5525129198162,11.5525129198162,11.5525129198162,11.5525129198162,0.0000000000000195399252334028,0.00000000000000169140042249039,0.0000000000000195399252334028,0.00000000000000169140042249039,"PASS","Recovered SFC span."
1986,"NRC",102394,855288.876086096,11.9718615385912,11.9718615385912,11.9718615385912,11.9718615385912,-0.0000000000000337507799486048,-0.00000000000000281917560103827,-0.0000000000000337507799486048,-0.00000000000000281917560103827,"PASS","Recovered SFC span."
1987,"NRC",100126,785915.776801674,12.7400419937449,12.7400419937449,12.7400419937449,12.7400419937449,0.0000000000000373034936274053,0.00000000000000292805107280812,0.0000000000000373034936274053,0.00000000000000292805107280812,"PASS","Recovered SFC span."
1988,"NRC",103287,750175.179513112,13.7683840815737,13.7683840815737,13.7683840815737,13.7683840815737,-0.0000000000000301980662698043,-0.00000000000000219329051912624,-0.0000000000000301980662698043,-0.00000000000000219329051912624,"PASS","Recovered SFC span."
1989,"NRC",110327,749235.337855633,14.7252798187235,14.7252798187235,14.7252798187235,14.7252798187235,-0.0000000000000479616346638068,-0.00000000000000325709495875403,-0.0000000000000479616346638068,-0.00000000000000325709495875403,"PASS","Recovered SFC span."
1990,"NRC",130351,836243.962112102,15.5876760737109,15.5876760737109,15.5876760737109,15.5876760737109,-0.0000000000000195399252334028,-0.00000000000000125354960810082,-0.0000000000000195399252334028,-0.00000000000000125354960810082,"PASS","Recovered SFC span."
1991,"NRC",118057,736524.602202586,16.0289282458385,16.0289282458385,16.0289282458385,16.0289282458385,0.0000000000000035527136788005,0.000000000000000221643869403612,0.0000000000000035527136788005,0.000000000000000221643869403612,"PASS","Recovered SFC span."
1992,"NRC",109903,651835.649455369,16.860538402867,16.860538402867,16.860538402867,16.860538402867,0,0,0,0,"PASS","Recovered SFC span."
1993,"NRC",115219,638511.888689038,18.0449263421801,18.0449263421801,18.0449263421801,18.0449263421801,0.000000000000014210854715202,0.000000000000000787526335421168,0.000000000000014210854715202,0.000000000000000787526335421168,"PASS","Recovered SFC span."
1994,"NRC",119705,618636.393986536,19.3498153622377,19.3498153622377,19.3498153622377,19.3498153622377,-0.0000000000000106581410364015,-0.000000000000000550813578159588,-0.0000000000000106581410364015,-0.000000000000000550813578159588,"PASS","Recovered SFC span."
1995,"NRC",139744,676175.332211856,20.6668290519974,20.6668290519974,20.6668290519974,20.6668290519974,0.000000000000028421709430404,0.00000000000000137523319900191,0.000000000000028421709430404,0.00000000000000137523319900191,"PASS","Recovered SFC span."
1996,"NRC",153158,696330.66607733,21.9950100521627,21.9950100521627,21.9950100521627,21.9950100521627,-0.0000000000000319744231092045,-0.00000000000000145371259360077,-0.0000000000000319744231092045,-0.00000000000000145371259360077,"PASS","Recovered SFC span."
1997,"NRC",164191,692501.965460028,23.7098244033038,23.7098244033038,23.7098244033038,23.7098244033038,-0.0000000000000248689957516035,-0.00000000000000104888991704798,-0.0000000000000248689957516035,-0.00000000000000104888991704798,"PASS","Recovered SFC span."
1998,"NRC",180793,713324.225394807,25.3451366943182,25.3451366943182,25.3451366943182,25.3451366943182,-0.000000000000042632564145606,-0.00000000000000168208065554301,-0.000000000000042632564145606,-0.00000000000000168208065554301,"PASS","Recovered SFC span."
1999,"NRC",184880,685086.942237853,26.9863558333319,26.9863558333319,26.9863558333319,26.9863558333319,0.0000000000000035527136788005,0.000000000000000131648515299439,0.0000000000000035527136788005,0.000000000000000131648515299439,"PASS","Recovered SFC span."
2000,"NRC",209871,718370.171369101,29.2148822939041,29.2148822939041,29.2148822939041,29.2148822939041,-0.000000000000007105427357601,-0.00000000000000024321259576266,-0.000000000000007105427357601,-0.00000000000000024321259576266,"PASS","Recovered SFC span."
2001,"NRC",220749,698218.508920696,31.6160338317632,31.6160338317632,31.6160338317632,31.6160338317632,0.000000000000028421709430404,0.000000000000000898965049874472,0.000000000000028421709430404,0.000000000000000898965049874472,"PASS","Recovered SFC span."
2002,"NRC",179784,528129.98015902,34.0416198197775,34.0416198197775,34.0416198197775,34.0416198197775,0.000000000000007105427357601,0.000000000000000208727651481287,0.000000000000007105427357601,0.000000000000000208727651481287,"PASS","Recovered SFC span."
