"year","asset","nominal_investment","real_or_quantity_input","recovered_implicit_price","S12D_B_price","S29C_deflator","D03_deflator","absolute_difference_vs_S12D_B","relative_difference_vs_S12D_B","absolute_difference_vs_S29C","relative_difference_vs_S29C","recovery_status","notes"
1915,"ME",1142,827255.499313968,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,0.0000000000000000555111512312578,0.000000000000000402118258575371,0.0000000000000000555111512312578,0.000000000000000402118258575371,"PASS","Seed year: price is carried from initialization, not directly recovered."
1916,"ME",1863,1349542.02733969,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,-0.00000000000000024980018054066,-0.00000000000000180953216358917,-0.00000000000000024980018054066,-0.00000000000000180953216358917,"PASS","Seed year: price is carried from initialization, not directly recovered."
1917,"ME",2787,2018880.10209109,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,0.000000000000000305311331771918,0.00000000000000221165042216454,0.000000000000000305311331771918,0.00000000000000221165042216454,"PASS","Seed year: price is carried from initialization, not directly recovered."
1918,"ME",3575,2589700.88445485,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,-0.0000000000000000832667268468867,-0.000000000000000603177387863057,-0.0000000000000000832667268468867,-0.000000000000000603177387863057,"PASS","Seed year: price is carried from initialization, not directly recovered."
1919,"ME",3592,2602015.5460033,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,0.00000000000000024980018054066,0.00000000000000180953216358917,0.00000000000000024980018054066,0.00000000000000180953216358917,"PASS","Seed year: price is carried from initialization, not directly recovered."
1920,"ME",3963,2870764.92450197,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,0.000000000000000277555756156289,0.00000000000000201059129287686,0.000000000000000277555756156289,0.00000000000000201059129287686,"PASS","Seed year: price is carried from initialization, not directly recovered."
1921,"ME",2947,2134782.79901774,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,0.000000000000000333066907387547,0.00000000000000241270955145223,0.000000000000000333066907387547,0.00000000000000241270955145223,"PASS","Seed year: price is carried from initialization, not directly recovered."
1922,"ME",3010,2180419.48593261,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,0.000000000000000222044604925031,0.00000000000000160847303430149,0.000000000000000222044604925031,0.00000000000000160847303430149,"PASS","Seed year: price is carried from initialization, not directly recovered."
1923,"ME",4195,3038823.83504562,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,-0.0000000000000000277555756156289,-0.000000000000000201059129287686,-0.0000000000000000277555756156289,-0.000000000000000201059129287686,"PASS","Seed year: price is carried from initialization, not directly recovered."
1924,"ME",2987,2163758.47324941,0.138046830869912,0.138046830869912,0.138046830869912,0.138046830869912,-0.000000000000000138777878078145,-0.00000000000000100529564643843,-0.000000000000000138777878078145,-0.00000000000000100529564643843,"PASS","Seed year: price is carried from initialization, not directly recovered."
1925,"ME",3723,2246139.39977876,0.165751066045443,0.165751066045442,0.165751066045442,0.165751066045442,0.000000000000000555111512312578,0.00000000000000334906752370685,0.000000000000000555111512312578,0.00000000000000334906752370685,"PASS","Recovered SFC span."
1926,"ME",3311,1889365.7952798,0.175243989717177,0.175243989717178,0.175243989717178,0.175243989717178,-0.000000000000000582867087928207,-0.00000000000000332603183064299,-0.000000000000000582867087928207,-0.00000000000000332603183064299,"PASS","Recovered SFC span."
