"asset","seed_year","seed_price_value","seed_source_object","seed_source_file","first_price_year","last_price_year","first_nominal_year","first_real_or_quantity_year","backcast_method_detected","forward_method_detected","price_1947","price_2024","price_2024_over_1947","seed_to_1947_ratio","seed_to_2024_ratio","seed_risk_flag","notes"
"ME",1901,0.138046830869912,"ME_INITIALIZATION_SEED_PRICE","output/US/S12D_B_GPIM_BASELINE_CONSTRUCTION/csv/S12D_B_real_investment_flows.csv",1925,2024,1901,1901,"constant raw seed carried before first recovered SFC price and then normalized by 2017 raw price","recursive SFC implicit price recovery after first recovery year",1.09555711880693,147.176933412101,134.339808382038,0.126006055275553,0.000937965125848734,"HIGH_SEED_AND_BACKCAST_RISK","Seed span years: 1901-1924"
"NRC",1901,0.0758610894248966,"NRC_INITIALIZATION_SEED_PRICE","output/US/S12D_B_GPIM_BASELINE_CONSTRUCTION/csv/S12D_B_real_investment_flows.csv",1931,2024,1901,1901,"constant raw seed carried before first recovered SFC price and then normalized by 2017 raw price","recursive SFC implicit price recovery after first recovery year",0.434767473246916,174.747971167112,401.934325634034,0.174486579822435,0.000434117139776979,"HIGH_SEED_AND_BACKCAST_RISK","Seed span years: 1901-1930"
