"criterion","run_id","det_tag","include","LRinclude","cell_id","p","q_tag","qY","qK","qE","r","logLik","AIC","BIC","HQ","ICOMP_pen","RICOMP_pen"
"BIC",1772573679,"SR_none__LR_trend","none","trend","p03_Y_only_r0_none_trend",3,"Y_only",3,0,0,0,474.863901377384,-919.727802754767,-889.082033737249,-907.817812618168,1.17079350195798,1.17079350195798
"AIC",1772573679,"SR_none__LR_trend","none","trend","p03_Y_only_r0_none_trend",3,"Y_only",3,0,0,0,474.863901377384,-919.727802754767,-889.082033737249,-907.817812618168,1.17079350195798,1.17079350195798
"HQ",1772573679,"SR_none__LR_trend","none","trend","p03_Y_only_r0_none_trend",3,"Y_only",3,0,0,0,474.863901377384,-919.727802754767,-889.082033737249,-907.817812618168,1.17079350195798,1.17079350195798
"ICOMP",1772573679,"SR_none__LR_trend","none","trend","p07_sym_r2_none_trend",7,"sym",7,7,7,2,488.02041329738,-818.040826594761,-656.639776435831,-755.314878542005,0.667061864034029,0.667061864034029
"RICOMP",1772573679,"SR_none__LR_trend","none","trend","p07_sym_r2_none_trend",7,"sym",7,7,7,2,488.02041329738,-818.040826594761,-656.639776435831,-755.314878542005,0.667061864034029,0.667061864034029
