"run_id","det_tag","cell_id","status","include","LRinclude","p","r","q_tag","qY","qK","qE","model_class","logLik","T_eff","T_eff_common","k_gamma","k_pi","k_det","k_sigma","k_total","ICOMP_pen","RICOMP_pen","ICOMP_flag","RICOMP_flag","ICOMP_stabilized","RICOMP_stabilized","AIC","BIC","HQ","AICc","stability_margin","unit_root_count","unstable_count","expected_unit_roots","unit_root_mismatch","fail_code","fail_msg","window_tag","window_start","window_end"
1772630502,"SR_none__LR_trend","p01_sym_r0_none_trend","computed","none","trend",1,0,"sym",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_sym_r1_none_trend","computed","none","trend",1,1,"sym",1,1,1,"VECM_ranked_qrestricted",473.471137915521,63,57,9,6,0,6,21,0.975592657629619,0.975592657629619,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-904.942275831041,-862.038199206516,-888.268289639802,-878.542275831041,0.0190589322341063,2,0,2,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_sym_r2_none_trend","computed","none","trend",1,2,"sym",1,1,1,"VECM_ranked_qrestricted",475.81929485924,63,57,9,10,0,6,25,1.0245777445512,1.0245777445512,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-901.638589718481,-850.562308022617,-881.788606157482,-859.703105847513,0.0192234317507141,1,0,1,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_Y_only_r0_none_trend","computed","none","trend",1,0,"Y_only",1,0,0,"VAR_diff_r0",453.025192939489,63,57,3,0,0,6,9,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.050385878978,-869.662924468467,-880.904391797019,-884.220598644936,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_Y_only_r1_none_trend","computed","none","trend",1,1,"Y_only",1,0,0,"VECM_ranked_qrestricted",458.272597752745,63,57,3,6,0,6,15,1.04405753420774,1.04405753420774,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-886.545195505491,-855.899426487972,-874.635205368891,-874.83787843232,-0.0442210302818558,2,1,2,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_Y_only_r2_none_trend","computed","none","trend",1,2,"Y_only",1,0,0,"VECM_ranked_qrestricted",459.84450812966,63,57,3,10,0,6,19,1.00607323605496,1.00607323605496,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-881.68901625932,-842.871042170463,-866.603028752961,-861.148475718779,-0.0310799753454882,1,1,1,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_K_only_r0_none_trend","computed","none","trend",1,0,"K_only",0,1,0,"VAR_diff_r0",453.025192939489,63,57,3,0,0,6,9,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.050385878978,-869.662924468467,-880.904391797019,-884.220598644936,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_K_only_r1_none_trend","computed","none","trend",1,1,"K_only",0,1,0,"VECM_ranked_qrestricted",453.989804307785,63,57,3,6,0,6,15,0.890392649568604,0.890392649568604,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-877.97960861557,-847.333839598052,-866.069618478971,-866.272291542399,0.0265625968681398,2,0,2,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_K_only_r2_none_trend","computed","none","trend",1,2,"K_only",0,1,0,"VECM_ranked_qrestricted",457.113004396991,63,57,3,10,0,6,19,0.899962817743667,0.899962817743667,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.226008793982,-837.408034705126,-861.140021287623,-855.685468253442,0.011151646932517,1,0,1,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_E_only_r0_none_trend","computed","none","trend",1,0,"E_only",0,0,1,"VAR_diff_r0",453.025192939489,63,57,3,0,0,6,9,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-888.050385878978,-869.662924468467,-880.904391797019,-884.220598644936,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_E_only_r1_none_trend","computed","none","trend",1,1,"E_only",0,0,1,"VECM_ranked_qrestricted",452.194191022435,63,57,3,6,0,6,15,0.812505551758679,0.812505551758679,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-874.388382044869,-843.742613027351,-862.47839190827,-862.681064971699,-0.0445686046952165,2,1,2,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_E_only_r2_none_trend","computed","none","trend",1,2,"E_only",0,0,1,"VECM_ranked_qrestricted",453.679788956616,63,57,3,10,0,6,19,0.837444396913707,0.837444396913707,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-869.359577913232,-830.541603824376,-854.273590406873,-848.819037372692,-0.0597851125701243,1,1,1,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_Y_short_r0_none_trend","computed","none","trend",1,0,"Y_short",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_Y_short_r1_none_trend","computed","none","trend",1,1,"Y_short",1,1,1,"VECM_ranked_qrestricted",473.471137915521,63,57,9,6,0,6,21,0.975592657629619,0.975592657629619,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-904.942275831041,-862.038199206516,-888.268289639802,-878.542275831041,0.0190589322341063,2,0,2,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_Y_short_r2_none_trend","computed","none","trend",1,2,"Y_short",1,1,1,"VECM_ranked_qrestricted",475.81929485924,63,57,9,10,0,6,25,1.0245777445512,1.0245777445512,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-901.638589718481,-850.562308022617,-881.788606157482,-859.703105847513,0.0192234317507141,1,0,1,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_K_short_r0_none_trend","computed","none","trend",1,0,"K_short",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_K_short_r1_none_trend","computed","none","trend",1,1,"K_short",1,1,1,"VECM_ranked_qrestricted",473.471137915521,63,57,9,6,0,6,21,0.975592657629619,0.975592657629619,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-904.942275831041,-862.038199206516,-888.268289639802,-878.542275831041,0.0190589322341063,2,0,2,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_K_short_r2_none_trend","computed","none","trend",1,2,"K_short",1,1,1,"VECM_ranked_qrestricted",475.81929485924,63,57,9,10,0,6,25,1.0245777445512,1.0245777445512,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-901.638589718481,-850.562308022617,-881.788606157482,-859.703105847513,0.0192234317507141,1,0,1,0,NA,NA,"shaikh_window",1947,2011
1772630502,"SR_none__LR_trend","p01_E_short_r0_none_trend","computed","none","trend",1,0,"E_short",1,1,1,"VAR_diff_r0",453.025192939489,63,57,9,0,0,6,15,1.58625325469279,1.58625325469279,"ok","complexity_component_only_requires_robust_fit_term",FALSE,FALSE,-876.050385878978,-845.40461686146,-864.140395742379,-864.343068805807,NA,NA,NA,3,NA,NA,NA,"shaikh_window",1947,2011
