swing_id,t0,t1,type,delta_lnr,sum_phi_mu,sum_phi_PyPK,sum_phi_Br,sum_phi_pi,s_mu,s_PyPK,s_Br,s_pi,dir_mu,dir_PyPK,dir_Br,dir_pi,dominant_channel
1,1951,1954,contraction,-0.13332720328062903,-0.05557489297033463,-0.005490575336983272,-0.007627253030428549,-0.06463448194288257,0.4168308612411212,0.04118120834970662,0.05720702784393217,0.48478090256524003,drag,drag,drag,drag,pi
2,1954,1955,expansion,0.09984945807913954,0.01717342735530042,-0.047089095745264695,0.07756876120271855,0.05219636526638527,0.17199319541312838,-0.47160091452817315,0.7768571076393668,0.5227506114756779,drag,offset,drag,drag,B_real
3,1955,1958,contraction,-0.1913665658749919,-0.11517996312932977,-0.01034533825275441,-0.017371312869903455,-0.04846995162300427,0.6018813297019178,0.05406032242597899,0.0907750671622078,0.2532832807098954,drag,drag,drag,drag,mu
4,1958,1966,expansion,0.335727648148441,0.16006287868530317,0.044318656933251946,0.07533280977845425,0.05601330275143168,0.47676406625447726,0.1320077663477289,0.22438667233371873,0.16684149506407514,drag,drag,drag,drag,mu
5,1966,1970,contraction,-0.2688958399301642,-0.08008208358422675,-0.017552474232466003,-0.07847035003100661,-0.0927909320824648,0.2978182317920022,0.06527610928091938,0.29182433633553573,0.34508132259154267,drag,drag,drag,drag,pi
6,1970,1972,expansion,0.06638764705265293,0.02265322779668516,-0.006883571627817886,0.015604784974812047,0.03501320590897361,0.3412265504562706,-0.10368753726666097,0.23505555125994573,0.5274054355504446,drag,offset,drag,drag,pi
7,1972,1974,contraction,-0.164220282831197,-0.05431261311840413,-0.0949847435883263,0.02132587354386173,-0.03624879966832828,0.33073023734974555,0.578398368038141,-0.12986138603708727,0.22073278064920054,drag,drag,offset,drag,PyPK
