"identity_id","formula","year","lhs","rhs","residual_millions","absolute_residual_millions","tolerance_millions","result"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2000,6216190,6216190,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2001,6202593,6202593,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2002,6298540,6298540,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2003,6524950,6524950,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2004,6960008,6960008,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2005,7485433,7485434,-1,1,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2006,8029316,8029316,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2007,8199258,8199258,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2008,8108788,8108788,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2009,7817337,7817337,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2010,8236992,8236992,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2011,8623024,8623024,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2012,9173994,9173994,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2013,9456941,9456941,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2014,10046512,10046513,-1,1,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2015,10489514,10489513,1,1,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2016,10684384,10684384,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2017,11132703,11132703,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2018,11796349,11796350,-1,1,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2019,12332556,12332556,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2020,12095295,12095296,-1,1,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2021,13818844,13818844,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2022,15322598,15322598,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2023,16125928,16125928,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2024,16961079,16961079,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",2025,17885075,17885074,1,1,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1929,50825,50825,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1930,45259,45259,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1931,35431,35431,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1932,25721,25721,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1933,24976,24976,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1934,31484,31484,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1935,34931,34931,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1936,40184,40184,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1937,45751,45751,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1938,40242,40242,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1939,44443,44443,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1940,51078,51078,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1941,66680,66680,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1942,84033,84033,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1943,99680,99680,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1944,103244,103244,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1945,96576,96576,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1946,100771,100771,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1947,122211,122211,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1948,140041,140041,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1949,136291,136291,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1950,154866,154866,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1951,177643,177643,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1952,185883,185883,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1953,199043,199043,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1954,196164,196164,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1955,221376,221376,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1956,237233,237233,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1957,247921,247921,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1958,242248,242248,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1959,271655,271655,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1960,282484,282484,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1961,290423,290423,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1962,316808,316808,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1963,337829,337829,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1964,364523,364523,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1965,400741,400741,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1966,440080,440080,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1967,463191,463191,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1968,510944,510944,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1969,554625,554625,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1970,572890,572890,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1971,618097,618097,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1972,685949,685949,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1973,768838,768838,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1974,830040,830040,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1975,898280,898280,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1976,1014666,1014666,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1977,1147401,1147401,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1978,1303931,1303931,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1979,1450326,1450326,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1980,1574527,1574527,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1981,1789067,1789067,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1982,1854861,1854861,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1983,1985899,1985899,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1984,2226000,2226000,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1985,2369165,2369165,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1986,2464907,2464907,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1987,2641902,2641902,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1988,2873908,2873908,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1989,3020213,3020213,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1990,3160697,3160697,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1991,3231237,3231237,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1992,3376497,3376497,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1993,3534936,3534936,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1994,3816575,3816575,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1995,4041486,4041486,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1996,4296356,4296356,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1997,4609353,4609353,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"NFC_GVA_IDENTITY","NFC_GVA = NFC_NVA + NFC_CFC",1998,4875176,4875176,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
