"identity_id","formula","year","lhs","rhs","residual_millions","absolute_residual_millions","tolerance_millions","result"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1929,54806,54806,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1930,48178,48178,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1931,37846,37846,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1932,27861,27861,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1933,26876,26876,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1934,33500,33500,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1935,37147,37147,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1936,42724,42724,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1937,48339,48339,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1938,43000,43000,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1939,47323,47323,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1940,54105,54105,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1941,69955,69955,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1942,87478,87478,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1943,103482,103482,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1944,107266,107266,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1945,100821,100821,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1946,105807,105807,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1947,127503,127503,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1948,146063,146063,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1949,143022,143022,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1950,162114,162114,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1951,185791,185791,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1952,195027,195027,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1953,209184,209184,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1954,206865,206865,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1955,233051,233051,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1956,250053,250053,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1957,261661,261661,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1958,256831,256831,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1959,287446,287446,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1960,299879,299879,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1961,308729,308729,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1962,335950,335950,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1963,357362,357362,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1964,385982,385982,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1965,423777,423777,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1966,465090,465090,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1967,491172,491172,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1968,542111,542111,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1969,590653,590653,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1970,612127,612127,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1971,660922,660922,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1972,732902,732902,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1973,820208,820208,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1974,889579,889579,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1975,965545,965545,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1976,1087308,1087308,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1977,1232519,1232519,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1978,1406890,1406890,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1979,1564355,1564355,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1980,1702381,1702381,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1981,1935130,1935130,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1982,2018565,2018565,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1983,2172454,2172454,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1984,2434777,2434777,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1985,2601493,2601493,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1986,2706772,2706772,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1987,2895133,2895133,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1988,3142537,3142537,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1989,3320147,3320147,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1990,3467335,3467335,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1991,3554697,3554697,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1992,3742365,3742365,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1993,3918863,3918863,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1994,4210085,4210085,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1995,4474232,4474232,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1996,4770205,4770205,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1997,5143154,5143154,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1998,5474446,5474446,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
"CORP_GVA_IDENTITY","CORP_GVA = CORP_NVA + CORP_CFC",1999,5802061,5802061,0,0,2,"PASS_WITHIN_PUBLISHED_ROUNDING"
