branch,spec_id,p,q_profile,LogLik,BIC,ICOMP_penalty,RICOMP_penalty,theta,stability_margin,Parameters
SR_none__LR_trend,p03_Y_short,3,Y_short,288.363514262371,-516.081259507224,0.331251957029114,0.331251957029114,0.799823116356423,0.541117006401295,15
SR_none__LR_trend,p03_K_short,3,K_short,289.629253553634,-518.612738089749,0.345974606668294,0.345974606668294,0.799823116356423,0.3854226034715,15
SR_none__LR_trend,p04_sym,4,sym,292.036593254197,-491.083007348198,0.442839292572241,0.442839292572241,0.729720283229999,-0.00200286386947091,23
SR_none__LR_trend,p04_Y_only,4,Y_only,279.077299815965,-497.508830614411,0.29689306117454,0.29689306117454,0.729720283229999,-0.0013430622481212,15
SR_none__LR_trend,p04_K_only,4,K_only,287.22687805084,-513.807987084161,0.3977695652021,0.3977695652021,0.729720283229999,0.432592886764884,15
SR_none__LR_trend,p04_Y_short,4,Y_short,289.149723007991,-509.567574462796,0.425959190257366,0.425959190257366,0.729720283229999,-0.00156031019147695,17
SR_none__LR_trend,p04_K_short,4,K_short,288.386362038,-508.040852522813,0.413691360436278,0.413691360436278,0.729720283229999,0.327732662748057,17
SR_none__LR_trend,p05_sym,5,sym,287.301758326572,-465.441132421612,0.447605035318976,0.447605035318976,0.724203443287983,-0.00195481213792337,27
SR_none__LR_trend,p05_Y_only,5,Y_only,274.234446316891,-479.737021080595,0.305136603417065,0.305136603417065,0.724203443287983,-0.00175212255723634,17
SR_none__LR_trend,p05_K_only,5,K_only,281.834899929157,-494.937928305127,0.394934779863336,0.394934779863336,0.724203443287983,-0.00136721247413818,17
SR_none__LR_trend,p05_Y_short,5,Y_short,284.145569392187,-491.473164695517,0.421112676780639,0.421112676780639,0.724203443287983,-0.00181249700641728,19
SR_none__LR_trend,p05_K_short,5,K_short,283.565631066231,-490.313288043605,0.418843366905566,0.418843366905566,0.724203443287983,-0.00174203175878418,19
SR_none__LR_trend,p06_sym,6,sym,286.723723968387,-448.112858633902,0.7369250288976,0.7369250288976,1.04525956059079,-0.00467706603140661,31
SR_none__LR_trend,p06_Y_only,6,Y_only,266.650597131877,-456.483220174897,0.378081673933446,0.378081673933446,1.04525956059079,-0.0190897847977447,19
SR_none__LR_trend,p06_K_only,6,K_only,275.973878009126,-475.129781929396,0.662624533682132,0.662624533682132,1.04525956059079,0.0282879705902077,19
SR_none__LR_trend,p06_Y_short,6,Y_short,281.021397208068,-477.13871779161,0.64851003262806,0.64851003262806,1.04525956059079,0.00367965195004405,21
SR_none__LR_trend,p06_K_short,6,K_short,275.519534774765,-466.134992925004,0.524567371031235,0.524567371031235,1.04525956059079,-0.0172217875478498,21
SR_none__LR_trend,p07_sym,7,sym,285.933490284641,-430.360186195074,0.632198641986605,0.632198641986605,0.958613554127553,0.022341376625155,35
SR_none__LR_trend,p07_Y_only,7,Y_only,261.395441363199,-437.886806101873,0.392527892014751,0.392527892014751,0.958613554127553,-0.016795896264296,21
SR_none__LR_trend,p07_K_only,7,K_only,275.774311416808,-466.64454620909,0.579684249568301,0.579684249568301,0.958613554127553,0.0679563508125728,21
SR_none__LR_trend,p07_Y_short,7,Y_short,278.24940324181,-463.508627323425,0.532408056015569,0.532408056015569,0.958613554127553,0.0734897923906866,23
SR_none__LR_trend,p07_K_short,7,K_short,270.829016745357,-448.667854330519,0.554906115830873,0.554906115830873,0.958613554127553,-0.0164737413494622,23
