"run_id","det_tag","include","LRinclude","window_tag","window_start","window_end","P_MIN","P_MAX","T_window","T_eff_common","feasibility_share","best_cell_id","best_BIC","theta_best","theta_bandwidth_dBIC2","alpha_y_med_dBIC2","alpha_k_med_dBIC2","stability_margin_best"
1,"SR_none__LR_none","none","none","shaikh_window",1947,2011,1,7,65,57,1,"p01_K_only_none_none",-542.555509394011,0.883360668044536,0,0.128939270511635,0.0973458685643726,0.0197105670148034
