period,start_year.x,end_year.x,mean_N,mean_D,mean_F_rev,mean_theta,mean_mu,mean_chi,share_ext_bind_years_isi,longest_ext_bind_run_isi,mean_g_k,mean_g_y,dysfunctionality_profile,recapitalization_profile,theta_profile,mu_profile,external_constraint,start_year.y,end_year.y,profit_swing_class
1940_1946,1940,1945,0.026686569673863045,0.3004778225368675,0.20719865187153205,1.637436002019078,1.385413570197737,0.3114313170551788,0.16666666666666666,1,0.003960612352040016,0.03274780883815929,contained,weak_or_blocked,theta_gt_1,capacity_bias_not_activated,no_major_external_bind,1940,1946,restorative_expansion
1946_1949,1946,1948,0.030483739785805486,0.3870984992237088,0.25034106428370323,1.72005775983828,1.4708201132988286,0.3998425896412912,0,0,0.027117785773866625,0.040650170998162594,contained,intermediate,theta_gt_1,capacity_bias_not_activated,no_major_external_bind,1946,1949,corrective_downturn
1949_1955,1949,1954,0.08541433034756475,0.6581098590420067,0.542455984043149,1.5567235371044927,1.338030436014397,0.30191413054516414,0.5,2,0.03481226035436258,0.028510677206879425,grossly_dysfunctional,weak_or_blocked,theta_gt_1,capacity_bias_not_activated,heightened_external_pressure,1949,1955,renewed_expansion
1955_1961,1955,1960,-0.09138838916010743,0.45539636832847386,0.3289232675275716,1.2327453348221813,1.217891735140697,0.2925600776253685,0.8333333333333334,5,0.04200643199027828,0.03769259118864158,contained,weak_or_blocked,theta_gt_1,capacity_bias_not_activated,external_structural_bind,1955,1961,stagnation_tendency
1961_1969,1961,1968,0.008275603101248735,0.46839867777853406,0.32234860924659337,1.3466050520932915,1.0765293947127712,0.3935849931670462,0.875,7,0.042175629683728566,0.04465743588959148,contained,strong,theta_gt_1,capacity_bias_not_activated,external_structural_bind,1961,1969,contradictory_expansion
1969_1972,1969,1971,-0.026328681603936328,0.5414100149681983,0.37670907703088125,1.2274478578709564,1.040889396375559,0.32983265409945983,1,3,0.03727334274137325,0.047551264412361384,contained,weak_or_blocked,theta_gt_1,capacity_bias_not_activated,external_structural_bind,1969,1972,crisis_breakdown
1972_1974,1972,1973,-0.08282336318941488,0.2247663580193266,0.13410894916708602,1.2282468244507023,0.9874570565191342,0.3815886152524833,1,2,0.017483340351004628,-0.034732233015933645,contained,strong,theta_gt_1,capacity_bias_not_activated,external_structural_bind,1972,1974,forced_offset
1974_1976,1974,1975,-0.16358640956268508,0.4708471341823452,0.3949977652526585,1.1558788175375978,0.8011605445997192,0.3446179754806009,NA,NA,0.01765390614017015,-0.06426670556271041,grossly_dysfunctional,intermediate,theta_gt_1,capacity_overaccumulation_activated,no_major_external_bind,1974,1976,structural_fragility
1976_1978,1976,1978,0.13042241295423035,0.3158201179007765,0.19879400795906108,1.157809488579802,0.8825584424623445,0.29321465877416947,NA,NA,0.015388618919081646,0.0691913681397575,contained,weak_or_blocked,theta_gt_1,capacity_overaccumulation_activated,no_major_external_bind,1976,1978,partial_recovery
