swing_id,start_year.x,end_year.x,duration_years,period_mode,r_start,r_end,swing_amplitude,mean_G,mean_N,mean_D,mean_S_off,mean_F_rev,share_profitability_falling_years,share_high_dysfunction_years,share_high_fragility_years,mean_theta,mean_mu,mean_chi,mean_ext_bind_distance_isi,share_ext_bind_years_isi,longest_ext_bind_run_isi,mean_g_k,mean_g_y,terminal_theta_state,terminal_mu_state,terminal_chi_state,terminal_ext_state,dysfunctionality_profile,recapitalization_profile,start_year.y,end_year.y,swing_class,period,dominant_motion_source,dominant_offsetting_source,dominant_net_source,crisis_stage
1,1940,1945,6,1940_1946,0.08236816643941346,0.09667148237029778,0.014303315930884325,0.15872564234292147,0.026686569673863045,0.3004778225368675,0.15023891126843375,0.20719865187153205,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.637436002019078,1.385413570197737,0.3114313170551788,-0.016711907117449354,0.16666666666666666,1,0.003960612352040016,0.03274780883815929,theta_gt_1,capacity_bias_not_activated,weak_or_blocked,relaxed,contained,weak_or_blocked,1940,1946,restorative_expansion,1940_1946,relative_prices,utilization_realization,utilization_realization,contained_or_offset
2,1946,1948,3,1946_1949,0.11312039043215125,0.10592906479522678,-0.00719132563692447,0.463537143222811,0.030483739785805486,0.3870984992237088,0.1935492496118544,0.25034106428370323,0.3333333333333333,0,0,1.72005775983828,1.4708201132988286,0.3998425896412912,-0.032066314276326675,0,0,0.027117785773866625,0.040650170998162594,theta_gt_1,capacity_bias_not_activated,intermediate,relaxed,contained,intermediate,1946,1949,corrective_downturn,1946_1949,distribution,relative_prices,productive_capacity,contained_or_offset
3,1949,1954,6,1949_1955,0.10992046005169372,0.1768418184869162,0.0669213584352225,0.35131195957758127,0.08541433034756475,0.6581098590420067,0.32905492952100335,0.542455984043149,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.5567235371044927,1.338030436014397,0.30191413054516414,-0.002099939531603599,0.5,2,0.03481226035436258,0.028510677206879425,theta_gt_1,capacity_bias_not_activated,weak_or_blocked,bind,grossly_dysfunctional,weak_or_blocked,1949,1955,renewed_expansion,1949_1955,distribution,relative_prices,distribution,stagnation_tendency_signal
4,1955,1960,6,1955_1961,0.19497731184592443,0.10219934994955274,-0.09277796189637169,0.32644556002612657,-0.09138838916010743,0.45539636832847386,0.22769818416423696,0.3289232675275716,0.5,0.3333333333333333,0.3333333333333333,1.2327453348221813,1.217891735140697,0.2925600776253685,0.01660728250935148,0.8333333333333334,5,0.04200643199027828,0.03769259118864158,theta_gt_1,capacity_bias_not_activated,strong,relaxed,contained,weak_or_blocked,1955,1961,stagnation_tendency,1955_1961,distribution,productive_capacity,distribution,contained_or_offset
5,1961,1968,8,1961_1969,0.08331576173865722,0.10919443953306651,0.02587867779440929,0.3074391749727607,0.008275603101248735,0.46839867777853406,0.23419933888926703,0.32234860924659337,0.375,0.125,0.125,1.3466050520932915,1.0765293947127712,0.3935849931670462,0.00876135649545181,0.875,7,0.042175629683728566,0.04465743588959148,theta_gt_1,capacity_bias_not_activated,intermediate,bind,contained,strong,1961,1969,contradictory_expansion,1961_1969,distribution,wedge,productive_capacity,contained_or_offset
6,1969,1971,3,1969_1972,0.1228895951671377,0.10090142974457414,-0.021988165422563558,0.22354093712708237,-0.026328681603936328,0.5414100149681983,0.27070500748409915,0.37670907703088125,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.2274478578709564,1.040889396375559,0.32983265409945983,0.019787468886725598,1,3,0.03727334274137325,0.047551264412361384,theta_gt_1,capacity_bias_not_activated,strong,bind,contained,weak_or_blocked,1969,1972,crisis_breakdown,1969_1972,distribution,productive_capacity,productive_capacity,structural_crisis_signal
7,1972,1973,2,1972_1974,0.06201378545711935,0.08549837507546827,0.02348458961834892,0.5191926247419049,-0.08282336318941488,0.2247663580193266,0.1123831790096633,0.13410894916708602,0.5,0,0,1.2282468244507023,0.9874570565191342,0.3815886152524833,0.002800278222159587,1,2,0.017483340351004628,-0.034732233015933645,theta_gt_1,capacity_overaccumulation_activated,intermediate,bind,contained,strong,1972,1974,forced_offset,1972_1974,distribution,utilization_realization,utilization_realization,contained_or_offset
8,1974,1975,2,1974_1976,0.09247022904950482,0.06164083468642437,-0.03082939436308045,0.4890045649243469,-0.16358640956268508,0.4708471341823452,0.23542356709117263,0.3949977652526585,0.5,0.5,0.5,1.1558788175375978,0.8011605445997192,0.3446179754806009,NA,NA,NA,0.01765390614017015,-0.06426670556271041,theta_gt_1,capacity_overaccumulation_activated,strong,NA,grossly_dysfunctional,intermediate,1974,1976,structural_fragility,1974_1976,distribution,relative_prices,relative_prices,stagnation_tendency_signal
9,1976,1978,3,1976_1978,0.07038859706332863,0.09115777446120946,0.020769177397880825,0.19975553438520913,0.13042241295423035,0.3158201179007765,0.15791005895038823,0.19879400795906108,0,0,0,1.157809488579802,0.8825584424623445,0.29321465877416947,NA,NA,NA,0.015388618919081646,0.0691913681397575,theta_gt_1,capacity_overaccumulation_activated,weak_or_blocked,NA,contained,weak_or_blocked,1976,1978,partial_recovery,1976_1978,relative_prices,wedge,utilization_realization,contained_or_offset
