year,r_struct,period,G,N,D,O,R,S_off,F_rev,net_sign,component,value,component_family,abs_value,contributes_to_net_direction,offsets_net_direction,reinforcing_abs,offsetting_abs,share_of_total_motion,share_of_offsetting_motion,share_of_reinforcing_motion,swing_id
1942,0.0967210545569741,1940_1946,0.18056301621669424,0.126028324324311,0.3020258136745788,0.027267345946191637,0.15329567027050262,0.1510129068372895,0.17787420804564277,1,d_B,-0.0011592760700871452,productive_capacity,0.0011592760700871452,FALSE,TRUE,0,0.0011592760700871452,0.006420340634407072,0.04251517813192444,0,1
1942,0.0967210545569741,1940_1946,0.18056301621669424,0.126028324324311,0.3020258136745788,0.027267345946191637,0.15329567027050262,0.1510129068372895,0.17787420804564277,1,d_nu,2.3060001751673553e-4,wedge,2.3060001751673553e-4,TRUE,FALSE,2.3060001751673553e-4,0,0.001277116556582062,0,0.0015042826526660742,1
1943,0.09060320049420847,1940_1946,0.13344092593616558,-0.06534157147347669,0.5103333477711758,0.034049677231344444,0.09939124870482113,0.25516667388558784,0.342582246174082,-1,d_pi,-0.08574600622336936,distribution,0.08574600622336936,TRUE,FALSE,0.08574600622336936,0,0.6425765230704998,0,0.8627118316827236,1
1943,0.09060320049420847,1940_1946,0.13344092593616558,-0.06534157147347669,0.5103333477711758,0.034049677231344444,0.09939124870482113,0.25516667388558784,0.342582246174082,-1,d_mu,0.032207848331040734,utilization_realization,0.032207848331040734,FALSE,TRUE,0,0.032207848331040734,0.24136409504868148,0.945907595899082,0,1
1943,0.09060320049420847,1940_1946,0.13344092593616558,-0.06534157147347669,0.5103333477711758,0.034049677231344444,0.09939124870482113,0.25516667388558784,0.342582246174082,-1,d_p,-0.009788934397517546,relative_prices,0.009788934397517546,TRUE,FALSE,0.009788934397517546,0,0.07335781229665851,0,0.09848889640766449,1
1943,0.09060320049420847,1940_1946,0.13344092593616558,-0.06534157147347669,0.5103333477711758,0.034049677231344444,0.09939124870482113,0.25516667388558784,0.342582246174082,-1,d_B,-0.0038563080839342234,productive_capacity,0.0038563080839342234,TRUE,FALSE,0.0038563080839342234,0,0.028898990747253762,0,0.038799271909611965,1
1943,0.09060320049420847,1940_1946,0.13344092593616558,-0.06534157147347669,0.5103333477711758,0.034049677231344444,0.09939124870482113,0.25516667388558784,0.342582246174082,-1,d_nu,0.0018418289003037103,wedge,0.0018418289003037103,FALSE,TRUE,0,0.0018418289003037103,0.013802578836906377,0.05409240410091799,0,1
1944,0.07496408599212709,1940_1946,0.22693907073767333,-0.189480392557057,0.16506050746949652,0.01872933909030816,0.20820973164736517,0.08253025373474825,0.08995419638707927,-1,d_pi,-0.05792562349125907,distribution,0.05792562349125907,TRUE,FALSE,0.05792562349125907,0,0.2552474693007679,0,0.27820805028155415,1
1944,0.07496408599212709,1940_1946,0.22693907073767333,-0.189480392557057,0.16506050746949652,0.01872933909030816,0.20820973164736517,0.08253025373474825,0.08995419638707927,-1,d_mu,0.01829910791474798,utilization_realization,0.01829910791474798,FALSE,TRUE,0,0.01829910791474798,0.08063445335907164,0.9770290252375851,0,1
1944,0.07496408599212709,1940_1946,0.22693907073767333,-0.189480392557057,0.16506050746949652,0.01872933909030816,0.20820973164736517,0.08253025373474825,0.08995419638707927,-1,d_p,-0.14946715386159032,relative_prices,0.14946715386159032,TRUE,FALSE,0.14946715386159032,0,0.6586223931196252,0,0.7178682412152361,1
1944,0.07496408599212709,1940_1946,0.22693907073767333,-0.189480392557057,0.16506050746949652,0.01872933909030816,0.20820973164736517,0.08253025373474825,0.08995419638707927,-1,d_B,4.3023117556018065e-4,productive_capacity,4.3023117556018065e-4,FALSE,TRUE,0,4.3023117556018065e-4,0.0018958003756766046,0.022970974762414956,0,1
1944,0.07496408599212709,1940_1946,0.22693907073767333,-0.189480392557057,0.16506050746949652,0.01872933909030816,0.20820973164736517,0.08253025373474825,0.08995419638707927,-1,d_nu,-8.169542945157815e-4,wedge,8.169542945157815e-4,TRUE,FALSE,8.169542945157815e-4,0,0.003599883844858636,0,0.003923708503209724,1
1945,0.09667148237029778,1940_1946,0.2777092474235522,0.25430930528423856,0.08426057956804323,0.011699971069656812,0.2660092763538954,0.04213028978402161,0.04398331979254482,1,d_pi,0.05450237872935948,distribution,0.05450237872935948,TRUE,FALSE,0.05450237872935948,0,0.19625698184344004,0,0.20488901543737972,1
1945,0.09667148237029778,1940_1946,0.2777092474235522,0.25430930528423856,0.08426057956804323,0.011699971069656812,0.2660092763538954,0.04213028978402161,0.04398331979254482,1,d_mu,0.0622870472244621,utilization_realization,0.0622870472244621,TRUE,FALSE,0.0622870472244621,0,0.22428870411169322,0,0.2341536659104933,1
1945,0.09667148237029778,1940_1946,0.2777092474235522,0.25430930528423856,0.08426057956804323,0.011699971069656812,0.2660092763538954,0.04213028978402161,0.04398331979254482,1,d_p,0.12942113593202667,relative_prices,0.12942113593202667,TRUE,FALSE,0.12942113593202667,0,0.4660310635412086,0,0.48652865684220137,1
1945,0.09667148237029778,1940_1946,0.2777092474235522,0.25430930528423856,0.08426057956804323,0.011699971069656812,0.2660092763538954,0.04213028978402161,0.04398331979254482,1,d_B,0.01979871446804715,productive_capacity,0.01979871446804715,TRUE,FALSE,0.01979871446804715,0,0.07129296071963662,0,0.07442866180992573,1
1945,0.09667148237029778,1940_1946,0.2777092474235522,0.25430930528423856,0.08426057956804323,0.011699971069656812,0.2660092763538954,0.04213028978402161,0.04398331979254482,1,d_nu,-0.011699971069656812,wedge,0.011699971069656812,FALSE,TRUE,0,0.011699971069656812,0.04213028978402161,1,0,1
1946,0.11312039043215125,1946_1949,0.1901740712226201,0.1571342029334688,0.17373487393281084,0.016519934144575643,0.17365413707804445,0.0868674369664054,0.09513124433742214,1,d_pi,0.07899194243322005,distribution,0.07899194243322005,TRUE,FALSE,0.07899194243322005,0,0.41536652144734876,0,0.4548808554887416,2
1946,0.11312039043215125,1946_1949,0.1901740712226201,0.1571342029334688,0.17373487393281084,0.016519934144575643,0.17365413707804445,0.0868674369664054,0.09513124433742214,1,d_mu,0.05222956376774235,utilization_realization,0.05222956376774235,TRUE,FALSE,0.05222956376774235,0,0.27464082475576695,0,0.30076774816063895,2
1946,0.11312039043215125,1946_1949,0.1901740712226201,0.1571342029334688,0.17373487393281084,0.016519934144575643,0.17365413707804445,0.0868674369664054,0.09513124433742214,1,d_p,0.01346043465747836,relative_prices,0.01346043465747836,TRUE,FALSE,0.01346043465747836,0,0.07077954723765371,0,0.07751289364001106,2
1946,0.11312039043215125,1946_1949,0.1901740712226201,0.1571342029334688,0.17373487393281084,0.016519934144575643,0.17365413707804445,0.0868674369664054,0.09513124433742214,1,d_B,0.028972196219603674,productive_capacity,0.028972196219603674,TRUE,FALSE,0.028972196219603674,0,0.15234566959282514,0,0.16683850271060835,2
1946,0.11312039043215125,1946_1949,0.1901740712226201,0.1571342029334688,0.17373487393281084,0.016519934144575643,0.17365413707804445,0.0868674369664054,0.09513124433742214,1,d_nu,-0.016519934144575643,wedge,0.016519934144575643,FALSE,TRUE,0,0.016519934144575643,0.0868674369664054,1,0,2
1947,0.08087714852687955,1946_1949,0.6819596638185967,-0.33552133514044963,0.5080041343476008,0.17321916433907353,0.5087404994795233,0.25400206717380036,0.34048628822806276,-1,d_pi,-0.29684544711963945,distribution,0.29684544711963945,TRUE,FALSE,0.29684544711963945,0,0.43528299820178395,0,0.5834908905882918,2
1947,0.08087714852687955,1946_1949,0.6819596638185967,-0.33552133514044963,0.5080041343476008,0.17321916433907353,0.5087404994795233,0.25400206717380036,0.34048628822806276,-1,d_mu,-0.17730656518993548,utilization_realization,0.17730656518993548,TRUE,FALSE,0.17730656518993548,0,0.25999567803925067,0,0.34852064141017347,2
1947,0.08087714852687955,1946_1949,0.6819596638185967,-0.33552133514044963,0.5080041343476008,0.17321916433907353,0.5087404994795233,0.25400206717380036,0.34048628822806276,-1,d_p,0.11181500757677305,relative_prices,0.11181500757677305,FALSE,TRUE,0,0.11181500757677305,0.16396132133485855,0.6455117596451228,0,2
1947,0.08087714852687955,1946_1949,0.6819596638185967,-0.33552133514044963,0.5080041343476008,0.17321916433907353,0.5087404994795233,0.25400206717380036,0.34048628822806276,-1,d_B,0.06140415676230049,productive_capacity,0.06140415676230049,FALSE,TRUE,0,0.06140415676230049,0.09004074583894184,0.3544882403548773,0,2
1947,0.08087714852687955,1946_1949,0.6819596638185967,-0.33552133514044963,0.5080041343476008,0.17321916433907353,0.5087404994795233,0.25400206717380036,0.34048628822806276,-1,d_nu,-0.03458848716994822,wedge,0.03458848716994822,TRUE,FALSE,0.03458848716994822,0,0.05071925658516493,0,0.06798846800153445,2
1948,0.10592906479522678,1946_1949,0.5184776946272162,0.2698383515643973,0.4795564893907148,0.12431967153140946,0.3941580230958067,0.23977824469535747,0.3154056602856248,1,d_pi,0.24214639014871997,distribution,0.24214639014871997,TRUE,FALSE,0.24214639014871997,0,0.4670333799466966,0,0.6143383515242115,2
1948,0.10592906479522678,1946_1949,0.5184776946272162,0.2698383515643973,0.4795564893907148,0.12431967153140946,0.3941580230958067,0.23977824469535747,0.3154056602856248,1,d_mu,0.10708747784932104,utilization_realization,0.10708747784932104,TRUE,FALSE,0.10708747784932104,0,0.20654211156820662,0,0.271686662644164,2
1948,0.10592906479522678,1946_1949,0.5184776946272162,0.2698383515643973,0.4795564893907148,0.12431967153140946,0.3941580230958067,0.23977824469535747,0.3154056602856248,1,d_p,-0.09904384765226262,relative_prices,0.09904384765226262,FALSE,TRUE,0,0.09904384765226262,0.19102817474814388,0.7966868511813846,0,2
1948,0.10592906479522678,1946_1949,0.5184776946272162,0.2698383515643973,0.4795564893907148,0.12431967153140946,0.3941580230958067,0.23977824469535747,0.3154056602856248,1,d_B,0.044924155097765706,productive_capacity,0.044924155097765706,TRUE,FALSE,0.044924155097765706,0,0.08664626378973937,0,0.11397498583162453,2
1948,0.10592906479522678,1946_1949,0.5184776946272162,0.2698383515643973,0.4795564893907148,0.12431967153140946,0.3941580230958067,0.23977824469535747,0.3154056602856248,1,d_nu,-0.02527582387914684,wedge,0.02527582387914684,FALSE,TRUE,0,0.02527582387914684,0.0487500699472136,0.20331314881861542,0,2
1949,0.10992046005169372,1949_1955,0.29107798927980594,0.03698734374454177,0.8729297813412241,0.12704532276763209,0.16403266651217385,0.43646489067061206,0.7745123301900557,1,d_pi,0.01052352033782622,distribution,0.01052352033782622,TRUE,FALSE,0.01052352033782622,0,0.036153610803289646,0,0.06415502815132988,3
1949,0.10992046005169372,1949_1955,0.29107798927980594,0.03698734374454177,0.8729297813412241,0.12704532276763209,0.16403266651217385,0.43646489067061206,0.7745123301900557,1,d_mu,-0.08995168784906765,utilization_realization,0.08995168784906765,FALSE,TRUE,0,0.08995168784906765,0.30902950811096663,0.7080283310672579,0,3
1949,0.10992046005169372,1949_1955,0.29107798927980594,0.03698734374454177,0.8729297813412241,0.12704532276763209,0.16403266651217385,0.43646489067061206,0.7745123301900557,1,d_p,0.08764228781831807,relative_prices,0.08764228781831807,TRUE,FALSE,0.08764228781831807,0,0.30109555186623793,0,0.5342977693520187,3
1949,0.10992046005169372,1949_1955,0.29107798927980594,0.03698734374454177,0.8729297813412241,0.12704532276763209,0.16403266651217385,0.43646489067061206,0.7745123301900557,1,d_B,0.06586685835602957,productive_capacity,0.06586685835602957,TRUE,FALSE,0.06586685835602957,0,0.22628594665986035,0,0.40154720249665143,3
1949,0.10992046005169372,1949_1955,0.29107798927980594,0.03698734374454177,0.8729297813412241,0.12704532276763209,0.16403266651217385,0.43646489067061206,0.7745123301900557,1,d_nu,-0.03709363491856443,wedge,0.03709363491856443,FALSE,TRUE,0,0.03709363491856443,0.1274353825596454,0.29197166893274207,0,3
1950,0.11859012827290598,1949_1955,0.14230763975897529,0.07591623382911153,0.4665343761045442,0.03319570296493188,0.10911193679404341,0.23326718805227206,0.3042353012905558,1,d_pi,0.062421643814658756,distribution,0.062421643814658756,TRUE,FALSE,0.062421643814658756,0,0.4386387401293531,0,0.5720881293903166,3
1950,0.11859012827290598,1949_1955,0.14230763975897529,0.07591623382911153,0.4665343761045442,0.03319570296493188,0.10911193679404341,0.23326718805227206,0.3042353012905558,1,d_mu,-1.8464570152332271e-4,utilization_realization,1.8464570152332271e-4,FALSE,TRUE,0,1.8464570152332271e-4,0.0012975108141492254,0.005562337442240143,0,3
1950,0.11859012827290598,1949_1955,0.14230763975897529,0.07591623382911153,0.4665343761045442,0.03319570296493188,0.10911193679404341,0.23326718805227206,0.3042353012905558,1,d_p,-0.006785078326148247,relative_prices,0.006785078326148247,FALSE,TRUE,0,0.006785078326148247,0.047678946384326605,0.2043962838598731,0,3
1950,0.11859012827290598,1949_1955,0.14230763975897529,0.07591623382911153,0.4665343761045442,0.03319570296493188,0.10911193679404341,0.23326718805227206,0.3042353012905558,1,d_B,0.04669029297938465,productive_capacity,0.04669029297938465,TRUE,FALSE,0.04669029297938465,0,0.32809407181837486,0,0.42791187060968333,3
1950,0.11859012827290598,1949_1955,0.14230763975897529,0.07591623382911153,0.4665343761045442,0.03319570296493188,0.10911193679404341,0.23326718805227206,0.3042353012905558,1,d_nu,-0.026225978937260308,wedge,0.026225978937260308,FALSE,TRUE,0,0.026225978937260308,0.18429073085379624,0.7900413786978867,0,3
1951,0.11111053992368822,1949_1955,0.3227996614249769,-0.06514768668049481,0.7981791976084955,0.12882598737224105,0.19397367405273586,0.39908959880424777,0.6641416058202669,-1,d_pi,0.08213341604720736,distribution,0.08213341604720736,FALSE,TRUE,0,0.08213341604720736,0.25444083703382786,0.6375531654951256,0,3
1951,0.11111053992368822,1949_1955,0.3227996614249769,-0.06514768668049481,0.7981791976084955,0.12882598737224105,0.19397367405273586,0.39908959880424777,0.6641416058202669,-1,d_mu,-0.006334359080740926,utilization_realization,0.006334359080740926,TRUE,FALSE,0.006334359080740926,0,0.019623189977270524,0,0.03265576688009114,3
1951,0.11111053992368822,1949_1955,0.3227996614249769,-0.06514768668049481,0.7981791976084955,0.12882598737224105,0.19397367405273586,0.39908959880424777,0.6641416058202669,-1,d_p,-0.15090629087520646,relative_prices,0.15090629087520646,TRUE,FALSE,0.15090629087520646,0,0.4674920977582226,0,0.7779730502716538,3
1951,0.11111053992368822,1949_1955,0.3227996614249769,-0.06514768668049481,0.7981791976084955,0.12882598737224105,0.19397367405273586,0.39908959880424777,0.6641416058202669,-1,d_B,0.04669257132503368,productive_capacity,0.04669257132503368,FALSE,TRUE,0,0.04669257132503368,0.14464876177041988,0.36244683450487436,0,3
1951,0.11111053992368822,1949_1955,0.3227996614249769,-0.06514768668049481,0.7981791976084955,0.12882598737224105,0.19397367405273586,0.39908959880424777,0.6641416058202669,-1,d_nu,-0.03673302409678847,wedge,0.03673302409678847,TRUE,FALSE,0.03673302409678847,0,0.1137951134602591,0,0.18937118284825505,3
1952,0.10430166452800484,1949_1955,0.5617560043339784,-0.06323824002524231,0.8874275672403039,0.24925888215436803,0.3124971221796104,0.4437137836201519,0.7976357683419062,-1,d_pi,-0.26677379084278496,distribution,0.26677379084278496,TRUE,FALSE,0.26677379084278496,0,0.4748926380574671,0,0.8536839922943497,3
1952,0.10430166452800484,1949_1955,0.5617560043339784,-0.06323824002524231,0.8874275672403039,0.24925888215436803,0.3124971221796104,0.4437137836201519,0.7976357683419062,-1,d_mu,-0.007585549863341368,utilization_realization,0.007585549863341368,TRUE,FALSE,0.007585549863341368,0,0.013503282216511142,0,0.024273983102415606,3
1952,0.10430166452800484,1949_1955,0.5617560043339784,-0.06323824002524231,0.8874275672403039,0.24925888215436803,0.3124971221796104,0.4437137836201519,0.7976357683419062,-1,d_p,0.1815338927742967,relative_prices,0.1815338927742967,FALSE,TRUE,0,0.1815338927742967,0.32315434347608707,0.7282945795362723,0,3
1952,0.10430166452800484,1949_1955,0.5617560043339784,-0.06323824002524231,0.8874275672403039,0.24925888215436803,0.3124971221796104,0.4437137836201519,0.7976357683419062,-1,d_B,0.06772498938007132,productive_capacity,0.06772498938007132,FALSE,TRUE,0,0.06772498938007132,0.12055944014406487,0.2717054204637277,0,3
1952,0.10430166452800484,1949_1955,0.5617560043339784,-0.06323824002524231,0.8874275672403039,0.24925888215436803,0.3124971221796104,0.4437137836201519,0.7976357683419062,-1,d_nu,-0.03813778147348401,wedge,0.03813778147348401,TRUE,FALSE,0.03813778147348401,0,0.06789029610586969,0,0.12204202460323457,3
1953,0.1679253378426162,1949_1955,0.5582093111836189,0.4762321420963552,0.14685740177540307,0.04098858454363183,0.5172207266399871,0.07342870088770148,0.07924776102826607,1,d_pi,0.4464901036982114,distribution,0.4464901036982114,TRUE,FALSE,0.4464901036982114,0,0.799861440418255,0,0.8632486687042457,3
1953,0.1679253378426162,1949_1955,0.5582093111836189,0.4762321420963552,0.14685740177540307,0.04098858454363183,0.5172207266399871,0.07342870088770148,0.07924776102826607,1,d_mu,0.013428871065078951,utilization_realization,0.013428871065078951,TRUE,FALSE,0.013428871065078951,0,0.024057053144822267,0,0.02596352074348744,3
1953,0.1679253378426162,1949_1955,0.5582093111836189,0.4762321420963552,0.14685740177540307,0.04098858454363183,0.5172207266399871,0.07342870088770148,0.07924776102826607,1,d_p,-0.00854015206876299,relative_prices,0.00854015206876299,FALSE,TRUE,0,0.00854015206876299,0.015299193147915386,0.20835440315515427,0,3
1953,0.1679253378426162,1949_1955,0.5582093111836189,0.4762321420963552,0.14685740177540307,0.04098858454363183,0.5172207266399871,0.07342870088770148,0.07924776102826607,1,d_B,0.05730175187669673,productive_capacity,0.05730175187669673,TRUE,FALSE,0.05730175187669673,0,0.10265280554922117,0,0.11078781055226693,3
1953,0.1679253378426162,1949_1955,0.5582093111836189,0.4762321420963552,0.14685740177540307,0.04098858454363183,0.5172207266399871,0.07342870088770148,0.07924776102826607,1,d_nu,-0.03244843247486884,wedge,0.03244843247486884,FALSE,TRUE,0,0.03244843247486884,0.05812950773978609,0.7916455968448457,0,3
1954,0.1768418184869162,1949_1955,0.23172115148413214,0.051736189121117104,0.7767308301820695,0.08999248118150752,0.14172867030262462,0.3883654150910347,0.6349631375878433,1,d_pi,0.014625106787307107,distribution,0.014625106787307107,TRUE,FALSE,0.014625106787307107,0,0.06311511354762368,0,0.10319088407503581,3
1954,0.1768418184869162,1949_1955,0.23172115148413214,0.051736189121117104,0.7767308301820695,0.08999248118150752,0.14172867030262462,0.3883654150910347,0.6349631375878433,1,d_mu,-0.06540085701883128,utilization_realization,0.06540085701883128,FALSE,TRUE,0,0.06540085701883128,0.2822394787871137,0.7267369024632521,0,3
1954,0.1768418184869162,1949_1955,0.23172115148413214,0.051736189121117104,0.7767308301820695,0.08999248118150752,0.14172867030262462,0.3883654150910347,0.6349631375878433,1,d_p,0.09610200340811617,relative_prices,0.09610200340811617,TRUE,FALSE,0.09610200340811617,0,0.4147312525964945,0,0.678070310000901,3
1954,0.1768418184869162,1949_1955,0.23172115148413214,0.051736189121117104,0.7767308301820695,0.08999248118150752,0.14172867030262462,0.3883654150910347,0.6349631375878433,1,d_B,0.031001560107201342,productive_capacity,0.031001560107201342,TRUE,FALSE,0.031001560107201342,0,0.1337882187648471,0,0.21873880592406317,3
1954,0.1768418184869162,1949_1955,0.23172115148413214,0.051736189121117104,0.7767308301820695,0.08999248118150752,0.14172867030262462,0.3883654150910347,0.6349631375878433,1,d_nu,-0.02459162416267624,wedge,0.02459162416267624,FALSE,TRUE,0,0.02459162416267624,0.10612593630392102,0.27326309753674793,0,3
1955,0.19497731184592443,1955_1961,0.1677983672173271,0.09762755014841029,0.4181853389433391,0.03508540853445841,0.1327129586828687,0.20909266947166955,0.26437063028862623,1,d_pi,0.01163591147987808,distribution,0.01163591147987808,TRUE,FALSE,0.01163591147987808,0,0.06934460491387033,0,0.08767728182206601,4
1955,0.19497731184592443,1955_1961,0.1677983672173271,0.09762755014841029,0.4181853389433391,0.03508540853445841,0.1327129586828687,0.20909266947166955,0.26437063028862623,1,d_mu,-0.00410986779895961,utilization_realization,0.00410986779895961,FALSE,TRUE,0,0.00410986779895961,0.024492895056819237,0.11713894666277545,0,4
1955,0.19497731184592443,1955_1961,0.1677983672173271,0.09762755014841029,0.4181853389433391,0.03508540853445841,0.1327129586828687,0.20909266947166955,0.26437063028862623,1,d_p,0.08188702408733406,relative_prices,0.08188702408733406,TRUE,FALSE,0.08188702408733406,0,0.48800846781349544,0,0.617023574035536,4
1955,0.19497731184592443,1955_1961,0.1677983672173271,0.09762755014841029,0.4181853389433391,0.03508540853445841,0.1327129586828687,0.20909266947166955,0.26437063028862623,1,d_B,0.03919002311565656,productive_capacity,0.03919002311565656,TRUE,FALSE,0.03919002311565656,0,0.2335542578009647,0,0.29529914414239805,4
1955,0.19497731184592443,1955_1961,0.1677983672173271,0.09762755014841029,0.4181853389433391,0.03508540853445841,0.1327129586828687,0.20909266947166955,0.26437063028862623,1,d_nu,-0.030975540735498797,wedge,0.030975540735498797,FALSE,TRUE,0,0.030975540735498797,0.18459977441485032,0.8828610533372245,0,4
1956,0.14192207614607,1955_1961,0.4113943942861683,-0.3176050548436168,0.22797913813407755,0.04689466972127576,0.36449972456489255,0.11398956906703876,0.12865488383360085,-1,d_pi,-0.17475168392688745,distribution,0.17475168392688745,TRUE,FALSE,0.17475168392688745,0,0.42477896236313123,0,0.4794288504209174,4
1956,0.14192207614607,1955_1961,0.4113943942861683,-0.3176050548436168,0.22797913813407755,0.04689466972127576,0.36449972456489255,0.11398956906703876,0.12865488383360085,-1,d_mu,-0.03247635095636342,utilization_realization,0.03247635095636342,TRUE,FALSE,0.03247635095636342,0,0.07894213292019892,0,0.08909842386062379,4
1956,0.14192207614607,1955_1961,0.4113943942861683,-0.3176050548436168,0.22797913813407755,0.04689466972127576,0.36449972456489255,0.11398956906703876,0.12865488383360085,-1,d_p,-0.12016634766648554,relative_prices,0.12016634766648554,TRUE,FALSE,0.12016634766648554,0,0.2920952481012591,0,0.3296747283140734,4
1956,0.14192207614607,1955_1961,0.4113943942861683,-0.3176050548436168,0.22797913813407755,0.04689466972127576,0.36449972456489255,0.11398956906703876,0.12865488383360085,-1,d_B,0.04689466972127576,productive_capacity,0.04689466972127576,FALSE,TRUE,0,0.04689466972127576,0.11398956906703876,1,0,4
1956,0.14192207614607,1955_1961,0.4113943942861683,-0.3176050548436168,0.22797913813407755,0.04689466972127576,0.36449972456489255,0.11398956906703876,0.12865488383360085,-1,d_nu,-0.03710534201515614,wedge,0.03710534201515614,TRUE,FALSE,0.03710534201515614,0,0.09019408754837202,0,0.10179799740438544,4
1957,0.12134178022471499,1955_1961,0.34587982982585314,-0.15666695366079492,0.5470480202916861,0.09460643808252911,0.251273391743324,0.27352401014584304,0.37650798369916405,-1,d_pi,-0.051907958599370585,distribution,0.051907958599370585,TRUE,FALSE,0.051907958599370585,0,0.15007512472035647,0,0.20657960733221847,4
1957,0.12134178022471499,1955_1961,0.34587982982585314,-0.15666695366079492,0.5470480202916861,0.09460643808252911,0.251273391743324,0.27352401014584304,0.37650798369916405,-1,d_mu,0.029728783652082313,utilization_realization,0.029728783652082313,FALSE,TRUE,0,0.029728783652082313,0.08595119197048999,0.31423636968711016,0,4
1957,0.12134178022471499,1955_1961,0.34587982982585314,-0.15666695366079492,0.5470480202916861,0.09460643808252911,0.251273391743324,0.27352401014584304,0.37650798369916405,-1,d_p,-0.14798146768245296,relative_prices,0.14798146768245296,TRUE,FALSE,0.14798146768245296,0,0.42784069761153776,0,0.5889261360137016,4
1957,0.12134178022471499,1955_1961,0.34587982982585314,-0.15666695366079492,0.5470480202916861,0.09460643808252911,0.251273391743324,0.27352401014584304,0.37650798369916405,-1,d_B,0.0648776544304468,productive_capacity,0.0648776544304468,FALSE,TRUE,0,0.0648776544304468,0.187572818175353,0.6857636303128899,0,4
1957,0.12134178022471499,1955_1961,0.34587982982585314,-0.15666695366079492,0.5470480202916861,0.09460643808252911,0.251273391743324,0.27352401014584304,0.37650798369916405,-1,d_nu,-0.05138396546150048,wedge,0.05138396546150048,TRUE,FALSE,0.05138396546150048,0,0.14856016752226278,0,0.20449425665407997,4
1958,0.14204143025055613,1955_1961,0.3158730753268825,0.1575075835926423,0.5013579950439113,0.07918274586712012,0.2366903294597624,0.25067899752195577,0.3345415338592499,1,d_pi,0.17680340253603122,distribution,0.17680340253603122,TRUE,FALSE,0.17680340253603122,0,0.5597292594598812,0,0.7469819444654919,4
