swing,start_year,end_year,direction,amplitude,duration,pace,distribution,utilization,rel_prices,gross_phys_capacity,gross_net_wedge,capitalization,accumulation
1,1943,1947,contraction,-0.7014947338766233,4,-0.17537368346915583,-0.06158745797158083,-0.2445773492546032,-0.10404115811023654,-0.40755134419311645,0.1162625756529134,0.04464196561002398,0.04464196561002398
2,1947,1954,contraction,-0.19920020962154106,7,-0.028457172803077295,0.00685212394515422,-0.0248167293752676,-0.05809906051553279,-0.2834479788606252,0.1603114351847304,0.055597251308652916,0.055597251308652916
3,1954,1958,contraction,-0.24140466557487106,4,-0.060351166393717764,0.003726413643380999,-0.06275463990133053,-0.057434433998019105,-0.19050690297517625,0.06556489765627405,0.04909476133771448,0.04909476133771448
4,1958,1960,expansion,0.08524918759812827,2,0.04262459379906414,0.005691626123029536,0.05249455168770285,0.017070059004322555,-0.022250048814628665,0.03224299959770176,0.0419774371776101,0.0419774371776101
5,1960,1965,expansion,0.16656582024149658,5,0.033313164048299315,0.07022144172547662,0.07719647012972378,0.02780584800789196,-0.07281795897949261,0.06416001935789697,0.047226127546605184,0.047226127546605184
