"run_id","det_tag","include","LRinclude","p","r","q_tag","qY","qK","cell_id","status","logLik","T_eff","T_eff_common","k_gamma","k_pi","k_det","k_sigma","k_total","AIC","BIC","HQ","AICc","theta_hat","alpha_y","alpha_k","Pi_11","Pi_12","Pi_21","Pi_22","SR_norm_total","share_Y","share_K","stability_margin","unit_root_count","unstable_count","unit_root_mismatch","fail_code","fail_msg","dBIC","dAIC","dHQ"
4,"SR_const__LR_trend","const","trend",1,1,"K_only",0,1,"p01_K_only_const_trend","computed",288.043252197922,63,57,2,4,2,3,11,-554.086504395844,-531.612940449664,-545.352511629005,-548.219837729178,0.750094854726913,0.115302519599489,0.138806139009561,0.115302519599489,-0.0864878266886256,0.138806139009561,-0.104117770675581,0.411729437564194,0,1,0.0764166190202793,1,0,0,NA,NA,0,0,0
4,"SR_const__LR_trend","const","trend",1,1,"sym",1,1,"p01_sym_const_trend","computed",288.45561562007,63,57,4,4,2,3,13,-550.91123124014,-524.351564758291,-540.589239788421,-542.44611496107,0.750094854726913,0.113756916835742,0.14931263396022,0.113756916835742,-0.0853284780080878,0.14931263396022,-0.111998638479284,0.430121995735729,0.1642486128851,0.986418974455236,0.0984938233418882,1,0,0,NA,NA,7.26137569137325,3.17527315570419,4.76327184058414
4,"SR_const__LR_trend","const","trend",1,1,"Y_short",1,1,"p01_Y_short_const_trend","computed",288.45561562007,63,57,4,4,2,3,13,-550.91123124014,-524.351564758291,-540.589239788421,-542.44611496107,0.750094854726913,0.113756916835742,0.14931263396022,0.113756916835742,-0.0853284780080878,0.14931263396022,-0.111998638479284,0.430121995735729,0.1642486128851,0.986418974455236,0.0984938233418882,1,0,0,NA,NA,7.26137569137325,3.17527315570419,4.76327184058414
4,"SR_const__LR_trend","const","trend",1,1,"K_short",1,1,"p01_K_short_const_trend","computed",288.45561562007,63,57,4,4,2,3,13,-550.91123124014,-524.351564758291,-540.589239788421,-542.44611496107,0.750094854726913,0.113756916835742,0.14931263396022,0.113756916835742,-0.0853284780080878,0.14931263396022,-0.111998638479284,0.430121995735729,0.1642486128851,0.986418974455236,0.0984938233418882,1,0,0,NA,NA,7.26137569137325,3.17527315570419,4.76327184058414
4,"SR_const__LR_trend","const","trend",2,1,"K_only",0,2,"p02_K_only_const_trend","computed",287.443548530061,62,57,4,4,2,3,13,-548.887097060121,-522.327430578272,-538.565105608402,-540.421980781051,2.74638754742551,0.0230565753742574,0.0122448121299,0.0230565753742574,-0.0633222914941381,0.0122448121299,-0.0336289995541221,0.682180153898801,0,1,0.0379429813374667,1,0,0,NA,NA,9.28550987139226,5.19940733572321,6.78740602060316
4,"SR_const__LR_trend","const","trend",1,1,"Y_only",1,0,"p01_Y_only_const_trend","computed",283.361578825629,63,57,2,4,2,3,11,-544.723157651259,-522.249593705079,-535.989164884419,-538.856490984592,0.750094854726913,0.0738094132305223,0.166423166537723,0.0738094132305223,-0.0553640610946273,0.166423166537723,-0.124833160927306,0.0750181200170212,1,0,0.0536924080460016,1,0,0,NA,NA,9.36334674458544,9.36334674458544,9.36334674458544
4,"SR_const__LR_trend","const","trend",2,1,"K_short",2,1,"p02_K_short_const_trend","computed",289.070031986687,62,57,6,4,2,3,15,-548.140063973375,-517.494294955857,-536.230073836776,-536.432746900204,2.74638754742551,0.0220353546562006,0.0106654075675455,0.0220353546562006,-0.060517623630894,0.0106654075675455,-0.0292913425317248,0.662809018566459,0.434061488668126,0.669046815788296,0.0322523207592698,1,0,0,NA,NA,14.1186454938074,5.94644042246932,9.12243779222911
4,"SR_const__LR_trend","const","trend",2,1,"Y_short",1,2,"p02_Y_short_const_trend","computed",287.731805590906,62,57,6,4,2,3,15,-545.463611181813,-514.817842164295,-533.553621045214,-533.756294108642,2.74638754742551,0.0231589430255172,0.0115412398296824,0.0231589430255172,-0.0636034327368173,0.0115412398296824,-0.0316967173500911,0.680888857536237,0.0930591027523738,0.991738038643671,0.0376786661644766,1,0,0,NA,NA,16.7950982853695,8.62289321403136,11.7988905837911
4,"SR_const__LR_trend","const","trend",3,1,"K_only",0,3,"p03_K_only_const_trend","computed",287.633252775531,61,57,6,4,2,3,15,-545.266505551062,-514.620736533544,-533.356515414463,-533.559188477891,0.532542419414132,-0.0531135936879617,0.13922544686846,-0.0531135936879617,0.0282852416863663,0.13922544686846,-0.0741434563193432,0.586447036326996,0,1,0.203751674660554,1,0,0,NA,NA,16.9922039161204,8.81999884478228,11.9959962145421
4,"SR_const__LR_trend","const","trend",2,1,"Y_only",2,0,"p02_Y_only_const_trend","computed",282.749381448659,62,57,4,4,2,3,13,-539.498762897317,-512.939096415468,-529.176771445598,-531.033646618247,2.74638754742551,0.0188748961087392,0.0120306945966884,0.0188748961087392,-0.0518377796319914,0.0120306945966884,-0.0330409498272244,0.356016103529331,1,0,0.0298833998431278,1,0,0,NA,NA,18.6738440341961,14.5877414985271,16.175740183407
