"run_id","det_tag","include","LRinclude","P_MIN","P_MAX","T_window","T_eff_common","feasibility_share","best_cell_id","best_BIC","theta_best","theta_bandwidth_dBIC2","alpha_y_med_dBIC2","alpha_k_med_dBIC2","stability_margin_best"
4,"SR_const__LR_trend","const","trend",1,7,65,57,1,"p01_K_only_const_trend",-531.612940449664,0.750094854726913,0,0.115302519599489,0.138806139009561,0.0764166190202793
