"stage_id","diagnostic_variable_id","asset_scope","identity","maximum_absolute_residual","mean_absolute_residual","observations_outside_tolerance","tolerance","stock_flow_status"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","GROSS_ACCUMULATION_NET_FLOW_ME","ME","DELTA_G = I - RET",0.0000000707805156707764,0.00000000910121735518541,0,0.000001,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","GROSS_ACCUMULATION_NET_FLOW_NRC","NRC","DELTA_G = I - RET",0.0000000954605638980865,0.0000000308079425457532,0,0.000001,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","GROSS_ACCUMULATION_NET_FLOW_TOT","TOT","DELTA_G = I - RET",0.000000169035047292709,0.0000000429392708995478,0,0.000001,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","NET_ACCUMULATION_NET_FLOW_ME","ME","DELTA_N = I - CFC",0.0000000598374754190445,0.00000000648329231312604,0,0.000001,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","NET_ACCUMULATION_NET_FLOW_NRC","NRC","DELTA_N = I - CFC",0.0000000941217876970768,0.0000000325158404988971,0,0.000001,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","NET_ACCUMULATION_NET_FLOW_TOT","TOT","DELTA_N = I - CFC",0.000000130850821733475,0.0000000452600056078376,0,0.000001,"PASS"
