"year","CFC_ME_GPIM_2017","CFC_NRC_GPIM_2017","CFC_RATE_N_ME","CFC_RATE_N_NRC","CFC_RATE_N_TOT","CFC_TOT_GPIM_2017","DELTA_G_ME","DELTA_G_NRC","DELTA_G_TOT","DELTA_I_ME","DELTA_I_NRC","DELTA_I_TOT","DELTA_N_ME","DELTA_N_NRC","DELTA_N_TOT","DLOG_G_ME","DLOG_G_NRC","DLOG_G_TOT","DLOG_I_ME","DLOG_I_NRC","DLOG_I_TOT","DLOG_N_ME","DLOG_N_NRC","DLOG_N_TOT","G_ME_GPIM_2017","G_NRC_GPIM_2017","G_TOT_GPIM_2017","GAP_ARITH_LOG_G_ME","GAP_ARITH_LOG_G_NRC","GAP_ARITH_LOG_G_TOT","GAP_ARITH_LOG_I_ME","GAP_ARITH_LOG_I_NRC","GAP_ARITH_LOG_I_TOT","GAP_ARITH_LOG_N_ME","GAP_ARITH_LOG_N_NRC","GAP_ARITH_LOG_N_TOT","GROSS_ACCUMULATION_NET_FLOW_ME","GROSS_ACCUMULATION_NET_FLOW_NRC","GROSS_ACCUMULATION_NET_FLOW_TOT","GROWTH_ARITH_G_ME","GROWTH_ARITH_G_NRC","GROWTH_ARITH_G_TOT","GROWTH_ARITH_I_ME","GROWTH_ARITH_I_NRC","GROWTH_ARITH_I_TOT","GROWTH_ARITH_N_ME","GROWTH_ARITH_N_NRC","GROWTH_ARITH_N_TOT","I_ME_REAL_2017","I_NRC_REAL_2017","I_TOT_REAL_2017","INV_RATE_G_ME","INV_RATE_G_NRC","INV_RATE_G_TOT","K_GROSS_ME","K_GROSS_NRC","K_GROSS_TOT","K_NET_ME","K_NET_NRC","K_NET_TOT","L1_DLOG_G_ME","L1_DLOG_G_NRC","L1_DLOG_G_TOT","L1_DLOG_N_ME","L1_DLOG_N_NRC","L1_DLOG_N_TOT","L1_LOG_G_ME","L1_LOG_G_NRC","L1_LOG_G_TOT","L1_LOG_N_ME","L1_LOG_N_NRC","L1_LOG_N_TOT","LOG_G_ME_GPIM_2017","LOG_G_NRC_GPIM_2017","LOG_G_TOT_GPIM_2017","LOG_I_ME_REAL_2017","LOG_I_NRC_REAL_2017","LOG_I_TOT_REAL_2017","LOG_N_ME_GPIM_2017","LOG_N_NRC_GPIM_2017","LOG_N_TOT_GPIM_2017","N_ME_GPIM_2017","N_NRC_GPIM_2017","N_TOT_GPIM_2017","NET_ACCUMULATION_NET_FLOW_ME","NET_ACCUMULATION_NET_FLOW_NRC","NET_ACCUMULATION_NET_FLOW_TOT","RET_ME_GPIM_2017","RET_NRC_GPIM_2017","RET_RATE_G_ME","RET_RATE_G_NRC","RET_RATE_G_TOT","RET_TOT_GPIM_2017","SHARE_GROSS_ME_TOT","SHARE_GROSS_NRC_TOT","SHARE_INVESTMENT_ME_TOT","SHARE_INVESTMENT_NRC_TOT","SHARE_NET_ME_TOT","SHARE_NET_NRC_TOT"
1935,1446030.34615078,2648393.63928994,0.183155325404677,0.0538546660617658,0.0717416514852516,4094423.98544072,-1571123.1562626,-1467870.62615491,-3038993.78241751,66693.431098541,69856.773203782,136550.20430233,-742096.79044774,-1768840.4665685,-2510937.2570163,-0.0934941507029627,-0.022857442099081,-0.0375052252081503,0.0995374243577682,0.082754658252945,0.09018062633608,-0.0987099632015056,-0.0366319219319635,-0.0449933116024113,16031185.0363927,63487359.7995218,79518544.8359145,0.00423749532192798,0.00025925229149534,0.000694610050799932,0.00512238679259565,0.00352060892793578,0.00419131191129773,0.00471540804017866,0.000662830619267002,0.000997187548148933,-1571123.15626253,-1467870.62615494,-3038993.78241747,-0.0892566553810348,-0.0225981898075857,-0.0368106151573503,0.104659811150364,0.0862752671808808,0.0943719382473778,-0.0939945551613269,-0.0359690913126965,-0.0439961240542623,703933.555703038,879553.172721427,1583486.72842447,0.0399909800463987,0.0135409137487062,0.0191804013894481,16031185.0363927,63487359.7995218,79518544.8359145,7153007.23099315,47407838.7881595,54560846.0191526,-0.087664391600061,-0.0240593742391546,-0.0379642214456304,-0.111382005577333,-0.0381248324252006,-0.0485845028898311,16.6835405987193,17.989208827872,18.2290060460062,15.8817533811951,17.7109300702019,17.8598203891978,16.5900464480163,17.9663513857729,18.191500820798,13.4644392495824,13.6871692992304,14.2751397637602,15.7830434179936,17.6742981482699,17.8148270775954,7153007.23099315,47407838.7881595,54560846.0191526,-742096.790447742,-1768840.46656851,-2510937.25701625,2275056.71196557,2347423.79887637,0.12924763542743,0.0361391035562925,0.055991016546798,4622480.51084194,0.201603098616465,0.798396901383535,0.44454654596533,0.555453454034667,0.131101472079121,0.86889852792088
1936,1276172.66763424,2599186.26362601,0.178410649734105,0.0548260863618018,0.0710282045461662,3875358.93126025,-1070480.8051817,-1368372.7465989,-2438853.5517806,112623.255681735,102895.110288155,215518.36596989,-459615.85624947,-1616737.9806164,-2076353.8368658,-0.0691088443348633,-0.0217891359566451,-0.0311504244313667,0.14841251855055,0.110633683951532,0.127604580960732,-0.0664121823860224,-0.0346978235774564,-0.0387987806729413,14960704.231211,62118987.0529229,77079691.2841339,0.00233394261976354,0.000235668448783706,0.000480175663445489,0.0115787970633998,0.00635197817709987,0.00849909588177983,0.00215726953510174,0.00059506711473846,0.000743032121371341,-1070480.80518175,-1368372.74659889,-2438853.55178063,-0.0667749017150998,-0.0215534675078614,-0.0306702487679212,0.15999131561395,0.116985662128632,0.136103676842512,-0.0642549128509207,-0.034102756462718,-0.0380557485515699,816556.811384773,982448.283009582,1799005.09439436,0.0509355240757992,0.0154747068725479,0.0226237175001955,14960704.231211,62118987.0529229,77079691.2841339,6693391.37474368,45791100.8075431,52484492.1822868,-0.0934941507029627,-0.022857442099081,-0.0375052252081503,-0.0987099632015056,-0.0366319219319635,-0.0449933116024113,16.5900464480163,17.9663513857729,18.191500820798,15.7830434179936,17.6742981482699,17.8148270775954,16.5209376036815,17.9445622498163,18.1603503963666,13.6128517681329,13.7978029831819,14.402744344721,15.7166312356075,17.6396003246925,17.7760282969225,6693391.37474368,45791100.8075431,52484492.1822868,-459615.856249467,-1616737.98061643,-2076353.83686589,1887037.61656652,2350821.02960847,0.117710425790902,0.0370281743804091,0.0532939662681172,4237858.64617499,0.194093982240566,0.805906017759434,0.45389355145749,0.546106448542507,0.127530839995488,0.872469160004511
1937,1199769.09595654,2598913.48908895,0.17924681656651,0.0567558639835283,0.0723772380582835,3798682.58504549,-912776.993812399,-1130990.5647679,-2043767.55858029,108082.95198117,340798.682953098,448881.63493426,-275129.332590589,-1275666.5231263,-1550795.8557169,-0.06295218840798,-0.018374625924924,-0.0268728565344176,0.124307727498454,0.297796113667872,0.222756756695937,-0.0419733065349543,-0.0282537998383035,-0.0299930240887072,14047927.2373986,60987996.488155,75035923.7255536,0.00194055555261181,0.000167784209936954,0.000357862448018317,0.00805654951722021,0.0490910343345788,0.0267598435254637,0.000868683006029852,0.000395405944524026,0.000445327402784343,-912776.993812417,-1130990.56476789,-2043767.55858031,-0.0610116328553682,-0.0182068417149871,-0.0265149940863993,0.132364277015675,0.34688714800245,0.2495166002214,-0.0411046235289245,-0.0278583938937794,-0.0295476966859228,924639.763365943,1323246.96596268,2247886.72932862,0.061804561408076,0.0213018117123405,0.0291631516924786,14047927.2373986,60987996.488155,75035923.7255536,6418262.04215309,44515434.2844168,50933696.3265699,-0.0691088443348633,-0.0217891359566451,-0.0311504244313667,-0.0664121823860224,-0.0346978235774564,-0.0387987806729413,16.5209376036815,17.9445622498163,18.1603503963666,15.7166312356075,17.6396003246925,17.7760282969225,16.4579854152735,17.9261876238914,18.1334775398322,13.7371594956314,14.0955990968498,14.6255011014169,15.6746579290726,17.6113465248542,17.7460352728338,6418262.04215309,44515434.2844168,50933696.3265699,-275129.332590597,-1275666.52312627,-1550795.85571687,1837416.75717836,2454237.53073057,0.122816194263445,0.0395086534273274,0.0556781457788781,4291654.28790893,0.187216023204823,0.812783976795177,0.411337346896526,0.588662653103476,0.126012100142926,0.873987899857074
1938,1203647.73164186,2595436.38566586,0.187534837894852,0.0583041910606368,0.074588816271045,3799084.11730772,-1485348.1363114,-1528676.1298592,-3014024.26617061,-302289.523976258,-316921.08138845,-619210.60536471,-581297.49225218,-1589110.5010916,-2170407.9933438,-0.111752374905777,-0.0253846786563159,-0.0409967499408133,-0.395901196547889,-0.273782578736858,-0.322223052529285,-0.0949364782474209,-0.036350721133438,-0.0435469733747418,12562579.1010872,59459320.3582958,72021899.459383,0.00601804761248857,0.000319481930988158,0.000828999395161283,0.0689743911552237,0.034279984330465,0.0467596151212754,0.00436717951290298,0.000652754200474934,0.000934554683825126,-1485348.13631134,-1528676.12985918,-3014024.26617053,-0.105734327293288,-0.0250651967253277,-0.040167750545652,-0.326926805392666,-0.239502594406393,-0.27546343740801,-0.0905692987345179,-0.035697966932963,-0.0426124186909167,622350.239389685,1006325.88457423,1628676.12396391,0.0443019264602151,0.0165003925775735,0.0217052851900757,12562579.1010872,59459320.3582958,72021899.459383,5836964.54990091,42926323.7833252,48763288.3332261,-0.06295218840798,-0.018374625924924,-0.0268728565344176,-0.0419733065349543,-0.0282537998383035,-0.0299930240887072,16.4579854152735,17.9261876238914,18.1334775398322,15.6746579290726,17.6113465248542,17.7460352728338,16.3462330403677,17.9008029452351,18.0924807898914,13.3412582990835,13.8218165181129,14.3032780488876,15.5797214508252,17.5749958037207,17.702488299459,5836964.54990091,42926323.7833252,48763288.3332261,-581297.492252175,-1589110.50109163,-2170407.99334381,2107698.37570103,2535002.01443341,0.150036253753499,0.0415655893029009,0.0618730357357267,4642700.39013444,0.17442721165903,0.82557278834097,0.382120318602691,0.617879681397312,0.119699978188791,0.880300021811209
1939,1050486.97664042,2489751.99432428,0.179971450513307,0.0580005873992738,0.0726004970536917,3540238.9709647,-1028076.5148194,-1400266.0369514,-2428342.55177079,4731.44021441706,10251.1610735201,14982.6012879401,-423405.29703632,-1473174.9486765,-1896580.2457128,-0.0853797138342571,-0.0238317167617517,-0.0342982420384104,0.00757378254807328,0.010135186095054,0.00915719611494303,-0.0753041137627513,-0.0349214000002398,-0.0396701669848234,11534502.5862678,58059054.3213444,69593556.9076122,0.00354329262275385,0.000281732864970807,0.000581517403283743,0.0000287536364664744,0.0000515349569014945,0.0000420553921491474,0.00276550342572122,0.000602715826106971,0.000776558482615007,-1028076.51481942,-1400266.03695141,-2428342.55177083,-0.0818364212115033,-0.0235499838967809,-0.0337167246351266,0.00760253618453976,0.0101867210519555,0.00919925150709218,-0.07253861033703,-0.0343186841741328,-0.0388936085022084,627081.679604102,1016577.04564775,1643658.72525185,0.0499166353149436,0.0170970175831469,0.0228216519918195,11534502.5862678,58059054.3213444,69593556.9076122,5413559.25286459,41453148.8346487,46866708.0875133,-0.111752374905777,-0.0253846786563159,-0.0409967499408133,-0.0949364782474209,-0.036350721133438,-0.0435469733747418,16.3462330403677,17.9008029452351,18.0924807898914,15.5797214508252,17.5749958037207,17.702488299459,16.2608533265334,17.8769712284733,18.058182547853,13.3488320816316,13.831951704208,14.3124352450026,15.5044173370624,17.5400744037205,17.6628181324742,5413559.25286459,41453148.8346487,46866708.0875133,-423405.297036318,-1473174.94867653,-1896580.24571285,1655158.19442352,2416843.08259916,0.131753056526448,0.040647001479928,0.0565383766269466,4072001.27702268,0.165740955036689,0.834259044963311,0.381515742879056,0.618484257120945,0.11550969704883,0.88449030295117
1940,988101.73873561,2493336.9161261,0.182523491954532,0.0601483116776412,0.0742838316777207,3481438.65486171,-885565.529917099,-1440379.5310845,-2325945.0610016,104896.408982238,69887.5614657699,174783.97044801,-256123.65014927,-1406872.3090126,-1662995.9591619,-0.0798826883102031,-0.0251217964284045,-0.0339931194980245,0.154673777238656,0.0664877988029229,0.101055786059607,-0.0484672993562452,-0.034528147209695,-0.0361283643105033,10648937.0563507,56618674.7902599,67267611.8466106,0.00310733338753885,0.000312926426624789,0.000571274655557723,0.0126033293871704,0.00226012518865064,0.00528257223994105,0.00115579167971204,0.000589294587800507,0.000644840354508319,-885565.5299171,-1440379.53108455,-2325945.06100165,-0.0767753549226642,-0.0248088700017797,-0.0334218448424668,0.167277106625827,0.0687479239915735,0.106338358299548,-0.0473115076765331,-0.0339388526218945,-0.0354835239559949,731978.08858634,1086464.60711352,1818442.69569986,0.0634598746770219,0.0187130951375848,0.0261294691132673,10648937.0563507,56618674.7902599,67267611.8466106,5157435.60271532,40046276.5256361,45203712.1283514,-0.0853797138342571,-0.0238317167617517,-0.0342982420384104,-0.0753041137627513,-0.0349214000002398,-0.0396701669848234,16.2608533265334,17.8769712284733,18.058182547853,15.5044173370624,17.5400744037205,17.6628181324742,16.1809706382232,17.8518494320449,18.024189428355,13.5035058588702,13.8984395030109,14.4134910310622,15.4559500377062,17.5055462565108,17.6266897681637,5157435.60271532,40046276.5256361,45203712.1283514,-256123.65014927,-1406872.30901258,-1662995.95916185,1617543.61850344,2526844.13819807,0.140235229599686,0.0435219651393654,0.0595513139557348,4144387.75670151,0.158307047983706,0.841692952016294,0.402530192629812,0.597469807370188,0.114093187481402,0.885906812518598
1941,915839.946865086,2512889.26434428,0.177576613149161,0.0627496357304436,0.0758506115930001,3428729.21120937,-651384.09296868,-1526619.1316169,-2178003.22458561,20149.1074260391,55169.5048041102,75318.6122301498,-163712.75085271,-1371255.1524267,-1534967.9032794,-0.0631197208715442,-0.0273333487406617,-0.0329139556985787,0.0271548733920781,0.0495317224842236,0.0405844883439848,-0.0322577856472357,-0.0348417494512496,-0.0345465991247451,9997552.96338202,55092055.658643,65089608.622025,0.00195079015838773,0.000370175595543861,0.000535770048817878,0.000372053629675739,0.00124720251976946,0.000834805433189825,0.000514732807852282,0.000599985387395349,0.000589920989086383,-651384.092968671,-1526619.13161683,-2178003.2245855,-0.0611689307131564,-0.0269631731451179,-0.0323781856497608,0.0275269270217539,0.050778925003993,0.0414192937771746,-0.0317430528393834,-0.0342417640638543,-0.0339566781356587,752127.196012379,1141634.11191763,1893761.30793001,0.0706293212207347,0.020163561159754,0.0281526466592619,9997552.96338202,55092055.658643,65089608.622025,4993722.85186261,38675021.3732094,43668744.225072,-0.0798826883102031,-0.0251217964284045,-0.0339931194980245,-0.0484672993562452,-0.034528147209695,-0.0361283643105033,16.1809706382232,17.8518494320449,18.024189428355,15.4559500377062,17.5055462565108,17.6266897681637,16.1178509173517,17.8245160833042,17.9912754726564,13.5306607322623,13.9479712254951,14.4540755194062,15.4236922520589,17.4707045070596,17.5921431690389,4993722.85186261,38675021.3732094,43668744.225072,-163712.750852707,-1371255.15242665,-1534967.90327936,1403511.28898105,2668253.24353446,0.13179825193389,0.0471267343048707,0.0605308323090211,4071764.53251551,0.153596759529432,0.846403240470568,0.397160504263601,0.602839495736399,0.11435462458285,0.88564537541715
1942,862989.213359151,2418933.96985789,0.172814799491178,0.0625451230269652,0.0751549704819026,3281923.18321704,-684345.102251321,-1801917.867645,-2486262.9698963,-207097.507437368,-376717.785567479,-583815.29300485,-317959.52478414,-1654017.6435077,-1971977.1682918,-0.0709067666370053,-0.0332542433525411,-0.0389461930920127,-0.322065185651024,-0.400449495988672,-0.368579035058767,-0.0657892661630424,-0.0437085291434904,-0.0462090138897899,9313207.8611307,53290137.790998,62603345.6521287,0.0024555061377744,0.000546843962511048,0.000748652462539662,0.0467161375972428,0.0704683035603056,0.0602955726392113,0.00211742569124998,0.000941451459250044,0.0010513799049865,-684345.102251319,-1801917.86764505,-2486262.96989637,-0.0684512604992309,-0.0327073993900301,-0.0381975406294731,-0.275349048053781,-0.329981192428367,-0.308283462419556,-0.0636718404717924,-0.0427670776842404,-0.0451576339848034,545029.688575011,764916.326350151,1309946.01492516,0.0545163091979896,0.0138843308205754,0.0201252710326161,9313207.8611307,53290137.790998,62603345.6521287,4675763.32707847,37021003.7297017,41696767.0567802,-0.0631197208715442,-0.0273333487406617,-0.0329139556985787,-0.0322577856472357,-0.0348417494512496,-0.0345465991247451,16.1178509173517,17.8245160833042,17.9912754726564,15.4236922520589,17.4707045070596,17.5921431690389,16.0469441507147,17.7912618399517,17.9523292795644,13.2085955466113,13.5475217295065,14.0854964843474,15.3579029858959,17.4269959779161,17.5459341551491,4675763.32707847,37021003.7297017,41696767.0567802,-317959.52478414,-1654017.64350774,-1971977.16829188,1229374.79082633,2566834.1939952,0.12296756969722,0.0465917302106063,0.0583228116620903,3796208.98482153,0.148765337764564,0.851234662235436,0.416070343636375,0.583929656363627,0.112137310806646,0.887862689193354
1943,817633.365528842,2353770.03406451,0.174866285638054,0.0635793143602991,0.0760587360472029,3171403.39959335,-756883.733726369,-1941572.7746399,-2698456.50836629,-107921.170114273,-164230.163661455,-272151.33377573,-380524.8470681,-1753083.8713758,-2133608.7184439,-0.0847629191944677,-0.037114291157021,-0.0440605980439273,-0.220658777364221,-0.241693844244514,-0.232887963565739,-0.0848853490053418,-0.048511655091918,-0.0525252569554517,8556324.12740433,51348565.0163581,59904889.1437624,0.00349299104379527,0.000680293139326354,0.000956567736011299,0.0226490682116159,0.0269904080594215,0.0251302921236235,0.00350294779089427,0.00115789115360232,0.00135561314257584,-756883.733726372,-1941572.77463992,-2698456.5083663,-0.0812699281506724,-0.0364339980176947,-0.043104030307916,-0.198009709152605,-0.214703436185093,-0.207757671442116,-0.0813824012144476,-0.0473537639383157,-0.0511696438128759,437108.518460738,600686.162688696,1037794.68114943,0.0469342599218729,0.0112719949241746,0.0165773038220065,8556324.12740433,51348565.0163581,59904889.1437624,4295238.48001037,35267919.8583259,39563158.3383363,-0.0709067666370053,-0.0332542433525411,-0.0389461930920127,-0.0657892661630424,-0.0437085291434904,-0.0462090138897899,16.0469441507147,17.7912618399517,17.9523292795644,15.3579029858959,17.4269959779161,17.5459341551491,15.9621812315202,17.7541475487947,17.9082686815205,12.987936769247,13.305827885262,13.8526085207816,15.2730176368906,17.3784843228242,17.4934088981937,4295238.48001037,35267919.8583259,39563158.3383363,-380524.847068104,-1753083.87137581,-2133608.71844392,1193992.25218711,2542258.93732862,0.128204188072546,0.0477059929418698,0.0596813341299226,3736251.18951573,0.142831816395995,0.857168183604005,0.421189784839338,0.578810215160666,0.108566622595657,0.891433377404342
1944,773670.07777693,2287229.91974802,0.180122729244841,0.0648529861964076,0.0773674328866452,3060899.99752495,-673922.510391761,-1758278.3891537,-2432200.8995454,98475.926933255,162460.259286466,260936.18621972,-238085.63238294,-1524083.4977729,-1762169.1301559,-0.0820380423876816,-0.0348420104064751,-0.0414482756520584,0.203177081670344,0.239377309575477,0.224289568932097,-0.057025620374084,-0.044175990573553,-0.0455630684177137,7882401.61701257,49590286.6272044,57472688.244217,0.00327495436565231,0.000599994322996143,0.000847233995700511,0.0221123436651189,0.031080492480903,0.0271437742516581,0.00159548919720815,0.000961547989605085,0.00102240978054991,-673922.510391757,-1758278.3891537,-2432200.89954546,-0.0787630880220293,-0.0342420160834789,-0.0406010416563579,0.225289425335462,0.27045780205638,0.251433343183755,-0.0554301311768758,-0.043214442583948,-0.0445406586371638,535584.445393993,763146.421975162,1298730.86736915,0.062595156216513,0.0148620788474234,0.021679880990221,7882401.61701257,49590286.6272044,57472688.244217,4057152.84762743,33743836.360553,37800989.2081804,-0.0847629191944677,-0.037114291157021,-0.0440605980439273,-0.0848853490053418,-0.048511655091918,-0.0525252569554517,15.9621812315202,17.7541475487947,17.9082686815205,15.2730176368906,17.3784843228242,17.4934088981937,15.8801431891325,17.7193055383882,17.8668204058684,13.1911138509174,13.5452051948374,14.0768980897137,15.2159920165165,17.3343083322506,17.447845829776,4057152.84762743,33743836.360553,37800989.2081804,-238085.632382937,-1524083.49777286,-1762169.1301558,1209506.95578575,2521424.81112886,0.141358244238542,0.0491040949309024,0.0622809226465799,3730931.76691461,0.13715039017347,0.862849609826529,0.412390633695287,0.587609366304717,0.107329277159483,0.892670722840518
1945,713396.117616894,2126303.74914046,0.175836638255835,0.0630131004199077,0.0751223691824133,2839699.86675735,-395429.231036999,-1339504.0968914,-1734933.3279284,106288.103718944,185999.548964745,292287.65268369,-71523.56850396,-1177157.7782005,-1248681.3467044,-0.0514681361894329,-0.0273829345256225,-0.0306521044460517,0.181031190415746,0.218112686458275,0.202986858049329,-0.0177862468261143,-0.0355081380198179,-0.0335909450244856,7486972.38597557,48250782.530313,55737754.9162886,0.00130205099738367,0.000371513781855803,0.000465012438867349,0.0174213685280726,0.0256145244789715,0.0220695104620162,0.000157241661621642,0.000623018093839071,0.000557911422439571,-395429.231037003,-1339504.09689133,-1734933.32792834,-0.0501660851920492,-0.0270114207437667,-0.0301870920071844,0.198452558943819,0.243727210937246,0.225056368511345,-0.0176290051644927,-0.0348851199259788,-0.033033033602046,641872.549112937,949145.970939907,1591018.52005284,0.0814310891908356,0.0191397556960121,0.0276830363892528,7486972.38597557,48250782.530313,55737754.9162886,3985629.27912347,32566678.5823525,36552307.861476,-0.0820380423876816,-0.0348420104064751,-0.0414482756520584,-0.057025620374084,-0.044175990573553,-0.0455630684177137,15.8801431891325,17.7193055383882,17.8668204058684,15.2159920165165,17.3343083322506,17.447845829776,15.8286750529431,17.6919226038626,17.8361683014223,13.3721450413331,13.7633178812957,14.2798849477631,15.1982057696904,17.2988001942308,17.4142548847515,3985629.27912347,32566678.5823525,36552307.861476,-71523.568503957,-1177157.77820055,-1248681.34670451,1037301.78014994,2288650.06783124,0.131597174382885,0.0461511764397773,0.0578701283964361,3325951.84798118,0.134324972314011,0.865675027685989,0.403434995270589,0.596565004729414,0.109039059701182,0.890960940298817
1946,663461.209650104,2002111.82382924,0.166463352004483,0.0614773108889944,0.0729248900939768,2665573.03347934,-89646.7470989507,-844502.971521698,-934149.718620703,78443.7691403631,321563.849003113,400007.61814348,56855.1086031999,-731402.0038862,-674546.895282999,-0.0120459602412915,-0.0176573458287201,-0.0169017633894413,0.115300684088901,0.291768334346136,0.224275763372034,0.0141642387013672,-0.0227146349613392,-0.0186266949386429,7397325.63887662,47406279.5587913,54803605.1976679,0.0000722621324437487,0.000154977426898913,0.000142033471656044,0.00691013369536482,0.0470244950483555,0.0271403031927942,0.000100788129152204,0.000256035075671429,0.000172404778925449,-89646.7470989519,-844502.97152172,-934149.71862067,-0.0119736981088477,-0.0175023684018212,-0.0167597299177852,0.122210817784265,0.338792829394491,0.251416066564829,0.0142650268305194,-0.0224585998856678,-0.0184542901597174,720316.3182533,1270709.81994302,1991026.13819632,0.0962092927713451,0.026335527701436,0.0357213192599272,7397325.63887662,47406279.5587913,54803605.1976679,4042484.38772667,31835276.5784663,35877760.966193,-0.0514681361894329,-0.0273829345256225,-0.0306521044460517,-0.0177862468261143,-0.0355081380198179,-0.0335909450244856,15.8286750529431,17.6919226038626,17.8361683014223,15.1982057696904,17.2988001942308,17.4142548847515,15.8166290927018,17.6742652580339,17.8192665380329,13.487445725422,14.0550862156418,14.5041607111351,15.2123700083917,17.2760855592694,17.3956281898129,4042484.38772667,31835276.5784663,35877760.966193,56855.108603196,-731402.00388622,-674546.89528302,809963.065352252,2115212.79146474,0.108182990880193,0.0438378961032576,0.0524810491777118,2925175.85681699,0.134978814116255,0.865021185883746,0.361781447483074,0.638218552516926,0.112673820184482,0.887326179815517
1947,640836.097532159,2060280.06521956,0.158525311681547,0.0647168891447029,0.0752866424774092,2701116.16275172,260083.27174001,-1100416.2819783,-840333.010238297,188810.173558146,-67077.9196724999,121732.25388565,268290.39427928,-856648.1649491,-588357.770669796,0.0345551294697639,-0.0234861103469157,-0.0154523095849051,0.232793792964518,-0.0542320882084191,0.059344235376841,0.0642582013391149,-0.0272774405852054,-0.0165349057375757,7657408.91061663,46305863.276813,53963272.1874296,0.000603965105327287,0.000273652161632252,0.000118774369341244,0.0293274012574775,0.00144433240473155,0.00179622458514007,0.00210949944751833,0.000368669655018319,0.000135951209053235,260083.271740006,-1100416.28197833,-840333.01023832,0.0351590945750912,-0.0232124581852835,-0.0153335352155638,0.262121194221996,-0.0527877558036875,0.061140459961981,0.0663677007866332,-0.0269087709301871,-0.0163989545285224,909126.491811446,1203631.90027052,2112758.39208197,0.122899347168595,0.0253897144317732,0.038551449023501,7657408.91061663,46305863.276813,53963272.1874296,4310774.78200595,30978628.4135172,35289403.1955232,-0.0120459602412915,-0.0176573458287201,-0.0169017633894413,0.0141642387013672,-0.0227146349613392,-0.0186266949386429,15.8166290927018,17.6742652580339,17.8192665380329,15.2123700083917,17.2760855592694,17.3956281898129,15.8511842221716,17.6507791476869,17.803814228448,13.7202395183866,14.0008541274334,14.5635049465119,15.2766282097308,17.2488081186842,17.3790932840753,4310774.78200595,30978628.4135172,35289403.1955232,268290.394279287,-856648.16494904,-588357.77066975,649043.22007144,2304048.18224885,0.0877402525935043,0.0486021726170573,0.0538849842390653,2953091.40232029,0.1419003815043,0.858099618495701,0.430303102909731,0.569696897090267,0.122154935806702,0.877845064193297
1948,666571.942125518,2066400.81188937,0.154629266392651,0.0667040768979855,0.0774445727764984,2732972.75401489,230288.88405828,-1026569.7296286,-796280.845570296,-59174.445423992,156425.7516371,97251.3062131,183380.10426194,-706343.159981698,-522963.0557198,0.0296306403249886,-0.0224187578225923,-0.014865930202145,-0.0673043075262552,0.122183520488873,0.0450025153411691,0.0416599865268061,-0.0230649448790565,-0.0149301684272665,7887697.79467491,45279293.5471844,53166991.3418593,0.000443355558788116,0.000249432882209619,0.000109952417762516,0.00221496522132884,0.00777793334260388,0.00102797568779611,0.000879954327308113,0.000263962519440747,0.000110902348373323,230288.884058286,-1026569.72962862,-796280.84557034,0.0300739958837767,-0.0221693249403827,-0.0147559777843825,-0.0650893423049263,0.129961453831477,0.0460304910289652,0.0425399408541142,-0.0228009823596158,-0.0148192660788931,849952.046387454,1360057.65190762,2210009.69829507,0.110997343397587,0.0293711758223207,0.0409539601419848,7887697.79467491,45279293.5471844,53166991.3418593,4494154.88626789,30272285.2535355,34766440.1398034,0.0345551294697639,-0.0234861103469157,-0.0154523095849051,0.0642582013391149,-0.0272774405852054,-0.0165349057375757,15.8511842221716,17.6507791476869,17.803814228448,15.2766282097308,17.2488081186842,17.3790932840753,15.8808148624966,17.6283603898644,17.7889482982459,13.6529352108603,14.1230376479223,14.6085074618531,15.3182881962576,17.2257431738052,17.364163115648,4494154.88626789,30272285.2535355,34766440.1398034,183380.104261936,-706343.15998175,-522963.05571982,619663.162329168,2386627.38153624,0.0809233475138091,0.0515405007627038,0.0557099379263681,3006290.54386541,0.14835704627252,0.85164295372748,0.384591998416639,0.615408001583363,0.12926704224522,0.870732957754779
