"stage_id","source_variable_id","log_variable_id","minimum_value","zero_count","negative_count","missing_count","log_admissibility_status"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","I_ME_REAL_2017","LOG_I_ME_REAL_2017",407832.614810652,0,0,0,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","I_NRC_REAL_2017","LOG_I_NRC_REAL_2017",296152.440236021,0,0,0,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","I_TOT_REAL_2017","LOG_I_TOT_REAL_2017",974740.538419145,0,0,0,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","G_ME_GPIM_2017","LOG_G_ME_GPIM_2017",407832.614810652,0,0,0,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","G_NRC_GPIM_2017","LOG_G_NRC_GPIM_2017",1315562.44125393,0,0,0,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","G_TOT_GPIM_2017","LOG_G_TOT_GPIM_2017",1723395.05606458,0,0,0,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","N_ME_GPIM_2017","LOG_N_ME_GPIM_2017",407832.614810652,0,0,0,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","N_NRC_GPIM_2017","LOG_N_NRC_GPIM_2017",1315562.44125393,0,0,0,"PASS"
"S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","N_TOT_GPIM_2017","LOG_N_TOT_GPIM_2017",1723395.05606458,0,0,0,"PASS"
