"current_path","match_type","matched_text","proposed_action","immutable_release_status","label_status"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1556: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t"",""direct composition investment share"",""phi_t"",FALSE,""input column phi_t"",""pre_1974_alt_1940_1973"",1940,1973,0,""first_difference"",""DF-GLS_ERS"",""drift"",""not_run"",,,,,,,,,""unit_root"",""not_tested"",""insufficient observations for integration-order precheck""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1557: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t"",""direct composition investment share"",""phi_t"",FALSE,""input column phi_t"",""pre_1974_alt_1940_1973"",1940,1973,0,""first_difference"",""DF-GLS_ERS"",""drift_trend"",""not_run"",,,,,,,,,""unit_root"",""not_tested"",""insufficient observations for integration-order precheck""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1558: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t"",""direct composition investment share"",""phi_t"",FALSE,""input column phi_t"",""pre_1974_alt_1940_1973"",1940,1973,0,""first_difference"",""DF-GLS_ERS"",""none"",""not_run"",,,,,,,,,""unit_root"",""not_tested"",""insufficient observations for integration-order precheck""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1559: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t"",""direct composition investment share"",""phi_t"",FALSE,""input column phi_t"",""pre_1974_alt_1940_1973"",1940,1973,0,""level"",""Zivot-Andrews"",""break_both"",""not_run"",,,,,,,,,""unit_root"",""not_tested"",""insufficient observations for one-break diagnostic""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1560: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""ADF"",""drift"",""selectlags=AIC"",-2.2264582714233,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1561: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""Phillips-Perron"",""drift"",""lags=short"",-2.34441025970205,,-3.64214738292011,-2.95274646464646,-2.6147896235078,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1562: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""KPSS"",""drift"",""lags=short"",0.415074233817226,,0.739,0.463,0.347,TRUE,FALSE,FALSE,""stationarity"",""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1563: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""DF-GLS_ERS"",""drift"",""lag.max=4"",-0.88322823297045,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1564: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""ADF"",""drift_trend"",""selectlags=AIC"",-2.20614080687226,,-4.15,-3.5,-3.18,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1565: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""Phillips-Perron"",""drift_trend"",""lags=short"",-1.41783816093092,,-4.26048411386593,-3.55136675849403,-3.20813324150597,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1566: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""KPSS"",""drift_trend"",""lags=short"",0.217890102393682,,0.216,0.146,0.119,TRUE,TRUE,TRUE,""stationarity"",""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1567: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""DF-GLS_ERS"",""drift_trend"",""lag.max=4"",-1.85595651388812,,-3.77,-3.19,-2.89,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1568: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""ADF"",""drift"",""selectlags=AIC"",-1.6722290389576,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1569: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""Phillips-Perron"",""drift"",""lags=short"",-1.88697292972762,,-3.649533203125,-2.9558265625,-2.6164125,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1570: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""KPSS"",""drift"",""lags=short"",0.435702805734996,,0.739,0.463,0.347,TRUE,FALSE,FALSE,""stationarity"",""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1571: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""DF-GLS_ERS"",""drift"",""lag.max=4"",-1.73397826749252,,-2.63,-1.95,-1.62,TRUE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1572: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""ADF"",""none"",""selectlags=AIC"",-1.57760633462272,,-2.62,-1.95,-1.61,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1573: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""Phillips-Perron"",""none"",""lags=short"",,,,,,,,,""unit_root"",""not_tested"",""ur.pp does not support deterministic_spec: none""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1574: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""KPSS"",""none"",""lags=short"",,,,,,,,,""stationarity"",""not_tested"",""ur.kpss does not support deterministic_spec: none""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1575: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""DF-GLS_ERS"",""none"",""lag.max=4"",,,,,,,,,""unit_root"",""not_tested"",""ur.ers does not support deterministic_spec: none""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1576: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy"",""ME/NRC composition-share proxy"",""s_t_proxy"",FALSE,""input column s_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""Zivot-Andrews"",""break_both"",""lag=2; breakpoint_index=7"",-6.94121504312089,,-5.57,-5.08,-4.82,TRUE,TRUE,TRUE,""unit_root"",""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1577: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""ADF"",""drift"",""selectlags=AIC"",-1.56226428787149,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1578: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""Phillips-Perron"",""drift"",""lags=short"",-1.74152791406773,,-3.64214738292011,-2.95274646464646,-2.6147896235078,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1579: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""KPSS"",""drift"",""lags=short"",0.702267104934792,,0.739,0.463,0.347,TRUE,TRUE,FALSE,""stationarity"",""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1580: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""DF-GLS_ERS"",""drift"",""lag.max=4"",-1.43621867013751,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1581: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""ADF"",""drift_trend"",""selectlags=AIC"",-2.39179053108206,,-4.15,-3.5,-3.18,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1582: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""Phillips-Perron"",""drift_trend"",""lags=short"",-3.17122834823203,,-4.26048411386593,-3.55136675849403,-3.20813324150597,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1583: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""KPSS"",""drift_trend"",""lags=short"",0.133806451066389,,0.216,0.146,0.119,TRUE,FALSE,FALSE,""stationarity"",""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1584: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""DF-GLS_ERS"",""drift_trend"",""lag.max=4"",-1.47474251117167,,-3.77,-3.19,-2.89,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1585: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""ADF"",""drift"",""selectlags=AIC"",-6.01692697407862,,-3.58,-2.93,-2.6,TRUE,TRUE,TRUE,""unit_root"",""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1586: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""Phillips-Perron"",""drift"",""lags=short"",-7.66807626369676,,-3.649533203125,-2.9558265625,-2.6164125,TRUE,TRUE,TRUE,""unit_root"",""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1587: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""KPSS"",""drift"",""lags=short"",0.118087126992796,,0.739,0.463,0.347,FALSE,FALSE,FALSE,""stationarity"",""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1588: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""DF-GLS_ERS"",""drift"",""lag.max=4"",-1.30939367292197,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1589: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""ADF"",""none"",""selectlags=AIC"",-6.04060642384982,,-2.62,-1.95,-1.61,TRUE,TRUE,TRUE,""unit_root"",""reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1590: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""Phillips-Perron"",""none"",""lags=short"",,,,,,,,,""unit_root"",""not_tested"",""ur.pp does not support deterministic_spec: none""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1591: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""KPSS"",""none"",""lags=short"",,,,,,,,,""stationarity"",""not_tested"",""ur.kpss does not support deterministic_spec: none""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1592: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,33,""first_difference"",""DF-GLS_ERS"",""none"",""lag.max=4"",,,,,,,,,""unit_root"",""not_tested"",""ur.ers does not support deterministic_spec: none""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1593: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""phi_t_proxy"",""ME/NRC investment-composition proxy"",""phi_t_proxy"",FALSE,""input column phi_t_proxy"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""Zivot-Andrews"",""break_both"",""lag=2; breakpoint_index=16"",-2.94627434564644,,-5.57,-5.08,-4.82,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1594: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy_cc"",""ME/NRC current-cost composition-share proxy"",""s_t_proxy_cc"",FALSE,""input column s_t_proxy_cc"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""ADF"",""drift"",""selectlags=AIC"",-1.90577064130803,,-3.58,-2.93,-2.6,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1595: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy_cc"",""ME/NRC current-cost composition-share proxy"",""s_t_proxy_cc"",FALSE,""input column s_t_proxy_cc"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""Phillips-Perron"",""drift"",""lags=short"",-1.47772035795758,,-3.64214738292011,-2.95274646464646,-2.6147896235078,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1596: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy_cc"",""ME/NRC current-cost composition-share proxy"",""s_t_proxy_cc"",FALSE,""input column s_t_proxy_cc"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""KPSS"",""drift"",""lags=short"",0.297014928428976,,0.739,0.463,0.347,FALSE,FALSE,FALSE,""stationarity"",""fail_to_reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1597: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy_cc"",""ME/NRC current-cost composition-share proxy"",""s_t_proxy_cc"",FALSE,""input column s_t_proxy_cc"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""DF-GLS_ERS"",""drift"",""lag.max=4"",-1.38130493998863,,-2.63,-1.95,-1.62,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1598: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy_cc"",""ME/NRC current-cost composition-share proxy"",""s_t_proxy_cc"",FALSE,""input column s_t_proxy_cc"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""ADF"",""drift_trend"",""selectlags=AIC"",-1.50729097302839,,-4.15,-3.5,-3.18,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1599: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy_cc"",""ME/NRC current-cost composition-share proxy"",""s_t_proxy_cc"",FALSE,""input column s_t_proxy_cc"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""Phillips-Perron"",""drift_trend"",""lags=short"",-0.720413856378948,,-4.26048411386593,-3.55136675849403,-3.20813324150597,FALSE,FALSE,FALSE,""unit_root"",""fail_to_reject_unit_root_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","content","line 1600: ""S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B"",""s_t_proxy_cc"",""ME/NRC current-cost composition-share proxy"",""s_t_proxy_cc"",FALSE,""input column s_t_proxy_cc"",""pre_1974_alt_1940_1973"",1940,1973,34,""level"",""KPSS"",""drift_trend"",""lags=short"",0.208980527160689,,0.216,0.146,0.119,TRUE,TRUE,FALSE,""stationarity"",""reject_stationarity_5pct"",""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
