"spec_id","window_id","period_family","window_type","window_start","window_end","n_obs","po_pz_constant_short_gate","po_pz_constant_long_gate","po_pz_trend_short_gate","po_pz_trend_long_gate","po_pu_constant_short_gate","po_any_pz_pass","po_all_pz_fail","po_deterministic_sensitive","po_lag_sensitive","po_normalization_sensitive","fm_im_coefficient_alignment","dols_fragility_flag","vif_status","outlier_severity","cointegration_admissibility_status","human_review_status","notes"
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978","bridge_or_full_cross_partition","locked_main_review",1940,1978,39,"fail","fail","fail","fail","fail",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"vif_pass_with_caution","high","fail","review_failure_or_conflict","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
"SPEC_B1_WAGE_BASELINE","fordist_core","Fordist_pre_1974","locked_main_review",1945,1973,29,"fail","fail","fail","fail","fail",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"vif_pass_low","high","fail","review_failure_or_conflict","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
"SPEC_B1_WAGE_BASELINE","full_long_sample","bridge_or_full_cross_partition","locked_main_review",1929,2024,96,"fail","fail","fail","fail","pass_10pct",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"vif_pass_low","high","weak_or_sensitive_admissibility","review_admissibility","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
"SPEC_B1_WAGE_BASELINE","post_1973","post_Fordist_post_1973","locked_main_review",1974,2024,51,"fail","fail","fail","fail","fail",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"vif_pass_low","high","fail","review_failure_or_conflict","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
"SPEC_B1_WAGE_BASELINE","pre_1974","Fordist_pre_1974","locked_main_review",1929,1973,45,"fail","fail","fail","fail","fail",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"vif_pass_low","high","fail","review_failure_or_conflict","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
"SPEC_B1_WAGE_BASELINE","pre_1974_alt_1940_1973","Fordist_pre_1974","locked_main_review",1940,1973,34,"fail","fail","fail","fail","fail",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"vif_pass_low","high","fail","review_failure_or_conflict","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
"SPEC_B1_WAGE_BASELINE","pre_1974_alt_1947_1974","bridge_or_full_cross_partition","locked_main_review",1947,1974,28,"fail","fail","fail","fail","fail",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"vif_pass_low","medium","fail","review_failure_or_conflict","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1953","Fordist_pre_1974","rolling_endpoint",1929,1953,25,"fail","fail","fail","fail","fail",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"vif_pass_low","none","fail","review_failure_or_conflict","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1954","Fordist_pre_1974","rolling_endpoint",1929,1954,26,"fail","fail","fail","fail","fail",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"vif_pass_low","medium","fail","review_failure_or_conflict","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1955","Fordist_pre_1974","rolling_endpoint",1929,1955,27,"fail","fail","fail","fail","fail",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"vif_pass_low","high","fail","review_failure_or_conflict","Cointegration admissibility is assessed only through the Phillips-Ouliaris residual-based cointegration robustness gate; S40 remains parked."
