"spec_id","window_id","period_family","window_type","window_start","window_end","d0_gate","d1_gate","d2_gate","d3_gate","d1_n_dummies","d2_n_dummies","d3_n_dummies","d1_rescue_for_serious_human_review","d2_fragility_signal_only","d3_stress_signal_only","dummy_robustness_status","preferred_relation_authorized","s40_authorized","historical_prior_used","notes"
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978","bridge_or_full_cross_partition","locked_main_review",1940,1978,"fail","fail","fail","not_tested",4,12,18,FALSE,FALSE,FALSE,"unchanged_failure",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
"SPEC_B1_WAGE_BASELINE","fordist_core","Fordist_pre_1974","locked_main_review",1945,1973,"fail","fail","not_tested","not_tested",2,6,12,FALSE,FALSE,FALSE,"unchanged_failure",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
"SPEC_B1_WAGE_BASELINE","full_long_sample","bridge_or_full_cross_partition","locked_main_review",1929,2024,"fail","fail","pass_5pct","pass_1pct",7,30,42,FALSE,TRUE,TRUE,"fragility_only_D2_or_D3",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
"SPEC_B1_WAGE_BASELINE","post_1973","post_Fordist_post_1973","locked_main_review",1974,2024,"fail","fail","fail","fail",0,11,17,FALSE,FALSE,FALSE,"unchanged_failure",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
"SPEC_B1_WAGE_BASELINE","pre_1974","Fordist_pre_1974","locked_main_review",1929,1973,"fail","fail","pass_5pct","not_tested",7,19,25,FALSE,TRUE,FALSE,"fragility_only_D2_or_D3",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
"SPEC_B1_WAGE_BASELINE","pre_1974_alt_1940_1973","Fordist_pre_1974","locked_main_review",1940,1973,"fail","fail","not_tested","not_tested",4,10,16,FALSE,FALSE,FALSE,"unchanged_failure",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
"SPEC_B1_WAGE_BASELINE","pre_1974_alt_1947_1974","bridge_or_full_cross_partition","locked_main_review",1947,1974,"fail","fail","not_tested","not_tested",0,4,10,FALSE,FALSE,FALSE,"unchanged_failure",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1953","Fordist_pre_1974","rolling_endpoint",1929,1953,"fail","not_tested","not_tested","not_tested",7,18,20,FALSE,FALSE,FALSE,"unchanged_failure",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1954","Fordist_pre_1974","rolling_endpoint",1929,1954,"fail","not_tested","not_tested","not_tested",7,18,20,FALSE,FALSE,FALSE,"unchanged_failure",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1955","Fordist_pre_1974","rolling_endpoint",1929,1955,"fail","not_tested","not_tested","not_tested",7,18,20,FALSE,FALSE,FALSE,"unchanged_failure",FALSE,FALSE,FALSE,"Dummies are endogenous diagnostic pulse controls only. D1 can rescue for serious human review; D2/D3 indicate fragility only."
