"run_tag","variable_id","variable_label","window_id","window_start","window_end","n_obs","original_classification","original_confidence","original_s32_implication","is_i2_risk","level_primary_read","level_sensitivity_read","diff_adf_primary_stat","diff_adf_primary_p_or_cv_read","diff_adf_primary_reject_5pct","diff_pp_primary_stat","diff_pp_primary_p_or_cv_read","diff_pp_primary_reject_5pct","diff_kpss_primary_stat","diff_kpss_primary_p_or_cv_read","diff_kpss_primary_reject_5pct","diff_tests_support_stationarity","diff_tests_support_unit_root","failed_tests_count","skipped_tests_count","unsupported_spec_count","deterministic_sensitivity","short_window_flag","audit_read","recommended_interpretation","notes"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_NRC_t","log real NRC capital envelope","bridge_1940_1978",1940,1978,39,"I2_risk","low","not_compatible_without_redesign",TRUE,"reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.99147395148912,"reject_unit_root_5pct",TRUE,-1.78434221627195,"fail_to_reject_unit_root_5pct",FALSE,0.588656257109099,"reject_stationarity_5pct",TRUE,1,2,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_ME_t","log real ME capital","bridge_1940_1978",1940,1978,39,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.51031583851054,"fail_to_reject_unit_root_5pct",FALSE,-2.52954609125462,"fail_to_reject_unit_root_5pct",FALSE,0.172583113367424,"fail_to_reject_stationarity_5pct",FALSE,1,2,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","bridge_1940_1978",1940,1978,39,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-1.7969320274488,"fail_to_reject_unit_root_5pct",FALSE,-2.23740983507953,"fail_to_reject_unit_root_5pct",FALSE,0.435296162725003,"fail_to_reject_stationarity_5pct",FALSE,1,2,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","bridge_1940_1978",1940,1978,39,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.06686391583463,"reject_unit_root_5pct",TRUE,-5.09640397473903,"reject_unit_root_5pct",TRUE,0.129406055510033,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","bridge_1940_1978",1940,1978,39,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct",-4.97478681993979,"reject_unit_root_5pct",TRUE,-3.86906245910197,"reject_unit_root_5pct",TRUE,0.193593609522536,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","y_t","log real output","pre_1974_alt_1940_1973",1940,1973,34,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.82925171194685,"reject_unit_root_5pct",TRUE,-4.88222815742979,"reject_unit_root_5pct",TRUE,0.104344240891425,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","log aggregate capital","pre_1974_alt_1940_1973",1940,1973,34,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.90183734130001,"reject_unit_root_5pct",TRUE,-2.95117672068079,"fail_to_reject_unit_root_5pct",FALSE,0.0914033626268771,"fail_to_reject_stationarity_5pct",FALSE,2,1,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_t","profit-share distribution condition","pre_1974_alt_1940_1973",1940,1973,34,"I0_preferred","high","compatible_with_S32",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct",-4.41001474753761,"reject_unit_root_5pct",TRUE,-5.16217316594172,"reject_unit_root_5pct",TRUE,0.0624778059471509,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I0_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_k_t","omega_t multiplied by k_t","pre_1974_alt_1940_1973",1940,1973,34,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.47770959885846,"reject_unit_root_5pct",TRUE,-5.21448017992826,"reject_unit_root_5pct",TRUE,0.0601197525270483,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_NRC_t","log real NRC capital envelope","pre_1974_alt_1940_1973",1940,1973,34,"I2_risk","low","not_compatible_without_redesign",TRUE,"reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.7076989952642,"fail_to_reject_unit_root_5pct",FALSE,-1.55252635848377,"fail_to_reject_unit_root_5pct",FALSE,0.667754929013344,"reject_stationarity_5pct",TRUE,0,3,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_ME_t","log real ME capital","pre_1974_alt_1940_1973",1940,1973,34,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.33659874618561,"fail_to_reject_unit_root_5pct",FALSE,-2.28914698979688,"fail_to_reject_unit_root_5pct",FALSE,0.191274448254071,"fail_to_reject_stationarity_5pct",FALSE,1,2,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","pre_1974_alt_1940_1973",1940,1973,34,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-1.67527915596991,"fail_to_reject_unit_root_5pct",FALSE,-2.0627068354508,"fail_to_reject_unit_root_5pct",FALSE,0.484938211719212,"reject_stationarity_5pct",TRUE,0,3,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","pre_1974_alt_1940_1973",1940,1973,34,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.75579767826047,"reject_unit_root_5pct",TRUE,-4.60709480930332,"reject_unit_root_5pct",TRUE,0.179477773400513,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","pre_1974_alt_1940_1973",1940,1973,34,"ambiguous_hold","low","hold_for_review",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct",-4.52168228251863,"reject_unit_root_5pct",TRUE,-3.6172157777013,"reject_unit_root_5pct",TRUE,0.18933223076742,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=ambiguous_hold"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","y_t","log real output","pre_1974_alt_1947_1974",1947,1974,28,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.50926001852463,"reject_unit_root_5pct",TRUE,-6.91518018653781,"reject_unit_root_5pct",TRUE,0.116613930279669,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","log aggregate capital","pre_1974_alt_1947_1974",1947,1974,28,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.42510929929538,"fail_to_reject_unit_root_5pct",FALSE,-3.08743016175442,"reject_unit_root_5pct",TRUE,0.13150905164364,"fail_to_reject_stationarity_5pct",FALSE,2,1,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_t","profit-share distribution condition","pre_1974_alt_1947_1974",1947,1974,28,"ambiguous_hold","low","hold_for_review",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct",-3.85273530365357,"reject_unit_root_5pct",TRUE,-5.21887693319022,"reject_unit_root_5pct",TRUE,0.163352665165199,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=ambiguous_hold"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_k_t","omega_t multiplied by k_t","pre_1974_alt_1947_1974",1947,1974,28,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.8553912333115,"reject_unit_root_5pct",TRUE,-5.10549963835793,"reject_unit_root_5pct",TRUE,0.161560983852909,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_NRC_t","log real NRC capital envelope","pre_1974_alt_1947_1974",1947,1974,28,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.27689357113819,"fail_to_reject_unit_root_5pct",FALSE,-1.95025047939244,"fail_to_reject_unit_root_5pct",FALSE,0.546825108959161,"reject_stationarity_5pct",TRUE,0,3,3,0,3,FALSE,TRUE,"short_window_fragility","Hold for review; result is under the preferred 30-observation threshold.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_ME_t","log real ME capital","pre_1974_alt_1947_1974",1947,1974,28,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.6249409267288,"reject_unit_root_5pct",TRUE,-3.48590804780604,"reject_unit_root_5pct",TRUE,0.361572762395449,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","pre_1974_alt_1947_1974",1947,1974,28,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_unit_root_5pct | reject_stationarity_5pct",-3.78669529929012,"reject_unit_root_5pct",TRUE,-3.54880183127449,"reject_unit_root_5pct",TRUE,0.417577816912186,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","pre_1974_alt_1947_1974",1947,1974,28,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | reject_unit_root_5pct | fail_to_reject_stationarity_5pct","reject_unit_root_5pct | reject_stationarity_5pct",-3.72101069268196,"reject_unit_root_5pct",TRUE,-4.77326556666079,"reject_unit_root_5pct",TRUE,0.35878676144371,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","pre_1974_alt_1947_1974",1947,1974,28,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.41168046323732,"reject_unit_root_5pct",TRUE,-4.37837314078054,"reject_unit_root_5pct",TRUE,0.373440534701051,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
