"run_tag","variable_id","variable_label","window_id","window_start","window_end","n_obs","level_adf_read","level_pp_read","level_kpss_read","diff_adf_read","diff_pp_read","diff_kpss_read","deterministic_sensitivity","break_sensitivity","classification","confidence","s32_implication","human_review_flag","notes"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_t","log aggregate capital","bridge_1940_1978",1940,1978,39,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_t","profit-share distribution condition","bridge_1940_1978",1940,1978,39,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I0_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I0_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_k_t","omega_t multiplied by k_t","bridge_1940_1978",1940,1978,39,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred ; constructed interaction needs human review before coefficient interpretation"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_NRC_t","log real NRC capital envelope","bridge_1940_1978",1940,1978,39,"reject_unit_root_5pct","reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_ME_t","log real ME capital","bridge_1940_1978",1940,1978,39,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","bridge_1940_1978",1940,1978,39,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","bridge_1940_1978",1940,1978,39,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,TRUE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred ; constructed interaction needs human review before coefficient interpretation ; Zivot-Andrews one-break diagnostic rejects unit-root null at 10pct"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","bridge_1940_1978",1940,1978,39,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t","direct composition share","bridge_1940_1978",1940,1978,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t","direct composition investment share","bridge_1940_1978",1940,1978,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy","ME/NRC composition-share proxy","bridge_1940_1978",1940,1978,39,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy","ME/NRC investment-composition proxy","bridge_1940_1978",1940,1978,39,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I1_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy_cc","ME/NRC current-cost composition-share proxy","bridge_1940_1978",1940,1978,39,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,TRUE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred ; Zivot-Andrews one-break diagnostic rejects unit-root null at 10pct"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy_cc","ME/NRC current-cost investment-composition proxy","bridge_1940_1978",1940,1978,39,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I1_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","y_t","log real output","pre_1974_alt_1940_1973",1940,1973,34,"reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_t","log aggregate capital","pre_1974_alt_1940_1973",1940,1973,34,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_t","profit-share distribution condition","pre_1974_alt_1940_1973",1940,1973,34,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I0_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I0_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_k_t","omega_t multiplied by k_t","pre_1974_alt_1940_1973",1940,1973,34,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred ; constructed interaction needs human review before coefficient interpretation"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_NRC_t","log real NRC capital envelope","pre_1974_alt_1940_1973",1940,1973,34,"reject_unit_root_5pct","reject_unit_root_5pct","reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_ME_t","log real ME capital","pre_1974_alt_1940_1973",1940,1973,34,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","pre_1974_alt_1940_1973",1940,1973,34,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","pre_1974_alt_1940_1973",1940,1973,34,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,TRUE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred ; constructed interaction needs human review before coefficient interpretation ; Zivot-Andrews one-break diagnostic rejects unit-root null at 10pct"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","pre_1974_alt_1940_1973",1940,1973,34,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"ambiguous_hold","low","hold_for_review",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t","direct composition share","pre_1974_alt_1940_1973",1940,1973,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t","direct composition investment share","pre_1974_alt_1940_1973",1940,1973,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy","ME/NRC composition-share proxy","pre_1974_alt_1940_1973",1940,1973,34,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy","ME/NRC investment-composition proxy","pre_1974_alt_1940_1973",1940,1973,34,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy_cc","ME/NRC current-cost composition-share proxy","pre_1974_alt_1940_1973",1940,1973,34,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy_cc","ME/NRC current-cost investment-composition proxy","pre_1974_alt_1940_1973",1940,1973,34,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I1_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","y_t","log real output","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_t","log aggregate capital","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_t","profit-share distribution condition","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"ambiguous_hold","low","hold_for_review",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_k_t","omega_t multiplied by k_t","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred ; constructed interaction needs human review before coefficient interpretation"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_NRC_t","log real NRC capital envelope","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_ME_t","log real ME capital","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","pre_1974_alt_1947_1974",1947,1974,28,"reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold ; constructed interaction needs human review before coefficient interpretation"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t","direct composition share","pre_1974_alt_1947_1974",1947,1974,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t","direct composition investment share","pre_1974_alt_1947_1974",1947,1974,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy","ME/NRC composition-share proxy","pre_1974_alt_1947_1974",1947,1974,28,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy","ME/NRC investment-composition proxy","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I1_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy_cc","ME/NRC current-cost composition-share proxy","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy_cc","ME/NRC current-cost investment-composition proxy","pre_1974_alt_1947_1974",1947,1974,28,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,TRUE,"break_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred ; Zivot-Andrews one-break diagnostic rejects unit-root null at 10pct"
