"asset_family","asset_label","metadata_only","age","mean_life_years","weibull_alpha","weibull_lambda","survival_probability","retirement_mass_from_prior_age"
"NRC","Nonresidential Structures",FALSE,44,30,1.6,33.4606966397767,0.212295988169162,0.0122210206773923
"NRC","Nonresidential Structures",FALSE,45,30,1.6,33.4606966397767,0.200585978269173,0.011710009899989
"NRC","Nonresidential Structures",FALSE,46,30,1.6,33.4606966397767,0.189377590111503,0.0112083881576695
"NRC","Nonresidential Structures",FALSE,47,30,1.6,33.4606966397767,0.178660574951208,0.010717015160295
"NRC","Nonresidential Structures",FALSE,48,30,1.6,33.4606966397767,0.168423932834895,0.0102366421163135
"NRC","Nonresidential Structures",FALSE,49,30,1.6,33.4606966397767,0.158656015427667,0.00976791740722829
"NRC","Nonresidential Structures",FALSE,50,30,1.6,33.4606966397767,0.149344623141627,0.00931139228603964
"NRC","Nonresidential Structures",FALSE,51,30,1.6,33.4606966397767,0.140477096572863,0.00886752656876352
"NRC","Nonresidential Structures",FALSE,52,30,1.6,33.4606966397767,0.132040402282544,0.00843669429031971
"NRC","Nonresidential Structures",FALSE,53,30,1.6,33.4606966397767,0.124021212984183,0.00801918929836064
"NRC","Nonresidential Structures",FALSE,54,30,1.6,33.4606966397767,0.116405982223246,0.00761523076093673
"NRC","Nonresidential Structures",FALSE,55,30,1.6,33.4606966397767,0.109181013657003,0.00722496856624379
"NRC","Nonresidential Structures",FALSE,56,30,1.6,33.4606966397767,0.102332525061977,0.00684848859502531
"NRC","Nonresidential Structures",FALSE,57,30,1.6,33.4606966397767,0.0958467072134732,0.00648581784850404
"NRC","Nonresidential Structures",FALSE,58,30,1.6,33.4606966397767,0.0897097777965184,0.00613692941695486
"NRC","Nonresidential Structures",FALSE,59,30,1.6,33.4606966397767,0.0839080305203194,0.00580174727619892
"NRC","Nonresidential Structures",FALSE,60,30,1.6,33.4606966397767,0.0784278796189419,0.00548015090137749
"NRC","Nonresidential Structures",FALSE,61,30,1.6,33.4606966397767,0.0732558999295947,0.00517197968934725
"NRC","Nonresidential Structures",FALSE,62,30,1.6,33.4606966397767,0.0683788627466843,0.00487703718291037
"NRC","Nonresidential Structures",FALSE,63,30,1.6,33.4606966397767,0.0637837676548295,0.00459509509185485
"NRC","Nonresidential Structures",FALSE,64,30,1.6,33.4606966397767,0.0594578705474047,0.00432589710742476
"NRC","Nonresidential Structures",FALSE,65,30,1.6,33.4606966397767,0.0553887080390466,0.00406916250835813
"NRC","Nonresidential Structures",FALSE,66,30,1.6,33.4606966397767,0.0515641184810111,0.00382458955803545
"NRC","Nonresidential Structures",FALSE,67,30,1.6,33.4606966397767,0.0479722597874563,0.0035918586935548
"NRC","Nonresidential Structures",FALSE,68,30,1.6,33.4606966397767,0.0446016242787452,0.0033706355087111
"NRC","Nonresidential Structures",FALSE,69,30,1.6,33.4606966397767,0.041441050744851,0.00316057353389426
"NRC","Nonresidential Structures",FALSE,70,30,1.6,33.4606966397767,0.0384797339280072,0.00296131681684381
"NRC","Nonresidential Structures",FALSE,71,30,1.6,33.4606966397767,0.0357072316189949,0.00277250230901226
"NRC","Nonresidential Structures",FALSE,72,30,1.6,33.4606966397767,0.0331134695560021,0.00259376206299278
"NRC","Nonresidential Structures",FALSE,73,30,1.6,33.4606966397767,0.0306887443089318,0.00242472524707035
"NRC","Nonresidential Structures",FALSE,74,30,1.6,33.4606966397767,0.0284237243254697,0.00226501998346205
"NRC","Nonresidential Structures",FALSE,75,30,1.6,33.4606966397767,0.0263094493082423,0.00211427501722749
"NRC","Nonresidential Structures",FALSE,76,30,1.6,33.4606966397767,0.0243373280850833,0.00197212122315897
"NRC","Nonresidential Structures",FALSE,77,30,1.6,33.4606966397767,0.0224991351268707,0.00183819295821261
"NRC","Nonresidential Structures",FALSE,78,30,1.6,33.4606966397767,0.0207870058596537,0.001712129267217
"NRC","Nonresidential Structures",FALSE,79,30,1.6,33.4606966397767,0.0191934309099474,0.00159357494970623
"NRC","Nonresidential Structures",FALSE,80,30,1.6,33.4606966397767,0.0177112494141771,0.00148218149577029
"NRC","Nonresidential Structures",FALSE,81,30,1.6,33.4606966397767,0.0163336415153681,0.00137760789880902
"NRC","Nonresidential Structures",FALSE,82,30,1.6,33.4606966397767,0.0150541201623521,0.00127952135301603
"NRC","Nonresidential Structures",FALSE,83,30,1.6,33.4606966397767,0.0138665223190358,0.00118759784331626
"NRC","Nonresidential Structures",FALSE,84,30,1.6,33.4606966397767,0.0127649996836975,0.00110152263533837
"NRC","Nonresidential Structures",FALSE,85,30,1.6,33.4606966397767,0.0117440090108718,0.00102099067282571
"NRC","Nonresidential Structures",FALSE,86,30,1.6,33.4606966397767,0.0107983021211888,0.000945706889682964
"NRC","Nonresidential Structures",FALSE,87,30,1.6,33.4606966397767,0.0099229156775647,0.000875386443624089
"NRC","Nonresidential Structures",FALSE,88,30,1.6,33.4606966397767,0.00911316079943103,0.000809754878133674
"NRC","Nonresidential Structures",FALSE,89,30,1.6,33.4606966397767,0.00836461258024602,0.000748548219185012
"NRC","Nonresidential Structures",FALSE,90,30,1.6,33.4606966397767,0.00767309956737183,0.000691513012874184
"NRC","Nonresidential Structures",FALSE,91,30,1.6,33.4606966397767,0.00703469325753441,0.000638406309837423
"NRC","Nonresidential Structures",FALSE,92,30,1.6,33.4606966397767,0.0064456976555158,0.00058899560201861
"NRC","Nonresidential Structures",FALSE,93,30,1.6,33.4606966397767,0.00590263893846568,0.000543058717050122
"NRC","Nonresidential Structures",FALSE,94,30,1.6,33.4606966397767,0.00540225526326056,0.00050038367520512
"NRC","Nonresidential Structures",FALSE,95,30,1.6,33.4606966397767,0.00494148674968594,0.000460768513574613
"NRC","Nonresidential Structures",FALSE,96,30,1.6,33.4606966397767,0.00451746566786474,0.000424021081821203
"NRC","Nonresidential Structures",FALSE,97,30,1.6,33.4606966397767,0.00412750685430064,0.000389958813564101
"NRC","Nonresidential Structures",FALSE,98,30,1.6,33.4606966397767,0.00376909837714126,0.00035840847715938
