"cell_id","det_tag","unit_root_count","unstable_count","max_mod_all","max_mod_nonunit","stability_margin"
"p01_K_only_none_const","SR_none__LR_const",1,0,0.999999999999991,0.981331205237148,0.0186687947628522
"p01_K_short_none_const","SR_none__LR_const",1,0,1,0.98098562469035,0.0190143753096503
"p01_Y_only_none_const","SR_none__LR_const",1,0,1,0.98284705394407,0.0171529460559299
"p01_Y_short_none_const","SR_none__LR_const",1,0,1,0.98098562469035,0.0190143753096503
"p01_sym_none_const","SR_none__LR_const",1,0,1,0.98098562469035,0.0190143753096503
"p02_K_only_none_const","SR_none__LR_const",1,0,1,0.983696004339951,0.0163039956600488
"p02_K_short_none_const","SR_none__LR_const",1,0,0.999999999999994,0.984238798953963,0.015761201046037
"p02_Y_only_none_const","SR_none__LR_const",1,0,1,0.984587657416706,0.0154123425832943
"p02_Y_short_none_const","SR_none__LR_const",1,0,1,0.983636624225903,0.0163633757740971
"p02_sym_none_const","SR_none__LR_const",1,0,1.00000000000001,0.98394808711786,0.0160519128821404
"p03_K_only_none_const","SR_none__LR_const",1,0,0.999999999999996,0.987496039144821,0.0125039608551789
"p03_K_short_none_const","SR_none__LR_const",1,0,1,0.987098401595801,0.0129015984041994
"p03_Y_only_none_const","SR_none__LR_const",1,0,1,0.986745143807581,0.0132548561924187
"p03_Y_short_none_const","SR_none__LR_const",1,0,0.999999999999994,0.987778979896352,0.0122210201036476
"p03_sym_none_const","SR_none__LR_const",1,0,1,0.98764582581403,0.0123541741859696
"p04_K_only_none_const","SR_none__LR_const",1,0,0.999999999999997,0.986877331946662,0.0131226680533379
"p04_K_short_none_const","SR_none__LR_const",1,0,1,0.987135658108824,0.0128643418911757
"p04_Y_only_none_const","SR_none__LR_const",1,0,1,0.98752016840091,0.0124798315990904
"p04_Y_short_none_const","SR_none__LR_const",1,0,1,0.987327040225972,0.0126729597740278
"p04_sym_none_const","SR_none__LR_const",1,0,1,0.98741227437188,0.0125877256281197
"p05_K_only_none_const","SR_none__LR_const",1,0,1,0.987111953128528,0.0128880468714725
"p05_K_short_none_const","SR_none__LR_const",1,0,1,0.987190890776766,0.0128091092232335
"p05_Y_only_none_const","SR_none__LR_const",1,0,1,0.987239704917168,0.0127602950828317
"p05_Y_short_none_const","SR_none__LR_const",1,0,1,0.987091480015753,0.0129085199842475
"p05_sym_none_const","SR_none__LR_const",1,0,1,0.987054368227027,0.0129456317729731
"p06_K_only_none_const","SR_none__LR_const",1,0,0.999999999999979,0.922443859847153,0.0775561401528468
"p06_K_short_none_const","SR_none__LR_const",1,0,0.999999999999996,0.988820035494297,0.011179964505703
"p06_Y_only_none_const","SR_none__LR_const",1,0,1.00000000000002,0.990669268104183,0.0093307318958169
"p06_Y_short_none_const","SR_none__LR_const",1,0,1,0.975027089764828,0.0249729102351719
"p06_sym_none_const","SR_none__LR_const",1,0,0.999999999999999,0.983159939900442,0.0168400600995583
"p07_K_only_none_const","SR_none__LR_const",1,0,0.999999999999995,0.926704920048285,0.0732950799517148
"p07_K_short_none_const","SR_none__LR_const",1,0,1.00000000000001,0.983936793748481,0.016063206251519
"p07_Y_only_none_const","SR_none__LR_const",1,0,0.999999999999982,0.988277189299126,0.0117228107008736
"p07_Y_short_none_const","SR_none__LR_const",1,0,0.999999999999998,0.960001743398025,0.0399982566019748
"p07_sym_none_const","SR_none__LR_const",1,0,1.00000000000001,0.98313983597265,0.0168601640273497
