"run_id","timestamp","message"
1,"2026-02-28 20:33:38","Stage S1 run: SR=const LR=both (P=1..7)"
2,"2026-02-28 20:39:51","Stage S1 run: SR=const LR=both (P=1..7)"
3,"2026-02-28 21:09:36","SKIPPED: tsDyn constraint. When LRinclude ∈ {const,both}, SR include cannot be const. Requested SR=const LR=both. Equivalent is SR=none with same LR."
4,"2026-03-01 01:06:46","SKIPPED: tsDyn constraint. When LRinclude ∈ {const,both}, SR include cannot be const. Requested SR=const LR=both. Equivalent is SR=none with same LR."
