deflator,mean_cliolab,sd_cliolab,mean_bcch,sd_bcch,t_stat,p_value,significant
P_Y,0.05020406619743793,0.03148523850261475,0.047932563844367,0.03203188844963254,0.19240575958110262,0.8488755366045274,False
P_C,0.0332807467851519,0.019592855702280202,0.035891595720818556,0.02006796667254309,-0.3541198035236197,0.7260246732421007,False
P_G,0.06338163327719895,0.029095478221776834,0.06345622218634635,0.0228795861634263,-0.007700324749243267,0.9939142583853159,False
P_K,0.02077778886168376,0.033492342812653314,0.009855913230726876,0.03497140891180748,0.8577341795854792,0.3986877896871237,False
P_X,0.0591949168048793,0.09026489837807575,0.06694326368163114,0.08193589493207713,-0.24228749197261612,0.8103895327677015,False
P_M,0.020044087903838975,0.06309210841608821,0.023435600206746825,0.06000557390730537,-0.14836220323934993,0.8831599283513649,False
