"year","ECT","series"
1947,1.1444699947071,"p=3"
1948,1.1685337966768,"p=3"
1949,1.10268062825072,"p=3"
1950,1.10552797706552,"p=3"
1951,1.13521579601542,"p=3"
1952,1.10492142756083,"p=3"
1953,1.10453790619894,"p=3"
1954,1.04241983121886,"p=3"
1955,1.05989741565727,"p=3"
1956,1.01644707229741,"p=3"
1957,0.97805199218915,"p=3"
1958,0.915573048734779,"p=3"
1959,0.970542876931713,"p=3"
1960,0.974627970164943,"p=3"
1961,0.959949824111235,"p=3"
1962,0.998435757624898,"p=3"
1963,1.01365187581629,"p=3"
1964,1.02655128914856,"p=3"
1965,1.04632173519238,"p=3"
1966,1.04943345808364,"p=3"
1967,1.01609309546936,"p=3"
1968,1.01581954910709,"p=3"
1969,0.997096069624874,"p=3"
1970,0.928886479775436,"p=3"
1971,0.903184150054574,"p=3"
1972,0.915375730145322,"p=3"
1973,0.906397119138944,"p=3"
1974,0.790040441165181,"p=3"
1975,0.747159906425155,"p=3"
1976,0.761489713666009,"p=3"
1977,0.769270222099785,"p=3"
1978,0.771134904376034,"p=3"
1979,0.734634449652439,"p=3"
1980,0.670364809178745,"p=3"
1981,0.662271237864528,"p=3"
1982,0.624193209840164,"p=3"
1983,0.646899336256874,"p=3"
1984,0.69341962042772,"p=3"
1985,0.695770495194701,"p=3"
1986,0.684241468191134,"p=3"
1987,0.69311287860305,"p=3"
1988,0.704803120452426,"p=3"
1989,0.689210156032697,"p=3"
1990,0.668654915799512,"p=3"
1991,0.654944121074067,"p=3"
1992,0.652698909805054,"p=3"
1993,0.642285443453519,"p=3"
1994,0.652364516766003,"p=3"
1995,0.654319503326182,"p=3"
1996,0.65515670802079,"p=3"
1997,0.666418148920608,"p=3"
1998,0.665685417213009,"p=3"
1999,0.668229388039029,"p=3"
2000,0.665459417378103,"p=3"
2001,0.609705071338116,"p=3"
2002,0.574030491255594,"p=3"
2003,0.565143287826414,"p=3"
2004,0.550391442330558,"p=3"
2005,0.536496173119216,"p=3"
2006,0.517057880383491,"p=3"
2007,0.478234962352109,"p=3"
2008,0.39612271104409,"p=3"
2009,0.376221141519378,"p=3"
2010,0.39335024335688,"p=3"
2011,0.394938529559059,"p=3"
