"asset_block","year","gross_stock_object","net_value_stock_object","gross_survival_gpim_stock_2017_millions","net_value_gpim_stock_diagnostic_2017_millions","current_cost_net_stock_anchor_millions","reconstructed_current_cost_net_stock_millions","sfc_reconstruction_residual_millions","sfc_reconstruction_residual_percent","gross_stock_role","net_value_stock_role"
"NRC",1994,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",20919257.3122288,15207390.5870061,2942602,2942602,-0.000000000931322574615479,-0.0000000000000316496275954233,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",1995,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",20643845.5558809,14967521.1045549,3093312,3093312,-0.000000000931322574615479,-0.0000000000000301076184560587,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",1996,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",20338699.389572,14732205.1334157,3240350,3240350,-0.000000000465661287307739,-0.0000000000000143707095624775,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",1997,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",20004324.3367135,14488782.9684699,3435265,3435265,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",1998,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",19719640.2002313,14287549.6931599,3621199,3621199,0.00000000186264514923096,0.000000000000051437249077749,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",1999,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",19426748.4775073,14074138.1439461,3798097,3798097,-0.000000000465661287307739,-0.0000000000000122603842742231,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2000,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",19166001.6680563,13900312.7212576,4060960,4060960,0.000000000465661287307739,0.0000000000000114667784786784,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2001,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",18907318.1096971,13722543.5141118,4338524,4338524,0.00000000186264514923096,0.0000000000000429326920683384,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2002,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",18518120.1418134,13399050.9974205,4561254,4561254,0.000000000931322574615479,0.0000000000000204181256868282,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2003,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",18093236.9982776,13051753.8853239,4756388,4756388,0.000000000931322574615479,0.0000000000000195804584196133,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2004,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",17643263.8010104,12688960.5890069,5299036,5299036,-0.00000000186264514923096,-0.000000000000035150641536139,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2005,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",17240294.8004605,12366252.7157571,5948668,5948668,-0.000000000931322574615479,-0.0000000000000156559850812901,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2006,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",16912189.0612202,12107921.4317771,6506255,6506255,-0.00000000279396772384644,-0.0000000000000429427946467889,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2007,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",16662988.5061841,11925720.4192074,6891511,6891511,0.00000000372529029846191,0.0000000000000540562192886569,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2008,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",16440411.8052065,11773851.1092603,7436844,7436844,0.000000000931322574615479,0.0000000000000125230887539859,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2009,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",16063593.7287323,11491295.356875,7091488,7091488,0.000000000931322574615479,0.0000000000000131329641200194,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2010,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",15584637.6700907,11124960.3844582,7327927,7327927,-0.000000000931322574615479,-0.0000000000000127092228759304,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2011,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",15116529.361142,10778266.2389282,7718116,7718116,0.000000000931322574615479,0.0000000000000120667086969861,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2012,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",14698168.4979562,10492990.0543697,7951375,7951375,-0.000000000931322574615479,-0.0000000000000117127235807075,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2013,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",14281984.8167983,10206660.473331,8269678,8269678,-0.00000000279396772384644,-0.0000000000000337856894046713,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2014,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",13984400.1132421,10004489.864259,8712544,8712544,0.00000000186264514923096,0.0000000000000213788894406841,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2015,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",13626718.8076889,9762526.21804372,8789078,8789078,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2016,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",13220268.5025594,9482141.80241438,8976852,8976852,0.00000000186264514923096,0.0000000000000207494247340934,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2017,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",12887939.6303997,9239963,9239963,9239963,0.00000000186264514923096,0.0000000000000201585780076279,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2018,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",12606680.7753896,9036333.96994942,9597048,9597048,-0.00000000186264514923096,-0.0000000000000194085217582631,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2019,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",12335337.7901251,8837088.15259864,10075037,10075037,-0.00000000558793544769287,-0.0000000000000554631754473246,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2020,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",12020876.1464403,8596917.29187369,10073811,10073811,0.00000000186264514923096,0.0000000000000184899751368271,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2021,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",11637435.066658,8310027.75317461,11439291,11439291,-0.00000000558793544769287,-0.0000000000000488486169963931,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2022,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",11321220.7152624,8071960.37591368,13051255,13051255,0.00000000186264514923096,0.000000000000014271770410056,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2023,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",11105287.4067676,7918749.32669854,13333146,13333146,0.00000000372529029846191,0.000000000000027940069796445,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"NRC",2024,"K_G_NFC_NRC_GPIM","K_NV_NFC_NRC_GPIM_DIAGNOSTIC",10891222.783388,7766250.96666882,13571366,13571366,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
