"year","u_shaikh","u_hat","yp_hat","u_case1","u_case2","u_case3","u_case4","u_case5"
1977,0.901091992855072,0.652974094780374,8.61290598527465,NA,0.652974094780374,0.652974094780374,0.715987238293308,0.715987238293308
1978,0.911491215229034,0.67471707616263,8.64542764753454,NA,0.67471707616263,0.67471707616263,0.722719618772782,0.722719618772782
1979,0.88534152507782,0.646193922617646,8.71557872014568,NA,0.646193922617646,0.646193922617646,0.713996744200671,0.713996744200671
1980,0.834066033363342,0.669918585852204,8.67248126161135,NA,0.669918585852204,0.669918585852204,0.715625170747591,0.715625170747591
1981,0.843342185020447,0.672447216311906,8.70217122977805,NA,0.672447216311906,0.672447216311906,0.718564658347198,0.718564658347198
1982,0.820055425167084,0.654046441857542,8.70938569949427,NA,0.654046441857542,0.654046441857542,0.695228023808271,0.695228023808271
1983,0.858657002449036,0.675701507113216,8.70974917971419,NA,0.675701507113216,0.675701507113216,0.713251934313563,0.713251934313563
1984,0.924870848655701,0.715887013521577,8.73046276551164,NA,0.715887013521577,0.715887013521577,0.754231915114736,0.754231915114736
1985,0.935598075389862,0.725708827899053,8.75154397852014,NA,0.725708827899053,0.725708827899053,0.763194048398299,0.763194048398299
1986,0.929214417934418,0.725652242861151,8.77520489470475,NA,0.725652242861151,0.725652242861151,0.762241375705883,0.762241375705883
1987,0.948412120342255,0.740689450316637,8.80163194019653,NA,0.740689450316637,0.740689450316637,0.777662195356863,0.777662195356863
1988,0.971393048763275,0.758156233848806,8.82774510913873,NA,0.758156233848806,0.758156233848806,0.795555368587662,0.795555368587662
1989,0.967775762081146,0.754814214338849,8.84734810511715,NA,0.754814214338849,0.754814214338849,0.790321681636311,0.790321681636311
1990,0.960640132427216,0.747746546283169,8.86654727478184,NA,0.747746546283169,0.747746546283169,0.781135998698959,0.781135998698959
1991,0.958979725837708,0.744881077428853,8.86697488329193,NA,0.744881077428853,0.744881077428853,0.772743764130478,0.772743764130478
1992,0.975646138191223,0.751368300005726,8.88277535059888,NA,0.751368300005726,0.751368300005726,0.777037406078396,0.777037406078396
1993,0.979155540466309,0.752103823904499,8.90556632933443,NA,0.752103823904499,0.752103823904499,0.776719286983148,0.776719286983148
1994,1.01144421100616,0.768750816337401,8.93455669096673,NA,0.768750816337401,0.768750816337401,0.794036049972035,0.794036049972035
1995,1.01938092708588,0.779418509559924,8.96373594666779,NA,0.779418509559924,0.779418509559924,0.805219217824198,0.805219217824198
1996,1.04219925403595,0.789204948500278,8.99018597466832,NA,0.789204948500278,0.789204948500278,0.814941725656368,0.814941725656368
1997,1.07182896137238,0.807682122767301,9.02017131269507,NA,0.807682122767301,0.807682122767301,0.834359609426352,0.834359609426352
1998,1.09457731246948,0.816997742559697,9.05485419549892,NA,0.816997742559697,0.816997742559697,0.845314325909097,0.845314325909097
1999,1.10842335224152,0.829114919582258,9.08921312242947,NA,0.829114919582258,0.829114919582258,0.859135380804572,0.859135380804572
2000,1.11509871482849,0.837034237568225,9.12500903303033,NA,0.837034237568225,0.837034237568225,0.868950737966564,0.868950737966564
2001,1.06325256824493,0.800947931827176,9.15211518889329,NA,0.800947931827176,0.800947931827176,0.831228805060307,0.831228805060307
2002,1.03907012939453,0.781814312355999,9.17643566948423,NA,0.781814312355999,0.781814312355999,0.810555440976749,0.810555440976749
2003,1.04768621921539,0.783441739252531,9.19297243899618,NA,0.783441739252531,0.783441739252531,0.809852657708809,0.809852657708809
2004,1.03787088394165,0.781901712794532,9.23623968275502,NA,0.781901712794532,0.781901712794532,0.811269829823547,0.811269829823547
2005,1.03080022335052,0.781088676565168,9.28054696043842,NA,0.781088676565168,0.781088676565168,0.81365433850014,0.81365433850014
2006,1.0236576795578,0.77571073459412,9.32006543895425,NA,0.77571073459412,0.77571073459412,0.810302993352188,0.810302993352188
2007,0.986203849315643,0.754636473459095,9.34120149806051,NA,0.754636473459095,0.754636473459095,0.78687096158192,0.78687096158192
2008,0.925367593765259,0.703775018117034,9.37786016016995,NA,0.703775018117034,0.703775018117034,0.735356657153512,0.735356657153512
2009,0.899437546730042,0.695704241762918,9.35617122418442,NA,0.695704241762918,0.695704241762918,0.717911612484042,0.717911612484042
2010,0.929295063018799,0.715446766488628,9.37104348656811,NA,0.715446766488628,0.715446766488628,0.735806570151328,0.735806570151328
2011,0.941526174545288,0.724626553236036,9.39043777960011,NA,0.724626553236036,0.724626553236036,0.74358413251183,0.74358413251183
