"year","omega_t","D45","D73","theta_hat","theta_se","theta_lo95","theta_hi95","model_id","spec_id","estimator","intercept_flag"
1937,0.629079145811021,0,0,0.833753535894769,0.598080879103549,-0.338484987148186,2.00599205893772,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1938,0.633989364345709,0,0,0.830988971714904,0.60014459031628,-0.345294425305004,2.00727236873481,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1939,0.630537992484756,0,0,0.832932172195856,0.598689732012856,-0.34049970254934,2.00636404694105,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1940,0.607110693449235,0,0,0.846122271839498,0.589358411825728,-0.309020215338928,2.00126475901792,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1941,0.594511097780444,0,0,0.853216129398108,0.584742461491977,-0.292879095126168,1.99931135392238,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1942,0.604405412159509,0,0,0.847645406440779,0.588343171266682,-0.305507209241918,2.00079802212348,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1943,0.621900080256822,0,0,0.837795512302914,0.595137893254444,-0.328674758475797,2.00426578308162,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1944,0.627959009724536,0,0,0.834384197866206,0.597615856342872,-0.336942880565823,2.00571127629823,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1945,0.638440192180252,1,0,0.844984015506941,0.551968001882757,-0.236873268183263,1.92684129919714,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1946,0.663415069811751,1,0,0.84134389945294,0.545658541186129,-0.228146841271872,1.91083464017775,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1947,0.644483720777999,1,0,0.844103164525564,0.550251458142704,-0.234389693434137,1.92259602248526,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1948,0.624581372598025,1,0,0.847003953798335,0.556352842455207,-0.24344761741387,1.93745552501054,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1949,0.622946489496739,1,0,0.847242239819641,0.556910800645044,-0.244302929444645,1.93878740908393,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1950,0.609475288313768,1,0,0.849205682300374,0.561829455315402,-0.251980050117814,1.95039141471856,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1951,0.618138626346099,1,0,0.847942991194615,0.558600800534,-0.246914577852025,1.94280056024125,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1952,0.63357057934292,1,0,0.845693766967087,0.553437961338779,-0.239044637256919,1.93043217119109,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1953,0.644071883964771,1,0,0.844163190196864,0.550364621183684,-0.234551467323158,1.92287784771689,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1954,0.642039314043351,1,0,0.844459439512316,0.55093130226568,-0.235365912928416,1.92428479195305,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1955,0.622858846487424,1,0,0.847255013885241,0.556940952014268,-0.244349252062724,1.93885927983321,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1956,0.635535528362412,1,0,0.845407373472926,0.552835532180236,-0.238150269600338,1.92896501654619,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1957,0.638957571161781,1,0,0.84490860694781,0.551816365151248,-0.236651468748636,1.92646868264426,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1958,0.640702916019947,1,0,0.844654221003193,0.551311287679122,-0.235915902847887,1.92522434485427,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1959,0.628716570650273,1,0,0.846401244105877,0.55497968046312,-0.241358929601838,1.93416141781359,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1960,0.638652100649948,1,0,0.844953129612968,0.551905788636961,-0.236782216115476,1.92668847534141,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1961,0.635335355670866,1,0,0.845436548864246,0.55289632911878,-0.238240256208564,1.92911335393706,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1962,0.628948763920103,1,0,0.846367401679836,0.554904202391392,-0.241244835007292,1.93397963836696,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1963,0.621930029689577,1,0,0.847390389961431,0.557261988214423,-0.244843106938837,1.9396238868617,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1964,0.619047357779893,1,0,0.847810542582464,0.558275771164777,-0.246409968900499,1.94203105406543,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1965,0.61236559273945,1,0,0.848784417231688,0.560726252263906,-0.250239037205568,1.94780787166894,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1966,0.620003181239775,1,0,0.847671230255395,0.557936711387901,-0.245884724064891,1.94122718457568,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1967,0.628388720851657,1,0,0.84644902857685,0.555086548190236,-0.241520605876011,1.93441866302971,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1968,0.627992500156573,1,0,0.846506778181649,0.555216163147647,-0.241716901587739,1.93473045795104,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1969,0.641990534144692,1,0,0.844466549236529,0.550945069036071,-0.23538578607417,1.92431888454723,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1970,0.653676971146293,1,0,0.842763238110394,0.547871559014331,-0.231065017557695,1.91659149377848,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1971,0.64098353494678,1,0,0.844613320484051,0.55123101174894,-0.235799462543871,1.92502610351197,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1972,0.641336309259143,1,0,0.844561903237616,0.551130460920656,-0.23565380016687,1.9247776066421,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1973,0.64395880536602,1,0,0.844179671527774,0.550395790319928,-0.234596077499286,1.92295542055483,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1974,0.654104621464026,1,1,0.848261956192324,0.596723388586644,-0.321315885437498,2.01783979782214,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1975,0.6334561606626,1,1,0.844956954570298,0.5268758501401,-0.187719711704298,1.87763362084489,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1976,0.630753371060034,1,1,0.844524344890265,0.528064859371989,-0.190482779478833,1.87953146925936,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1977,0.630403843120234,1,1,0.844468399296107,0.528402840223828,-0.191201167542596,1.88013796613481,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
1978,0.636152526475711,1,1,0.845388536055795,0.528209909789125,-0.189902887130889,1.88067995924248,"B2_with_intercept__IM","B2_with_intercept","IM",TRUE
