"year","line_number","line_desc","value","table_label","table_name","source"
1925,1,"Private fixed assets",223353,"govt_net_cc","FAAt601","API"
1926,1,"Private fixed assets",231574,"govt_net_cc","FAAt601","API"
1927,1,"Private fixed assets",236861,"govt_net_cc","FAAt601","API"
1928,1,"Private fixed assets",248565,"govt_net_cc","FAAt601","API"
1929,1,"Private fixed assets",251681,"govt_net_cc","FAAt601","API"
1930,1,"Private fixed assets",239391,"govt_net_cc","FAAt601","API"
1931,1,"Private fixed assets",205434,"govt_net_cc","FAAt601","API"
1932,1,"Private fixed assets",187564,"govt_net_cc","FAAt601","API"
1933,1,"Private fixed assets",196468,"govt_net_cc","FAAt601","API"
1934,1,"Private fixed assets",198572,"govt_net_cc","FAAt601","API"
1935,1,"Private fixed assets",199534,"govt_net_cc","FAAt601","API"
1936,1,"Private fixed assets",220420,"govt_net_cc","FAAt601","API"
1937,1,"Private fixed assets",231723,"govt_net_cc","FAAt601","API"
1938,1,"Private fixed assets",231970,"govt_net_cc","FAAt601","API"
1939,1,"Private fixed assets",235616,"govt_net_cc","FAAt601","API"
1940,1,"Private fixed assets",254421,"govt_net_cc","FAAt601","API"
1941,1,"Private fixed assets",282829,"govt_net_cc","FAAt601","API"
1942,1,"Private fixed assets",302339,"govt_net_cc","FAAt601","API"
1943,1,"Private fixed assets",317093,"govt_net_cc","FAAt601","API"
1944,1,"Private fixed assets",329330,"govt_net_cc","FAAt601","API"
1945,1,"Private fixed assets",353016,"govt_net_cc","FAAt601","API"
1946,1,"Private fixed assets",433994,"govt_net_cc","FAAt601","API"
1947,1,"Private fixed assets",516636,"govt_net_cc","FAAt601","API"
1948,1,"Private fixed assets",562155,"govt_net_cc","FAAt601","API"
1949,1,"Private fixed assets",581107,"govt_net_cc","FAAt601","API"
1950,1,"Private fixed assets",655791,"govt_net_cc","FAAt601","API"
1951,1,"Private fixed assets",713905,"govt_net_cc","FAAt601","API"
1952,1,"Private fixed assets",751932,"govt_net_cc","FAAt601","API"
1953,1,"Private fixed assets",783259,"govt_net_cc","FAAt601","API"
1954,1,"Private fixed assets",815219,"govt_net_cc","FAAt601","API"
1955,1,"Private fixed assets",888797,"govt_net_cc","FAAt601","API"
1956,1,"Private fixed assets",958480,"govt_net_cc","FAAt601","API"
1957,1,"Private fixed assets",1008901,"govt_net_cc","FAAt601","API"
