"year","line_number","line_desc","value","table_label","table_name","source"
1925,1,"Private fixed assets",10.686,"govt_net_chain","FAAt602","API"
1926,1,"Private fixed assets",11.123,"govt_net_chain","FAAt602","API"
1927,1,"Private fixed assets",11.514,"govt_net_chain","FAAt602","API"
1928,1,"Private fixed assets",11.876,"govt_net_chain","FAAt602","API"
1929,1,"Private fixed assets",12.194,"govt_net_chain","FAAt602","API"
1930,1,"Private fixed assets",12.351,"govt_net_chain","FAAt602","API"
1931,1,"Private fixed assets",12.35,"govt_net_chain","FAAt602","API"
1932,1,"Private fixed assets",12.221,"govt_net_chain","FAAt602","API"
1933,1,"Private fixed assets",12.064,"govt_net_chain","FAAt602","API"
1934,1,"Private fixed assets",11.961,"govt_net_chain","FAAt602","API"
1935,1,"Private fixed assets",11.918,"govt_net_chain","FAAt602","API"
1936,1,"Private fixed assets",11.964,"govt_net_chain","FAAt602","API"
1937,1,"Private fixed assets",12.069,"govt_net_chain","FAAt602","API"
1938,1,"Private fixed assets",12.103,"govt_net_chain","FAAt602","API"
1939,1,"Private fixed assets",12.195,"govt_net_chain","FAAt602","API"
1940,1,"Private fixed assets",12.351,"govt_net_chain","FAAt602","API"
1941,1,"Private fixed assets",12.557,"govt_net_chain","FAAt602","API"
1942,1,"Private fixed assets",12.542,"govt_net_chain","FAAt602","API"
1943,1,"Private fixed assets",12.449,"govt_net_chain","FAAt602","API"
1944,1,"Private fixed assets",12.417,"govt_net_chain","FAAt602","API"
1945,1,"Private fixed assets",12.477,"govt_net_chain","FAAt602","API"
1946,1,"Private fixed assets",12.842,"govt_net_chain","FAAt602","API"
1947,1,"Private fixed assets",13.383,"govt_net_chain","FAAt602","API"
1948,1,"Private fixed assets",13.984,"govt_net_chain","FAAt602","API"
1949,1,"Private fixed assets",14.464,"govt_net_chain","FAAt602","API"
1950,1,"Private fixed assets",15.109,"govt_net_chain","FAAt602","API"
1951,1,"Private fixed assets",15.674,"govt_net_chain","FAAt602","API"
1952,1,"Private fixed assets",16.206,"govt_net_chain","FAAt602","API"
1953,1,"Private fixed assets",16.791,"govt_net_chain","FAAt602","API"
1954,1,"Private fixed assets",17.367,"govt_net_chain","FAAt602","API"
1955,1,"Private fixed assets",18.065,"govt_net_chain","FAAt602","API"
1956,1,"Private fixed assets",18.753,"govt_net_chain","FAAt602","API"
1957,1,"Private fixed assets",19.396,"govt_net_chain","FAAt602","API"
1958,1,"Private fixed assets",19.911,"govt_net_chain","FAAt602","API"
1959,1,"Private fixed assets",20.573,"govt_net_chain","FAAt602","API"
1960,1,"Private fixed assets",21.23,"govt_net_chain","FAAt602","API"
1961,1,"Private fixed assets",21.868,"govt_net_chain","FAAt602","API"
1962,1,"Private fixed assets",22.607,"govt_net_chain","FAAt602","API"
1963,1,"Private fixed assets",23.428,"govt_net_chain","FAAt602","API"
1964,1,"Private fixed assets",24.368,"govt_net_chain","FAAt602","API"
1965,1,"Private fixed assets",25.443,"govt_net_chain","FAAt602","API"
1966,1,"Private fixed assets",26.558,"govt_net_chain","FAAt602","API"
1967,1,"Private fixed assets",27.569,"govt_net_chain","FAAt602","API"
1968,1,"Private fixed assets",28.658,"govt_net_chain","FAAt602","API"
1969,1,"Private fixed assets",29.804,"govt_net_chain","FAAt602","API"
1970,1,"Private fixed assets",30.815,"govt_net_chain","FAAt602","API"
1971,1,"Private fixed assets",31.917,"govt_net_chain","FAAt602","API"
1972,1,"Private fixed assets",33.215,"govt_net_chain","FAAt602","API"
1973,1,"Private fixed assets",34.656,"govt_net_chain","FAAt602","API"
1974,1,"Private fixed assets",35.827,"govt_net_chain","FAAt602","API"
1975,1,"Private fixed assets",36.656,"govt_net_chain","FAAt602","API"
1976,1,"Private fixed assets",37.659,"govt_net_chain","FAAt602","API"
1977,1,"Private fixed assets",38.952,"govt_net_chain","FAAt602","API"
1978,1,"Private fixed assets",40.489,"govt_net_chain","FAAt602","API"
1979,1,"Private fixed assets",42.092,"govt_net_chain","FAAt602","API"
1980,1,"Private fixed assets",43.357,"govt_net_chain","FAAt602","API"
1981,1,"Private fixed assets",44.61,"govt_net_chain","FAAt602","API"
1982,1,"Private fixed assets",45.53,"govt_net_chain","FAAt602","API"
1983,1,"Private fixed assets",46.602,"govt_net_chain","FAAt602","API"
1984,1,"Private fixed assets",48.123,"govt_net_chain","FAAt602","API"
1985,1,"Private fixed assets",49.713,"govt_net_chain","FAAt602","API"
1986,1,"Private fixed assets",51.236,"govt_net_chain","FAAt602","API"
1987,1,"Private fixed assets",52.68,"govt_net_chain","FAAt602","API"
1988,1,"Private fixed assets",54.124,"govt_net_chain","FAAt602","API"
1989,1,"Private fixed assets",55.53,"govt_net_chain","FAAt602","API"
1990,1,"Private fixed assets",56.804,"govt_net_chain","FAAt602","API"
1991,1,"Private fixed assets",57.74,"govt_net_chain","FAAt602","API"
1992,1,"Private fixed assets",58.717,"govt_net_chain","FAAt602","API"
1993,1,"Private fixed assets",59.979,"govt_net_chain","FAAt602","API"
1994,1,"Private fixed assets",61.393,"govt_net_chain","FAAt602","API"
1995,1,"Private fixed assets",62.979,"govt_net_chain","FAAt602","API"
1996,1,"Private fixed assets",64.82,"govt_net_chain","FAAt602","API"
1997,1,"Private fixed assets",66.844,"govt_net_chain","FAAt602","API"
1998,1,"Private fixed assets",69.136,"govt_net_chain","FAAt602","API"
1999,1,"Private fixed assets",71.602,"govt_net_chain","FAAt602","API"
2000,1,"Private fixed assets",74.175,"govt_net_chain","FAAt602","API"
2001,1,"Private fixed assets",76.291,"govt_net_chain","FAAt602","API"
2002,1,"Private fixed assets",78.038,"govt_net_chain","FAAt602","API"
2003,1,"Private fixed assets",79.896,"govt_net_chain","FAAt602","API"
2004,1,"Private fixed assets",81.932,"govt_net_chain","FAAt602","API"
2005,1,"Private fixed assets",84.021,"govt_net_chain","FAAt602","API"
2006,1,"Private fixed assets",86.319,"govt_net_chain","FAAt602","API"
2007,1,"Private fixed assets",88.304,"govt_net_chain","FAAt602","API"
2008,1,"Private fixed assets",89.687,"govt_net_chain","FAAt602","API"
2009,1,"Private fixed assets",90.02,"govt_net_chain","FAAt602","API"
2010,1,"Private fixed assets",90.472,"govt_net_chain","FAAt602","API"
2011,1,"Private fixed assets",91.204,"govt_net_chain","FAAt602","API"
2012,1,"Private fixed assets",92.244,"govt_net_chain","FAAt602","API"
2013,1,"Private fixed assets",93.579,"govt_net_chain","FAAt602","API"
2014,1,"Private fixed assets",95.167,"govt_net_chain","FAAt602","API"
2015,1,"Private fixed assets",96.829,"govt_net_chain","FAAt602","API"
2016,1,"Private fixed assets",98.47,"govt_net_chain","FAAt602","API"
2017,1,"Private fixed assets",100,"govt_net_chain","FAAt602","API"
2018,1,"Private fixed assets",101.8,"govt_net_chain","FAAt602","API"
2019,1,"Private fixed assets",103.668,"govt_net_chain","FAAt602","API"
2020,1,"Private fixed assets",105.166,"govt_net_chain","FAAt602","API"
2021,1,"Private fixed assets",106.89,"govt_net_chain","FAAt602","API"
2022,1,"Private fixed assets",108.542,"govt_net_chain","FAAt602","API"
2023,1,"Private fixed assets",110.346,"govt_net_chain","FAAt602","API"
2024,1,"Private fixed assets",112.15,"govt_net_chain","FAAt602","API"
1925,2,"Corporate",9.183,"govt_net_chain","FAAt602","API"
1926,2,"Corporate",9.474,"govt_net_chain","FAAt602","API"
1927,2,"Corporate",9.718,"govt_net_chain","FAAt602","API"
1928,2,"Corporate",9.962,"govt_net_chain","FAAt602","API"
1929,2,"Corporate",10.266,"govt_net_chain","FAAt602","API"
1930,2,"Corporate",10.453,"govt_net_chain","FAAt602","API"
1931,2,"Corporate",10.425,"govt_net_chain","FAAt602","API"
1932,2,"Corporate",10.276,"govt_net_chain","FAAt602","API"
1933,2,"Corporate",10.108,"govt_net_chain","FAAt602","API"
1934,2,"Corporate",10.004,"govt_net_chain","FAAt602","API"
1935,2,"Corporate",9.943,"govt_net_chain","FAAt602","API"
1936,2,"Corporate",9.984,"govt_net_chain","FAAt602","API"
1937,2,"Corporate",10.112,"govt_net_chain","FAAt602","API"
1938,2,"Corporate",10.118,"govt_net_chain","FAAt602","API"
1939,2,"Corporate",10.143,"govt_net_chain","FAAt602","API"
1940,2,"Corporate",10.251,"govt_net_chain","FAAt602","API"
1941,2,"Corporate",10.425,"govt_net_chain","FAAt602","API"
1942,2,"Corporate",10.409,"govt_net_chain","FAAt602","API"
1943,2,"Corporate",10.321,"govt_net_chain","FAAt602","API"
1944,2,"Corporate",10.328,"govt_net_chain","FAAt602","API"
1945,2,"Corporate",10.48,"govt_net_chain","FAAt602","API"
1946,2,"Corporate",10.783,"govt_net_chain","FAAt602","API"
1947,2,"Corporate",11.228,"govt_net_chain","FAAt602","API"
1948,2,"Corporate",11.663,"govt_net_chain","FAAt602","API"
1949,2,"Corporate",11.948,"govt_net_chain","FAAt602","API"
1950,2,"Corporate",12.274,"govt_net_chain","FAAt602","API"
1951,2,"Corporate",12.673,"govt_net_chain","FAAt602","API"
1952,2,"Corporate",13.094,"govt_net_chain","FAAt602","API"
1953,2,"Corporate",13.574,"govt_net_chain","FAAt602","API"
1954,2,"Corporate",13.98,"govt_net_chain","FAAt602","API"
1955,2,"Corporate",14.449,"govt_net_chain","FAAt602","API"
1956,2,"Corporate",15.044,"govt_net_chain","FAAt602","API"
1957,2,"Corporate",15.631,"govt_net_chain","FAAt602","API"
1958,2,"Corporate",15.973,"govt_net_chain","FAAt602","API"
1959,2,"Corporate",16.378,"govt_net_chain","FAAt602","API"
1960,2,"Corporate",16.882,"govt_net_chain","FAAt602","API"
1961,2,"Corporate",17.351,"govt_net_chain","FAAt602","API"
1962,2,"Corporate",17.899,"govt_net_chain","FAAt602","API"
1963,2,"Corporate",18.478,"govt_net_chain","FAAt602","API"
1964,2,"Corporate",19.207,"govt_net_chain","FAAt602","API"
1965,2,"Corporate",20.194,"govt_net_chain","FAAt602","API"
1966,2,"Corporate",21.4,"govt_net_chain","FAAt602","API"
1967,2,"Corporate",22.493,"govt_net_chain","FAAt602","API"
1968,2,"Corporate",23.624,"govt_net_chain","FAAt602","API"
1969,2,"Corporate",24.818,"govt_net_chain","FAAt602","API"
1970,2,"Corporate",25.834,"govt_net_chain","FAAt602","API"
1971,2,"Corporate",26.735,"govt_net_chain","FAAt602","API"
1972,2,"Corporate",27.784,"govt_net_chain","FAAt602","API"
1973,2,"Corporate",29.08,"govt_net_chain","FAAt602","API"
1974,2,"Corporate",30.343,"govt_net_chain","FAAt602","API"
1975,2,"Corporate",31.173,"govt_net_chain","FAAt602","API"
1976,2,"Corporate",32.074,"govt_net_chain","FAAt602","API"
1977,2,"Corporate",33.204,"govt_net_chain","FAAt602","API"
1978,2,"Corporate",34.664,"govt_net_chain","FAAt602","API"
1979,2,"Corporate",36.317,"govt_net_chain","FAAt602","API"
1980,2,"Corporate",37.844,"govt_net_chain","FAAt602","API"
1981,2,"Corporate",39.408,"govt_net_chain","FAAt602","API"
1982,2,"Corporate",40.644,"govt_net_chain","FAAt602","API"
1983,2,"Corporate",41.749,"govt_net_chain","FAAt602","API"
1984,2,"Corporate",43.417,"govt_net_chain","FAAt602","API"
1985,2,"Corporate",45.176,"govt_net_chain","FAAt602","API"
1986,2,"Corporate",46.604,"govt_net_chain","FAAt602","API"
1987,2,"Corporate",47.811,"govt_net_chain","FAAt602","API"
1988,2,"Corporate",49.034,"govt_net_chain","FAAt602","API"
1989,2,"Corporate",50.379,"govt_net_chain","FAAt602","API"
1990,2,"Corporate",51.808,"govt_net_chain","FAAt602","API"
1991,2,"Corporate",52.857,"govt_net_chain","FAAt602","API"
1992,2,"Corporate",53.892,"govt_net_chain","FAAt602","API"
1993,2,"Corporate",55.201,"govt_net_chain","FAAt602","API"
1994,2,"Corporate",56.7,"govt_net_chain","FAAt602","API"
1995,2,"Corporate",58.587,"govt_net_chain","FAAt602","API"
1996,2,"Corporate",60.788,"govt_net_chain","FAAt602","API"
1997,2,"Corporate",63.257,"govt_net_chain","FAAt602","API"
1998,2,"Corporate",65.968,"govt_net_chain","FAAt602","API"
1999,2,"Corporate",68.909,"govt_net_chain","FAAt602","API"
2000,2,"Corporate",72.05,"govt_net_chain","FAAt602","API"
2001,2,"Corporate",74.289,"govt_net_chain","FAAt602","API"
2002,2,"Corporate",75.493,"govt_net_chain","FAAt602","API"
2003,2,"Corporate",76.671,"govt_net_chain","FAAt602","API"
2004,2,"Corporate",77.994,"govt_net_chain","FAAt602","API"
2005,2,"Corporate",79.57,"govt_net_chain","FAAt602","API"
2006,2,"Corporate",81.603,"govt_net_chain","FAAt602","API"
2007,2,"Corporate",83.841,"govt_net_chain","FAAt602","API"
2008,2,"Corporate",85.718,"govt_net_chain","FAAt602","API"
2009,2,"Corporate",86.025,"govt_net_chain","FAAt602","API"
2010,2,"Corporate",86.732,"govt_net_chain","FAAt602","API"
2011,2,"Corporate",88.014,"govt_net_chain","FAAt602","API"
2012,2,"Corporate",89.751,"govt_net_chain","FAAt602","API"
2013,2,"Corporate",91.488,"govt_net_chain","FAAt602","API"
2014,2,"Corporate",93.79,"govt_net_chain","FAAt602","API"
2015,2,"Corporate",95.91,"govt_net_chain","FAAt602","API"
2016,2,"Corporate",97.974,"govt_net_chain","FAAt602","API"
2017,2,"Corporate",100,"govt_net_chain","FAAt602","API"
2018,2,"Corporate",102.555,"govt_net_chain","FAAt602","API"
2019,2,"Corporate",104.955,"govt_net_chain","FAAt602","API"
2020,2,"Corporate",106.416,"govt_net_chain","FAAt602","API"
2021,2,"Corporate",108.238,"govt_net_chain","FAAt602","API"
2022,2,"Corporate",110.338,"govt_net_chain","FAAt602","API"
2023,2,"Corporate",112.953,"govt_net_chain","FAAt602","API"
2024,2,"Corporate",115.52,"govt_net_chain","FAAt602","API"
1925,3,"Financial",2.183,"govt_net_chain","FAAt602","API"
1926,3,"Financial",2.264,"govt_net_chain","FAAt602","API"
1927,3,"Financial",2.357,"govt_net_chain","FAAt602","API"
1928,3,"Financial",2.456,"govt_net_chain","FAAt602","API"
1929,3,"Financial",2.607,"govt_net_chain","FAAt602","API"
1930,3,"Financial",2.702,"govt_net_chain","FAAt602","API"
1931,3,"Financial",2.723,"govt_net_chain","FAAt602","API"
1932,3,"Financial",2.697,"govt_net_chain","FAAt602","API"
1933,3,"Financial",2.648,"govt_net_chain","FAAt602","API"
1934,3,"Financial",2.618,"govt_net_chain","FAAt602","API"
1935,3,"Financial",2.602,"govt_net_chain","FAAt602","API"
1936,3,"Financial",2.609,"govt_net_chain","FAAt602","API"
1937,3,"Financial",2.639,"govt_net_chain","FAAt602","API"
1938,3,"Financial",2.618,"govt_net_chain","FAAt602","API"
1939,3,"Financial",2.608,"govt_net_chain","FAAt602","API"
1940,3,"Financial",2.634,"govt_net_chain","FAAt602","API"
1941,3,"Financial",2.701,"govt_net_chain","FAAt602","API"
1942,3,"Financial",2.634,"govt_net_chain","FAAt602","API"
1943,3,"Financial",2.545,"govt_net_chain","FAAt602","API"
1944,3,"Financial",2.456,"govt_net_chain","FAAt602","API"
1945,3,"Financial",2.398,"govt_net_chain","FAAt602","API"
1946,3,"Financial",2.487,"govt_net_chain","FAAt602","API"
1947,3,"Financial",2.558,"govt_net_chain","FAAt602","API"
1948,3,"Financial",2.628,"govt_net_chain","FAAt602","API"
1949,3,"Financial",2.693,"govt_net_chain","FAAt602","API"
1950,3,"Financial",2.767,"govt_net_chain","FAAt602","API"
1951,3,"Financial",2.868,"govt_net_chain","FAAt602","API"
1952,3,"Financial",2.945,"govt_net_chain","FAAt602","API"
1953,3,"Financial",3.089,"govt_net_chain","FAAt602","API"
1954,3,"Financial",3.231,"govt_net_chain","FAAt602","API"
1955,3,"Financial",3.458,"govt_net_chain","FAAt602","API"
1956,3,"Financial",3.684,"govt_net_chain","FAAt602","API"
1957,3,"Financial",3.879,"govt_net_chain","FAAt602","API"
1958,3,"Financial",4.03,"govt_net_chain","FAAt602","API"
1959,3,"Financial",4.212,"govt_net_chain","FAAt602","API"
1960,3,"Financial",4.45,"govt_net_chain","FAAt602","API"
1961,3,"Financial",4.682,"govt_net_chain","FAAt602","API"
1962,3,"Financial",4.97,"govt_net_chain","FAAt602","API"
1963,3,"Financial",5.228,"govt_net_chain","FAAt602","API"
1964,3,"Financial",5.642,"govt_net_chain","FAAt602","API"
1965,3,"Financial",6.116,"govt_net_chain","FAAt602","API"
1966,3,"Financial",6.582,"govt_net_chain","FAAt602","API"
1967,3,"Financial",7.082,"govt_net_chain","FAAt602","API"
1968,3,"Financial",7.788,"govt_net_chain","FAAt602","API"
1969,3,"Financial",8.452,"govt_net_chain","FAAt602","API"
1970,3,"Financial",9.023,"govt_net_chain","FAAt602","API"
1971,3,"Financial",9.697,"govt_net_chain","FAAt602","API"
1972,3,"Financial",10.314,"govt_net_chain","FAAt602","API"
1973,3,"Financial",11.233,"govt_net_chain","FAAt602","API"
1974,3,"Financial",12.394,"govt_net_chain","FAAt602","API"
1975,3,"Financial",13.443,"govt_net_chain","FAAt602","API"
1976,3,"Financial",14.496,"govt_net_chain","FAAt602","API"
1977,3,"Financial",15.523,"govt_net_chain","FAAt602","API"
1978,3,"Financial",16.97,"govt_net_chain","FAAt602","API"
1979,3,"Financial",18.697,"govt_net_chain","FAAt602","API"
1980,3,"Financial",20.645,"govt_net_chain","FAAt602","API"
