"year","theta_t","eps_hat","eps_tilde","mu_hat","yp_hat","omega_t"
1946,0.857295889936586,-0.026292483531208,-0.014879198768326,0.985230949526831,14.0354615120488,0.663415069811751
1947,0.859654776553917,-0.0061082992518221,0.0053049855110599,1.00531908186265,14.1040397809825,0.644483720777999
1948,0.862134651743556,0.00582368938364297,0.017236974146525,1.01738638803193,14.1737109763828,0.624581372598025
1949,0.862338361677891,-0.0221645200805717,-0.0107512353176897,0.989306352647379,14.176298054147,0.622946489496739
1950,0.864016902184076,-0.00166925175161429,0.00974403301126771,1.0097916606704,14.2712773299444,0.609475288313768
1951,0.862937431719005,-0.00389075708257131,0.00752252768031069,1.00755089297329,14.3421864345839,0.618138626346099
1952,0.861014577339289,0.0239945918884089,0.0354078766512909,1.03604220005476,14.3424858853799,0.63357057934292
1953,0.859706092302495,0.019556530500972,0.030969815263854,1.03145436923865,14.4032822014218,0.644071883964771
1954,0.859959354865975,0.00920807322104243,0.0206213579839244,1.02083544725799,14.3898080068941,0.642039314043351
1955,0.862349282184475,0.0445305674595361,0.0559438522224181,1.05753830364414,14.4586648755293,0.622858846487424
1956,0.86076974048495,0.00757007271827878,0.0189833574811608,1.01916468700876,14.5313170846932,0.635535528362412
1957,0.860343346626331,0.00232692233410242,0.0137402070969844,1.01383503757488,14.548020887309,0.638957571161781
1958,0.860125872920616,-0.0178728304750748,-0.0064595457121928,0.993561272304117,14.5225393456781,0.640702916019947
1959,0.861619397213725,-0.0128079794869044,-0.00139469472402236,0.998606277410668,14.6184119473134,0.628716570650273
1960,0.860381408906049,-0.00524659990158923,0.00616668486129277,1.00618573800716,14.6364250034563,0.638652100649948
1961,0.860794682430841,-0.00277863438530594,0.00863465037757606,1.00867203649904,14.651081307719,0.635335355670866
1962,0.861590465435231,7.34519231969594e-05,0.011486736686079,1.01155296257613,14.7231268428802,0.628948763920103
1963,0.862465014745873,0.0159901911113383,0.0274034758742203,1.02778240452113,14.7600368172702,0.621930029689577
1964,0.862824201836967,0.0028642224380631,0.0142775072009451,1.01437991761491,14.8341076799977,0.619047357779893
1965,0.86365676406515,-0.016354482761342,-0.00494119799846001,0.995070989638265,14.9299084966605,0.61236559273945
1966,0.862705104187664,-0.011413284762882,0,1,14.990938862077,0.620003181239775
1967,0.861660248000485,0.00217166740853111,0.0135849521714131,1.01367764690974,14.9999568921017,0.628388720851657
1968,0.861709617947311,-0.00877399283203746,0.00263929193084454,1.00264277792797,15.0673003049434,0.627992500156573
1969,0.859965432945775,-0.000819579769785816,0.0105937049930962,1.01065001696096,15.0935261753168,0.641990534144692
1970,0.858509277877364,-0.00395928106872671,0.00745400369415529,1.00748185393529,15.0775889886296,0.653676971146293
1971,0.860090907201591,-0.00823816623888986,0.00317511852399214,1.00318016455198,15.1083903930139,0.64098353494678
1972,0.860046950767061,-0.00544426048879956,0.00596902427408244,1.00598687439774,15.1673872703448,0.641336309259143
1973,0.859720182137975,0.0200953009677722,0.0315085857306542,1.03201023611953,15.2026045531362,0.64395880536602
1974,0.858455991732272,0.0212487965490691,0.0326620813119511,1.03320134220248,15.1918583227838,0.654104621464026
1975,0.861028834151802,-0.0216196740348293,-0.0102063892719473,0.989845519169683,15.2251393600286,0.6334561606626
