"year","theta_t","eps_hat","eps_tilde","mu_hat","yp_hat","omega_t"
1932,0.929865603195151,0.0226759212531128,0.0829547727599637,1.0864926683723,13.0017326474485,0.677734147194899
1933,0.936406744594289,-0.0983512369337661,-0.0380723854269153,0.962643257026055,13.1215212100889,0.664517937219731
1934,0.957419598564606,-0.0284359074208605,0.0318429440859904,1.03235535505825,13.2298140478882,0.622061999745903
1935,0.96014353375899,-0.0767983145139955,-0.0165194630071446,0.983616235074559,13.361758350786,0.616558357905585
1936,0.961803588046694,-0.0667959845266995,-0.0065171330198486,0.993504057432894,13.4798010476677,0.61320426040215
1937,0.953946579846185,-0.126105014025029,-0.065826162518178,0.936293613069232,13.6267767457033,0.629079145811021
1938,0.951516349561073,-0.210235485941174,-0.149956634434323,0.860745302322662,13.6116638567899,0.633989364345709
1939,0.95322454816006,-0.148208706280792,-0.0879298547739408,0.915825115230026,13.6587167663366,0.630537992484756
1940,0.964819496778397,-0.0941810650340196,-0.0339022135271687,0.966666026877107,13.7319680279486,0.607110693449235
1941,0.971055455271518,0.00110479698917015,0.061383648496021,1.06330677198906,13.8378277494029,0.594511097780444
1942,0.9661584303663,0.0909883054572851,0.151267156964136,1.16330740224518,13.9026922631932,0.604405412159509
1943,0.957499737899207,0.142882033463981,0.203160884970832,1.22526957985154,13.9769242467327,0.621900080256822
1944,0.954500972409692,0.105213664370649,0.1654925158775,1.17997413161547,14.0261627211121,0.627959009724536
1945,0.949313486995809,0.0397412492529905,0.100020100759841,1.10519313307412,13.9993275260422,0.638440192180252
1946,0.936952590315086,0.0462556668235815,0.106534518330432,1.11241632453723,13.9140477949501,0.663415069811751
1947,0.946322343908504,0.173163775562776,0.233442627069626,1.26294036722254,13.8759021394239,0.644483720777999
1948,0.956172677238913,0.192380711617213,0.252659563124063,1.2874449084979,13.9382883874053,0.624581372598025
1949,0.956981835201496,0.12042126922079,0.180700120727641,1.19805585330115,13.9848466981017,0.622946489496739
1950,0.963649180220953,0.0837176592382441,0.143996510745095,1.1548800788469,14.1370248522106,0.609475288313768
1951,0.959361406406488,0.000308823240265308,0.0605876747471162,1.06246074446404,14.2891212875171,0.618138626346099
1952,0.951723620172256,0.00828324001927796,0.0685620915261288,1.07096712086951,14.3093316705051,0.63357057934292
1953,0.946526175629834,0.0441559850366053,0.104434836543456,1.11008305466041,14.3298171801422,0.644071883964771
1954,0.947532162012058,0.0358504090052123,0.0961292605120631,1.10090135787054,14.3143001043659,0.642039314043351
1955,0.957025212638571,0.108331132610466,0.168609984117317,1.18365840331075,14.3459987436344,0.622858846487424
1956,0.950751101620966,0.0732604060829504,0.133539257589801,1.14286613142424,14.4167611845846,0.635535528362412
1957,0.949057418948957,0.0568600769345935,0.117138928441444,1.12427561269978,14.4446221659645,0.638957571161781
1958,0.948193589793021,-0.0490432947447726,0.0112355567620783,1.01129891268732,14.5048442432039,0.640702916019947
1959,0.954126030339082,0.0185759514391206,0.0788548029459715,1.08204720059796,14.5381624496434,0.628716570650273
1960,0.949208606453917,-0.0218840794315027,0.0383947720753482,1.03914137591421,14.6041969162423,0.638652100649948
1961,0.950850173736354,-0.0211509760482539,0.039127875458597,1.03990345327919,14.620588082638,0.635335355670866
1962,0.954011110175681,-0.0292062919834333,0.0310725595234176,1.03156035069849,14.7035410200429,0.628948763920103
1963,0.957484914929926,-0.022032226482745,0.0382466250241059,1.03898744158629,14.7491936681203,0.621930029689577
1964,0.958911645029099,-0.0407189134129093,0.0195599380939416,1.01975248704929,14.8288252491047,0.619047357779893
1965,0.962218672536038,-0.0527624751343911,0.00751637637245974,1.00754469523663,14.9174509222896,0.61236559273945
1966,0.95843857624346,-0.0602788515068509,0,1,14.990938862077,0.620003181239775
1967,0.954288294096578,-0.0561191858677913,0.00415966563905954,1.00416832905632,15.0093821786341,0.628388720851657
1968,0.954484396882224,-0.0445637553902059,0.015715096116645,1.01583922763341,15.0542245007575,0.627992500156573
1969,0.94755630480452,-0.0289137963608337,0.0313650551460172,1.03186212171671,15.0727548251639,0.641990534144692
1970,0.941772298873681,-0.0200407361027629,0.040238115404088,1.04105863677924,15.0448048769197,0.653676971146293
1971,0.948054702163123,-0.0174862399293246,0.0427926115775263,1.04372141666575,15.0687728999604,0.64098353494678
1972,0.947880102435706,-0.0015088121443264,0.0587700393625245,1.06053133223533,15.1145862552563,0.641336309259143
1973,0.946582141985168,0.0360290376245265,0.0963078891313773,1.10109802792503,15.1378052497354,0.64395880536602
1974,0.9415606405236,-0.0202261798469477,0.0400526716599032,1.0408655968673,15.1844677324358,0.654104621464026
1975,0.951780249778481,-0.0651525861794233,-0.00487373467257241,0.995138122701205,15.2198067054292,0.6334561606626
