"year","theta_t","eps_hat","eps_tilde","mu_hat","yp_hat","omega_t"
1975,0.857921700599808,-0.00198156084452187,0,1,15.2149329707567,0.6334561606626
1976,0.857919557506575,0.0207626224713929,0.0227441833159148,1.02300480437367,15.2604468747207,0.630753371060034
1977,0.85791928035923,0.020832625082635,0.0228141859271569,1.0230764198879,15.3230491968889,0.630403843120234
1978,0.857923838599496,0.0232954737261996,0.0252770345707215,1.02559920760785,15.3805011048702,0.636152526475711
1979,0.857934648003101,0.0137405663906008,0.0157221272351227,1.01584637014449,15.4167388429493,0.649784944902043
1980,0.857938468281296,0.00599032212893916,0.00797188297346103,1.00800374303783,15.4201959687807,0.654602937898175
1981,0.857924605564963,-0.014883019186494,-0.0129014583419722,0.987181408720243,15.4783847708636,0.637119794842787
1982,0.857925243085509,-0.0320463714892845,-0.0300648106447626,0.970382640385867,15.4717285243212,0.637923812080797
1983,0.857918558326381,-0.0196329650955497,-0.0176514042510278,0.982503469201533,15.4891417102186,0.62949324210345
1984,0.857913911608405,-0.0350841260693872,-0.0331025652248653,0.967439328868,15.5832967790803,0.623632973944295
1985,0.857918128139403,-0.0226630636084484,-0.0206815027639265,0.979530892774685,15.6020534872039,0.628950706261489
1986,0.857927093770424,0.0136540382228448,0.0156355990673667,1.01575847462213,15.5854252781594,0.640257827171573
1987,0.857925280843604,0.0392305512867394,0.0412121121312613,1.04207311845498,15.6047124222339,0.637971431188591
1988,0.857923028594651,0.0537227225713999,0.0557042834159218,1.05728498080025,15.6397323101188,0.635130978444682
1989,0.857927384395968,0.0339190959761431,0.035900656820665,1.0365528669185,15.6707273256114,0.640624353315478
1990,0.857930571309807,0.00922235755446241,0.0112039183989843,1.01126691735127,15.704137481742,0.644643570706082
1991,0.857927657243768,-0.00575664732680154,-0.00377508648227967,0.996232030198516,15.7079396074884,0.640968458828616
1992,0.857933397996921,-0.00293802103109573,-0.000956460186573856,0.999043997075674,15.7265646042995,0.648208483525974
1993,0.857928830946644,-0.0266979331708842,-0.0247163723263624,0.975586576142702,15.7727442651839,0.64244868931149
1994,0.857917761544044,-0.00979120805696162,-0.00780964721243974,0.992220768851272,15.8113787526868,0.628488369808008
1995,0.857914726418965,-0.0235614466460709,-0.021579885801549,0.978651294003256,15.8616530217315,0.624660582765844
1996,0.857911762217548,-0.0170711070427524,-0.0150895461982305,0.985023730523492,15.8981826482353,0.620922242011602
1997,0.857911848436114,-0.00819479979607388,-0.00621323895155201,0.993806023303271,15.9425212455071,0.621030977666497
1998,0.857922614941226,0.00861093166306217,0.010592492507584,1.0106487915632,15.9706123618947,0.634609294105485
1999,0.857927238095224,0.00106781879167413,0.003049379636196,1.00305403372377,16.0224917491034,0.640439844250045
2000,0.857937022330153,-0.00745339668482391,-0.00547183584030204,0.99454310738538,16.0727777745054,0.652779358011841
2001,0.857938689068406,-0.0175374515238233,-0.0155558906793014,0.98456447723648,16.0531874925841,0.654881386402621
2002,0.857925827783853,0.0086149522214026,0.0105965130659245,1.01065285494379,16.0249498917927,0.638661211919941
2003,0.857916477550816,-0.0144503846209121,-0.0124688237763903,0.987608589920168,16.0621964756926,0.626869045229268
2004,0.857905662935298,0.00857251381080098,0.0105540746553229,1.01060996535305,16.0800548484862,0.613230053731544
2005,0.857893174289766,0.010648253561637,0.0126298144061588,1.01270990734325,16.1166777625653,0.597479837743853
2006,0.857885523916725,0.0186029189185951,0.0205844797631169,1.02079780135711,16.1439834116286,0.587831471357126
2007,0.857890002614896,0.00450149048670204,0.00648305133122391,1.00650411179593,16.164379262523,0.593479839175833
2008,0.857891671513235,-0.00965737994452238,-0.00767581910000051,0.992353564769606,16.1690958320592,0.595584591788177
2009,0.857889713129553,-0.030762546060418,-0.0287809852158961,0.971629242333744,16.1244943349722,0.593114751011546
2010,0.857872788511558,-0.0384065545871212,-0.0364249937425993,0.964230414498705,16.1740730535683,0.57177005128177
2011,0.857871997629291,-0.0371913319092974,-0.0352097710647755,0.965402881424962,16.2024716643143,0.57077261993538
2012,0.857869928385089,-0.0316495405128501,-0.0296679796683282,0.970767794692092,16.235537922721,0.568162965987683
2013,0.85786909256643,-0.0158943234036694,-0.0139127625591475,0.986183572641448,16.2400358699916,0.567108862532718
2014,0.857870260670128,-0.0261113584993412,-0.0241297976548193,0.976158998385947,16.2832576421596,0.568582031539934
2015,0.857875436716645,-0.000370945713330101,0.00161061513119177,1.00161191286837,16.2892961331831,0.575109869197914
2016,0.85788164817545,-0.00507940976277695,-0.00309784891825508,0.996906944464702,16.2979067176396,0.582943530383766
2017,0.857884195853198,-0.00904482241195401,-0.00706326156743214,0.99296162463749,16.3286002885187,0.586156566953376
2018,0.857883234353378,-0.0149341050403439,-0.012952544195822,0.987130979003207,16.3681807657874,0.584943959084541
2019,0.857885215085672,0.0127223785912701,0.014703939435792,1.01481257415296,16.3678782781853,0.587441985101222
2020,0.857899016591746,-0.0122861112173351,-0.0103045503728132,0.989748359612557,16.3512504215944,0.60484793205077
2021,0.857879087805572,0.0405116701783135,0.0424932310228354,1.04340899353812,16.3935280619558,0.579714486970795
2022,0.857867227518757,0.0542549032819886,0.0562364641265105,1.05784779721936,16.4187655844816,0.56475673366441
2023,0.857868166570904,0.0406061816555825,0.0425877425001044,1.04350761232373,16.4481003144788,0.565941031361275
2024,0.857870694177476,0.0480475426844588,0.0500291035289806,1.05130169252007,16.4634272441479,0.56912875490843
