"run_id","det_tag","cell_id","p","r","q_tag","eig_id","Re","Im","Mod"
1772630521,"SR_const__LR_none","p01_sym_r1_const_none",1,1,"sym",1,1,0,1
1772630521,"SR_const__LR_none","p01_sym_r1_const_none",1,1,"sym",2,0.999999999999999,0,0.999999999999999
1772630521,"SR_const__LR_none","p01_sym_r1_const_none",1,1,"sym",3,0.924655397530099,0,0.924655397530099
1772630521,"SR_const__LR_none","p01_sym_r1_const_none",1,1,"sym",4,0.386945941065419,0,0.386945941065419
1772630521,"SR_const__LR_none","p01_sym_r1_const_none",1,1,"sym",5,0.0567366579533673,0.372523432553015,0.376819261923801
1772630521,"SR_const__LR_none","p01_sym_r1_const_none",1,1,"sym",6,0.0567366579533673,-0.372523432553015,0.376819261923801
1772630521,"SR_const__LR_none","p01_sym_r2_const_none",1,2,"sym",1,1,0,1
1772630521,"SR_const__LR_none","p01_sym_r2_const_none",1,2,"sym",2,0.950915583357735,0,0.950915583357735
1772630521,"SR_const__LR_none","p01_sym_r2_const_none",1,2,"sym",3,0.747155423936188,0,0.747155423936188
1772630521,"SR_const__LR_none","p01_sym_r2_const_none",1,2,"sym",4,0.148638273963407,0.365520234336707,0.394586338076196
1772630521,"SR_const__LR_none","p01_sym_r2_const_none",1,2,"sym",5,0.148638273963407,-0.365520234336707,0.394586338076196
1772630521,"SR_const__LR_none","p01_sym_r2_const_none",1,2,"sym",6,0.360700189860616,0,0.360700189860616
1772630521,"SR_const__LR_none","p01_Y_only_r1_const_none",1,1,"Y_only",1,1.01918862407835,0,1.01918862407835
1772630521,"SR_const__LR_none","p01_Y_only_r1_const_none",1,1,"Y_only",2,1,0,1
1772630521,"SR_const__LR_none","p01_Y_only_r1_const_none",1,1,"Y_only",3,1,0,1
1772630521,"SR_const__LR_none","p01_Y_only_r1_const_none",1,1,"Y_only",4,-0.0662907904743462,0,0.0662907904743462
1772630521,"SR_const__LR_none","p01_Y_only_r1_const_none",1,1,"Y_only",5,0,0,0
1772630521,"SR_const__LR_none","p01_Y_only_r1_const_none",1,1,"Y_only",6,0,0,0
1772630521,"SR_const__LR_none","p01_Y_only_r2_const_none",1,2,"Y_only",1,1.02593810791459,0,1.02593810791459
1772630521,"SR_const__LR_none","p01_Y_only_r2_const_none",1,2,"Y_only",2,1,0,1
1772630521,"SR_const__LR_none","p01_Y_only_r2_const_none",1,2,"Y_only",3,0.82856163478223,0,0.82856163478223
1772630521,"SR_const__LR_none","p01_Y_only_r2_const_none",1,2,"Y_only",4,-0.122104371493391,0,0.122104371493391
1772630521,"SR_const__LR_none","p01_Y_only_r2_const_none",1,2,"Y_only",5,0,0,0
1772630521,"SR_const__LR_none","p01_Y_only_r2_const_none",1,2,"Y_only",6,0,0,0
1772630521,"SR_const__LR_none","p01_K_only_r1_const_none",1,1,"K_only",1,1,0,1
1772630521,"SR_const__LR_none","p01_K_only_r1_const_none",1,1,"K_only",2,1,0,1
1772630521,"SR_const__LR_none","p01_K_only_r1_const_none",1,1,"K_only",3,0.931032923047075,0,0.931032923047075
1772630521,"SR_const__LR_none","p01_K_only_r1_const_none",1,1,"K_only",4,0.251304258830448,0,0.251304258830448
1772630521,"SR_const__LR_none","p01_K_only_r1_const_none",1,1,"K_only",5,0,0,0
1772630521,"SR_const__LR_none","p01_K_only_r1_const_none",1,1,"K_only",6,0,0,0
1772630521,"SR_const__LR_none","p01_K_only_r2_const_none",1,2,"K_only",1,1,0,1
1772630521,"SR_const__LR_none","p01_K_only_r2_const_none",1,2,"K_only",2,0.941684703966383,0,0.941684703966383
1772630521,"SR_const__LR_none","p01_K_only_r2_const_none",1,2,"K_only",3,0.80141252857061,0,0.80141252857061
1772630521,"SR_const__LR_none","p01_K_only_r2_const_none",1,2,"K_only",4,0.255171325306911,0,0.255171325306911
1772630521,"SR_const__LR_none","p01_K_only_r2_const_none",1,2,"K_only",5,0,0,0
1772630521,"SR_const__LR_none","p01_K_only_r2_const_none",1,2,"K_only",6,0,0,0
1772630521,"SR_const__LR_none","p01_E_only_r1_const_none",1,1,"E_only",1,1.02890711612766,0,1.02890711612766
1772630521,"SR_const__LR_none","p01_E_only_r1_const_none",1,1,"E_only",2,1,0,1
1772630521,"SR_const__LR_none","p01_E_only_r1_const_none",1,1,"E_only",3,0.999999999999999,0,0.999999999999999
1772630521,"SR_const__LR_none","p01_E_only_r1_const_none",1,1,"E_only",4,0.0696297117804955,0,0.0696297117804955
1772630521,"SR_const__LR_none","p01_E_only_r1_const_none",1,1,"E_only",5,0,0,0
1772630521,"SR_const__LR_none","p01_E_only_r1_const_none",1,1,"E_only",6,0,0,0
1772630521,"SR_const__LR_none","p01_E_only_r2_const_none",1,2,"E_only",1,1.02159719094431,0,1.02159719094431
1772630521,"SR_const__LR_none","p01_E_only_r2_const_none",1,2,"E_only",2,0.999999999999994,0,0.999999999999994
1772630521,"SR_const__LR_none","p01_E_only_r2_const_none",1,2,"E_only",3,0.766113368687625,0,0.766113368687625
1772630521,"SR_const__LR_none","p01_E_only_r2_const_none",1,2,"E_only",4,0.277721845757686,0,0.277721845757686
1772630521,"SR_const__LR_none","p01_E_only_r2_const_none",1,2,"E_only",5,0,0,0
1772630521,"SR_const__LR_none","p01_E_only_r2_const_none",1,2,"E_only",6,0,0,0
1772630521,"SR_const__LR_none","p01_Y_short_r1_const_none",1,1,"Y_short",1,1,0,1
1772630521,"SR_const__LR_none","p01_Y_short_r1_const_none",1,1,"Y_short",2,0.999999999999999,0,0.999999999999999
1772630521,"SR_const__LR_none","p01_Y_short_r1_const_none",1,1,"Y_short",3,0.924655397530099,0,0.924655397530099
1772630521,"SR_const__LR_none","p01_Y_short_r1_const_none",1,1,"Y_short",4,0.386945941065419,0,0.386945941065419
1772630521,"SR_const__LR_none","p01_Y_short_r1_const_none",1,1,"Y_short",5,0.0567366579533673,0.372523432553015,0.376819261923801
1772630521,"SR_const__LR_none","p01_Y_short_r1_const_none",1,1,"Y_short",6,0.0567366579533673,-0.372523432553015,0.376819261923801
1772630521,"SR_const__LR_none","p01_Y_short_r2_const_none",1,2,"Y_short",1,1,0,1
1772630521,"SR_const__LR_none","p01_Y_short_r2_const_none",1,2,"Y_short",2,0.950915583357735,0,0.950915583357735
1772630521,"SR_const__LR_none","p01_Y_short_r2_const_none",1,2,"Y_short",3,0.747155423936188,0,0.747155423936188
1772630521,"SR_const__LR_none","p01_Y_short_r2_const_none",1,2,"Y_short",4,0.148638273963407,0.365520234336707,0.394586338076196
1772630521,"SR_const__LR_none","p01_Y_short_r2_const_none",1,2,"Y_short",5,0.148638273963407,-0.365520234336707,0.394586338076196
1772630521,"SR_const__LR_none","p01_Y_short_r2_const_none",1,2,"Y_short",6,0.360700189860616,0,0.360700189860616
1772630521,"SR_const__LR_none","p01_K_short_r1_const_none",1,1,"K_short",1,1,0,1
1772630521,"SR_const__LR_none","p01_K_short_r1_const_none",1,1,"K_short",2,0.999999999999999,0,0.999999999999999
1772630521,"SR_const__LR_none","p01_K_short_r1_const_none",1,1,"K_short",3,0.924655397530099,0,0.924655397530099
1772630521,"SR_const__LR_none","p01_K_short_r1_const_none",1,1,"K_short",4,0.386945941065419,0,0.386945941065419
1772630521,"SR_const__LR_none","p01_K_short_r1_const_none",1,1,"K_short",5,0.0567366579533673,0.372523432553015,0.376819261923801
1772630521,"SR_const__LR_none","p01_K_short_r1_const_none",1,1,"K_short",6,0.0567366579533673,-0.372523432553015,0.376819261923801
1772630521,"SR_const__LR_none","p01_K_short_r2_const_none",1,2,"K_short",1,1,0,1
1772630521,"SR_const__LR_none","p01_K_short_r2_const_none",1,2,"K_short",2,0.950915583357735,0,0.950915583357735
1772630521,"SR_const__LR_none","p01_K_short_r2_const_none",1,2,"K_short",3,0.747155423936188,0,0.747155423936188
1772630521,"SR_const__LR_none","p01_K_short_r2_const_none",1,2,"K_short",4,0.148638273963407,0.365520234336707,0.394586338076196
1772630521,"SR_const__LR_none","p01_K_short_r2_const_none",1,2,"K_short",5,0.148638273963407,-0.365520234336707,0.394586338076196
