"run_id","det_tag","cell_id","p","r","q_tag","eig_id","Re","Im","Mod"
1772630511,"SR_none__LR_both","p01_sym_r1_none_both",1,1,"sym",1,1.02254646809211,0,1.02254646809211
1772630511,"SR_none__LR_both","p01_sym_r1_none_both",1,1,"sym",2,1.00000000000001,0,1.00000000000001
1772630511,"SR_none__LR_both","p01_sym_r1_none_both",1,1,"sym",3,0.999999999999999,0,0.999999999999999
1772630511,"SR_none__LR_both","p01_sym_r1_none_both",1,1,"sym",4,0.426973424892883,0,0.426973424892883
1772630511,"SR_none__LR_both","p01_sym_r1_none_both",1,1,"sym",5,0.248601111180988,0.314642100829846,0.401001451487449
1772630511,"SR_none__LR_both","p01_sym_r1_none_both",1,1,"sym",6,0.248601111180988,-0.314642100829846,0.401001451487449
1772630511,"SR_none__LR_both","p01_sym_r2_none_both",1,2,"sym",1,1,0,1
1772630511,"SR_none__LR_both","p01_sym_r2_none_both",1,2,"sym",2,0.98644732834408,0,0.98644732834408
1772630511,"SR_none__LR_both","p01_sym_r2_none_both",1,2,"sym",3,0.168823051103543,0.662463278652177,0.683636466366812
1772630511,"SR_none__LR_both","p01_sym_r2_none_both",1,2,"sym",4,0.168823051103543,-0.662463278652177,0.683636466366812
1772630511,"SR_none__LR_both","p01_sym_r2_none_both",1,2,"sym",5,0.490484936515871,0,0.490484936515871
1772630511,"SR_none__LR_both","p01_sym_r2_none_both",1,2,"sym",6,0.314694555939198,0,0.314694555939198
1772630511,"SR_none__LR_both","p01_Y_only_r1_none_both",1,1,"Y_only",1,1.13068602920366,0,1.13068602920366
1772630511,"SR_none__LR_both","p01_Y_only_r1_none_both",1,1,"Y_only",2,1,0,1
1772630511,"SR_none__LR_both","p01_Y_only_r1_none_both",1,1,"Y_only",3,1,0,1
1772630511,"SR_none__LR_both","p01_Y_only_r1_none_both",1,1,"Y_only",4,0.108259467781373,0,0.108259467781373
1772630511,"SR_none__LR_both","p01_Y_only_r1_none_both",1,1,"Y_only",5,0,0,0
1772630511,"SR_none__LR_both","p01_Y_only_r1_none_both",1,1,"Y_only",6,0,0,0
1772630511,"SR_none__LR_both","p01_Y_only_r2_none_both",1,2,"Y_only",1,1.07543112824212,0,1.07543112824212
1772630511,"SR_none__LR_both","p01_Y_only_r2_none_both",1,2,"Y_only",2,1,0,1
1772630511,"SR_none__LR_both","p01_Y_only_r2_none_both",1,2,"Y_only",3,0.579076378649376,0,0.579076378649376
1772630511,"SR_none__LR_both","p01_Y_only_r2_none_both",1,2,"Y_only",4,-0.0180675498375684,0,0.0180675498375684
1772630511,"SR_none__LR_both","p01_Y_only_r2_none_both",1,2,"Y_only",5,0,0,0
1772630511,"SR_none__LR_both","p01_Y_only_r2_none_both",1,2,"Y_only",6,0,0,0
1772630511,"SR_none__LR_both","p01_K_only_r1_none_both",1,1,"K_only",1,1.04480182483134,0,1.04480182483134
1772630511,"SR_none__LR_both","p01_K_only_r1_none_both",1,1,"K_only",2,1,0,1
1772630511,"SR_none__LR_both","p01_K_only_r1_none_both",1,1,"K_only",3,0.999999999999995,0,0.999999999999995
1772630511,"SR_none__LR_both","p01_K_only_r1_none_both",1,1,"K_only",4,0.550740047885184,0,0.550740047885184
1772630511,"SR_none__LR_both","p01_K_only_r1_none_both",1,1,"K_only",5,0,0,0
1772630511,"SR_none__LR_both","p01_K_only_r1_none_both",1,1,"K_only",6,0,0,0
1772630511,"SR_none__LR_both","p01_K_only_r2_none_both",1,2,"K_only",1,0.999999999999995,0,0.999999999999995
1772630511,"SR_none__LR_both","p01_K_only_r2_none_both",1,2,"K_only",2,0.98853265558577,0,0.98853265558577
1772630511,"SR_none__LR_both","p01_K_only_r2_none_both",1,2,"K_only",3,0.435084041525616,0.122632629305018,0.452036375705015
1772630511,"SR_none__LR_both","p01_K_only_r2_none_both",1,2,"K_only",4,0.435084041525616,-0.122632629305018,0.452036375705015
1772630511,"SR_none__LR_both","p01_K_only_r2_none_both",1,2,"K_only",5,0,0,0
1772630511,"SR_none__LR_both","p01_K_only_r2_none_both",1,2,"K_only",6,0,0,0
1772630511,"SR_none__LR_both","p01_E_only_r1_none_both",1,1,"E_only",1,1.20909196848569,0,1.20909196848569
1772630511,"SR_none__LR_both","p01_E_only_r1_none_both",1,1,"E_only",2,1,0,1
1772630511,"SR_none__LR_both","p01_E_only_r1_none_both",1,1,"E_only",3,1,0,1
1772630511,"SR_none__LR_both","p01_E_only_r1_none_both",1,1,"E_only",4,0.0774341161045751,0,0.0774341161045751
1772630511,"SR_none__LR_both","p01_E_only_r1_none_both",1,1,"E_only",5,0,0,0
1772630511,"SR_none__LR_both","p01_E_only_r1_none_both",1,1,"E_only",6,0,0,0
1772630511,"SR_none__LR_both","p01_E_only_r2_none_both",1,2,"E_only",1,1.05994311200733,0,1.05994311200733
