"year","window","omega_t","omega_c_t","theta_t","fitted","residual"
2007,"Full sample",0.593479839175833,-0.0292984364475211,0.863565928544883,16.1519924255709,0.0188698882833798
2008,"Full sample",0.595584591788177,-0.0271936838351771,0.863654998818158,16.1369660514562,0.024453961503021
2009,"Full sample",0.593114751011546,-0.0296635246118081,0.863550478509391,16.1062554524162,-0.0105421026599031
2010,"Full sample",0.57177005128177,-0.051008224341584,0.862647199793046,16.1540701101705,-0.0164220503448017
2011,"Full sample",0.57077261993538,-0.0520056556879741,0.862604989852516,16.1812679354368,-0.0140060421873587
2012,"Full sample",0.568162965987683,-0.0546153096356711,0.862494552840151,16.244157599409,-0.0382876563563348
2013,"Full sample",0.567108862532718,-0.0556694130906361,0.862449944612922,16.2827271667253,-0.0566040592928423
2014,"Full sample",0.568582031539934,-0.0541962440834201,0.862512287125426,16.3320795398988,-0.0729516953940648
2015,"Full sample",0.575109869197914,-0.0476684064254401,0.862788536353331,16.3670850971653,-0.0761783488510271
2016,"Full sample",0.582943530383766,-0.0398347452395881,0.863120046260231,16.3611007715334,-0.0662919028121027
2017,"Full sample",0.586156566953376,-0.036621708669978,0.863256017606041,16.367011014735,-0.0454739877838142
2018,"Full sample",0.584943959084541,-0.0378343165388131,0.863204701687192,16.4426548963356,-0.0874266747440262
2019,"Full sample",0.587441985101222,-0.0353362905221321,0.863310414757056,16.3995931805504,-0.0170109629293815
2020,"Full sample",0.60484793205077,-0.0179303435725841,0.864047010802744,16.2879008473296,0.0530450238919917
2021,"Full sample",0.579714486970795,-0.0430637886525591,0.86298339752654,16.3551480158085,0.0808732771700749
2022,"Full sample",0.56475673366441,-0.058021541958944,0.862350405712317,16.4051434314036,0.0698586172044806
1932,"Pre-1974 (<= 1973)",0.677734147194899,0.0457644250926622,0.926313276145914,13.0748472492084,0.009840171000068
1933,"Pre-1974 (<= 1973)",0.664517937219731,0.0325482151174942,0.930171299141958,13.1692608236885,-0.0858119990265654
1934,"Pre-1974 (<= 1973)",0.622061999745903,-0.00990772235633375,0.942564866087427,13.3235660011567,-0.0619090091825044
1935,"Pre-1974 (<= 1973)",0.616558357905585,-0.0154113641966518,0.94417146713431,13.4371532815667,-0.0919143937878928
1936,"Pre-1974 (<= 1973)",0.61320426040215,-0.0187654617000867,0.945150581821769,13.540331374199,-0.067047459551179
1937,"Pre-1974 (<= 1973)",0.629079145811021,-0.00289057629121581,0.940516448959015,13.7039741886198,-0.143023605434757
1938,"Pre-1974 (<= 1973)",0.633989364345709,0.00201964224347218,0.939083077662855,13.6435450473667,-0.181837825011101
1939,"Pre-1974 (<= 1973)",0.630537992484756,-0.00143172961748084,0.940090588290522,13.6261152923626,-0.0553283807999645
1940,"Pre-1974 (<= 1973)",0.607110693449235,-0.0248590286530018,0.946929391440899,13.7395928627365,-0.041527048315118
1941,"Pre-1974 (<= 1973)",0.594511097780444,-0.0374586243217928,0.950607414862317,13.9186360208505,-0.019424622951524
1942,"Pre-1974 (<= 1973)",0.604405412159509,-0.0275643099427277,0.94771910630213,13.9818833931311,0.07207602702633
1943,"Pre-1974 (<= 1973)",0.621900080256822,-0.0100696418454148,0.942612132975102,14.0274765192076,0.152608612495967
1944,"Pre-1974 (<= 1973)",0.627959009724536,-0.00401071237770079,0.940843434591695,14.1411120115656,0.0505432254239984
1945,"Pre-1974 (<= 1973)",0.638440192180252,0.00647047007801527,0.937783809856929,14.0878303527498,0.011517274052241
1946,"Pre-1974 (<= 1973)",0.663415069811751,0.0314453477095142,0.930493243771286,13.9290042589372,0.0915780543433594
1947,"Pre-1974 (<= 1973)",0.644483720777999,0.0125139986757622,0.936019607233698,13.9422078744632,0.167136892030289
1948,"Pre-1974 (<= 1973)",0.624581372598025,-0.00738834950421174,0.941829420871487,13.9997053829126,0.191242567616756
1949,"Pre-1974 (<= 1973)",0.622946489496739,-0.00902323260549776,0.9423066693877,14.0292455212298,0.136301297599582
1950,"Pre-1974 (<= 1973)",0.609475288313768,-0.0224944337884688,0.946239128394168,14.2117159115827,0.0693054513729747
1951,"Pre-1974 (<= 1973)",0.618138626346099,-0.0138310957561378,0.943710161510771,14.3676292941625,-0.0179203318982634
1952,"Pre-1974 (<= 1973)",0.63357057934292,0.00160085724068326,0.939205327700816,14.3777907518795,0.000103010151700745
1953,"Pre-1974 (<= 1973)",0.644071883964771,0.0121021618625342,0.936139828984037,14.3696222048288,0.064629811856912
1954,"Pre-1974 (<= 1973)",0.642039314043351,0.0100695919411142,0.936733168641369,14.389610390368,0.0208189745099888
1955,"Pre-1974 (<= 1973)",0.622858846487424,-0.00911087561481283,0.942332253783378,14.4500572646674,0.0645514630843553
1956,"Pre-1974 (<= 1973)",0.635535528362412,0.00356580626017522,0.938631727665897,14.4784108614497,0.0718895807246363
1957,"Pre-1974 (<= 1973)",0.638957571161781,0.00698784905954419,0.937632778660227,14.5272019026919,0.0345591917140311
1958,"Pre-1974 (<= 1973)",0.640702916019947,0.00873319391771021,0.937123284591089,14.5817131307976,-0.065633330831704
1959,"Pre-1974 (<= 1973)",0.628716570650273,-0.00325315145196381,0.940622290445386,14.6266751908876,-0.00965793829824927
1960,"Pre-1974 (<= 1973)",0.638652100649948,0.00668237854771125,0.937721950386575,14.6552078480951,-0.0126161597775187
1961,"Pre-1974 (<= 1973)",0.635335355670866,0.00336563356862918,0.938690161274973,14.668952902492,-0.00923694439544316
1962,"Pre-1974 (<= 1973)",0.628948763920103,-0.00302095818213377,0.940554509517554,14.7399383723434,-0.00532479277705926
1963,"Pre-1974 (<= 1973)",0.621930029689577,-0.0100396924126598,0.942603390256841,14.7719221524032,0.0155181407412916
1964,"Pre-1974 (<= 1973)",0.619047357779893,-0.0129223643223438,0.943444888276205,14.8438004601369,0.00458472706167638
1965,"Pre-1974 (<= 1973)",0.61236559273945,-0.0196041293627868,0.945395402321353,14.9565626207735,-0.0315953221114416
1966,"Pre-1974 (<= 1973)",0.620003181239775,-0.0119665408624617,0.943165868126305,15.0285758314935,-0.0376369694164624
1967,"Pre-1974 (<= 1973)",0.628388720851657,-0.00358100125057981,0.940717995043352,15.0743733136674,-0.0608314693943208
1968,"Pre-1974 (<= 1973)",0.627992500156573,-0.00397722194566374,0.940833658199129,15.1577349848101,-0.087795387935922
1969,"Pre-1974 (<= 1973)",0.641990534144692,0.0100208120424552,0.936747408273694,15.1451590457649,-0.0410391654550072
1970,"Pre-1974 (<= 1973)",0.653676971146293,0.0217072490440562,0.933335950467053,15.1205413119177,-0.03549831959388
1971,"Pre-1974 (<= 1973)",0.64098353494678,0.00901381284454317,0.937041367439736,15.1777595083982,-0.0661939968602794
1977,"Post-1973 (>= 1974)",0.630403843120234,0.0157356673311881,0.862036230226161,15.3200054068162,0.0258579759999124
1978,"Post-1973 (>= 1974)",0.636152526475711,0.0214843506866651,0.862204471110726,15.387418079681,0.0183600597600063
1979,"Post-1973 (>= 1974)",0.649784944902043,0.0351167691129971,0.862603437272711,15.4060063817765,0.0264545884079039
1980,"Post-1973 (>= 1974)",0.654602937898175,0.0399347621091292,0.862744440586579,15.4181007712695,0.0100670804846587
1981,"Post-1973 (>= 1974)",0.637119794842787,0.0224516190537412,0.862232779172872,15.4769378393771,-0.0114545268553954
1982,"Post-1973 (>= 1974)",0.637923812080797,0.0232556362917511,0.862256309529819,15.4580339584037,-0.0163702447273377
1983,"Post-1973 (>= 1974)",0.62949324210345,0.0148250663144042,0.862009580589874,15.4920862914994,-0.0205959855318514
1984,"Post-1973 (>= 1974)",0.623632973944295,0.00896479815524909,0.861838074066047,15.5782877472675,-0.0280935334120218
1985,"Post-1973 (>= 1974)",0.628950706261489,0.0142825304724431,0.861993702743711,15.6028534974842,-0.0214815130441752
1986,"Post-1973 (>= 1974)",0.640257827171573,0.0255896513825271,0.862324616781963,15.5862098798947,0.0148509973321238
1987,"Post-1973 (>= 1974)",0.637971431188591,0.0233032553995451,0.862257703149944,15.6153991535517,0.030525380813468
1988,"Post-1973 (>= 1974)",0.635130978444682,0.0204628026556362,0.862174574500713,15.6568569318479,0.0385796616868562
1989,"Post-1973 (>= 1974)",0.640624353315478,0.0259561775264321,0.86233534353083,15.6850039677611,0.0216240146709994
1990,"Post-1973 (>= 1974)",0.644643570706082,0.0299753949170362,0.862452969889291,15.7111015682638,0.00423983187715226
1991,"Post-1973 (>= 1974)",0.640968458828616,0.0263002830395701,0.862345414117838,15.7338681155481,-0.0297035945419758
1992,"Post-1973 (>= 1974)",0.648208483525974,0.0335403077369282,0.862557300576708,15.7347562554808,-0.00914811136793542
1993,"Post-1973 (>= 1974)",0.64244868931149,0.0277805135224442,0.862388734521902,15.7717680646135,-0.0237401717559446
1994,"Post-1973 (>= 1974)",0.628488369808008,0.0138201940189622,0.8619801720117,15.8214609901743,-0.0178918846998838
1995,"Post-1973 (>= 1974)",0.624660582765844,0.00999240697679815,0.861868148051068,15.8516726229549,-0.0115994870249123
1996,"Post-1973 (>= 1974)",0.620922242011602,0.00625406622255609,0.861758741824214,15.8954900673611,-0.0123969653240162
1997,"Post-1973 (>= 1974)",0.621030977666497,0.00636280187745109,0.86176192408033,15.9443190976377,-0.00801109108208731
1998,"Post-1973 (>= 1974)",0.634609294105485,0.0199411183164391,0.86215930689433,15.9699052378668,0.0112996165355612
1999,"Post-1973 (>= 1974)",0.640439844250045,0.0257716684609991,0.862329943691169,16.0378768979189,-0.0123357691793222
2000,"Post-1973 (>= 1974)",0.652779358011841,0.0381111822227951,0.862691071723801,16.0708431125939,-0.00353717392881397
2001,"Post-1973 (>= 1974)",0.654881386402621,0.0402132106135751,0.862752589656513,16.0467018488001,-0.00907024689537976
2002,"Post-1973 (>= 1974)",0.638661211919941,0.0239930361308951,0.862277890262927,16.0415610243977,-0.0060146195390753
2003,"Post-1973 (>= 1974)",0.626869045229268,0.0122008694402221,0.861932780881822,16.0524431606378,-0.00271550872163047
2004,"Post-1973 (>= 1974)",0.613230053731544,-0.00143812205750182,0.861533622352424,16.0726663392134,0.0179425839280879
2005,"Post-1973 (>= 1974)",0.597479837743853,-0.0171883380451928,0.861072676757406,16.1083501634047,0.0209574135667748
2006,"Post-1973 (>= 1974)",0.587831471357126,-0.0268367044319199,0.860790307805225,16.1450513671599,0.0195165242318371
2007,"Post-1973 (>= 1974)",0.593479839175833,-0.0211883366132128,0.860955612856731,16.1596842891999,0.0111780246544068
2008,"Post-1973 (>= 1974)",0.595584591788177,-0.0190835840008688,0.861017210516472,16.1533846690313,0.00803534392789617
2009,"Post-1973 (>= 1974)",0.593114751011546,-0.0215534247774999,0.860944928191755,16.1229707889945,-0.0272574392382876
2010,"Post-1973 (>= 1974)",0.57177005128177,-0.0428981245072758,0.860320254515845,16.1732689961953,-0.0356209363695753
2011,"Post-1973 (>= 1974)",0.57077261993538,-0.0438955558536659,0.860291063704379,16.1943775654755,-0.0271156722259841
2012,"Post-1973 (>= 1974)",0.568162965987683,-0.0465052098013629,0.860214689609404,16.2170448160878,-0.0111748730351917
2013,"Post-1973 (>= 1974)",0.567108862532718,-0.0475593132563279,0.860183840232822,16.2411951250142,-0.0150720175817873
2014,"Post-1973 (>= 1974)",0.568582031539934,-0.0460861442491118,0.860226953975841,16.2741293946461,-0.0150015501413282
2015,"Post-1973 (>= 1974)",0.575109869197914,-0.0395583065911319,0.860417997579039,16.2884271058936,0.00247964242063261
2016,"Post-1973 (>= 1974)",0.582943530383766,-0.0317246454052799,0.86064725739486,16.2961634334874,-0.00135456476613151
2017,"Post-1973 (>= 1974)",0.586156566953376,-0.0285116088356698,0.860741290076986,16.3295633103004,-0.00802628334912228
2018,"Post-1973 (>= 1974)",0.584943959084541,-0.0297242167045049,0.860705801912503,16.3716966684857,-0.0164684468941311
2019,"Post-1973 (>= 1974)",0.587441985101222,-0.0272261906878238,0.86077890910605,16.3777879972541,0.00479422036695936
2020,"Post-1973 (>= 1974)",0.60484793205077,-0.00982024373827584,0.861288311299631,16.3292791159423,0.0116667552792169
2021,"Post-1973 (>= 1974)",0.579714486970795,-0.0349536888182509,0.860552756256686,16.3884483143898,0.0475729785888392
2022,"Post-1973 (>= 1974)",0.56475673366441,-0.0499114421246358,0.860115002863124,16.4197525319081,0.0552495167000046
1948,"Fordist core (1945-1973)",0.624581372598025,-0.0086097904060537,0.835065446447604,14.1931151300077,-0.00216717947842629
1949,"Fordist core (1945-1973)",0.622946489496739,-0.0102446735073397,0.835048955763962,14.1755001778335,-0.00995335900416721
1950,"Fordist core (1945-1973)",0.609475288313768,-0.0237158746903108,0.834913074906904,14.2746222557055,0.00639910725019712
1951,"Fordist core (1945-1973)",0.618138626346099,-0.0150525366579798,0.835000459972336,14.3588859892211,-0.00917702695695023
1952,"Fordist core (1945-1973)",0.63357057934292,0.00037941633884131,0.835156118474558,14.3821632844636,-0.0042695224324359
1953,"Fordist core (1945-1973)",0.644071883964771,0.0108807209606923,0.835262042679301,14.4367532775419,-0.00250126085624871
1954,"Fordist core (1945-1973)",0.642039314043351,0.00884815103927228,0.835241540621675,14.408979874038,0.0014494908399598
1955,"Fordist core (1945-1973)",0.622858846487424,-0.0103323165166548,0.835048071729416,14.4969531736764,0.0176555540753233
1956,"Fordist core (1945-1973)",0.635535528362412,0.00234436535833327,0.835175938455955,14.5399590670342,0.0103413751402139
1957,"Fordist core (1945-1973)",0.638957571161781,0.00576640815770224,0.835210455801673,14.5566909511689,0.00507014323701833
1958,"Fordist core (1945-1973)",0.640702916019947,0.00751175301586826,0.835228060687234,14.5216262059462,-0.00554640598025492
1959,"Fordist core (1945-1973)",0.628716570650273,-0.00447459235380576,0.835107157223638,14.6258084707638,-0.00879121817442152
1960,"Fordist core (1945-1973)",0.638652100649948,0.0054609376458693,0.835207374592033,14.6430826209467,-0.000490932629089758
1961,"Fordist core (1945-1973)",0.635335355670866,0.00214419266678723,0.835173919360812,14.6637232341356,-0.00400727603900604
1962,"Fordist core (1945-1973)",0.628948763920103,-0.00424239908397572,0.835109499302869,14.7225528232936,0.0120607562727104
1963,"Fordist core (1945-1973)",0.621930029689577,-0.0112611333145017,0.835038702971513,14.7773900699567,0.010050223187721
1964,"Fordist core (1945-1973)",0.619047357779893,-0.0141438052241858,0.835009626133867,14.8506358114872,-0.0022506242886009
1965,"Fordist core (1945-1973)",0.61236559273945,-0.0208255702646287,0.834942228731956,14.9400597488373,-0.015092450175212
1966,"Fordist core (1945-1973)",0.620003181239775,-0.0131879817643037,0.835019267301656,14.9931979234185,-0.00225906134151651
1967,"Fordist core (1945-1973)",0.628388720851657,-0.00480244215242176,0.835103850279363,14.9987469134912,0.0147949307819526
1968,"Fordist core (1945-1973)",0.627992500156573,-0.0051986628475057,0.83509985369384,15.067971362867,0.00196823400715184
1969,"Fordist core (1945-1973)",0.641990534144692,0.00879937114061324,0.835241048590241,15.1047539393738,-0.000634059063935569
1970,"Fordist core (1945-1973)",0.653676971146293,0.0204858081422142,0.83535892694824,15.0829672562546,0.00207573606912383
1971,"Fordist core (1945-1973)",0.64098353494678,0.00779237194270122,0.835230891224746,15.126290685979,-0.0147251744411066
1943,"Deep comparison (1940-1978)",0.621900080256822,-0.00895377982706091,0.810669725524921,14.1162215466992,0.063863585004379
1944,"Deep comparison (1940-1978)",0.627959009724536,-0.00289485035934689,0.808991428519074,14.159670387968,0.0319848490215624
1945,"Deep comparison (1940-1978)",0.638440192180252,0.00758633209636916,0.806088186745607,14.0948101409523,0.00453748584979366
1946,"Deep comparison (1940-1978)",0.663415069811751,0.0325612097278681,0.799170254696112,14.0428474483618,-0.0222651350813048
1947,"Deep comparison (1940-1978)",0.644483720777999,0.0136298606941161,0.804414155713492,14.0783725058444,0.0309722606490879
1948,"Deep comparison (1940-1978)",0.624581372598025,-0.00627248748585785,0.809927019254445,14.1463229268748,0.0446250236545724
1949,"Deep comparison (1940-1978)",0.622946489496739,-0.00790737058714386,0.810379874734678,14.1536041962023,0.01194262262702
1950,"Deep comparison (1940-1978)",0.609475288313768,-0.0213785717701149,0.814111338639483,14.3081099049951,-0.0270885420394776
1951,"Deep comparison (1940-1978)",0.618138626346099,-0.0127152337377839,0.811711631833557,14.4063738268754,-0.0566648646112073
1952,"Deep comparison (1940-1978)",0.63357057934292,0.00271671925903716,0.807437048238066,14.4001911618944,-0.0222973998632314
1953,"Deep comparison (1940-1978)",0.644071883964771,0.0132180238808881,0.804528232712444,14.4535867285199,-0.0193347118342108
1954,"Deep comparison (1940-1978)",0.642039314043351,0.0111854539594681,0.805091245705328,14.4223645635347,-0.0119351986567316
1955,"Deep comparison (1940-1978)",0.622858846487424,-0.00799501359645893,0.810404151465559,14.4805618518947,0.0340468758570305
1956,"Deep comparison (1940-1978)",0.635535528362412,0.00468166827852912,0.806892765939745,14.5422169586662,0.0080834835081926
1957,"Deep comparison (1940-1978)",0.638957571161781,0.00810371107789809,0.805944875026892,14.5780590279883,-0.0162979335823784
1958,"Deep comparison (1940-1978)",0.640702916019947,0.00984905593606411,0.805461422122342,14.5783147579804,-0.0622349580144365
1959,"Deep comparison (1940-1978)",0.628716570650273,-0.00213728943360991,0.808781587450584,14.6718884403652,-0.054871187775823
1960,"Deep comparison (1940-1978)",0.638652100649948,0.00779824056606515,0.806029489024813,14.6782084575656,-0.0356167692479551
1961,"Deep comparison (1940-1978)",0.635335355670866,0.00448149558698308,0.806948212901236,14.6872760763652,-0.0275601182686674
1962,"Deep comparison (1940-1978)",0.628948763920103,-0.00190509616377987,0.808717270928728,14.7606995920701,-0.0260860125037705
1963,"Deep comparison (1940-1978)",0.621930029689577,-0.00892383039430589,0.810661429662824,14.7721810159972,0.0152592771472591
1964,"Deep comparison (1940-1978)",0.619047357779893,-0.0118065023039899,0.811459917194431,14.8280774211255,0.0203077660730759
1965,"Deep comparison (1940-1978)",0.61236559273945,-0.0184882673444329,0.813310736934272,14.9220726114145,0.00289468724755908
1966,"Deep comparison (1940-1978)",0.620003181239775,-0.0108506788441078,0.811195158269709,14.9811700829879,0.00976877908908378
1967,"Deep comparison (1940-1978)",0.628388720851657,-0.00246513923222591,0.808872400413223,14.9948802481314,0.0186615961417419
1968,"Deep comparison (1940-1978)",0.627992500156573,-0.00286135992730985,0.808982151815638,15.081203912811,-0.0112643159368486
1969,"Deep comparison (1940-1978)",0.641990534144692,0.0111366740608091,0.805104757524256,15.0975145312176,0.00660534909226915
1970,"Deep comparison (1940-1978)",0.653676971146293,0.0228231110624101,0.801867665504401,15.070333292469,0.0147096998548004
1971,"Deep comparison (1940-1978)",0.64098353494678,0.0101296748628971,0.80538369190495,15.1068446889818,0.00472082255613377
1972,"Deep comparison (1940-1978)",0.641336309259143,0.0104824491752601,0.805285974960838,15.1516116290224,0.0217446655965028
1973,"Deep comparison (1940-1978)",0.64395880536602,0.0131049452821371,0.804559554990533,15.1832124331154,0.0509007057514164
1974,"Deep comparison (1940-1978)",0.654104621464026,0.0232507613801431,0.801749208233752,15.1892227152821,0.0352976888136531
1975,"Deep comparison (1940-1978)",0.6334561606626,0.00260230057871713,0.807468741712898,15.2446788730875,-0.029745902330839
1976,"Deep comparison (1940-1978)",0.630753371060034,-0.000100489023848849,0.808217402630902,15.2908552318248,-0.00766417378825193
