"label","start_year","end_year","regression_start","regression_end","N","omega_mean","omega_min","omega_max","theta_bar_hat","se_theta_bar_hac","beta2_hat","se_beta2_hac","t_theta_bar","t_beta2","omega_H","threshold_status","r2","r2_adj","adf_residual","cointegrated","diff_theta1","diff_theta2","max_fit_diff","max_resid_diff"
"Full sample",1929,2024,1932,2022,91,0.622778275623354,0.56475673366441,0.677734147194899,0.864805798601632,0.0391177753960692,0.0423186424630479,0.0378294534670163,22.1077448767328,1.11866914757163,NA,"wrong-sign slope",0.99273424664769,0.991616438439643,-4.01719058115012,TRUE,2.22044604925031e-16,4.5102810375397e-16,1.77635683940025e-15,5.16947595841089e-16
"Pre-1974 (<= 1973)",1929,1973,1932,1971,40,0.631969722102237,0.594511097780444,0.677734147194899,0.939672643524304,0.0469827168601574,-0.291915988266871,0.176373414233399,20.0003896394755,-1.65510198651919,0.425309727787213,"threshold outside observed sample range",0.981215667011038,0.972867074571499,-2.46317858146802,TRUE,1.11022302462516e-15,1.49880108324396e-15,1.77635683940025e-15,6.52256026967279e-16
"Post-1973 (>= 1974)",1974,2024,1977,2022,46,0.614668175789046,0.56475673366441,0.654881386402621,0.861575710411916,0.0198784088446567,0.0292659856460137,0.0274742525534921,43.3422874609759,1.0652149895264,NA,"wrong-sign slope",0.995776433638932,0.994240591325816,-3.64365374678377,TRUE,1.11022302462516e-16,7.91033905045424e-16,3.5527136788005e-15,8.84708972748172e-16
"Fordist core (1945-1973)",1945,1973,1948,1971,24,0.633191163004079,0.609475288313768,0.663415069811751,0.835152291390648,0.00783470210469167,0.0100867662216557,0.094810402690616,106.596559796515,0.106388813204081,NA,"wrong-sign slope",0.999154940955757,0.998233058362037,-3.68432995903404,TRUE,6.66133814775094e-16,8.36136715420821e-16,0,6.33174068731535e-17
"Deep comparison (1940-1978)",1940,1978,1943,1976,34,0.630853860083883,0.594511097780444,0.663415069811751,0.808189567610088,0.0186161920515659,-0.276995633434855,0.107935959376979,43.4132590258761,-2.56629611700968,-0.0616134904349239,"no admissible positive threshold",0.993889988292307,0.990398553030768,-3.60083039116629,TRUE,1.88737914186277e-15,1.77635683940025e-15,1.77635683940025e-15,1.72084568816899e-15
