"run_id","window_id","window_role","year_start","year_end","estimator","spec_id","coefficient","estimate","std_error","t_stat","p_value","n_raw","n_effective","regressor_count","status","estimator_status","composition_status","composition_basis","composition_tier","direct_sector_asset_split","notes"
"prefordist_core_1929_1944__SPEC_B0_CAPITAL_ONLY__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_B0_CAPITAL_ONLY","const",-5.77928123390302,4.27067272243885,-1.35324844808118,0.197424641498372,16,16,1,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B0_CAPITAL_ONLY__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_B0_CAPITAL_ONLY","k_t",1.36722543233554,0.300766285732106,4.54580681809974,0.000457343194727585,16,16,1,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B0_CAPITAL_ONLY__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_B0_CAPITAL_ONLY","const",-9.58848251710231,4.68436771146771,-2.04691072684771,0.0599183587498768,16,16,1,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B0_CAPITAL_ONLY__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_B0_CAPITAL_ONLY","k_t",1.62750721497042,0.329780494653979,4.93512272967531,0.000219442150421403,16,16,1,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B0_CAPITAL_ONLY__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_B0_CAPITAL_ONLY","const",NA,NA,NA,NA,16,11,1,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 12 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_B0_CAPITAL_ONLY__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_B0_CAPITAL_ONLY","k_t",NA,NA,NA,NA,16,11,1,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 12 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_B1_WAGE_BASELINE__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_B1_WAGE_BASELINE","const",-3.1141824972583,3.13360409816621,-0.993802152314238,0.338457878964269,16,16,2,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B1_WAGE_BASELINE__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_B1_WAGE_BASELINE","k_t",1.30233877987246,0.176217860968423,7.39050384969674,5.26598384694585e-06,16,16,2,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B1_WAGE_BASELINE__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_B1_WAGE_BASELINE","omega_k_t",-0.197590084166677,0.142257149759383,-1.38896417157862,0.188179579784305,16,16,2,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B1_WAGE_BASELINE__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_B1_WAGE_BASELINE","const",-6.91909512527332,4.01636565162029,-1.72272540038331,0.108625831408638,16,16,2,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B1_WAGE_BASELINE__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_B1_WAGE_BASELINE","k_t",1.52158988240785,0.205793557250858,7.39376831196452,5.24124259787628e-06,16,16,2,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B1_WAGE_BASELINE__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_B1_WAGE_BASELINE","omega_k_t",-0.12826672590952,0.191306418709856,-0.670477900190351,0.514288561020861,16,16,2,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_B1_WAGE_BASELINE__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_B1_WAGE_BASELINE","const",NA,NA,NA,NA,16,11,2,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 16 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_B1_WAGE_BASELINE__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_B1_WAGE_BASELINE","k_t",NA,NA,NA,NA,16,11,2,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 16 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_B1_WAGE_BASELINE__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_B1_WAGE_BASELINE","omega_k_t",NA,NA,NA,NA,16,11,2,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 16 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_C1_COMPOSITION_STOCK","const",17.9747837766328,4.78593238759746,3.75575380530107,0.00274205631558697,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_C1_COMPOSITION_STOCK","k_t",-0.176423505821994,0.314611504223501,-0.560766225816911,0.585275482447235,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_C1_COMPOSITION_STOCK","omega_k_t",-0.213972834425839,0.100717681227305,-2.12448134050002,0.0550937279869899,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
