"run_id","window_id","window_role","year_start","year_end","estimator","spec_id","coefficient","estimate","std_error","t_stat","p_value","n_raw","n_effective","regressor_count","status","estimator_status","composition_status","composition_basis","composition_tier","direct_sector_asset_split","notes"
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_C1_COMPOSITION_STOCK","s_proxy_k_t",7.27362821667518,1.28503187666222,5.66027065069225,0.000105549918752429,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_C1_COMPOSITION_STOCK","const",10.7274691045125,5.56492869805582,1.92769210291235,0.0778932727611615,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_C1_COMPOSITION_STOCK","k_t",0.556211948147778,0.412996813377384,1.34677055640991,0.202939198548471,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_C1_COMPOSITION_STOCK","omega_k_t",-0.559621596334705,0.170921689943917,-3.27414031840153,0.0066519730181956,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_C1_COMPOSITION_STOCK","s_proxy_k_t",4.48466634279505,1.67714839376027,2.67398302945641,0.0202610472032521,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_C1_COMPOSITION_STOCK","const",NA,NA,NA,NA,16,11,3,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 22 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_C1_COMPOSITION_STOCK","k_t",NA,NA,NA,NA,16,11,3,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 22 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_C1_COMPOSITION_STOCK","omega_k_t",NA,NA,NA,NA,16,11,3,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 22 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_C1_COMPOSITION_STOCK__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_C1_COMPOSITION_STOCK","s_proxy_k_t",NA,NA,NA,NA,16,11,3,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 22 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_C2_FULL_COMPOSITION","const",18.6631844016981,3.05468352752012,6.10969491063757,7.63141880188496e-05,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_C2_FULL_COMPOSITION","k_t",-0.252545977994927,0.203688037016528,-1.23986652183424,0.240823183598772,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_C2_FULL_COMPOSITION","omega_k_t",-0.16868262377627,0.0689256444013316,-2.44731297387785,0.0323998322382083,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_C2_FULL_COMPOSITION","s_proxy_k_t",-15.4543394570392,11.5773686363235,-1.33487495669369,0.20888728680941,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_C2_FULL_COMPOSITION","omega_s_proxy_k_t",36.891244560029,18.7290068360583,1.96973843209901,0.0745650499496444,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_C2_FULL_COMPOSITION","const",19.4109705192421,3.39568470299818,5.71636421429336,0.000134891851587281,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_C2_FULL_COMPOSITION","k_t",-0.177194606840198,0.245027161302844,-0.723163121582232,0.484673095820454,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_C2_FULL_COMPOSITION","omega_k_t",-0.37586821621723,0.100279998681222,-3.74818728719842,0.0032200452778335,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_C2_FULL_COMPOSITION","s_proxy_k_t",17.6540609764873,19.5379109222579,0.903579765857951,0.385578974756373,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_C2_FULL_COMPOSITION","omega_s_proxy_k_t",-17.4684042142284,31.5322222624777,-0.553985826587783,0.590672372624154,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_C2_FULL_COMPOSITION","const",NA,NA,NA,NA,16,11,4,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 28 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_C2_FULL_COMPOSITION","k_t",NA,NA,NA,NA,16,11,4,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 28 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_C2_FULL_COMPOSITION","omega_k_t",NA,NA,NA,NA,16,11,4,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 28 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_C2_FULL_COMPOSITION","s_proxy_k_t",NA,NA,NA,NA,16,11,4,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 28 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_C2_FULL_COMPOSITION__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_C2_FULL_COMPOSITION","omega_s_proxy_k_t",NA,NA,NA,NA,16,11,4,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 28 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","const",-9.76455907165666,4.38852552698775,-2.22502045655388,0.0460211664913103,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","k_t",1.51821216970929,0.204981940235605,7.40656551481691,8.2015216558046e-06,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","omega_k_t",0.205865207610824,0.224126609938106,0.918521935738355,0.376438847134988,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","s_proxy_cc_k_t",-3.63948251805436,1.47018506780616,-2.47552678758006,0.0291964060686706,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","const",4.83446032621594,6.37090625768201,0.758834007388913,0.462597116098482,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","k_t",1.06809740146495,0.280073932438539,3.81362660982147,0.00246790189275989,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","omega_k_t",-0.722435343189613,0.318658168483493,-2.26711697562222,0.0426594618872197,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","s_proxy_cc_k_t",3.52824091689399,2.10015945639561,1.67998715818908,0.118783995544284,16,16,3,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","const",NA,NA,NA,NA,16,11,3,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 22 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","k_t",NA,NA,NA,NA,16,11,3,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 22 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","omega_k_t",NA,NA,NA,NA,16,11,3,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 22 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_D1_CURRENT_COST_DIAGNOSTIC__DOLS","prefordist_core_1929_1944","predecessor",1929,1944,"DOLS","SPEC_D1_CURRENT_COST_DIAGNOSTIC","s_proxy_cc_k_t",NA,NA,NA,NA,16,11,3,"rejected_sample_size","rejected_sample_size","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"Effective sample size 11 is below the S30 minimum 22 after DOLS lead/lag construction."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","const",15.8200980980686,2.70027229532662,5.85870474079542,0.000109493180865641,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","k_t",-0.155290438227972,0.167910085117748,-0.924842829536257,0.374891299667146,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","omega_k_t",-0.00607100235843605,0.0858244676680946,-0.0707374309842991,0.944876400955036,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","s_proxy_k_t",5.27275158027711,1.09173819345255,4.82968500314384,0.000527631431990963,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__FM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"FM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","pKrel_k_t",-0.0468716845144904,0.0156924657094446,-2.98689099484732,0.0123662323637668,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegFM; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","const",20.7687988707302,4.06187537575684,5.1131058807683,0.000337076317786419,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","k_t",-0.40329928059358,0.275469304731896,-1.46404435509102,0.17116615949464,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","omega_k_t",-0.161301974332063,0.116166667594855,-1.38853922275384,0.192447567198444,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","s_proxy_k_t",6.50143320423919,1.65236424408449,3.93462472182783,0.0023334672408538,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
"prefordist_core_1929_1944__SPEC_D2_PRICE_WEDGE_DIAGNOSTIC__IM_OLS","prefordist_core_1929_1944","predecessor",1929,1944,"IM_OLS","SPEC_D2_PRICE_WEDGE_DIAGNOSTIC","pKrel_k_t",-0.0335416495830375,0.0232709055192911,-1.44135558262794,0.1773403186875,16,16,4,"estimated","ok","proxy_available","ME_NRC_component_proxy","Tier B",FALSE,"cointReg::cointRegIM; selector=1; kernel=ba; bandwidth=and; constant in deter."
