"asset","first_year","last_year","nominal_value_1947","nominal_value_2024","nominal_ratio_2024_to_1947","first_valid_nominal_value","nominal_ratio_2024_to_first_valid","annual_growth_summary","missing_years","source_file_hash"
"ME",1901,2024,9960,1028975,103.310742971888,563,1827.66429840142,"mean=7.730148; median=8.062729; min=-44.269466; max=63.134851","","9E3AC728497D7AA712968DBD8018361725E3F21FD45ECDE535F6F2757C182D77"
"NRC",1901,2024,5233,629156,120.228549589146,998,630.416833667335,"mean=6.724097; median=7.030508; min=-45.698094; max=65.724771","","9E3AC728497D7AA712968DBD8018361725E3F21FD45ECDE535F6F2757C182D77"
