"e","P1","P2","theta"
0.341825897819409,-0.148616301804901,0.0449982176343876,2.69056030220342
0.354671532026407,-0.125931893442312,0.00845674278359009,2.72138371371995
0.368789256012223,-0.101001071741807,-0.023695065838317,2.7432789410479
0.381784574802264,-0.0780523318442697,-0.04587813562123,2.75234410666861
0.390025940178764,-0.0634987103839932,-0.0562641388954613,2.75258464789774
0.39961038961039,-0.0465733051191332,-0.0647483889653992,2.74748718889664
0.405491940288148,-0.0361869360828064,-0.0680410992208822,2.74149618258537
0.409514211821628,-0.0290839119315382,-0.0694548513594631,2.73614529800047
0.417260809622612,-0.0154040122001152,-0.0702596314840362,2.72297052690114
0.424554513790917,-0.00252388801445124,-0.0687095089734322,2.70711341454794
0.429414519906323,0.00605851138989207,-0.0664339669586288,2.6946883360774
0.439879904726399,0.0245395812307972,-0.058159691871149,2.66288471129863
0.449116046048299,0.0408499009911418,-0.0470291044611677,2.62908963866879
0.464490488364782,0.0679999912267931,-0.0205409637012916,2.56092589409313
0.470131808512488,0.0779621315051579,-0.00832752334628919,2.53218333090331
0.476891018487732,0.0898983797912395,0.00806949895982713,2.49510710501571
0.488105272063964,0.109701894627921,0.0395143025538983,2.42724998516329
0.495386447705305,0.122559894392381,0.0627638906377725,2.37895336872348
0.509121252495722,0.146814510056007,0.112693231598632,2.27876459113625
