window,ecdet,p,r,T,m,K,gate_ok,gate_T_eff,gate_min_eff,runtime_ok,runtime_reason,logLik,k_total,PIC,BIC,comparable_p,status,PIC_obs,BIC_obs,spec,basis,source_file,PIC_min,dPIC,in_ambiguity
fordism,const,1,2,49,5,2,TRUE,48,35,TRUE,NA,-212.66584739442052,22,541.67880603728,510.9517413472748,TRUE,computed,541.67880603728,510.9517413472748,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,20.799690283751374,FALSE
fordism,const,1,3,49,5,2,TRUE,48,35,TRUE,NA,-204.9451057144025,33,584.4108783014634,538.3202812664557,TRUE,computed,584.4108783014634,538.3202812664557,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,63.53176254793482,FALSE
fordism,const,1,4,49,5,2,TRUE,48,35,TRUE,NA,-200.27220467365368,44,633.2386318441852,571.7845024641749,TRUE,computed,633.2386318441852,571.7845024641749,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,112.3595160906566,FALSE
fordism,const,2,0,49,5,3,TRUE,47,40,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,2,1,49,5,3,TRUE,47,40,TRUE,NA,-198.79949777957427,36,587.9851776020487,537.7045262911311,TRUE,computed,587.9851776020487,537.7045262911311,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,67.10606184852008,FALSE
fordism,const,2,2,49,5,3,TRUE,47,40,TRUE,NA,-181.8689914013593,47,612.2977204698382,546.653536813918,TRUE,computed,612.2977204698382,546.653536813918,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,91.41860471630957,FALSE
fordism,const,2,3,49,5,3,TRUE,47,40,TRUE,NA,-169.63194435467253,58,645.9971820006841,564.9894659997614,TRUE,computed,645.9971820006841,564.9894659997614,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,125.11806624715553,FALSE
fordism,const,2,4,49,5,3,TRUE,47,40,TRUE,NA,-167.06732581695923,69,699.041500549477,602.6702522035516,TRUE,computed,699.041500549477,602.6702522035516,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,178.16238479594836,FALSE
fordism,const,3,0,49,5,4,TRUE,46,45,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,3,1,49,5,4,TRUE,46,45,TRUE,NA,-165.46822025750996,61,653.5352489766007,568.3374786997681,TRUE,computed,653.5352489766007,568.3374786997681,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,132.65613322307206,FALSE
fordism,const,3,2,49,5,4,TRUE,46,45,TRUE,NA,-147.7166185014245,72,676.2056010886492,575.6442984668141,TRUE,computed,676.2056010886492,575.6442984668141,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,155.32648533512065,FALSE
fordism,const,3,3,49,5,4,TRUE,46,45,TRUE,NA,-134.97711514316995,83,708.9001499963596,592.9753150295219,TRUE,computed,708.9001499963596,592.9753150295219,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,188.02103424283098,FALSE
fordism,const,3,4,49,5,4,TRUE,46,45,TRUE,NA,-132.81645330830125,94,762.7523819508417,631.4640146390013,TRUE,computed,762.7523819508417,631.4640146390013,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,241.87326619731311,FALSE
fordism,const,4,0,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,4,1,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,4,2,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,4,3,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,4,4,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,5,0,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,5,1,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,5,2,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,5,3,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,5,4,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,6,0,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,6,1,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,6,2,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,6,3,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,6,4,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,7,0,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,7,1,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,7,2,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,7,3,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
fordism,const,7,4,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,520.8791157535286,NA,FALSE
post_fordism,none,1,0,50,5,2,TRUE,49,30,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,1,1,50,5,2,TRUE,49,30,TRUE,NA,-255.38853542643,10,564.1392018980645,549.8973009071415,TRUE,computed,564.1392018980645,549.8973009071415,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,0,TRUE
post_fordism,none,1,2,50,5,2,TRUE,49,30,TRUE,NA,-242.96194191154407,20,592.648145913497,564.164343931651,TRUE,computed,592.648145913497,564.164343931651,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,28.508944015432576,FALSE
post_fordism,none,1,3,50,5,2,TRUE,49,30,TRUE,NA,-235.3194078129536,30,630.7252087615205,587.9995057887515,TRUE,computed,630.7252087615205,587.9995057887515,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,66.58600686345608,FALSE
post_fordism,none,1,4,50,5,2,TRUE,49,30,TRUE,NA,-231.31687673438975,40,676.0822776495972,619.1146736859054,TRUE,computed,676.0822776495972,619.1146736859054,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,111.94307575153277,FALSE
post_fordism,none,2,0,50,5,3,TRUE,48,35,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,2,1,50,5,3,TRUE,48,35,TRUE,NA,-224.20105645267137,35,635.1695715635582,585.3229180953279,TRUE,computed,635.1695715635582,585.3229180953279,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,71.03036966549371,FALSE
post_fordism,none,2,2,50,5,3,TRUE,48,35,TRUE,NA,-211.38189000866,45,662.8933697207399,598.8048152615866,TRUE,computed,662.8933697207399,598.8048152615866,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,98.75416782267541,FALSE
post_fordism,none,2,3,50,5,3,TRUE,48,35,TRUE,NA,-204.8552006592285,55,703.2021220670813,624.8716666170051,TRUE,computed,703.2021220670813,624.8716666170051,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,139.06292016901682,FALSE
post_fordism,none,2,4,50,5,3,TRUE,48,35,TRUE,NA,-201.4201734608719,65,749.6941987155726,657.1218422745733,TRUE,computed,749.6941987155726,657.1218422745733,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,185.55499681750814,FALSE
post_fordism,none,3,0,50,5,4,TRUE,47,40,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,3,1,50,5,4,TRUE,47,40,TRUE,NA,-203.67088027630683,60,727.5145468238402,642.0631408783024,TRUE,computed,727.5145468238402,642.0631408783024,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,163.37534492577572,FALSE
post_fordism,none,3,2,50,5,4,TRUE,47,40,TRUE,NA,-187.615044918991,70,748.7650071544131,649.0717002179522,TRUE,computed,748.7650071544131,649.0717002179522,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,184.6258052563486,FALSE
post_fordism,none,3,3,50,5,4,TRUE,47,40,TRUE,NA,-177.2056100290101,80,781.3082684196556,667.3730604922719,TRUE,computed,781.3082684196556,667.3730604922719,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,217.16906652159116,FALSE
post_fordism,none,3,4,50,5,4,TRUE,47,40,TRUE,NA,-171.6107700201456,90,823.480719447131,695.3036105288243,TRUE,computed,823.480719447131,695.3036105288243,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,259.34151754906657,FALSE
post_fordism,none,4,0,50,5,5,TRUE,46,45,TRUE,NA,NA,75,NA,NA,FALSE,missing,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,4,1,50,5,5,TRUE,46,45,TRUE,NA,-169.46048268470767,85,792.499079253653,671.4429208308077,FALSE,computed,792.499079253653,671.4429208308077,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,4,2,50,5,5,TRUE,46,45,TRUE,NA,-152.04725195244308,95,811.0347488343282,675.73668942056,FALSE,computed,811.0347488343282,675.73668942056,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,4,3,50,5,5,TRUE,46,45,TRUE,NA,-141.22897553171433,105,842.7603270380753,693.220366633384,FALSE,computed,842.7603270380753,693.220366633384,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,4,4,50,5,5,TRUE,46,45,TRUE,NA,-135.78682993735288,115,885.2381668945567,721.4563054989426,FALSE,computed,885.2381668945567,721.4563054989426,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,5,0,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,5,1,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,5,2,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,5,3,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,5,4,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,6,0,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,6,1,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,6,2,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,6,3,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,6,4,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,7,0,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,7,1,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,7,2,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,7,3,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,none,7,4,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,564.1392018980645,NA,FALSE
post_fordism,const,1,0,50,5,2,TRUE,49,35,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,1,1,50,5,2,TRUE,49,35,TRUE,NA,-259.60939395307184,11,577.9171320558686,562.2510409658532,TRUE,computed,577.9171320558686,562.2510409658532,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,0,TRUE
post_fordism,const,1,2,50,5,2,TRUE,49,35,TRUE,NA,-246.9358069719381,22,611.2683022433258,579.9361200632953,TRUE,computed,611.2683022433258,579.9361200632953,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,33.35117018745723,FALSE
post_fordism,const,1,3,50,5,2,TRUE,49,35,TRUE,NA,-236.89824764957956,33,649.8915277483337,602.8932544782879,TRUE,computed,649.8915277483337,602.8932544782879,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,71.97439569246512,FALSE
post_fordism,const,1,4,50,5,2,TRUE,49,35,TRUE,NA,-232.8472438349516,44,700.4878642688027,637.8234999087416,TRUE,computed,700.4878642688027,637.8234999087416,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,122.5707322129341,FALSE
post_fordism,const,2,0,50,5,3,TRUE,48,40,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,2,1,50,5,3,TRUE,48,40,TRUE,NA,-229.6683748281071,36,651.4404214189501,600.1695778516274,TRUE,computed,651.4404214189501,600.1695778516274,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,73.52328936308152,FALSE
post_fordism,const,2,2,50,5,3,TRUE,48,40,TRUE,NA,-215.81150952006135,47,682.4250349525835,615.4881002952455,TRUE,computed,682.4250349525835,615.4881002952455,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,104.50790289671488,FALSE
post_fordism,const,2,3,50,5,3,TRUE,48,40,TRUE,NA,-207.05387617057173,58,723.6081124033292,641.0050866559759,TRUE,computed,723.6081124033292,641.0050866559759,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,145.6909803474606,FALSE
post_fordism,const,2,4,50,5,3,TRUE,48,40,TRUE,NA,-202.3405159932615,69,772.8797361984335,674.6106193610651,TRUE,computed,772.8797361984335,674.6106193610651,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,194.96260414256494,FALSE
post_fordism,const,3,0,50,5,4,TRUE,47,45,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,3,1,50,5,4,TRUE,47,45,TRUE,NA,-207.5454005668976,61,740.5998005095422,653.7242044649121,TRUE,computed,740.5998005095422,653.7242044649121,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,162.6826684536736,FALSE
post_fordism,const,3,2,50,5,4,TRUE,47,45,TRUE,NA,-191.06226850119407,72,766.33188052786,663.7901933932146,TRUE,computed,766.33188052786,663.7901933932146,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,188.4147484719914,FALSE
post_fordism,const,3,3,50,5,4,TRUE,47,45,TRUE,NA,-179.56060233572893,83,802.0268923466547,683.819114121994,TRUE,computed,802.0268923466547,683.819114121994,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,224.10976029078608,FALSE
post_fordism,const,3,4,50,5,4,TRUE,47,45,TRUE,NA,-171.93107320291108,94,845.4661782307438,711.59230891606785,TRUE,computed,845.4661782307438,711.59230891606785,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,267.54904617487523,FALSE
post_fordism,const,4,0,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,4,1,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,4,2,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,4,3,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,4,4,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,5,0,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,5,1,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,5,2,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,5,3,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,5,4,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,6,0,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,6,1,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,6,2,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,6,3,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,6,4,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,7,0,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,7,1,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,7,2,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,7,3,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
post_fordism,const,7,4,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,raw,grid_pic_table_Q3_raw_unrestricted.csv,577.9171320558686,NA,FALSE
full,none,1,0,99,5,2,TRUE,98,30,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,1,1,99,5,2,TRUE,98,30,TRUE,NA,166.6803878873536,10,-263.2854352512635,-287.40957727336126,TRUE,computed,-263.2854352512635,-287.40957727336126,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,0,TRUE
full,none,1,2,99,5,2,TRUE,98,30,TRUE,NA,177.35802575184937,20,-214.56537045681137,-262.8136545010069,TRUE,computed,-214.56537045681137,-262.8136545010069,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,48.72006479445213,FALSE
