window,ecdet,p,r,T,m,K,gate_ok,gate_T_eff,gate_min_eff,runtime_ok,runtime_reason,logLik,k_total,PIC,BIC,comparable_p,status,PIC_obs,BIC_obs,spec,basis,source_file,PIC_min,dPIC,in_ambiguity
full,none,1,3,99,5,2,TRUE,98,30,TRUE,NA,184.94953507836047,30,-159.6730485863899,-232.04547465268325,TRUE,computed,-159.6730485863899,-232.04547465268325,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,103.61238666487358,FALSE
full,none,1,4,99,5,2,TRUE,98,30,TRUE,NA,187.48516086295044,40,-94.66895963212612,-191.16552772051728,TRUE,computed,-94.66895963212612,-191.16552772051728,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,168.61647561913736,FALSE
full,none,2,0,99,5,3,TRUE,97,35,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,2,1,99,5,3,TRUE,97,35,TRUE,NA,179.36972892393163,35,-113.4757660158104,-197.91026309315265,TRUE,computed,-113.4757660158104,-197.91026309315265,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,149.8096692354531,FALSE
full,none,2,2,99,5,3,TRUE,97,35,TRUE,NA,196.41294877179212,45,-77.48686518808768,-186.0455042875277,TRUE,computed,-77.48686518808768,-186.0455042875277,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,185.79857006317582,FALSE
full,none,2,3,99,5,3,TRUE,97,35,TRUE,NA,205.18909197424605,55,-24.96381106955181,-157.6465921910896,TRUE,computed,-24.96381106955181,-157.6465921910896,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,238.32162418171168,FALSE
full,none,2,4,99,5,3,TRUE,97,35,TRUE,NA,206.70491310068277,65,42.079887201018494,-114.72703594261714,TRUE,computed,42.079887201018494,-114.72703594261714,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,305.365322452282,FALSE
full,none,3,0,99,5,4,TRUE,96,40,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,3,1,99,5,4,TRUE,96,40,TRUE,NA,197.90864366213884,60,24.63475581638437,-120.11009631620232,TRUE,computed,24.63475581638437,-120.11009631620232,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,287.92019106764786,FALSE
full,none,3,2,99,5,4,TRUE,96,40,TRUE,NA,211.47003185870489,70,67.58731994669597,-101.28167420798847,TRUE,computed,67.58731994669597,-101.28167420798847,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,330.87275519795946,FALSE
full,none,3,3,99,5,4,TRUE,96,40,TRUE,NA,217.79699533062063,80,125.00873352630822,-67.98440265047407,TRUE,computed,125.00873352630822,-67.98440265047407,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,388.2941687775717,FALSE
full,none,3,4,99,5,4,TRUE,96,40,TRUE,NA,219.5422005738327,90,191.5936635633277,-25.52361463555235,TRUE,computed,191.5936635633277,-25.52361463555235,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,454.8790988145912,FALSE
full,none,4,0,99,5,5,TRUE,95,45,TRUE,NA,NA,75,NA,NA,FALSE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,4,1,99,5,5,TRUE,95,45,TRUE,NA,215.72806427546047,85,164.18426589835036,-40.87094128948081,FALSE,computed,164.18426589835036,-40.87094128948081,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,4,2,99,5,5,TRUE,95,45,TRUE,NA,230.55347614921823,95,204.6087826742786,-24.570566535650418,FALSE,computed,204.6087826742786,-24.570566535650418,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,4,3,99,5,5,TRUE,95,45,TRUE,NA,236.9650927740638,105,261.86088994803106,8.557398716004343,FALSE,computed,261.86088994803106,8.557398716004343,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,4,4,99,5,5,TRUE,95,45,TRUE,NA,239.05051206360383,115,327.76539189239475,50.3377586382702,FALSE,computed,327.76539189239475,50.3377586382702,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,5,0,99,5,6,TRUE,94,50,TRUE,NA,NA,100,NA,NA,FALSE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,5,1,99,5,6,TRUE,94,50,TRUE,NA,251.2913815416604,110,268.2459826745597,2.880420431484083,FALSE,computed,268.2459826745597,2.880420431484083,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,5,2,99,5,6,TRUE,94,50,TRUE,NA,263.55104511838,120,313.80199604456413,24.31229177939076,FALSE,computed,313.80199604456413,24.31229177939076,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,5,3,99,5,6,TRUE,94,50,TRUE,NA,271.3553284867841,130,368.26876983119973,54.65492354392848,FALSE,computed,368.26876983119973,54.65492354392848,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,5,4,99,5,6,TRUE,94,50,TRUE,NA,272.87017438234307,140,435.31441856352535,97.57643025415643,FALSE,computed,435.31441856352535,97.57643025415643,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,6,0,99,5,7,TRUE,93,55,TRUE,NA,NA,125,NA,NA,FALSE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,6,1,99,5,7,TRUE,93,55,TRUE,NA,283.56642767021185,135,378.884241726066,53.20832442774588,FALSE,computed,378.884241726066,53.20832442774588,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,6,2,99,5,7,TRUE,93,55,TRUE,NA,295.00879532179255,145,426.0748469463483,76.27478762593046,FALSE,computed,426.0748469463483,76.27478762593046,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,6,3,99,5,7,TRUE,93,55,TRUE,NA,299.78496174534473,155,486.5978546226877,112.67365328017196,FALSE,computed,486.5978546226877,112.67365328017196,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,6,4,99,5,7,TRUE,93,55,TRUE,NA,301.75945665961814,165,552.7242053175845,154.675861952971,FALSE,computed,552.7242053175845,154.675861952971,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,7,0,99,5,8,TRUE,92,60,TRUE,NA,NA,150,NA,NA,FALSE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,7,1,99,5,8,TRUE,92,60,TRUE,NA,316.81599339940124,160,487.5734615762965,101.58718922273192,FALSE,computed,487.5734615762965,101.58718922273192,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,7,2,99,5,8,TRUE,92,60,TRUE,NA,333.9008224309311,170,523.4791440366804,113.36872966101804,FALSE,computed,523.4791440366804,113.36872966101804,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,7,3,99,5,8,TRUE,92,60,TRUE,NA,344.43734877788984,180,572.4814318662065,138.24687546844643,FALSE,computed,572.4814318662065,138.24687546844643,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,none,7,4,99,5,8,TRUE,92,60,TRUE,NA,347.20317526443375,190,637.0251194165626,178.66642099670457,FALSE,computed,637.0251194165626,178.66642099670457,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-263.2854352512635,NA,FALSE
full,const,1,0,99,5,2,TRUE,98,35,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,1,1,99,5,2,TRUE,98,35,TRUE,NA,160.3942245027418,11,-243.70557442969553,-270.2421306540031,TRUE,computed,-243.70557442969553,-270.2421306540031,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,0,TRUE
full,const,1,2,99,5,2,TRUE,98,35,TRUE,NA,173.12398616417593,22,-192.08222317677576,-245.15533562539088,TRUE,computed,-192.08222317677576,-245.15533562539088,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,51.623351252919775,FALSE
full,const,1,3,99,5,2,TRUE,98,35,TRUE,NA,182.05550380664903,33,-132.86238388593398,-212.47205255885663,TRUE,computed,-132.86238388593398,-212.47205255885663,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,110.84319054376155,FALSE
full,const,1,4,99,5,2,TRUE,98,35,TRUE,NA,185.9166226660802,44,-63.501747029008186,-169.64797192623843,TRUE,computed,-63.501747029008186,-169.64797192623843,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,180.20382740068735,FALSE
full,const,2,0,99,5,3,TRUE,97,40,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,2,1,99,5,3,TRUE,97,40,TRUE,NA,173.0704403568326,36,-93.86965482926794,-180.71656610881996,TRUE,computed,-93.86965482926794,-180.71656610881996,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,149.8359196004276,FALSE
full,const,2,2,99,5,3,TRUE,97,40,TRUE,NA,190.36776324357072,47,-51.38142602695615,-164.76489353081573,TRUE,computed,-51.38142602695615,-164.76489353081573,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,192.32414840273938,FALSE
full,const,2,3,99,5,3,TRUE,97,40,TRUE,NA,202.196122642683,58,2.0447297506073596,-137.8752939775598,TRUE,computed,2.0447297506073596,-137.8752939775598,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,245.7503041803029,FALSE
full,const,2,4,99,5,3,TRUE,97,40,TRUE,NA,205.7077580918534,69,72.10433342805453,-94.35224652442014,TRUE,computed,72.10433342805453,-94.35224652442014,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,315.8099078577501,FALSE
full,const,3,0,99,5,4,TRUE,96,45,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,3,1,99,5,4,TRUE,96,45,TRUE,NA,190.88579593671628,61,45.6879853195739,-101.46928101522258,TRUE,computed,45.6879853195739,-101.46928101522258,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,289.39355974926946,FALSE
full,const,3,2,99,5,4,TRUE,96,45,TRUE,NA,206.88169396139503,72,90.77906384600442,-82.91475871309962,TRUE,computed,90.77906384600442,-82.91475871309962,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,334.4846382756999,FALSE
full,const,3,3,99,5,4,TRUE,96,45,TRUE,NA,214.91756883584455,83,151.79018867289352,-48.44019011051813,TRUE,computed,151.79018867289352,-48.44019011051813,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,395.4957631025891,FALSE
full,const,3,4,99,5,4,TRUE,96,45,TRUE,NA,218.3784756149895,94,221.9512496903916,-4.8156853173275636,TRUE,computed,221.9512496903916,-4.8156853173275636,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,465.6568241200871,FALSE
full,const,4,0,99,5,5,TRUE,95,50,TRUE,NA,NA,75,NA,NA,FALSE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,4,1,99,5,5,TRUE,95,50,TRUE,NA,211.0270510632606,86,180.5938263750945,-26.87379501494644,FALSE,computed,180.5938263750945,-26.87379501494644,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,4,2,99,5,5,TRUE,95,50,TRUE,NA,226.0021672382001,97,227.72646860100355,-6.277709013344975,FALSE,computed,227.72646860100355,-6.277709013344975,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,4,3,99,5,5,TRUE,95,50,TRUE,NA,234.66691635596425,108,287.47984494126337,26.939111102607285,FALSE,computed,287.47984494126337,26.939111102607285,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,4,4,99,5,5,TRUE,95,50,TRUE,NA,238.12224181410903,119,357.6520686007617,70.57477853779812,FALSE,computed,357.6520686007617,70.57477853779812,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,5,0,99,5,6,TRUE,94,55,TRUE,NA,NA,100,NA,NA,FALSE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,5,1,99,5,6,TRUE,94,55,TRUE,NA,246.45614829110485,111,284.92398322801523,17.146006782729785,FALSE,computed,284.92398322801523,17.146006782729785,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,5,2,99,5,6,TRUE,94,55,TRUE,NA,258.8175048628236,122,337.28414466036565,42.969611990772705,FALSE,computed,337.28414466036565,42.969611990772705,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,5,3,99,5,6,TRUE,94,55,TRUE,NA,267.09842621858985,133,397.8051765246213,76.95408763072078,FALSE,computed,397.8051765246213,76.95408763072078,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,5,4,99,5,6,TRUE,94,55,TRUE,NA,271.9171303155503,144,465.25064290648834,117.86299778828028,FALSE,computed,465.25064290648834,117.86299778828028,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,6,0,99,5,7,TRUE,93,60,TRUE,NA,NA,125,NA,NA,FALSE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,6,1,99,5,7,TRUE,93,60,TRUE,NA,275.18476341880114,136,402.65510428123184,74.56677278070197,FALSE,computed,402.65510428123184,74.56677278070197,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,6,2,99,5,7,TRUE,93,60,TRUE,NA,286.6525041605319,147,456.80249737355814,102.17760964872082,FALSE,computed,456.80249737355814,102.17760964872082,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,6,3,99,5,7,TRUE,93,60,TRUE,NA,295.8963906478328,158,515.3975989747445,134.2361550255996,FALSE,computed,515.3975989747445,134.2361550255996,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,6,4,99,5,7,TRUE,93,60,TRUE,NA,300.4565111064911,169,583.3602326332161,175.66223245976346,FALSE,computed,583.3602326332161,175.66223245976346,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,7,0,99,5,8,TRUE,92,65,TRUE,NA,NA,150,NA,NA,FALSE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,7,1,99,5,8,TRUE,92,65,TRUE,NA,304.33945465703516,161,519.5340731133729,131.13538655759862,FALSE,computed,519.5340731133729,131.13538655759862,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,7,2,99,5,8,TRUE,92,65,TRUE,NA,326.0506374161298,172,553.1945821709717,138.25933939088986,FALSE,computed,553.1945821709717,138.25933939088986,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,7,3,99,5,8,TRUE,92,65,TRUE,NA,340.5010394358936,183,601.3766527072322,159.90485370284273,FALSE,computed,601.3766527072322,159.90485370284273,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
full,const,7,4,99,5,8,TRUE,92,65,TRUE,NA,346.2002100162769,194,667.0611861222536,199.05283089355655,FALSE,computed,667.0611861222536,199.05283089355655,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-243.70557442969553,NA,FALSE
fordism,none,1,0,49,5,2,TRUE,48,30,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,1,1,49,5,2,TRUE,48,30,TRUE,NA,151.31721268198544,10,-249.74937479649861,-263.7162223828646,TRUE,computed,-249.74937479649861,-263.7162223828646,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,0,TRUE
fordism,none,1,2,49,5,2,TRUE,48,30,TRUE,NA,169.83402171875304,20,-233.89794230256155,-261.8316374752935,TRUE,computed,-233.89794230256155,-261.8316374752935,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,15.851432493937068,FALSE
fordism,none,1,3,49,5,2,TRUE,48,30,TRUE,NA,176.6379018105227,30,-194.62065191862865,-236.52119467772656,TRUE,computed,-194.62065191862865,-236.52119467772656,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,55.12872287786996,FALSE
fordism,none,1,4,49,5,2,TRUE,48,30,TRUE,NA,181.2141565895975,40,-150.88811090930602,-206.75550125476997,TRUE,computed,-150.88811090930602,-206.75550125476997,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,98.86126388719259,FALSE
fordism,none,2,0,49,5,3,TRUE,47,35,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,2,1,49,5,3,TRUE,47,35,TRUE,NA,175.76128955793487,35,-166.42490212971686,-215.3088686819978,TRUE,computed,-166.42490212971686,-215.3088686819978,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,83.32447266678176,FALSE
fordism,none,2,2,49,5,3,TRUE,47,35,TRUE,NA,192.6685802164313,45,-147.3544328792375,-210.20524701788443,TRUE,computed,-147.3544328792375,-210.20524701788443,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,102.39494191726112,FALSE
fordism,none,2,3,49,5,3,TRUE,47,35,TRUE,NA,203.98628872629448,55,-117.10479933149156,-193.9224610565045,TRUE,computed,-117.10479933149156,-193.9224610565045,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,132.64457546500705,FALSE
fordism,none,2,4,49,5,3,TRUE,47,35,TRUE,NA,206.53599338841624,65,-69.31915808826284,-160.10366739964172,TRUE,computed,-69.31915808826284,-160.10366739964172,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,180.43021670823578,FALSE
fordism,none,3,0,49,5,4,TRUE,46,40,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,3,1,49,5,4,TRUE,46,40,TRUE,NA,201.5853714360659,60,-85.8604394672983,-169.66152498549422,TRUE,computed,-85.8604394672983,-169.66152498549422,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,163.8889353292003,FALSE
fordism,none,3,2,49,5,4,TRUE,46,40,TRUE,NA,218.62839212187768,70,-67.06143027144958,-164.82936337601149,TRUE,computed,-67.06143027144958,-164.82936337601149,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,182.68794452504903,FALSE
fordism,none,3,3,49,5,4,TRUE,46,40,TRUE,NA,230.7413669869429,80,-38.40232943410774,-150.13711012503563,TRUE,computed,-38.40232943410774,-150.13711012503563,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,211.34704536239087,FALSE
fordism,none,3,4,49,5,4,TRUE,46,40,TRUE,NA,232.45321062240544,90,11.059033862439378,-114.6425944148545,TRUE,computed,11.059033862439378,-114.6425944148545,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,260.808408658938,FALSE
fordism,none,4,0,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,4,1,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,4,2,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,4,3,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,4,4,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,5,0,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,5,1,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,5,2,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,5,3,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,5,4,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,6,0,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,6,1,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,6,2,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,6,3,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,6,4,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,7,0,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,7,1,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,7,2,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,7,3,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,none,7,4,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-249.74937479649861,NA,FALSE
fordism,const,1,0,49,5,2,TRUE,48,35,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,1,1,49,5,2,TRUE,48,35,TRUE,NA,148.38082885038403,11,-238.58810207654855,-253.9516344215512,TRUE,computed,-238.58810207654855,-253.9516344215512,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,0,TRUE
fordism,const,1,2,49,5,2,TRUE,48,35,TRUE,NA,167.067761520618,22,-217.78841179279704,-248.51547648280223,TRUE,computed,-217.78841179279704,-248.51547648280223,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,20.799690283751517,FALSE
fordism,const,1,3,49,5,2,TRUE,48,35,TRUE,NA,174.78850320063623,33,-175.05633952861402,-221.14693656362175,TRUE,computed,-175.05633952861402,-221.14693656362175,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,63.531762547934534,FALSE
