window,ecdet,p,r,T,m,K,gate_ok,gate_T_eff,gate_min_eff,runtime_ok,runtime_reason,logLik,k_total,PIC,BIC,comparable_p,status,PIC_obs,BIC_obs,spec,basis
full,none,4,5,99,6,5,TRUE,95,50,TRUE,NA,1054.2428126422208,168,-931.2199044905879,-1336.5054904618305,TRUE,computed,-931.2199044905879,-1336.5054904618305,Q3,ortho
full,none,5,0,99,6,6,TRUE,94,55,TRUE,NA,NA,144,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,none,5,1,99,6,6,TRUE,94,55,TRUE,NA,1049.2955850864641,156,-1005.4158580072069,-1381.7524735519323,TRUE,computed,-1005.4158580072069,-1381.7524735519323,Q3,ortho
full,none,5,2,99,6,6,TRUE,94,55,TRUE,NA,1067.5038221159896,168,-957.7419234381255,-1363.0275094093681,TRUE,computed,-957.7419234381255,-1363.0275094093681,Q3,ortho
full,none,5,3,99,6,6,TRUE,94,55,TRUE,NA,1077.2801467476074,180,-893.2041640732286,-1327.4387204709888,TRUE,computed,-893.2041640732286,-1327.4387204709888,Q3,ortho
full,none,5,4,99,6,6,TRUE,94,55,TRUE,NA,1084.17022591043,192,-822.8939137707414,-1286.0774405950187,TRUE,computed,-822.8939137707414,-1286.0774405950187,Q3,ortho
full,none,5,5,99,6,6,TRUE,94,55,TRUE,NA,1087.1008298716713,204,-744.6647130650913,-1236.7972103158863,TRUE,computed,-744.6647130650913,-1236.7972103158863,Q3,ortho
full,none,6,0,99,6,7,TRUE,93,60,TRUE,NA,NA,180,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,none,6,1,99,6,7,TRUE,93,60,TRUE,NA,1096.5326135103303,192,-847.618688970542,-1310.8022157948194,TRUE,computed,-847.618688970542,-1310.8022157948194,Q3,ortho
full,none,6,2,99,6,7,TRUE,93,60,TRUE,NA,1113.1833927985722,204,-796.8298389188931,-1288.9623361696881,TRUE,computed,-796.8298389188931,-1288.9623361696881,Q3,ortho
full,none,6,3,99,6,7,TRUE,93,60,TRUE,NA,1120.9667334318567,216,-728.3061115573298,-1249.387579234642,TRUE,computed,-728.3061115573298,-1249.387579234642,Q3,ortho
full,none,6,4,99,6,7,TRUE,93,60,TRUE,NA,1127.2695884362543,228,-656.8214129379926,-1206.851851041822,TRUE,computed,-656.8214129379926,-1206.851851041822,Q3,ortho
full,none,6,5,99,6,7,TRUE,93,60,TRUE,NA,1129.660001007131,240,-577.511829451614,-1156.4912379819607,TRUE,computed,-577.511829451614,-1156.4912379819607,Q3,ortho
full,none,7,0,99,6,8,TRUE,92,65,TRUE,NA,NA,216,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,none,7,1,99,6,8,TRUE,92,65,TRUE,NA,1148.6211807053912,228,-699.5245974762665,-1249.555035580096,TRUE,computed,-699.5245974762665,-1249.555035580096,Q3,ortho
full,none,7,2,99,6,8,TRUE,92,65,TRUE,NA,1176.1400269361925,240,-670.4718813097368,-1249.4512898400835,TRUE,computed,-670.4718813097368,-1249.4512898400835,Q3,ortho
full,none,7,3,99,6,8,TRUE,92,65,TRUE,NA,1189.9807805436926,252,-614.0629798966045,-1221.9913588534687,TRUE,computed,-614.0629798966045,-1221.9913588534687,Q3,ortho
full,none,7,4,99,6,8,TRUE,92,65,TRUE,NA,1200.2931186155342,264,-550.5972474121554,-1187.4745967955369,TRUE,computed,-550.5972474121554,-1187.4745967955369,Q3,ortho
full,none,7,5,99,6,8,TRUE,92,65,TRUE,NA,1205.0187382038505,276,-475.9580779606556,-1141.7843977705543,TRUE,computed,-475.9580779606556,-1141.7843977705543,Q3,ortho
full,const,1,0,99,6,2,TRUE,98,40,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,const,1,1,99,6,2,TRUE,98,40,TRUE,NA,938.2039309257906,13,-1785.3099191711044,-1816.6713037998315,TRUE,computed,-1785.3099191711044,-1816.6713037998315,Q3,ortho
full,const,1,2,99,6,2,TRUE,98,40,TRUE,NA,957.1716971132462,26,-1732.1475088655388,-1794.8702781229931,TRUE,computed,-1732.1475088655388,-1794.8702781229931,Q3,ortho
full,const,1,3,99,6,2,TRUE,98,40,TRUE,NA,970.9450693670523,39,-1668.5963106926743,-1762.6804645788557,TRUE,computed,-1668.5963106926743,-1762.6804645788557,Q3,ortho
full,const,1,4,99,6,2,TRUE,98,40,TRUE,NA,979.2775527649596,52,-1594.1633348080122,-1719.6088733229205,TRUE,computed,-1594.1633348080122,-1719.6088733229205,Q3,ortho
full,const,1,5,99,6,2,TRUE,98,40,TRUE,NA,983.1312242849474,65,-1510.7727351675107,-1667.5796583111464,TRUE,computed,-1510.7727351675107,-1667.5796583111464,Q3,ortho
full,const,2,0,99,6,3,TRUE,97,45,TRUE,NA,NA,36,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,const,2,1,99,6,3,TRUE,97,45,TRUE,NA,955.996112856091,49,-1568.623057147308,-1686.8313530555872,TRUE,computed,-1568.623057147308,-1686.8313530555872,Q3,ortho
full,const,2,2,99,6,3,TRUE,97,45,TRUE,NA,972.6728214995064,62,-1510.878531753662,-1660.4482122906684,TRUE,computed,-1510.878531753662,-1660.4482122906684,Q3,ortho
full,const,2,3,99,6,3,TRUE,97,45,TRUE,NA,986.5785155804011,75,-1447.5919772349748,-1628.5230424007082,TRUE,computed,-1447.5919772349748,-1628.5230424007082,Q3,ortho
full,const,2,4,99,6,3,TRUE,97,45,TRUE,NA,995.588905947121,88,-1374.5148152879376,-1586.807265082398,TRUE,computed,-1374.5148152879376,-1586.807265082398,Q3,ortho
full,const,2,5,99,6,3,TRUE,97,45,TRUE,NA,999.4640554826046,101,-1291.167171678428,-1534.8210061016157,TRUE,computed,-1291.167171678428,-1534.8210061016157,Q3,ortho
full,const,3,0,99,6,4,TRUE,96,50,TRUE,NA,NA,72,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,const,3,1,99,6,4,TRUE,96,50,TRUE,NA,980.1420175601044,85,-1364.6436406709374,-1569.6988478587687,TRUE,computed,-1364.6436406709374,-1569.6988478587687,Q3,ortho
full,const,3,2,99,6,4,TRUE,96,50,TRUE,NA,998.5669119029365,98,-1310.3954866761248,-1546.8120784926832,TRUE,computed,-1310.3954866761248,-1546.8120784926832,Q3,ortho
full,const,3,3,99,6,4,TRUE,96,50,TRUE,NA,1011.6696511678114,111,-1245.5030225253977,-1513.2809989706832,TRUE,computed,-1245.5030225253977,-1513.2809989706832,Q3,ortho
full,const,3,4,99,6,4,TRUE,96,50,TRUE,NA,1018.4658755794919,124,-1167.997528668282,-1467.1368897422947,TRUE,computed,-1167.997528668282,-1467.1368897422947,Q3,ortho
full,const,3,5,99,6,4,TRUE,96,50,TRUE,NA,1022.0178364999638,137,-1084.0035078287492,-1414.5042535314888,TRUE,computed,-1084.0035078287492,-1414.5042535314888,Q3,ortho
full,const,4,0,99,6,5,TRUE,95,55,TRUE,NA,NA,108,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,const,4,1,99,6,5,TRUE,95,55,TRUE,NA,1003.9046488504384,121,-1159.8976773672084,-1451.7997958345914,TRUE,computed,-1159.8976773672084,-1451.7997958345914,Q3,ortho
full,const,4,2,99,6,5,TRUE,95,55,TRUE,NA,1027.804911049587,134,-1116.6002590850285,-1439.863762181139,TRUE,computed,-1116.6002590850285,-1439.863762181139,Q3,ortho
full,const,4,3,99,6,5,TRUE,95,55,TRUE,NA,1041.5051448725947,147,-1052.9027840505673,-1407.5276717754045,TRUE,computed,-1052.9027840505673,-1407.5276717754045,Q3,ortho
full,const,4,4,99,6,5,TRUE,95,55,TRUE,NA,1049.1007416636141,160,-976.9960349521293,-1362.982307305694,TRUE,computed,-976.9960349521293,-1362.982307305694,Q3,ortho
full,const,4,5,99,6,5,TRUE,95,55,TRUE,NA,1052.6471705597232,173,-892.9909500638707,-1310.3386070461625,TRUE,computed,-892.9909500638707,-1310.3386070461625,Q3,ortho
full,const,5,0,99,6,6,TRUE,94,60,TRUE,NA,NA,144,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,const,5,1,99,6,6,TRUE,94,60,TRUE,NA,1041.892803418234,157,-983.6027606184023,-1362.3517903653374,TRUE,computed,-983.6027606184023,-1362.3517903653374,Q3,ortho
full,const,5,2,99,6,6,TRUE,94,60,TRUE,NA,1060.1354884264388,170,-928.9901879543349,-1339.1006023299974,TRUE,computed,-928.9901879543349,-1339.1006023299974,Q3,ortho
full,const,5,3,99,6,6,TRUE,94,60,TRUE,NA,1069.913434529667,183,-857.4481374803147,-1298.919936484704,TRUE,computed,-857.4481374803147,-1298.919936484704,Q3,ortho
full,const,5,4,99,6,6,TRUE,94,60,TRUE,NA,1078.6430824407596,196,-783.8094906220231,-1256.6426742551396,TRUE,computed,-783.8094906220231,-1256.6426742551396,Q3,ortho
full,const,5,5,99,6,6,TRUE,94,60,TRUE,NA,1084.7666807390901,209,-704.9587445382074,-1209.153312800051,TRUE,computed,-704.9587445382074,-1209.153312800051,Q3,ortho
full,const,6,0,99,6,7,TRUE,93,65,TRUE,NA,NA,180,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,const,6,1,99,6,7,TRUE,93,65,TRUE,NA,1082.8968282643705,193,-813.339584426278,-1278.935525452765,TRUE,computed,-813.339584426278,-1278.935525452765,Q3,ortho
full,const,6,2,99,6,7,TRUE,93,65,TRUE,NA,1101.1449865950499,206,-758.73795840716,-1255.6952840623744,TRUE,computed,-758.73795840716,-1255.6952840623744,Q3,ortho
full,const,6,3,99,6,7,TRUE,93,65,TRUE,NA,1113.737130044895,219,-692.8243026263731,-1221.1430129103146,TRUE,computed,-692.8243026263731,-1221.1430129103146,Q3,ortho
full,const,6,4,99,6,7,TRUE,93,65,TRUE,NA,1121.4232638147569,232,-617.0986274856202,-1176.778722398289,TRUE,computed,-617.0986274856202,-1176.778722398289,Q3,ortho
full,const,6,5,99,6,7,TRUE,93,65,TRUE,NA,1127.670359004811,245,-538.4948751852519,-1129.5363547266475,TRUE,computed,-538.4948751852519,-1129.5363547266475,Q3,ortho
full,const,7,0,99,6,8,TRUE,92,70,TRUE,NA,NA,216,NA,NA,TRUE,missing,NA,NA,Q3,ortho
full,const,7,1,99,6,8,TRUE,92,70,TRUE,NA,1134.4463015417673,229,-664.1673050966745,-1216.6101574027136,TRUE,computed,-664.1673050966745,-1216.6101574027136,Q3,ortho
full,const,7,2,99,6,8,TRUE,92,70,TRUE,NA,1163.2463259195401,242,-630.6694111717431,-1214.4736481065095,TRUE,computed,-630.6694111717431,-1214.4736481065095,Q3,ortho
full,const,7,3,99,6,8,TRUE,92,70,TRUE,NA,1186.5294888362537,255,-586.1377943246935,-1201.303415888187,TRUE,computed,-586.1377943246935,-1201.303415888187,Q3,ortho
full,const,7,4,99,6,8,TRUE,92,70,TRUE,NA,1197.59818134444,268,-517.1772366605894,-1163.70424285281,TRUE,computed,-517.1772366605894,-1163.70424285281,Q3,ortho
full,const,7,5,99,6,8,TRUE,92,70,TRUE,NA,1203.1692268860604,281,-437.2213850633534,-1115.1097758843011,TRUE,computed,-437.2213850633534,-1115.1097758843011,Q3,ortho
fordism,none,1,0,49,6,2,TRUE,48,35,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho
fordism,none,1,1,49,6,2,TRUE,48,35,TRUE,NA,566.3193770090738,12,-1069.176693337181,-1085.9369104408202,TRUE,computed,-1069.176693337181,-1085.9369104408202,Q3,ortho
fordism,none,1,2,49,6,2,TRUE,48,35,TRUE,NA,593.5352080417974,24,-1060.1462947216614,-1093.6667289289398,TRUE,computed,-1060.1462947216614,-1093.6667289289398,Q3,ortho
fordism,none,1,3,49,6,2,TRUE,48,35,TRUE,NA,611.8462186566563,36,-1033.3062552704125,-1083.5869065813301,TRUE,computed,-1033.3062552704125,-1083.5869065813301,Q3,ortho
fordism,none,1,4,49,6,2,TRUE,48,35,TRUE,NA,618.6950396616539,48,-983.541836599441,-1050.5827050139978,TRUE,computed,-983.541836599441,-1050.5827050139978,Q3,ortho
fordism,none,1,5,49,6,2,TRUE,48,35,TRUE,NA,621.4715616766185,60,-925.6328199484035,-1009.4339054665995,TRUE,computed,-925.6328199484035,-1009.4339054665995,Q3,ortho
fordism,none,2,0,49,6,3,TRUE,47,40,TRUE,NA,NA,36,NA,NA,TRUE,missing,NA,NA,Q3,ortho
fordism,none,2,1,49,6,3,TRUE,47,40,TRUE,NA,600.2963021116362,48,-946.7443614994056,-1013.7852299139624,TRUE,computed,-946.7443614994056,-1013.7852299139624,Q3,ortho
fordism,none,2,2,49,6,3,TRUE,47,40,TRUE,NA,617.3424144989565,60,-917.3745255930794,-1001.1756111112754,TRUE,computed,-917.3745255930794,-1001.1756111112754,Q3,ortho
fordism,none,2,3,49,6,3,TRUE,47,40,TRUE,NA,631.2631808222898,72,-881.7539975587792,-982.3153001806145,TRUE,computed,-881.7539975587792,-982.3153001806145,Q3,ortho
fordism,none,2,4,49,6,3,TRUE,47,40,TRUE,NA,641.3654058801682,84,-838.4963869935694,-955.8179067190438,TRUE,computed,-838.4963869935694,-955.8179067190438,Q3,ortho
fordism,none,2,5,49,6,3,TRUE,47,40,TRUE,NA,643.21914610689,96,-778.7418067660464,-912.8235435951599,TRUE,computed,-778.7418067660464,-912.8235435951599,Q3,ortho
fordism,none,3,0,49,6,4,TRUE,46,45,TRUE,NA,NA,72,NA,NA,TRUE,missing,NA,NA,Q3,ortho
fordism,none,3,1,49,6,4,TRUE,46,45,TRUE,NA,637.8818424412691,84,-831.5292601157713,-948.8507798412456,TRUE,computed,-831.5292601157713,-948.8507798412456,Q3,ortho
fordism,none,3,2,49,6,4,TRUE,46,45,TRUE,NA,666.177980489778,96,-824.6594755318223,-958.7412123609358,TRUE,computed,-824.6594755318223,-958.7412123609358,Q3,ortho
fordism,none,3,3,49,6,4,TRUE,46,45,TRUE,NA,684.2226090875341,108,-797.2866720463679,-948.1286259791207,TRUE,computed,-797.2866720463679,-948.1286259791207,Q3,ortho
fordism,none,3,4,49,6,4,TRUE,46,45,TRUE,NA,697.1791442237028,120,-759.7376816377385,-927.3398526741304,TRUE,computed,-759.7376816377385,-927.3398526741304,Q3,ortho
fordism,none,3,5,49,6,4,TRUE,46,45,TRUE,NA,702.936886535581,132,-707.7911055805283,-892.1534937205594,TRUE,computed,-707.7911055805283,-892.1534937205594,Q3,ortho
fordism,none,4,0,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,4,1,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,4,2,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,4,3,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,4,4,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,4,5,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,5,0,49,6,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,5,1,49,6,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,5,2,49,6,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,5,3,49,6,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,5,4,49,6,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,5,5,49,6,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,6,0,49,6,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,6,1,49,6,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,6,2,49,6,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,6,3,49,6,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,6,4,49,6,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,6,5,49,6,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,7,0,49,6,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,7,1,49,6,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,7,2,49,6,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,7,3,49,6,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,7,4,49,6,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,none,7,5,49,6,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,1,0,49,6,2,TRUE,48,40,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho
fordism,const,1,1,49,6,2,TRUE,48,40,TRUE,NA,562.3155627002722,13,-1055.8805596628304,-1074.0374615251062,TRUE,computed,-1055.8805596628304,-1074.0374615251062,Q3,ortho
fordism,const,1,2,49,6,2,TRUE,48,40,TRUE,NA,590.1336715962092,26,-1042.7662117169905,-1079.0800154415422,TRUE,computed,-1042.7662117169905,-1079.0800154415422,Q3,ortho
fordism,const,1,3,49,6,2,TRUE,48,40,TRUE,NA,608.6052040558551,39,-1010.9587108985684,-1065.4294164853957,TRUE,computed,-1010.9587108985684,-1065.4294164853957,Q3,ortho
fordism,const,1,4,49,6,2,TRUE,48,40,TRUE,NA,616.55612781327,52,-958.1099926756842,-1030.7376001247874,TRUE,computed,-958.1099926756842,-1030.7376001247874,Q3,ortho
fordism,const,1,5,49,6,2,TRUE,48,40,TRUE,NA,619.3333863212562,65,-894.9139439539427,-985.6984532653216,TRUE,computed,-894.9139439539427,-985.6984532653216,Q3,ortho
fordism,const,2,0,49,6,3,TRUE,47,45,TRUE,NA,NA,36,NA,NA,TRUE,missing,NA,NA,Q3,ortho
fordism,const,2,1,49,6,3,TRUE,47,45,TRUE,NA,596.6875770422344,49,-934.2384063038546,-1002.675959477048,TRUE,computed,-934.2384063038546,-1002.675959477048,Q3,ortho
fordism,const,2,2,49,6,3,TRUE,47,45,TRUE,NA,613.7348594330153,62,-899.5824053477028,-986.1768603831719,TRUE,computed,-899.5824053477028,-986.1768603831719,Q3,ortho
fordism,const,2,3,49,6,3,TRUE,47,45,TRUE,NA,628.5006458162368,75,-860.3634123764317,-965.1147692741765,TRUE,computed,-860.3634123764317,-965.1147692741765,Q3,ortho
fordism,const,2,4,49,6,3,TRUE,47,45,TRUE,NA,638.614297742464,88,-811.8401504911723,-934.7484092511929,TRUE,computed,-811.8401504911723,-934.7484092511929,Q3,ortho
fordism,const,2,5,49,6,3,TRUE,47,45,TRUE,NA,641.6211809732083,101,-749.1033512149469,-890.1685118372434,TRUE,computed,-749.1033512149469,-890.1685118372434,Q3,ortho
fordism,const,3,0,49,6,4,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,3,1,49,6,4,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,3,2,49,6,4,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,3,3,49,6,4,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,3,4,49,6,4,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,3,5,49,6,4,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,4,0,49,6,5,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,4,1,49,6,5,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,4,2,49,6,5,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,4,3,49,6,5,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,4,4,49,6,5,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,4,5,49,6,5,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,5,0,49,6,6,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,5,1,49,6,6,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
fordism,const,5,2,49,6,6,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho
