window,ecdet,p,r,T,m,K,gate_ok,gate_T_eff,gate_min_eff,runtime_ok,runtime_reason,logLik,k_total,PIC,BIC,comparable_p,status,PIC_obs,BIC_obs,spec,basis
full,const,1,2,99,5,2,TRUE,98,35,TRUE,NA,17.874488555828087,22,118.41677203991993,65.3436595913048,TRUE,computed,118.41677203991993,65.3436595913048,Q2,raw
full,const,1,3,99,5,2,TRUE,98,35,TRUE,NA,30.400793716679885,33,170.44703629400436,90.83736762108168,TRUE,computed,170.44703629400436,90.83736762108168,Q2,raw
full,const,1,4,99,5,2,TRUE,98,35,TRUE,NA,34.21649150628489,44,239.89851529058245,133.75229039335215,TRUE,computed,239.89851529058245,133.75229039335215,Q2,raw
full,const,2,0,99,5,3,TRUE,97,40,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q2,raw
full,const,2,1,99,5,3,TRUE,97,40,TRUE,NA,17.81980438903892,36,216.6316171063194,129.78470582676738,TRUE,computed,216.6316171063194,129.78470582676738,Q2,raw
full,const,2,2,99,5,3,TRUE,97,40,TRUE,NA,32.78566886348486,47,263.7827627332156,150.399295229356,TRUE,computed,263.7827627332156,150.399295229356,Q2,raw
full,const,2,3,99,5,3,TRUE,97,40,TRUE,NA,44.03126544648018,58,318.374444143013,178.45442041484586,TRUE,computed,318.374444143013,178.45442041484586,Q2,raw
full,const,2,4,99,5,3,TRUE,97,40,TRUE,NA,47.872286418025396,69,387.77527677571055,221.31869682323588,TRUE,computed,387.77527677571055,221.31869682323588,Q2,raw
full,const,3,0,99,5,4,TRUE,96,45,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q2,raw
full,const,3,1,99,5,4,TRUE,96,45,TRUE,NA,40.998754998559235,61,345.462067195888,198.3048008610915,TRUE,computed,345.462067195888,198.3048008610915,Q2,raw
full,const,3,2,99,5,4,TRUE,96,45,TRUE,NA,54.068801483358726,72,396.404848802077,222.711026242973,TRUE,computed,396.404848802077,222.711026242973,Q2,raw
full,const,3,3,99,5,4,TRUE,96,45,TRUE,NA,65.13405512495899,83,451.35721609466464,251.12683731125298,TRUE,computed,451.35721609466464,251.12683731125298,Q2,raw
full,const,3,4,99,5,4,TRUE,96,45,TRUE,NA,68.38069279694047,94,521.9468153264896,295.17988031877053,TRUE,computed,521.9468153264896,295.17988031877053,Q2,raw
full,const,4,0,99,5,5,TRUE,95,50,TRUE,NA,NA,75,NA,NA,TRUE,missing,NA,NA,Q2,raw
full,const,4,1,99,5,5,TRUE,95,50,TRUE,NA,67.36101686500064,86,467.92589477161437,260.45827338157346,TRUE,computed,467.92589477161437,260.45827338157346,Q2,raw
full,const,4,2,99,5,5,TRUE,95,50,TRUE,NA,79.0382741996124,97,521.6542546781789,287.6500770638304,TRUE,computed,521.6542546781789,287.6500770638304,Q2,raw
full,const,4,3,99,5,5,TRUE,95,50,TRUE,NA,85.6934302088445,108,585.4268172355028,324.88608339684674,TRUE,computed,585.4268172355028,324.88608339684674,Q2,raw
full,const,4,4,99,5,5,TRUE,95,50,TRUE,NA,88.58389211057917,119,656.7287680078214,369.65147794485785,TRUE,computed,656.7287680078214,369.65147794485785,Q2,raw
full,const,5,0,99,5,6,TRUE,94,55,TRUE,NA,NA,100,NA,NA,TRUE,missing,NA,NA,Q2,raw
full,const,5,1,99,5,6,TRUE,94,55,TRUE,NA,97.37435159456291,111,583.0875766210991,315.30960017581367,TRUE,computed,583.0875766210991,315.30960017581367,Q2,raw
full,const,5,2,99,5,6,TRUE,94,55,TRUE,NA,108.08442009378888,122,638.7503141984351,344.4357815288422,TRUE,computed,638.7503141984351,344.4357815288422,Q2,raw
full,const,5,3,99,5,6,TRUE,94,55,TRUE,NA,116.41248146524468,133,699.1770660313116,378.3259771374111,TRUE,computed,699.1770660313116,378.3259771374111,Q2,raw
full,const,5,4,99,5,6,TRUE,94,55,TRUE,NA,122.38238265422896,144,764.3201382291311,416.93249311092296,TRUE,computed,764.3201382291311,416.93249311092296,Q2,raw
full,const,6,0,99,5,7,TRUE,93,60,TRUE,NA,NA,125,NA,NA,TRUE,missing,NA,NA,Q2,raw
full,const,6,1,99,5,7,TRUE,93,60,TRUE,NA,127.17333846894701,136,698.6779541809401,370.58962268041023,TRUE,computed,698.6779541809401,370.58962268041023,Q2,raw
full,const,6,2,99,5,7,TRUE,93,60,TRUE,NA,141.7545706052701,147,746.5983644840818,391.9734767592445,TRUE,computed,746.5983644840818,391.9734767592445,Q2,raw
full,const,6,3,99,5,7,TRUE,93,60,TRUE,NA,149.40301033357494,158,808.3843596032602,427.2229156541153,TRUE,computed,808.3843596032602,427.2229156541153,Q2,raw
full,const,6,4,99,5,7,TRUE,93,60,TRUE,NA,154.67991600594402,169,874.9134228343103,467.21542266085766,TRUE,computed,874.9134228343103,467.21542266085766,Q2,raw
full,const,7,0,99,5,8,TRUE,92,65,TRUE,NA,NA,150,NA,NA,TRUE,missing,NA,NA,Q2,raw
full,const,7,1,99,5,8,TRUE,92,65,TRUE,NA,160.1083721818676,161,807.996238063708,419.59755150793376,TRUE,computed,807.996238063708,419.59755150793376,Q2,raw
full,const,7,2,99,5,8,TRUE,92,65,TRUE,NA,188.0864867299139,172,829.1228835434035,414.18764076332167,TRUE,computed,829.1228835434035,414.18764076332167,Q2,raw
full,const,7,3,99,5,8,TRUE,92,65,TRUE,NA,196.8840395674302,183,888.610652444159,447.1388534397695,TRUE,computed,888.610652444159,447.1388534397695,Q2,raw
full,const,7,4,99,5,8,TRUE,92,65,TRUE,NA,202.08597876146797,194,955.2896486318715,487.28129340317446,TRUE,computed,955.2896486318715,487.28129340317446,Q2,raw
fordism,none,1,0,49,5,2,TRUE,48,30,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q2,raw
fordism,none,1,1,49,5,2,TRUE,48,30,TRUE,NA,79.59486734001837,10,-106.30468411256449,-120.27153169893047,TRUE,computed,-106.30468411256449,-120.27153169893047,Q2,raw
fordism,none,1,2,49,5,2,TRUE,48,30,TRUE,NA,98.90886172167966,20,-92.04762230841482,-119.98131748114679,TRUE,computed,-92.04762230841482,-119.98131748114679,Q2,raw
fordism,none,1,3,49,5,2,TRUE,48,30,TRUE,NA,106.3770366165989,30,-54.09892153078104,-95.999464289879,TRUE,computed,-54.09892153078104,-95.999464289879,Q2,raw
fordism,none,1,4,49,5,2,TRUE,48,30,TRUE,NA,109.19689048702921,40,-6.853578704169422,-62.72096904963337,TRUE,computed,-6.853578704169422,-62.72096904963337,Q2,raw
fordism,none,2,0,49,5,3,TRUE,47,35,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q2,raw
fordism,none,2,1,49,5,3,TRUE,47,35,TRUE,NA,100.8475636909702,35,-16.59745039578752,-65.48141694806847,TRUE,computed,-16.59745039578752,-65.48141694806847,Q2,raw
fordism,none,2,2,49,5,3,TRUE,47,35,TRUE,NA,114.22981022734712,45,9.523107098930893,-53.327707039716046,TRUE,computed,9.523107098930893,-53.327707039716046,Q2,raw
fordism,none,2,3,49,5,3,TRUE,47,35,TRUE,NA,124.75225639465663,55,41.363265331784135,-35.45439639322879,TRUE,computed,41.363265331784135,-35.45439639322879,Q2,raw
fordism,none,2,4,49,5,3,TRUE,47,35,TRUE,NA,126.80090402832894,65,90.1510206319117,-0.6334886794671775,TRUE,computed,90.1510206319117,-0.6334886794671775,Q2,raw
fordism,none,3,0,49,5,4,TRUE,46,40,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q2,raw
fordism,none,3,1,49,5,4,TRUE,46,40,TRUE,NA,135.218687527497,60,46.872928349839526,-36.92815716835639,TRUE,computed,46.872928349839526,-36.92815716835639,Q2,raw
fordism,none,3,2,49,5,4,TRUE,46,40,TRUE,NA,158.4211737941034,70,53.35300638409899,-44.414926720462915,TRUE,computed,53.35300638409899,-44.414926720462915,Q2,raw
fordism,none,3,3,49,5,4,TRUE,46,40,TRUE,NA,169.3169609024247,80,84.44648273492857,-27.288297955999326,TRUE,computed,84.44648273492857,-27.288297955999326,Q2,raw
fordism,none,3,4,49,5,4,TRUE,46,40,TRUE,NA,173.2033004468323,90,129.55885421358568,3.8572259362917976,TRUE,computed,129.55885421358568,3.8572259362917976,Q2,raw
fordism,none,4,0,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,4,1,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,4,2,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,4,3,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,4,4,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,5,0,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,5,1,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,5,2,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,5,3,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,5,4,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,6,0,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,6,1,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,6,2,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,6,3,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,6,4,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,7,0,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,7,1,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,7,2,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,7,3,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,none,7,4,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,1,0,49,5,2,TRUE,48,35,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q2,raw
fordism,const,1,1,49,5,2,TRUE,48,35,TRUE,NA,76.2354817576939,11,-94.29740789116833,-109.66094023617092,TRUE,computed,-94.29740789116833,-109.66094023617092,Q2,raw
fordism,const,1,2,49,5,2,TRUE,48,35,TRUE,NA,95.55885357694031,22,-74.77059590544167,-105.49766059544683,TRUE,computed,-74.77059590544167,-105.49766059544683,Q2,raw
fordism,const,1,3,49,5,2,TRUE,48,35,TRUE,NA,104.4076315768403,33,-34.294596281022166,-80.38519331602993,TRUE,computed,-34.294596281022166,-80.38519331602993,Q2,raw
fordism,const,1,4,49,5,2,TRUE,48,35,TRUE,NA,107.23300821501343,44,18.228206066851044,-43.225923313159285,TRUE,computed,18.228206066851044,-43.225923313159285,Q2,raw
fordism,const,2,0,49,5,3,TRUE,47,40,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q2,raw
fordism,const,2,1,49,5,3,TRUE,47,40,TRUE,NA,97.60556329929595,36,-4.824944555691786,-55.10559586660935,TRUE,computed,-4.824944555691786,-55.10559586660935,Q2,raw
fordism,const,2,2,49,5,3,TRUE,47,40,TRUE,NA,111.84261723443319,47,24.874503198253194,-40.76968045766694,TRUE,computed,24.874503198253194,-40.76968045766694,Q2,raw
fordism,const,2,3,49,5,3,TRUE,47,40,TRUE,NA,122.79211525194049,58,61.14906278745809,-19.858653213464635,TRUE,computed,61.14906278745809,-19.858653213464635,Q2,raw
fordism,const,2,4,49,5,3,TRUE,47,40,TRUE,NA,124.99936559746521,69,114.90811772062813,18.536869374702803,TRUE,computed,114.90811772062813,18.536869374702803,Q2,raw
fordism,const,3,0,49,5,4,TRUE,46,45,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q2,raw
fordism,const,3,1,49,5,4,TRUE,46,45,TRUE,NA,132.30403772884037,61,57.990733003900004,-27.207037272932524,TRUE,computed,57.990733003900004,-27.207037272932524,Q2,raw
fordism,const,3,2,49,5,4,TRUE,46,45,TRUE,NA,155.69663104010164,72,69.37910200559696,-31.182200616238163,TRUE,computed,69.37910200559696,-31.182200616238163,Q2,raw
fordism,const,3,3,49,5,4,TRUE,46,45,TRUE,NA,166.80516746472526,83,105.33558478056915,-10.589250186268544,TRUE,computed,105.33558478056915,-10.589250186268544,Q2,raw
fordism,const,3,4,49,5,4,TRUE,46,45,TRUE,NA,170.9167854811819,94,155.28590437187535,23.997537060035086,TRUE,computed,155.28590437187535,23.997537060035086,Q2,raw
fordism,const,4,0,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,4,1,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,4,2,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,4,3,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,4,4,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,5,0,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,5,1,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,5,2,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,5,3,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,5,4,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,6,0,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,6,1,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,6,2,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,6,3,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,6,4,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,7,0,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,7,1,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,7,2,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,7,3,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
fordism,const,7,4,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw
post_fordism,none,1,0,50,5,2,TRUE,49,30,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q2,raw
post_fordism,none,1,1,50,5,2,TRUE,49,30,TRUE,NA,142.06566811375475,10,-230.7692051823051,-245.01110617322806,TRUE,computed,-230.7692051823051,-245.01110617322806,Q2,raw
post_fordism,none,1,2,50,5,2,TRUE,49,30,TRUE,NA,151.04556843776763,20,-195.3668747851264,-223.85067676697236,TRUE,computed,-195.3668747851264,-223.85067676697236,Q2,raw
post_fordism,none,1,3,50,5,2,TRUE,49,30,TRUE,NA,159.13120906939182,30,-158.17602500317034,-200.90172797593925,TRUE,computed,-158.17602500317034,-200.90172797593925,Q2,raw
post_fordism,none,1,4,50,5,2,TRUE,49,30,TRUE,NA,164.7392957434222,40,-116.03006730602667,-172.99767126971855,TRUE,computed,-116.03006730602667,-172.99767126971855,Q2,raw
post_fordism,none,2,0,50,5,3,TRUE,48,35,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q2,raw
post_fordism,none,2,1,50,5,3,TRUE,48,35,TRUE,NA,157.89893512414628,35,-129.03041159007705,-178.87706505830744,TRUE,computed,-129.03041159007705,-178.87706505830744,Q2,raw
post_fordism,none,2,2,50,5,3,TRUE,48,35,TRUE,NA,168.6680030992617,45,-97.2064164951035,-161.29497095425685,TRUE,computed,-97.2064164951035,-161.29497095425685,Q2,raw
post_fordism,none,2,3,50,5,3,TRUE,48,35,TRUE,NA,176.3069718134549,55,-59.12222287828547,-137.4526783283618,TRUE,computed,-59.12222287828547,-137.4526783283618,Q2,raw
post_fordism,none,2,4,50,5,3,TRUE,48,35,TRUE,NA,180.24921420166794,65,-13.644576609507055,-106.21693305050638,TRUE,computed,-13.644576609507055,-106.21693305050638,Q2,raw
post_fordism,none,3,0,50,5,4,TRUE,47,40,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q2,raw
post_fordism,none,3,1,50,5,4,TRUE,47,40,TRUE,NA,189.05999129585547,60,-57.94719632048435,-143.39860226602218,TRUE,computed,-57.94719632048435,-143.39860226602218,Q2,raw
post_fordism,none,3,2,50,5,4,TRUE,47,40,TRUE,NA,201.63812565572118,70,-29.74133399501136,-129.43464093147213,TRUE,computed,-29.74133399501136,-129.43464093147213,Q2,raw
post_fordism,none,3,3,50,5,4,TRUE,47,40,TRUE,NA,211.87354164917548,80,3.149965063284469,-110.7852428640993,TRUE,computed,3.149965063284469,-110.7852428640993,Q2,raw
post_fordism,none,3,4,50,5,4,TRUE,47,40,TRUE,NA,215.87238670192673,90,48.51440600298639,-79.66270291532032,TRUE,computed,48.51440600298639,-79.66270291532032,Q2,raw
post_fordism,none,4,0,50,5,5,TRUE,46,45,TRUE,NA,NA,75,NA,NA,TRUE,missing,NA,NA,Q2,raw
post_fordism,none,4,1,50,5,5,TRUE,46,45,TRUE,NA,219.47886318550638,85,14.620387513224841,-106.43577090962037,TRUE,computed,14.620387513224841,-106.43577090962037,Q2,raw
post_fordism,none,4,2,50,5,5,TRUE,46,45,TRUE,NA,231.8844558948852,95,43.171333139671674,-92.12672627409654,TRUE,computed,43.171333139671674,-92.12672627409654,Q2,raw
post_fordism,none,4,3,50,5,5,TRUE,46,45,TRUE,NA,242.5635512626076,105,75.17527344943136,-74.36468695525986,TRUE,computed,75.17527344943136,-74.36468695525986,Q2,raw
