window,ecdet,p,r,T,m,K,gate_ok,gate_T_eff,gate_min_eff,runtime_ok,runtime_reason,logLik,k_total,PIC,BIC,comparable_p,status,PIC_obs,BIC_obs,spec,basis,source_file,run_tag,include_e_raw,e_raw_mode,spec_type,degree_meta,vars,e_linear,e_linear_mode,PIC_min,dPIC,in_ambiguity
full,const,1,2,99,5,2,TRUE,98,35,TRUE,NA,850.4713409516144,22,-1546.7769327516526,-1599.8500452002677,TRUE,computed,-1546.7769327516526,-1599.8500452002677,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,44.783492659778176,FALSE
full,const,1,3,99,5,2,TRUE,98,35,TRUE,NA,862.997646112465,33,-1494.7466684975657,-1574.3563371704886,TRUE,computed,-1494.7466684975657,-1574.3563371704886,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,96.81375691386506,FALSE
full,const,1,4,99,5,2,TRUE,98,35,TRUE,NA,866.8133439020713,44,-1425.2951895009903,-1531.4414143982208,TRUE,computed,-1425.2951895009903,-1531.4414143982208,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,166.26523591044042,FALSE
full,const,2,0,99,5,3,TRUE,97,40,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,NA,FALSE
full,const,2,1,99,5,3,TRUE,97,40,TRUE,NA,841.8331840797129,36,-1431.3951422750283,-1518.2420535545805,TRUE,computed,-1431.3951422750283,-1518.2420535545805,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,160.16528313640242,FALSE
full,const,2,2,99,5,3,TRUE,97,40,TRUE,NA,856.799048554159,47,-1384.243996648133,-1497.6274641519922,TRUE,computed,-1384.243996648133,-1497.6274641519922,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,207.31642876329784,FALSE
full,const,2,3,99,5,3,TRUE,97,40,TRUE,NA,868.0446451371554,58,-1329.6523152383377,-1469.5723389665045,TRUE,computed,-1329.6523152383377,-1469.5723389665045,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,261.90811017309306,FALSE
full,const,2,4,99,5,3,TRUE,97,40,TRUE,NA,871.8856661087032,69,-1260.251482605645,-1426.7080625581198,TRUE,computed,-1260.251482605645,-1426.7080625581198,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,331.3089428057858,FALSE
full,const,3,0,99,5,4,TRUE,96,45,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,NA,FALSE
full,const,3,1,99,5,4,TRUE,96,45,TRUE,NA,856.4286619841215,61,-1285.3977467752366,-1432.555013110033,TRUE,computed,-1285.3977467752366,-1432.555013110033,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,306.1626786361942,FALSE
full,const,3,2,99,5,4,TRUE,96,45,TRUE,NA,869.4987084689161,72,-1234.4549651690377,-1408.1487877281418,TRUE,computed,-1234.4549651690377,-1408.1487877281418,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,357.10546024239306,FALSE
full,const,3,3,99,5,4,TRUE,96,45,TRUE,NA,880.5639621105192,83,-1179.502597876456,-1379.7329766598675,TRUE,computed,-1179.502597876456,-1379.7329766598675,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,412.05782753497465,FALSE
full,const,3,4,99,5,4,TRUE,96,45,TRUE,NA,883.8105997825032,94,-1108.912998644636,-1335.679933652355,TRUE,computed,-1108.912998644636,-1335.679933652355,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,482.64742676679475,FALSE
full,const,4,0,99,5,5,TRUE,95,50,TRUE,NA,NA,75,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,NA,FALSE
full,const,4,1,99,5,5,TRUE,95,50,TRUE,NA,874.2074511454578,86,-1145.7669737892998,-1353.2345951793409,TRUE,computed,-1145.7669737892998,-1353.2345951793409,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,445.793451622131,FALSE
full,const,4,2,99,5,5,TRUE,95,50,TRUE,NA,885.8847084800626,97,-1092.0386138827216,-1326.04279149707,TRUE,computed,-1092.0386138827216,-1326.04279149707,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,499.5218115287091,FALSE
full,const,4,3,99,5,5,TRUE,95,50,TRUE,NA,892.5398644893005,108,-1028.266051325409,-1288.806785164065,TRUE,computed,-1028.266051325409,-1288.806785164065,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,563.2943740860217,FALSE
full,const,4,4,99,5,5,TRUE,95,50,TRUE,NA,895.4303263910298,119,-956.9641005530798,-1244.0413906160434,TRUE,computed,-956.9641005530798,-1244.0413906160434,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,634.596324858351,FALSE
full,const,5,0,99,5,6,TRUE,94,55,TRUE,NA,NA,100,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,NA,FALSE
full,const,5,1,99,5,6,TRUE,94,55,TRUE,NA,895.637313169908,111,-1013.4383465295912,-1281.2163229748764,TRUE,computed,-1013.4383465295912,-1281.2163229748764,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,578.1220788818396,FALSE
full,const,5,2,99,5,6,TRUE,94,55,TRUE,NA,906.3473816691314,122,-957.77560895225,-1252.090141621843,TRUE,computed,-957.77560895225,-1252.090141621843,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,633.7848164591808,FALSE
full,const,5,3,99,5,6,TRUE,94,55,TRUE,NA,914.675443040587,133,-897.348857119373,-1218.1999460132731,TRUE,computed,-897.348857119373,-1218.1999460132731,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,694.2115682920578,FALSE
full,const,5,4,99,5,6,TRUE,94,55,TRUE,NA,920.6453442295348,144,-832.2057849214808,-1179.5934300396889,TRUE,computed,-832.2057849214808,-1179.5934300396889,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,759.3546404899499,FALSE
full,const,6,0,99,5,7,TRUE,93,60,TRUE,NA,NA,125,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,NA,FALSE
full,const,6,1,99,5,7,TRUE,93,60,TRUE,NA,916.8528273391772,136,-880.6810235595201,-1208.76935506005,TRUE,computed,-880.6810235595201,-1208.76935506005,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,710.8794018519106,FALSE
full,const,6,2,99,5,7,TRUE,93,60,TRUE,NA,931.4340594755026,147,-832.7606132563833,-1187.3855009812205,TRUE,computed,-832.7606132563833,-1187.3855009812205,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,758.7998121550474,FALSE
full,const,6,3,99,5,7,TRUE,93,60,TRUE,NA,939.0824992038266,158,-770.9746181372432,-1152.136062086388,TRUE,computed,-770.9746181372432,-1152.136062086388,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,820.5858072741876,FALSE
full,const,6,4,99,5,7,TRUE,93,60,TRUE,NA,944.3594048761724,169,-704.4455549061465,-1112.143555079599,TRUE,computed,-704.4455549061465,-1112.143555079599,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,887.1148705052842,FALSE
full,const,7,0,99,5,8,TRUE,92,65,TRUE,NA,NA,150,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,NA,FALSE
full,const,7,1,99,5,8,TRUE,92,65,TRUE,NA,941.2043883469868,161,-754.1957942665301,-1142.5944808223044,TRUE,computed,-754.1957942665301,-1142.5944808223044,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,837.3646311449006,FALSE
full,const,7,2,99,5,8,TRUE,92,65,TRUE,NA,969.1825028950352,172,-733.0691487868392,-1148.004391566921,TRUE,computed,-733.0691487868392,-1148.004391566921,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,858.4912766245916,FALSE
full,const,7,3,99,5,8,TRUE,92,65,TRUE,NA,977.98005573255,183,-673.5813798860806,-1115.05317889047,TRUE,computed,-673.5813798860806,-1115.05317889047,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,917.9790455253501,FALSE
full,const,7,4,99,5,8,TRUE,92,65,TRUE,NA,983.1819949265886,194,-606.9023836983697,-1074.9107389270666,TRUE,computed,-606.9023836983697,-1074.9107389270666,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1591.5604254114307,984.658041713061,FALSE
fordism,none,1,0,49,5,2,TRUE,48,30,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,1,1,49,5,2,TRUE,48,30,TRUE,NA,483.0180844802464,10,-913.1511183930204,-927.1179659793866,TRUE,computed,-913.1511183930204,-927.1179659793866,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,0,TRUE
fordism,none,1,2,49,5,2,TRUE,48,30,TRUE,NA,502.3320788619045,20,-898.8940565888645,-926.8277517615963,TRUE,computed,-898.8940565888645,-926.8277517615963,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,14.25706180415591,FALSE
fordism,none,1,3,49,5,2,TRUE,48,30,TRUE,NA,509.8002537568243,30,-860.9453558112319,-902.84589857033,TRUE,computed,-860.9453558112319,-902.84589857033,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,52.20576258178846,FALSE
fordism,none,1,4,49,5,2,TRUE,48,30,TRUE,NA,512.6201076272536,40,-813.7000129846181,-869.567403330082,TRUE,computed,-813.7000129846181,-869.567403330082,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,99.45110540840233,FALSE
fordism,none,2,0,49,5,3,TRUE,47,35,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,2,1,49,5,3,TRUE,47,35,TRUE,NA,495.687308126087,35,-806.276939266021,-855.160905818302,TRUE,computed,-806.276939266021,-855.160905818302,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,106.87417912699937,FALSE
fordism,none,2,2,49,5,3,TRUE,47,35,TRUE,NA,509.0695546624635,45,-780.1563817713018,-843.0071959099488,TRUE,computed,-780.1563817713018,-843.0071959099488,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,132.99473662171863,FALSE
fordism,none,2,3,49,5,3,TRUE,47,35,TRUE,NA,519.5920008297722,55,-748.316223538447,-825.13388526346,TRUE,computed,-748.316223538447,-825.13388526346,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,164.83489485457335,FALSE
fordism,none,2,4,49,5,3,TRUE,47,35,TRUE,NA,521.6406484634398,65,-699.52846823831,-790.3129775496889,TRUE,computed,-699.52846823831,-790.3129775496889,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,213.6226501547104,FALSE
fordism,none,3,0,49,5,4,TRUE,46,40,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,3,1,49,5,4,TRUE,46,40,TRUE,NA,521.4749592574998,60,-725.639615110166,-809.440700628362,TRUE,computed,-725.639615110166,-809.440700628362,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,187.5115032828544,FALSE
fordism,none,3,2,49,5,4,TRUE,46,40,TRUE,NA,544.6774455241122,70,-719.1595370759185,-816.9274701804804,TRUE,computed,-719.1595370759185,-816.9274701804804,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,193.99158131710192,FALSE
fordism,none,3,3,49,5,4,TRUE,46,40,TRUE,NA,555.5732326324267,80,-688.0660607250753,-799.8008414160032,TRUE,computed,-688.0660607250753,-799.8008414160032,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,225.08505766794508,FALSE
fordism,none,3,4,49,5,4,TRUE,46,40,TRUE,NA,559.4595721768347,90,-642.9536892464192,-768.6553175237132,TRUE,computed,-642.9536892464192,-768.6553175237132,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,270.19742914660117,FALSE
fordism,none,4,0,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,4,1,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,4,2,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,4,3,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,4,4,49,5,5,FALSE,45,45,FALSE,gate_fail: T_eff=45 <= min_eff=45,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,5,0,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,5,1,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,5,2,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,5,3,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,5,4,49,5,6,FALSE,44,50,FALSE,gate_fail: T_eff=44 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,6,0,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,6,1,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,6,2,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,6,3,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,6,4,49,5,7,FALSE,43,55,FALSE,gate_fail: T_eff=43 <= min_eff=55,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,7,0,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,7,1,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,7,2,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,7,3,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,none,7,4,49,5,8,FALSE,42,60,FALSE,gate_fail: T_eff=42 <= min_eff=60,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-913.1511183930204,NA,FALSE
fordism,const,1,0,49,5,2,TRUE,48,35,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-901.1438421716224,NA,FALSE
fordism,const,1,1,49,5,2,TRUE,48,35,TRUE,NA,479.658698897921,11,-901.1438421716224,-916.5073745166252,TRUE,computed,-901.1438421716224,-916.5073745166252,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-901.1438421716224,0,TRUE
fordism,const,1,2,49,5,2,TRUE,48,35,TRUE,NA,498.9820707171675,22,-881.617030185896,-912.3440948759012,TRUE,computed,-881.617030185896,-912.3440948759012,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-901.1438421716224,19.52681198572634,FALSE
fordism,const,1,3,49,5,2,TRUE,48,35,TRUE,NA,507.8308487170642,33,-841.14103056147,-887.2316275964778,TRUE,computed,-841.14103056147,-887.2316275964778,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-901.1438421716224,60.002811610152435,FALSE
fordism,const,1,4,49,5,2,TRUE,48,35,TRUE,NA,510.65622535524005,44,-788.6182282136022,-850.0723575936125,TRUE,computed,-788.6182282136022,-850.0723575936125,Q2,raw,APPX_grid_pic_table_Q2_raw_unrestricted.csv,Q2_raw,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-901.1438421716224,112.52561395802024,FALSE
