"source_variable_id","concept_group_id","year","previous_year","source_value","previous_source_value","growth_measure","growth_value","growth_method","consecutive_years","growth_valid","invalidity_reason","source_representation_type","noncanonical_diagnostic_derivative"
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1919,1918,48291948.4497102,44282943.5286081,"PERCENT_CHANGE",9.05315817254144,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1920,1919,53904220.1556968,48291948.4497102,"PERCENT_CHANGE",11.6215474549159,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1921,1920,57234320.0372052,53904220.1556968,"PERCENT_CHANGE",6.17780921770086,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1922,1921,60695179.5935332,57234320.0372052,"PERCENT_CHANGE",6.04682567046881,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1923,1922,65935465.0611433,60695179.5935332,"PERCENT_CHANGE",8.63377537178986,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1924,1923,70221423.7389749,65935465.0611433,"PERCENT_CHANGE",6.50023272582843,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1925,1924,74295234.7263141,70221423.7389749,"PERCENT_CHANGE",5.8013790812363,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1926,1925,78560027.3013736,74295234.7263141,"PERCENT_CHANGE",5.74033124839026,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1927,1926,82198906.7475526,78560027.3013736,"PERCENT_CHANGE",4.63197324540057,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1928,1927,85603934.9946833,82198906.7475526,"PERCENT_CHANGE",4.14242522420418,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1929,1928,89665227.5393463,85603934.9946833,"PERCENT_CHANGE",4.74428254368826,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1930,1929,92415645.8562277,89665227.5393463,"PERCENT_CHANGE",3.06743025402405,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1931,1930,91738095.9726875,92415645.8562277,"PERCENT_CHANGE",-0.733154951483295,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1932,1931,89063321.5803212,91738095.9726875,"PERCENT_CHANGE",-2.91566373163298,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1933,1932,85752025.7340326,89063321.5803212,"PERCENT_CHANGE",-3.71791191652595,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1934,1933,82557538.618332,85752025.7340326,"PERCENT_CHANGE",-3.72526140153071,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1935,1934,79518544.8359145,82557538.618332,"PERCENT_CHANGE",-3.68106151573503,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1936,1935,77079691.2841339,79518544.8359145,"PERCENT_CHANGE",-3.06702487679212,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1937,1936,75035923.7255536,77079691.2841339,"PERCENT_CHANGE",-2.65149940863993,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1938,1937,72021899.459383,75035923.7255536,"PERCENT_CHANGE",-4.0167750545652,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1939,1938,69593556.9076122,72021899.459383,"PERCENT_CHANGE",-3.37167246351266,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1940,1939,67267611.8466106,69593556.9076122,"PERCENT_CHANGE",-3.34218448424668,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1941,1940,65089608.622025,67267611.8466106,"PERCENT_CHANGE",-3.23781856497608,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1942,1941,62603345.6521287,65089608.622025,"PERCENT_CHANGE",-3.81975406294731,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1943,1942,59904889.1437624,62603345.6521287,"PERCENT_CHANGE",-4.3104030307916,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1944,1943,57472688.244217,59904889.1437624,"PERCENT_CHANGE",-4.06010416563579,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1945,1944,55737754.9162886,57472688.244217,"PERCENT_CHANGE",-3.01870920071844,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1946,1945,54803605.1976679,55737754.9162886,"PERCENT_CHANGE",-1.67597299177852,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1947,1946,53963272.1874296,54803605.1976679,"PERCENT_CHANGE",-1.53335352155638,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1948,1947,53166991.3418593,53963272.1874296,"PERCENT_CHANGE",-1.47559777843824,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1949,1948,52106274.9406622,53166991.3418593,"PERCENT_CHANGE",-1.99506568723588,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1950,1949,50798116.5832868,52106274.9406622,"PERCENT_CHANGE",-2.5105581983458,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1951,1950,49086697.9365726,50798116.5832868,"PERCENT_CHANGE",-3.36905925224259,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1952,1951,47922294.709041,49086697.9365726,"PERCENT_CHANGE",-2.37213598893162,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1953,1952,46864652.4639558,47922294.709041,"PERCENT_CHANGE",-2.20699415899562,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1954,1953,45303206.7318444,46864652.4639558,"PERCENT_CHANGE",-3.33181971916323,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1955,1954,43632178.9241444,45303206.7318444,"PERCENT_CHANGE",-3.68854200010836,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1956,1955,42213293.2915927,43632178.9241444,"PERCENT_CHANGE",-3.25192476639424,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1957,1956,40606921.565159,42213293.2915927,"PERCENT_CHANGE",-3.80536935447685,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1958,1957,38776433.5337094,40606921.565159,"PERCENT_CHANGE",-4.50782270828471,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1959,1958,36940245.1743644,38776433.5337094,"PERCENT_CHANGE",-4.73532037893261,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1960,1959,34953558.2796876,36940245.1743644,"PERCENT_CHANGE",-5.37810966142562,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1961,1960,33251957.1160606,34953558.2796876,"PERCENT_CHANGE",-4.86817722536662,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1962,1961,32639028.2910053,33251957.1160606,"PERCENT_CHANGE",-1.84328646556343,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1963,1962,32363050.3692103,32639028.2910053,"PERCENT_CHANGE",-0.845545766051659,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1964,1963,32332790.5644253,32363050.3692103,"PERCENT_CHANGE",-0.0935010897915478,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1965,1964,32521679.6197655,32332790.5644253,"PERCENT_CHANGE",0.584202761477792,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1966,1965,32805727.8437424,32521679.6197655,"PERCENT_CHANGE",0.873411912600797,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1967,1966,32945222.6963059,32805727.8437424,"PERCENT_CHANGE",0.425214929624285,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1968,1967,32926058.9508753,32945222.6963059,"PERCENT_CHANGE",-0.0581685108255403,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1969,1968,33110702.3124973,32926058.9508753,"PERCENT_CHANGE",0.560781847282366,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1970,1969,33184863.9801785,33110702.3124973,"PERCENT_CHANGE",0.223980956312153,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1971,1970,33101484.5829595,33184863.9801785,"PERCENT_CHANGE",-0.25125731197454,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1972,1971,33073101.6928454,33101484.5829595,"PERCENT_CHANGE",-0.0857450669409232,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1973,1972,33362366.6908302,33073101.6928454,"PERCENT_CHANGE",0.874623132330443,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1974,1973,33562535.6582078,33362366.6908302,"PERCENT_CHANGE",0.59998431535917,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1975,1974,33492432.2406733,33562535.6582078,"PERCENT_CHANGE",-0.208874020271921,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1976,1975,33329466.0175955,33492432.2406733,"PERCENT_CHANGE",-0.486576256709992,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1977,1976,33097314.6430273,33329466.0175955,"PERCENT_CHANGE",-0.696534935320126,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1978,1977,33045743.3298366,33097314.6430273,"PERCENT_CHANGE",-0.155817212806908,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1979,1978,32992478.6888798,33045743.3298366,"PERCENT_CHANGE",-0.161184575045425,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1980,1979,32879117.9997239,32992478.6888798,"PERCENT_CHANGE",-0.343595551655562,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1981,1980,32798010.6469479,32879117.9997239,"PERCENT_CHANGE",-0.246683480915388,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1982,1981,32579850.4329869,32798010.6469479,"PERCENT_CHANGE",-0.665162946342612,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1983,1982,32196061.8743313,32579850.4329869,"PERCENT_CHANGE",-1.17799361738941,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1984,1983,31953645.2486913,32196061.8743313,"PERCENT_CHANGE",-0.752938749422849,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1985,1984,31823137.5321118,31953645.2486913,"PERCENT_CHANGE",-0.408428257758309,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1986,1985,31521995.1940385,31823137.5321118,"PERCENT_CHANGE",-0.946299961056407,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1987,1986,31034577.6635962,31521995.1940385,"PERCENT_CHANGE",-1.54627753554915,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1988,1987,30517213.6693761,31034577.6635962,"PERCENT_CHANGE",-1.66705666121235,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1989,1988,30133881.0350752,30517213.6693761,"PERCENT_CHANGE",-1.2561193772601,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1990,1989,29894187.0329963,30133881.0350752,"PERCENT_CHANGE",-0.795430239469985,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1991,1990,29510485.3749062,29894187.0329963,"PERCENT_CHANGE",-1.2835326736485,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1992,1991,29062853.3650008,29510485.3749062,"PERCENT_CHANGE",-1.51685749732209,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1993,1992,28629670.8363636,29062853.3650008,"PERCENT_CHANGE",-1.49050240592985,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1994,1993,28238286.308205,28629670.8363636,"PERCENT_CHANGE",-1.36705912686039,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1995,1994,27971743.3549037,28238286.308205,"PERCENT_CHANGE",-0.943906263971306,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1996,1995,27709719.8066602,27971743.3549037,"PERCENT_CHANGE",-0.936743716396082,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1997,1996,27499093.687652,27709719.8066602,"PERCENT_CHANGE",-0.760116379659592,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1998,1997,27370149.5890351,27499093.687652,"PERCENT_CHANGE",-0.468903084885297,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",1999,1998,27249645.8985711,27370149.5890351,"PERCENT_CHANGE",-0.440274139065266,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",2000,1999,27213393.3730928,27249645.8985711,"PERCENT_CHANGE",-0.133038519521467,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",2001,2000,27103723.8515713,27213393.3730928,"PERCENT_CHANGE",-0.402998332541415,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
"G_TOT_GPIM_2017","TOTAL_GROSS_PRODUCTIVE_CAPITAL",2002,2001,26768303.6279071,27103723.8515713,"PERCENT_CHANGE",-1.23754294982146,"DIRECT_LEVEL_PERCENT_CHANGE",TRUE,TRUE,"","LEVEL",TRUE
