"stage_id","validation_result","validation_status","decision","status","registered_windows","structural_windows","nested_windows","transition_windows","bridge_windows","event_profiles","variables_included","tier_a_count","tier_b_count","tier_c_count","human_review_tier_count","level_master_rows","growth_panel_rows","growth_master_rows","event_profile_rows","elasticity_correspondence_rows","diagnostic_growth_derivatives_created"
"S31B_UNIVARIATE_DESCRIPTIVE_DIAGNOSTICS","PASS","PASS 42/42","S31B_UNIVARIATE_DESCRIPTIVE_DIAGNOSTICS_COMPLETE","S31B_DESCRIPTIVE_BASELINE_REGISTERED",16,4,6,4,1,3,37,16,17,4,0,592,4625,592,364,11,2376
