year,K_ME,K_NR,pi,omega,exploitation_rate,GDP_real,X_FOB,M_CIF,X_net,FBKF_ME,FBKF_NR,inv_change,I_total,G,C_priv
1983,27849304.149388123,84290250.25259805,0.4297521152859404,0.5702478847140596,0.7536233396138448,16815394.135125805,2940771.542946519,2066446.9820286795,874324.5609178394,293666.5699350881,1346925.0,20811.221182572423,1661402.7911176605,3661318.6728498964,10618348.110240407
1984,27772479.28168766,86194995.974277,0.4352389520272787,0.5647610479727213,0.7706603590839383,17805071.42309382,2935933.1758786356,2376495.7271630587,559437.4487155769,482836.49663152394,1586158.0,26245.595115808304,2095240.0917473321,3608461.8315557297,11541932.051075183
1985,27885257.331758,88372082.9663679,0.5185956372187042,0.4814043627812959,1.0772557901688657,18155525.125029195,3319736.4381800094,2115726.339861316,1204010.0983186932,456385.26941002853,1865311.0,29451.165949461516,2351147.43535949,3659220.564947541,10941147.026403472
1986,27892842.561830327,90412979.52449308,0.5224672093546492,0.47753279064535087,1.0940970328939563,19171549.534458723,3567643.6463766685,2441012.277356758,1126631.3690199107,430451.83272014285,1947381.0,30163.26910596015,2407996.101826103,3698929.8366404744,11937992.226972235
1987,28487112.319770444,93462769.3212386,0.5534141651801234,0.4465858348198765,1.239211193080798,20412276.161992937,3937981.540482778,2841760.7202961277,1096220.8201866504,618617.7969831679,2275501.0,36712.45635806862,2930831.2533412366,3603663.699549524,12781560.388915526
1988,29533105.48864741,97174890.80805472,0.5843663000459314,0.41563369995406857,1.4059646754113282,21911017.128352895,4071069.4817492086,3229339.901199308,841729.5805499004,766876.8591373282,2536838.0,41908.26157931471,3345623.120716643,3733084.2816738933,13990580.145412458
1989,31601794.34500415,102747556.10655376,0.5837560092087968,0.41624399079120317,1.4024370852758357,24228285.317068763,4473861.08819378,4168721.1859748466,305139.9022189332,1152396.6129360646,3142369.0,54479.93195628561,4349245.54489235,3873451.139862599,15700448.73009488
1990,33660520.30408859,108459139.3243588,0.5343347610299984,0.4656652389700015,1.147465424329044,25142426.777105596,4936463.883515433,4258525.587478859,677938.2960365741,1071255.4363246767,3331604.0,55851.122999952175,4458710.559324629,3905550.471008056,16100227.450736336
1991,35487311.30577893,113745435.60241996,0.5658169728376202,0.4341830271623798,1.303176166363617,27136660.99337492,5446127.985566456,4620407.817017572,825720.1685488839,1127652.487463195,3267388.0,55751.938122281805,4450792.425585477,4045246.622572238,17814901.776668325
1992,38665578.663018994,121029259.83909962,0.5849963571743965,0.41500364282560354,1.4096174028530848,30438171.756635077,6378702.479542794,5809923.947927688,568778.5316151055,1502416.8231748631,3948551.0,69146.58048112877,5520114.403655992,4271489.725108567,20077789.096255414
1993,42893385.53259052,130050938.77156174,0.5938971203968522,0.4061028796031479,1.4624302122093316,32559287.77696921,6581934.055749121,6542940.092929677,38993.962819444016,1744746.4097156953,4684998.0,81562.55067389924,6511306.960389595,4455676.082766131,21553310.77099404
1994,47521010.813836426,139694762.69424844,0.5933719585937003,0.4066280414062997,1.459249973370153,34416719.42753583,7179122.79379658,6894319.908071816,284802.8857247643,1994362.3500870198,4833130.0,86608.06018014904,6914100.410267169,4542042.458877828,22675773.672666073
1995,56526567.2212095,152548697.6940451,0.6133329904088325,0.3866670095911675,1.5862046029148555,38028586.63929618,8033832.5627497295,8540633.128295971,-506800.5655462416,2829308.9758565985,5602626.0,106960.72501857579,8538895.700875174,4731654.661151729,25264836.84281552
1996,66389819.430842645,166978438.98458356,0.5975119342056915,0.4024880657943085,1.4845457169680403,40831592.66004995,9912071.178525032,10197693.090250194,-285621.9117251616,2989790.9878385263,6194167.0,116500.28228776064,9300458.270126287,4920002.839402488,26896753.46224634
1997,77827977.03915042,183249445.29059896,0.6027425612507189,0.39725743874928116,1.5172593448429406,43526542.29192956,10936175.691623196,11397788.273816163,-461612.5821929667,3516812.8651727038,6635812.0,128788.00886509102,10281412.874037795,5203923.902846001,28502818.097238727
1998,87749501.98404689,200015647.3512404,0.5949041669095316,0.40509583309046837,1.4685516816379451,44944336.13576658,11782690.53264985,12225043.219600357,-442352.68695050664,3543564.4530568495,6799409.0,131202.6174958106,10474176.07055266,5320998.227477813,29591514.524686612
1999,90869077.87184478,208371304.27957848,0.5748970037831507,0.42510299621684927,1.352371093357079,44616344.172736935,12427556.897985548,10413592.612986038,2013964.2849995103,2563917.201206702,5892807.0,107275.18113377411,8563999.382340476,5465041.377947159,28573339.12744979
2000,96694855.56089509,219446679.94729537,0.5738349089139111,0.4261650910860889,1.3465084797337181,46605194.72946803,13036867.172339564,11856463.85893036,1180403.3134092037,3194392.9354198454,6011184.0,116774.52281666454,9322351.45823651,5626475.972023681,30475963.98579864
2001,102018741.92382264,231042977.05486956,0.5816453917887638,0.4183546082112362,1.390316684392965,48165620.898592375,14102385.884285713,12055544.158664053,2046841.7256216593,3322946.7528623226,6280820.0,121825.63761897385,9725592.390481297,5791539.614002863,30601647.168486558
2002,107662245.44721273,242951715.85419697,0.5731009816139192,0.42689901838608074,1.3424743485720918,49209326.070127815,14157710.954103602,12173510.840045176,1984200.1140584257,3339033.4730295297,6412994.0,123706.35351233184,9875733.826541862,5969768.110765396,31379624.018762134
2003,114047226.8163416,256580066.09028825,0.5740448627137111,0.4259551372862888,1.3476650765873723,51156415.26,14981564.678952001,13362126.704544002,1619437.9744079988,3516258.421999999,6790743.0,130746.30532864481,10437747.727328643,6115160.463065341,32984069.095198013
2004,125061921.9714466,274564549.0370752,0.598176405006098,0.401823594993902,1.4886542563912302,54246818.68,16936118.22449318,16017890.58681149,918227.6376816891,4319248.639,7019324.0,143831.9856137205,11482404.62461372,6485421.377054752,35360765.04064984
2005,147328178.77443883,304933676.8830528,0.6112529998404572,0.38874700015954283,1.5723671168898983,57262644.8,17309026.032073915,19475394.057501387,-2166368.025427472,6274944.301999999,7769619.0,178158.00022801012,14222721.30222801,6868370.419779416,38337921.10342004
2006,168720430.1619096,334766111.4012177,0.6348247933975004,0.3651752066024995,1.7384115403226699,59890971.18,18049337.441834994,21772956.543030042,-3723619.1011950485,6371339.289000001,8002756.0,182338.1771799475,14556433.466179948,7307873.343019871,41750283.47199523
2007,193227146.5386936,368243817.6814666,0.6440817656542552,0.3559182343457447,1.8096340774397746,62646127.0,19299162.49272714,25534647.335270766,-6235484.842543624,7446780.999999999,8540861.0,202806.32909929752,16190448.329099298,7829905.2200377835,44861258.293406546
2008,229206935.7074177,415141757.36651593,0.6231961393290957,0.3768038606709044,1.6539006214519312,64940432.0,19565304.61553866,29852693.89511424,-10287389.279575579,9600698.000000002,9485613.0,242113.54432113655,19328424.54432114,7866682.439384497,48032714.29586995
2009,244887155.64470905,441289041.8704613,0.6081400232913008,0.3918599767086992,1.551931964063224,63848206.0,18018899.660440817,24219444.909465753,-6200545.249024935,7431121.000000001,8615526.0,203554.81892966107,16250201.818929661,8456067.128329631,45342482.30176564
2010,261690399.4002329,464883448.91752607,0.6250244441039334,0.3749755558960666,1.6668405027371271,67167124.0,18446525.254632734,31847351.874271143,-13400826.61963841,10294921.0,8766513.0,241797.97476754338,19303231.974767543,8734804.503387528,52529914.14148334
2011,303779958.6976566,518967819.62085485,0.6261901951813413,0.3738098048186586,1.6751572246349093,,,,,,,,,,
2012,351037958.6526206,579854242.0033247,0.646945698533062,0.35305430146693795,1.8324254819867867,,,,,,,,,,
2013,388072615.19053006,630004369.2474773,0.6625002405220158,0.33749975947798416,1.9629650745432077,,,,,,,,,,
2014,413832751.4684798,669272303.2889416,0.6597637754780208,0.3402362245219792,1.9391344246338478,,,,,,,,,,
2015,431706730.65295607,700653285.461349,0.6651682857123012,0.33483171428769876,1.9865749190674515,,,,,,,,,,
2016,444308687.5857216,725452930.9490976,0.6706397048621308,0.32936029513786924,2.0361886807922702,,,,,,,,,,
2017,456238557.6087524,748205549.9868093,0.6701656071293289,0.32983439287067107,2.031824520471104,,,,,,,,,,
2018,474220147.73602825,777382652.8933165,0.6820320267373136,0.31796797326268644,2.144970827530038,,,,,,,,,,
2019,491692332.49641794,806348614.5158162,0.6950861008715589,0.30491389912844113,2.2796143529644826,,,,,,,,,,
2020,495824458.3811147,820755436.669369,0.6611812917014669,0.3388187082985331,1.9514308847399895,,,,,,,,,,
2021,520036472.5755938,856382744.5986179,0.6321543380021124,0.3678456619978876,1.7185314475877729,,,,,,,,,,
2022,546219473.5183883,895178738.7159766,0.655066187703464,0.34493381229653597,1.89910691370642,,,,,,,,,,
2023,568005778.0416827,928609483.1720632,0.6730459795564206,0.32695402044357935,2.0585340368144043,,,,,,,,,,
2024,582354369.7880288,955218814.3087139,0.6412387612757015,0.35876123872429855,1.787369124813625,,,,,,,,,,
